Q20	Q30	Q40	EHFB	M22	M23	M24	M33	M34	M44
0.0	0.0	0.0	13.618000000367113	0.118	0.0	0.0	0.126	0.0	0.61
0.5324265101719764	0.0	1.3109300478854794e-06	13.638192840563379	0.11959727953051592	2.287078597984812e-08	-0.019433573260393855	0.12613317094972556	2.2728731408544714e-08	0.5849758835091168
1.0648530203439528	0.0	2.621860095770959e-06	13.668191387523395	0.12119455906103185	3.871820948454672e-08	-0.03886714403425566	0.1262663171650007	3.847772371135078e-08	0.5599517747831932
1.5972795305159293	0.0	3.932790143656438e-06	13.710384957814219	0.1227918385915478	4.754227050335889e-08	-0.05830071232158542	0.12639943864582537	4.724697689774797e-08	0.5349276738222295
2.1297060406879056	0.0	5.243720191541918e-06	13.767162886007316	0.12438911812206371	4.934296906013768e-08	-0.07773427812238311	0.12653253539219958	4.903649099144117e-08	0.5099035806262255
2.6621325508614317	0.0	5.324798795413204e-06	13.840913063969866	0.1259863976525843	3.584199600287791e-08	-0.09716784081184683	0.12666559346949008	3.561937490969233e-08	0.48487954677739975
3.1945590610350205	0.0	5.355366485674997e-06	13.93402640951627	0.12758367718310507	2.1701951784017106e-08	-0.11660140336976578	0.12679864992121131	2.1567157052439357e-08	0.45985551537774805
3.72698557120861	0.0	5.385934175936789e-06	14.048892350673082	0.12918095671362584	7.3981398922755304e-09	-0.1360349658697049	0.12693170579618548	7.352188712820404e-09	0.43483148415915623
4.259412081382199	0.0	5.416501866198583e-06	14.18783785300298	0.13278867587908838	0.0	-0.15015057809657437	0.12771331571158526	4.3909563219411305e-11	0.43775908416524256
4.791838591555017	0.0	6.2914497696924046e-06	14.351665637268255	0.1385122506921865	0.0	-0.15866938776502248	0.12917747655758727	1.5568164764851474e-10	0.47010393161154584
5.324265101727772	0.0	7.234599705096052e-06	14.539599986471632	0.1442358225989473	0.0	-0.1671881936327477	0.13064163620827357	2.9939149732548173e-10	0.5024487673151722
5.856691611900526	0.0	8.177749640499698e-06	14.75079321034874	0.14995939164968428	0.0	-0.1757069958912121	0.1321057955137262	4.744862237826318e-10	0.5347935937916446
6.389118122073281	0.0	9.120899575903342e-06	14.984397680902461	0.1556829578443975	0.0	-0.18422579454041568	0.1335699544739452	6.809658270862765e-10	0.5671384110409633
6.920417064107439	0.0	0.03277037326719939	15.269738710063626	0.16112232758562092	0.0	-0.19232129535434395	0.13459271559679659	2.9907236652093702e-06	0.597405486009237
