Q20,Q30,Q40
2.617572801666652254e+02,1.015000285259738888e+01,1.627731619843069950e+02
2.645912499491079188e+02,1.041491288107318880e+01,1.637925964632616456e+02
2.667961071844115963e+02,1.044087870388063166e+01,1.658586159212512712e+02
2.688558845104536204e+02,1.038503695061833021e+01,1.680614121879513618e+02
2.710748636777415754e+02,1.042873854109586240e+01,1.700940743553952075e+02
2.735780080002638783e+02,1.080130843357417092e+01,1.717086841797487864e+02
2.759932408312858456e+02,1.114205859711594826e+01,1.734450428406566402e+02
2.783117886809282027e+02,1.113511920340179806e+01,1.753241891989628414e+02
2.803673077959517173e+02,1.096705908921488337e+01,1.774653663875763527e+02
2.811223984502203734e+02,1.297926012165271992e+01,1.795032496142035541e+02
