Q20	Q30	Q40	EHFB	M22	M23	M24	M33	M34	M44
41.56454848875977	7.918333948435387	8.670480402884571	31.871426911095686	0.08212484590076277	-0.017051596491490618	-0.08267279265020572	0.22306621327836199	-0.03448370855537568	0.2760074175728332
41.82176614566748	7.943801212779578	8.755535306210877	31.943329043120738	0.08236611089998504	-0.017117979549024668	-0.08466191238098096	0.22031744524227068	-0.03158517583981212	0.27757228974889914
42.07827959164148	7.959946312435609	8.8453219971448	32.021793462570514	0.08257590045114398	-0.017088292896913108	-0.08656742407678379	0.21745875517693866	-0.02872448011864849	0.27892432250022753
42.334793037615476	7.976091412091641	8.935108688078722	32.101844826139036	0.08276265073775183	-0.017080471639717824	-0.08840679643144742	0.2145826051910804	-0.02588780696424808	0.2801351082095588
42.591306483589484	7.992236511747675	9.024895379012646	32.18361293244384	0.08292603058468066	-0.01709674685198496	-0.09017868731419029	0.21168707795500752	-0.023073692233939798	0.2812032175947617
42.846916784271144	7.999999997006018	9.1178962887928	32.2714078605518	0.0830820620349847	-0.01702858611232471	-0.09188679247589408	0.2087238470983113	-0.02034575832055822	0.2821367894529299
43.10169054515687	7.999999998296575	9.213874374006899	32.36527582206436	0.08324285943822078	-0.0168771945122061	-0.09354338870131418	0.2057099607213897	-0.017725960201824008	0.2829654693523232
43.356464306042604	7.999999999587133	9.309852459220998	32.46123359255534	0.08339754366551888	-0.016742614142856334	-0.09514802294228121	0.20269301775545476	-0.015162708943754842	0.2836902252824568
43.61123806692834	8.000000000877689	9.4058305444351	32.559005455914296	0.08354611471834017	-0.016624844993960552	-0.0967006951935235	0.19967301821466588	-0.012656004572283452	0.28431105724184014
43.864909400252586	8.000000001486379	9.504656517423019	32.66143895380931	0.08367701116712584	-0.01651883348491735	-0.09817020233459393	0.19660433976419908	-0.010192567334832725	0.2847134932133753
44.117901745777864	8.000000001675103	9.605236511372318	32.7669537577596	0.08359987697388589	-0.016709613156791137	-0.09871251564297052	0.19355753828760458	-0.008062186270169617	0.2838422544652426
44.37089409130315	8.000000001863828	9.705816505321621	32.87315385493768	0.0832899181811763	-0.01721597117053724	-0.09825104624016143	0.19057309832750033	-0.006306551338019646	0.28164691544849413
44.62388643682843	8.000000002052552	9.806396499270923	32.979795090777145	0.0829688267772582	-0.017704835080923444	-0.0977752634801402	0.1875918391140035	-0.004598627597080605	0.2793975037488672
44.87752192354376	8.000000002174167	9.905337193439111	33.08462782039527	0.08264250335927338	-0.018181031856609096	-0.09729905707775278	0.1846401998671962	-0.0029461981831683114	0.27715571234391906
45.13141479525713	8.000000002268926	10.003621840105637	33.18858534375731	0.08230759331111213	-0.018641956308608838	-0.09681433327503974	0.18170226960600816	-0.0013438037856512218	0.2748854342245216
45.385307666970505	8.000000002363684	10.101906486772164	33.29229084504469	0.08196176598808405	-0.01908572504291598	-0.09631557297609487	0.1787674585665295	0.00021180229074916064	0.27256212934162993
45.63920053868387	8.000000002458442	10.200191133438688	33.3955902799152	0.08160502139018982	-0.019512338059527175	-0.0958027761809187	0.17583576674876655	0.0017206200460206575	0.27018579769525924
45.89407585683607	8.000000002509086	10.295889566750894	33.49495995096198	0.08124715678851581	-0.019930098527954358	-0.09529844792456317	0.1729489143493028	0.0031723471105407114	0.26785599270233285
46.14918789243977	8.0000000025491	10.39096485989986	33.59277980485656	0.08088101162622983	-0.020333137760548785	-0.0947858606663014	0.17007515464123135	0.004575986780608849	0.2654984890536091
46.40429992804347	8.000000002589113	10.486040153048826	33.68978748713643	0.08050425496639763	-0.02071950178266668	-0.09425963005406016	0.16720442678977873	0.005934148603844623	0.2630894438455124
46.65941196364717	8.000000002629127	10.58111544619779	33.785941069949914	0.08011688680901946	-0.0210891905943067	-0.0937197560878396	0.1643367307949477	0.007246832580243003	0.2606288570780488
46.915868807361676	8.000000002641226	10.672491126248438	33.8761859176533	0.07973363826381474	-0.0214550577823399	-0.09319928598393501	0.1615318225641916	0.008502150948114684	0.25826234187580044
47.17248485900138	8.00000000265002	10.763428819852761	33.96490192770063	0.07934190288535103	-0.02180636968743183	-0.09266957434983276	0.1587369117493845	0.00971221564451906	0.2558633728995281
