Q20,Q30,Q40
0.00,1.13,0.00
1.40,1.01,0.00
1.96,0.93,0.00
2.18,0.80,0.00
2.45,0.60,0.00
2.65,0.40,0.00
2.80,0.20,0.00
2.92,0.00,0.00
335.29,10.73,7.00
334.22,10.85,7.00
333.33,10.95,7.00
332.77,11.06,7.00
331.85,11.26,7.00
331.37,11.38,7.00
331.14,11.46,7.00
330.67,11.66,7.00
330.32,11.86,7.00
330.06,12.06,7.00
329.86,12.26,7.00
329.72,12.46,7.00
329.61,12.66,7.00
329.55,12.86,7.00
329.51,13.07,7.00
329.51,13.27,7.00
329.55,13.47,7.00
329.64,13.67,7.00
329.79,13.87,7.00
330.01,14.07,7.00
330.33,14.27,7.00
330.80,14.47,7.00
331.37,14.65,7.00
331.55,14.67,7.00
333.33,14.86,7.00
335.29,14.77,7.00
335.91,14.67,7.00
337.00,14.47,7.00
337.25,14.42,7.00
337.70,14.27,7.00
338.24,14.07,7.00
338.70,13.87,7.00
339.10,13.67,7.00
339.22,13.60,7.00
339.41,13.47,7.00
339.67,13.27,7.00
339.87,13.07,7.00
340.03,12.86,7.00
340.13,12.66,7.00
340.17,12.46,7.00
340.15,12.26,7.00
340.05,12.06,7.00
339.89,11.86,7.00
339.63,11.66,7.00
339.28,11.46,7.00
339.22,11.43,7.00
338.82,11.26,7.00
338.20,11.06,7.00
337.41,10.85,7.00
337.25,10.82,7.00
335.29,10.73,7.00
272.07,0.00,8.00
272.13,0.20,8.00
272.20,0.40,8.00
272.27,0.60,8.00
272.36,0.80,8.00
272.46,1.01,8.00
272.55,1.16,8.00
272.58,1.21,8.00
272.73,1.41,8.00
272.89,1.61,8.00
273.08,1.81,8.00
273.28,2.01,8.00
273.50,2.21,8.00
273.74,2.41,8.00
273.99,2.61,8.00
274.27,2.81,8.00
274.51,2.97,8.00
274.59,3.02,8.00
274.99,3.22,8.00
275.41,3.42,8.00
275.86,3.62,8.00
276.34,3.82,8.00
276.47,3.87,8.00
276.94,4.02,8.00
277.62,4.22,8.00
278.33,4.42,8.00
278.43,4.45,8.00
279.27,4.62,8.00
280.28,4.82,8.00
280.39,4.85,8.00
281.70,5.03,8.00
282.35,5.11,8.00
283.77,5.23,8.00
284.31,5.27,8.00
286.27,5.34,8.00
288.24,5.33,8.00
290.20,5.27,8.00
291.08,5.23,8.00
292.16,5.17,8.00
293.89,5.03,8.00
294.12,5.00,8.00
295.08,5.03,8.00
296.08,5.06,8.00
296.49,5.23,8.00
297.01,5.43,8.00
297.57,5.63,8.00
298.04,5.79,8.00
298.14,5.83,8.00
298.67,6.03,8.00
299.27,6.23,8.00
299.92,6.43,8.00
300.00,6.46,8.00
300.57,6.63,8.00
301.22,6.83,8.00
301.84,7.04,8.00
301.96,7.07,8.00
302.46,7.24,8.00
303.05,7.44,8.00
303.59,7.64,8.00
303.92,7.77,8.00
304.12,7.84,8.00
304.65,8.04,8.00
305.11,8.24,8.00
305.50,8.44,8.00
305.83,8.64,8.00
305.88,8.68,8.00
306.11,8.84,8.00
306.34,9.05,8.00
306.53,9.25,8.00
306.69,9.45,8.00
306.82,9.65,8.00
306.93,9.85,8.00
307.03,10.05,8.00
307.11,10.25,8.00
307.19,10.45,8.00
307.26,10.65,8.00
307.34,10.85,8.00
307.42,11.06,8.00
307.50,11.26,8.00
307.60,11.46,8.00
307.70,11.66,8.00
307.82,11.86,8.00
307.84,11.89,8.00
307.97,12.06,8.00
308.14,12.26,8.00
308.33,12.46,8.00
308.53,12.66,8.00
308.73,12.86,8.00
308.95,13.07,8.00
309.16,13.27,8.00
309.38,13.47,8.00
309.59,13.67,8.00
309.80,13.86,8.00
309.81,13.87,8.00
310.06,14.07,8.00
310.31,14.27,8.00
310.55,14.47,8.00
310.79,14.67,8.00
311.02,14.87,8.00
311.24,15.08,8.00
311.46,15.28,8.00
311.67,15.48,8.00
311.76,15.57,8.00
311.94,15.68,8.00
312.25,15.88,8.00
312.56,16.08,8.00
312.88,16.28,8.00
313.21,16.48,8.00
313.55,16.68,8.00
313.73,16.78,8.00
313.98,16.88,8.00
314.51,17.09,8.00
315.06,17.29,8.00
315.62,17.49,8.00
315.69,17.51,8.00
316.15,17.69,8.00
316.69,17.89,8.00
317.25,18.09,8.00
317.65,18.23,8.00
317.82,18.29,8.00
318.40,18.49,8.00
319.01,18.69,8.00
319.61,18.87,8.00
319.70,18.89,8.00
320.53,19.10,8.00
321.42,19.30,8.00
321.57,19.33,8.00
322.43,19.50,8.00
323.44,19.70,8.00
323.53,19.72,8.00
324.44,19.90,8.00
325.42,20.10,8.00
325.49,20.11,8.00
326.49,20.30,8.00
327.45,20.47,8.00
327.62,20.50,8.00
328.82,20.70,8.00
329.41,20.80,8.00
330.14,20.90,8.00
331.37,21.08,8.00
331.64,21.11,8.00
333.33,21.26,8.00
335.16,21.31,8.00
335.29,21.31,8.00
335.38,21.31,8.00
337.25,21.23,8.00
338.45,21.11,8.00
339.22,21.02,8.00
339.86,20.90,8.00
340.94,20.70,8.00
341.18,20.66,8.00
341.77,20.50,8.00
342.54,20.30,8.00
343.14,20.14,8.00
343.26,20.10,8.00
343.85,19.90,8.00
344.44,19.70,8.00
345.02,19.50,8.00
345.10,19.47,8.00
345.53,19.30,8.00
346.04,19.10,8.00
346.55,18.89,8.00
347.06,18.70,8.00
347.06,18.69,8.00
347.55,18.49,8.00
348.04,18.29,8.00
348.54,18.09,8.00
349.02,17.90,8.00
349.05,17.89,8.00
349.53,17.69,8.00
350.01,17.49,8.00
350.49,17.29,8.00
350.98,17.09,8.00
350.98,17.08,8.00
351.42,16.88,8.00
351.86,16.68,8.00
352.30,16.48,8.00
352.72,16.28,8.00
352.94,16.17,8.00
353.13,16.08,8.00
353.51,15.88,8.00
353.88,15.68,8.00
354.22,15.48,8.00
354.53,15.28,8.00
354.82,15.08,8.00
354.90,15.02,8.00
355.08,14.87,8.00
355.30,14.67,8.00
355.49,14.47,8.00
355.66,14.27,8.00
355.80,14.07,8.00
355.92,13.87,8.00
356.01,13.67,8.00
356.09,13.47,8.00
356.15,13.27,8.00
356.19,13.07,8.00
356.22,12.86,8.00
356.24,12.66,8.00
356.25,12.46,8.00
356.24,12.26,8.00
356.22,12.06,8.00
356.19,11.86,8.00
356.16,11.66,8.00
356.11,11.46,8.00
356.06,11.26,8.00
355.99,11.06,8.00
355.91,10.85,8.00
355.83,10.65,8.00
355.73,10.45,8.00
355.63,10.25,8.00
355.51,10.05,8.00
355.38,9.85,8.00
355.24,9.65,8.00
355.08,9.45,8.00
354.92,9.25,8.00
354.90,9.22,8.00
354.56,9.05,8.00
354.12,8.84,8.00
353.63,8.64,8.00
353.08,8.44,8.00
352.94,8.39,8.00
352.57,8.24,8.00
352.05,8.04,8.00
351.48,7.84,8.00
350.98,7.68,8.00
350.90,7.64,8.00
350.47,7.44,8.00
350.00,7.24,8.00
349.48,7.04,8.00
349.02,6.87,8.00
348.91,6.83,8.00
348.31,6.63,8.00
347.66,6.43,8.00
347.06,6.26,8.00
346.94,6.23,8.00
346.03,6.03,8.00
345.10,5.83,8.00
345.08,5.83,8.00
343.14,5.67,8.00
341.18,5.74,8.00
339.75,5.83,8.00
339.22,5.86,8.00
337.25,5.94,8.00
335.29,5.96,8.00
333.33,5.83,8.00
333.33,5.83,8.00
332.59,5.63,8.00
331.93,5.43,8.00
331.37,5.24,8.00
331.34,5.23,8.00
330.88,5.03,8.00
330.39,4.82,8.00
329.86,4.62,8.00
329.41,4.46,8.00
329.28,4.42,8.00
328.57,4.22,8.00
327.80,4.02,8.00
327.45,3.93,8.00
326.88,3.82,8.00
325.88,3.62,8.00
325.49,3.54,8.00
324.90,3.42,8.00
323.97,3.22,8.00
323.53,3.12,8.00
323.12,3.02,8.00
322.35,2.81,8.00
321.63,2.61,8.00
321.57,2.59,8.00
320.86,2.41,8.00
320.13,2.21,8.00
319.61,2.05,8.00
319.43,2.01,8.00
318.63,1.81,8.00
317.91,1.61,8.00
317.65,1.53,8.00
317.37,1.41,8.00
316.97,1.21,8.00
316.62,1.01,8.00
316.31,0.80,8.00
316.05,0.60,8.00
315.82,0.40,8.00
315.69,0.27,8.00
315.64,0.20,8.00
315.51,0.00,8.00
310.95,0.00,8.00
310.85,0.20,8.00
310.74,0.40,8.00
310.60,0.60,8.00
310.43,0.80,8.00
310.22,1.01,8.00
309.97,1.21,8.00
309.80,1.32,8.00
309.64,1.41,8.00
309.17,1.61,8.00
308.58,1.81,8.00
307.84,2.01,8.00
306.20,1.81,8.00
305.88,1.77,8.00
305.37,1.61,8.00
304.80,1.41,8.00
304.32,1.21,8.00
303.92,1.01,8.00
303.90,1.01,8.00
303.28,0.80,8.00
302.76,0.60,8.00
302.33,0.40,8.00
301.98,0.20,8.00
301.96,0.19,8.00
301.57,0.00,8.00
107.84,10.81,8.00
107.72,10.85,8.00
107.55,11.06,8.00
107.62,11.26,8.00
107.83,11.46,8.00
107.84,11.47,8.00
108.78,11.66,8.00
109.56,11.86,8.00
109.80,11.92,8.00
110.33,11.86,8.00
110.79,11.66,8.00
110.65,11.46,8.00
110.31,11.26,8.00
109.89,11.06,8.00
109.80,11.02,8.00
108.18,10.85,8.00
107.84,10.81,8.00
267.36,0.00,9.00
267.53,0.20,9.00
267.71,0.40,9.00
267.91,0.60,9.00
268.13,0.80,9.00
268.36,1.01,9.00
268.60,1.21,9.00
268.63,1.23,9.00
268.86,1.41,9.00
269.10,1.61,9.00
269.32,1.81,9.00
269.53,2.01,9.00
269.73,2.21,9.00
269.92,2.41,9.00
270.09,2.61,9.00
270.26,2.81,9.00
270.42,3.02,9.00
270.58,3.22,9.00
270.59,3.23,9.00
270.77,3.42,9.00
270.95,3.62,9.00
271.13,3.82,9.00
271.31,4.02,9.00
271.50,4.22,9.00
271.69,4.42,9.00
271.88,4.62,9.00
272.07,4.82,9.00
272.28,5.03,9.00
272.48,5.23,9.00
272.55,5.29,9.00
272.89,5.43,9.00
273.39,5.63,9.00
273.91,5.83,9.00
274.44,6.03,9.00
274.51,6.06,9.00
275.32,6.23,9.00
276.27,6.43,9.00
276.47,6.48,9.00
277.10,6.63,9.00
277.90,6.83,9.00
278.43,6.97,9.00
278.75,7.04,9.00
279.70,7.24,9.00
280.39,7.38,9.00
280.80,7.44,9.00
282.27,7.64,9.00
282.35,7.65,9.00
283.54,7.84,9.00
284.31,7.97,9.00
284.65,8.04,9.00
285.54,8.24,9.00
286.27,8.41,9.00
286.54,8.44,9.00
288.23,8.64,9.00
288.24,8.64,9.00
288.24,8.64,9.00
290.16,8.44,9.00
290.20,8.44,9.00
292.16,8.29,9.00
293.09,8.44,9.00
294.12,8.60,9.00
294.26,8.64,9.00
294.95,8.84,9.00
295.65,9.05,9.00
296.08,9.17,9.00
296.29,9.25,9.00
296.76,9.45,9.00
297.18,9.65,9.00
297.54,9.85,9.00
297.85,10.05,9.00
298.04,10.18,9.00
298.13,10.25,9.00
298.37,10.45,9.00
298.58,10.65,9.00
298.76,10.85,9.00
298.93,11.06,9.00
299.07,11.26,9.00
299.21,11.46,9.00
299.33,11.66,9.00
299.45,11.86,9.00
299.56,12.06,9.00
299.67,12.26,9.00
299.78,12.46,9.00
299.89,12.66,9.00
299.99,12.86,9.00
300.00,12.88,9.00
300.20,13.07,9.00
300.42,13.27,9.00
300.64,13.47,9.00
300.86,13.67,9.00
301.08,13.87,9.00
301.30,14.07,9.00
301.52,14.27,9.00
301.74,14.47,9.00
301.96,14.67,9.00
301.97,14.67,9.00
302.44,14.87,9.00
302.89,15.08,9.00
303.31,15.28,9.00
303.70,15.48,9.00
303.92,15.60,9.00
304.07,15.68,9.00
304.43,15.88,9.00
304.77,16.08,9.00
305.10,16.28,9.00
305.41,16.48,9.00
305.71,16.68,9.00
305.88,16.80,9.00
305.99,16.88,9.00
306.25,17.09,9.00
306.50,17.29,9.00
306.76,17.49,9.00
307.01,17.69,9.00
307.27,17.89,9.00
307.54,18.09,9.00
307.81,18.29,9.00
307.84,18.31,9.00
308.07,18.49,9.00
308.32,18.69,9.00
308.60,18.89,9.00
308.89,19.10,9.00
309.20,19.30,9.00
309.54,19.50,9.00
309.80,19.65,9.00
309.90,19.70,9.00
310.32,19.90,9.00
310.76,20.10,9.00
311.24,20.30,9.00
311.75,20.50,9.00
311.76,20.51,9.00
312.39,20.70,9.00
313.02,20.90,9.00
313.65,21.11,9.00
313.73,21.13,9.00
314.41,21.31,9.00
315.18,21.51,9.00
315.69,21.64,9.00
316.14,21.71,9.00
317.64,21.91,9.00
317.65,21.91,9.00
319.10,22.11,9.00
319.61,22.18,9.00
320.01,22.31,9.00
320.58,22.51,9.00
321.16,22.71,9.00
321.57,22.85,9.00
321.71,22.91,9.00
322.19,23.12,9.00
322.75,23.32,9.00
323.49,23.52,9.00
323.53,23.53,9.00
324.61,23.72,9.00
325.49,23.84,9.00
326.09,23.92,9.00
327.45,24.10,9.00
327.60,24.12,9.00
329.19,24.32,9.00
329.41,24.35,9.00
331.37,24.51,9.00
331.81,24.52,9.00
333.33,24.58,9.00
335.29,24.59,9.00
337.25,24.55,9.00
337.59,24.52,9.00
339.22,24.40,9.00
339.80,24.32,9.00
341.18,24.13,9.00
341.20,24.12,9.00
342.23,23.92,9.00
343.14,23.74,9.00
343.24,23.72,9.00
344.15,23.52,9.00
345.05,23.32,9.00
345.10,23.30,9.00
345.88,23.12,9.00
346.69,22.91,9.00
347.06,22.82,9.00
347.46,22.71,9.00
348.19,22.51,9.00
348.89,22.31,9.00
349.02,22.27,9.00
349.54,22.11,9.00
350.17,21.91,9.00
350.76,21.71,9.00
350.98,21.63,9.00
351.31,21.51,9.00
351.83,21.31,9.00
352.33,21.11,9.00
352.82,20.90,9.00
352.94,20.86,9.00
353.31,20.70,9.00
353.79,20.50,9.00
354.27,20.30,9.00
354.77,20.10,9.00
354.90,20.05,9.00
355.35,19.90,9.00
355.98,19.70,9.00
356.63,19.50,9.00
356.86,19.43,9.00
357.23,19.30,9.00
357.80,19.10,9.00
358.35,18.89,9.00
358.82,18.71,9.00
358.85,18.69,9.00
359.11,18.49,9.00
359.36,18.29,9.00
359.59,18.09,9.00
359.82,17.89,9.00
360.03,17.69,9.00
360.24,17.49,9.00
360.43,17.29,9.00
360.62,17.09,9.00
360.78,16.89,9.00
360.79,16.88,9.00
360.92,16.68,9.00
361.04,16.48,9.00
361.16,16.28,9.00
361.27,16.08,9.00
361.37,15.88,9.00
361.47,15.68,9.00
361.57,15.48,9.00
361.66,15.28,9.00
361.74,15.08,9.00
361.82,14.87,9.00
361.90,14.67,9.00
361.98,14.47,9.00
362.05,14.27,9.00
362.12,14.07,9.00
362.19,13.87,9.00
362.26,13.67,9.00
362.33,13.47,9.00
362.39,13.27,9.00
362.46,13.07,9.00
362.52,12.86,9.00
362.58,12.66,9.00
362.65,12.46,9.00
362.71,12.26,9.00
362.75,12.15,9.00
362.78,12.06,9.00
362.84,11.86,9.00
362.90,11.66,9.00
362.95,11.46,9.00
363.00,11.26,9.00
363.04,11.06,9.00
363.07,10.85,9.00
363.09,10.65,9.00
363.11,10.45,9.00
363.11,10.25,9.00
363.10,10.05,9.00
363.07,9.85,9.00
363.03,9.65,9.00
362.98,9.45,9.00
362.90,9.25,9.00
362.80,9.05,9.00
362.75,8.95,9.00
362.62,8.84,9.00
362.31,8.64,9.00
361.94,8.44,9.00
361.50,8.24,9.00
361.00,8.04,9.00
360.78,7.96,9.00
360.64,7.84,9.00
360.40,7.64,9.00
360.14,7.44,9.00
359.88,7.24,9.00
359.62,7.04,9.00
359.35,6.83,9.00
359.08,6.63,9.00
358.82,6.44,9.00
358.82,6.43,9.00
358.61,6.23,9.00
358.39,6.03,9.00
358.17,5.83,9.00
357.93,5.63,9.00
357.67,5.43,9.00
357.40,5.23,9.00
357.11,5.03,9.00
356.86,4.87,9.00
356.76,4.82,9.00
356.22,4.62,9.00
355.64,4.42,9.00
354.99,4.22,9.00
354.90,4.19,9.00
353.43,4.02,9.00
352.94,3.96,9.00
351.59,3.82,9.00
350.98,3.75,9.00
350.15,3.62,9.00
349.02,3.42,9.00
348.98,3.42,9.00
347.70,3.22,9.00
347.06,3.12,9.00
345.73,3.02,9.00
345.10,2.97,9.00
343.14,2.91,9.00
341.18,2.84,9.00
340.16,2.81,9.00
339.22,2.78,9.00
337.25,2.67,9.00
336.89,2.61,9.00
335.69,2.41,9.00
335.29,2.34,9.00
334.86,2.21,9.00
334.22,2.01,9.00
333.62,1.81,9.00
333.33,1.71,9.00
333.06,1.61,9.00
332.55,1.41,9.00
332.07,1.21,9.00
331.63,1.01,9.00
331.37,0.88,9.00
331.19,0.80,9.00
330.75,0.60,9.00
330.37,0.40,9.00
330.03,0.20,9.00
329.75,0.00,9.00
103.92,8.81,9.00
103.76,8.84,9.00
103.04,9.05,9.00
102.56,9.25,9.00
102.24,9.45,9.00
102.05,9.65,9.00
101.96,9.84,9.00
101.96,9.85,9.00
101.94,10.05,9.00
101.96,10.16,9.00
101.98,10.25,9.00
102.07,10.45,9.00
102.21,10.65,9.00
102.39,10.85,9.00
102.61,11.06,9.00
102.86,11.26,9.00
103.13,11.46,9.00
103.44,11.66,9.00
103.77,11.86,9.00
103.92,11.95,9.00
104.17,12.06,9.00
104.63,12.26,9.00
105.11,12.46,9.00
105.61,12.66,9.00
105.88,12.77,9.00
106.18,12.86,9.00
106.85,13.07,9.00
107.51,13.27,9.00
107.84,13.37,9.00
108.30,13.47,9.00
109.21,13.67,9.00
109.80,13.80,9.00
110.25,13.87,9.00
111.51,14.07,9.00
111.76,14.11,9.00
113.23,14.27,9.00
113.73,14.33,9.00
115.69,14.44,9.00
117.65,14.43,9.00
119.18,14.27,9.00
119.61,14.21,9.00
120.12,14.07,9.00
120.63,13.87,9.00
120.93,13.67,9.00
121.07,13.47,9.00
121.09,13.27,9.00
121.02,13.07,9.00
120.86,12.86,9.00
120.64,12.66,9.00
120.37,12.46,9.00
120.06,12.26,9.00
119.71,12.06,9.00
119.61,12.01,9.00
119.27,11.86,9.00
118.80,11.66,9.00
118.30,11.46,9.00
117.79,11.26,9.00
117.65,11.20,9.00
117.19,11.06,9.00
116.57,10.85,9.00
115.94,10.65,9.00
115.69,10.57,9.00
115.23,10.45,9.00
114.49,10.25,9.00
113.77,10.05,9.00
113.73,10.04,9.00
112.89,9.85,9.00
112.06,9.65,9.00
111.76,9.58,9.00
111.08,9.45,9.00
110.09,9.25,9.00
109.80,9.19,9.00
108.82,9.05,9.00
107.84,8.89,9.00
107.20,8.84,9.00
105.88,8.74,9.00
103.92,8.81,9.00
319.61,24.92,9.00
319.54,24.92,9.00
317.65,24.98,9.00
316.77,25.13,9.00
315.71,25.33,9.00
315.69,25.33,9.00
313.73,25.42,9.00
312.62,25.53,9.00
311.76,25.60,9.00
311.34,25.73,9.00
310.72,25.93,9.00
310.15,26.13,9.00
309.80,26.27,9.00
309.67,26.33,9.00
309.30,26.53,9.00
308.99,26.73,9.00
308.73,26.93,9.00
308.53,27.14,9.00
308.38,27.34,9.00
308.29,27.54,9.00
308.26,27.74,9.00
308.29,27.94,9.00
308.38,28.14,9.00
308.54,28.34,9.00
308.77,28.54,9.00
309.06,28.74,9.00
309.42,28.94,9.00
309.80,29.12,9.00
309.87,29.15,9.00
310.56,29.35,9.00
311.37,29.55,9.00
311.76,29.63,9.00
312.79,29.55,9.00
313.73,29.46,9.00
315.67,29.35,9.00
315.69,29.35,9.00
315.69,29.35,9.00
316.21,29.55,9.00
316.75,29.75,9.00
317.32,29.95,9.00
317.65,30.06,9.00
318.45,30.15,9.00
319.61,30.28,9.00
319.76,30.15,9.00
319.98,29.95,9.00
320.19,29.75,9.00
320.37,29.55,9.00
320.55,29.35,9.00
320.71,29.15,9.00
320.85,28.94,9.00
320.98,28.74,9.00
321.09,28.54,9.00
321.19,28.34,9.00
321.28,28.14,9.00
321.35,27.94,9.00
321.40,27.74,9.00
321.43,27.54,9.00
321.45,27.34,9.00
321.46,27.14,9.00
321.45,26.93,9.00
321.43,26.73,9.00
321.38,26.53,9.00
321.32,26.33,9.00
321.23,26.13,9.00
321.12,25.93,9.00
320.97,25.73,9.00
320.77,25.53,9.00
320.51,25.33,9.00
320.15,25.13,9.00
319.61,24.92,9.00
319.61,24.92,9.00
265.59,0.00,10.00
265.81,0.20,10.00
266.07,0.40,10.00
266.38,0.60,10.00
266.67,0.77,10.00
266.74,0.80,10.00
267.14,1.01,10.00
267.54,1.21,10.00
267.93,1.41,10.00
268.32,1.61,10.00
268.63,1.77,10.00
268.69,1.81,10.00
268.97,2.01,10.00
269.22,2.21,10.00
269.44,2.41,10.00
269.63,2.61,10.00
269.81,2.81,10.00
269.96,3.02,10.00
270.11,3.22,10.00
270.24,3.42,10.00
270.36,3.62,10.00
270.48,3.82,10.00
270.58,4.02,10.00
270.59,4.03,10.00
270.71,4.22,10.00
270.84,4.42,10.00
270.96,4.62,10.00
271.08,4.82,10.00
271.20,5.03,10.00
271.33,5.23,10.00
271.45,5.43,10.00
271.58,5.63,10.00
271.72,5.83,10.00
271.85,6.03,10.00
272.00,6.23,10.00
272.14,6.43,10.00
272.30,6.63,10.00
272.46,6.83,10.00
272.55,6.94,10.00
272.79,7.04,10.00
273.29,7.24,10.00
273.80,7.44,10.00
274.31,7.64,10.00
274.51,7.72,10.00
275.20,7.84,10.00
276.26,8.04,10.00
276.47,8.08,10.00
276.99,8.24,10.00
277.64,8.44,10.00
278.29,8.64,10.00
278.43,8.69,10.00
278.97,8.84,10.00
279.67,9.05,10.00
280.36,9.25,10.00
280.39,9.26,10.00
281.41,9.45,10.00
282.35,9.63,10.00
282.43,9.65,10.00
283.23,9.85,10.00
284.01,10.05,10.00
284.31,10.13,10.00
284.63,10.25,10.00
285.13,10.45,10.00
285.63,10.65,10.00
286.11,10.85,10.00
286.27,10.92,10.00
286.71,11.06,10.00
287.34,11.26,10.00
287.93,11.46,10.00
288.24,11.56,10.00
290.20,11.63,10.00
291.41,11.46,10.00
292.16,11.35,10.00
294.12,11.29,10.00
294.67,11.46,10.00
295.34,11.66,10.00
295.98,11.86,10.00
296.08,11.89,10.00
296.27,12.06,10.00
296.48,12.26,10.00
296.67,12.46,10.00
296.85,12.66,10.00
297.01,12.86,10.00
297.16,13.07,10.00
297.31,13.27,10.00
297.45,13.47,10.00
297.58,13.67,10.00
297.71,13.87,10.00
297.84,14.07,10.00
297.96,14.27,10.00
298.04,14.41,10.00
298.07,14.47,10.00
298.18,14.67,10.00
298.29,14.87,10.00
298.40,15.08,10.00
298.50,15.28,10.00
298.61,15.48,10.00
298.71,15.68,10.00
298.81,15.88,10.00
298.92,16.08,10.00
299.02,16.28,10.00
299.11,16.48,10.00
299.21,16.68,10.00
299.31,16.88,10.00
299.41,17.09,10.00
299.51,17.29,10.00
299.61,17.49,10.00
299.72,17.69,10.00
299.83,17.89,10.00
299.94,18.09,10.00
300.00,18.21,10.00
300.07,18.29,10.00
300.23,18.49,10.00
300.40,18.69,10.00
300.56,18.89,10.00
300.73,19.10,10.00
300.91,19.30,10.00
301.09,19.50,10.00
301.28,19.70,10.00
301.48,19.90,10.00
301.69,20.10,10.00
301.91,20.30,10.00
301.96,20.35,10.00
302.18,20.50,10.00
302.47,20.70,10.00
302.76,20.90,10.00
303.05,21.11,10.00
303.33,21.31,10.00
303.60,21.51,10.00
303.86,21.71,10.00
303.92,21.76,10.00
304.15,21.91,10.00
304.44,22.11,10.00
304.69,22.31,10.00
304.91,22.51,10.00
305.08,22.71,10.00
305.20,22.91,10.00
305.25,23.12,10.00
305.23,23.32,10.00
305.11,23.52,10.00
304.86,23.72,10.00
304.47,23.92,10.00
303.92,24.10,10.00
303.88,24.12,10.00
303.12,24.32,10.00
302.04,24.52,10.00
301.96,24.53,10.00
301.56,24.72,10.00
301.13,24.92,10.00
300.69,25.13,10.00
300.26,25.33,10.00
300.00,25.45,10.00
299.94,25.53,10.00
299.78,25.73,10.00
299.64,25.93,10.00
299.52,26.13,10.00
299.40,26.33,10.00
299.31,26.53,10.00
299.22,26.73,10.00
299.14,26.93,10.00
299.08,27.14,10.00
299.03,27.34,10.00
298.99,27.54,10.00
298.96,27.74,10.00
298.94,27.94,10.00
298.93,28.14,10.00
298.94,28.34,10.00
298.96,28.54,10.00
299.00,28.74,10.00
299.05,28.94,10.00
299.13,29.15,10.00
299.23,29.35,10.00
299.35,29.55,10.00
299.52,29.75,10.00
299.74,29.95,10.00
300.00,30.14,10.00
300.04,30.15,10.00
300.86,30.35,10.00
301.81,30.55,10.00
301.96,30.58,10.00
303.92,30.68,10.00
305.88,30.71,10.00
306.28,30.75,10.00
307.84,30.89,10.00
308.16,30.95,10.00
309.31,31.16,10.00
309.80,31.23,10.00
311.23,31.36,10.00
311.76,31.40,10.00
312.26,31.36,10.00
313.73,31.23,10.00
315.69,31.25,10.00
315.96,31.36,10.00
316.46,31.56,10.00
316.96,31.76,10.00
317.48,31.96,10.00
317.65,32.03,10.00
318.24,32.16,10.00
319.16,32.36,10.00
319.61,32.45,10.00
319.78,32.36,10.00
320.16,32.16,10.00
320.51,31.96,10.00
320.84,31.76,10.00
321.15,31.56,10.00
321.45,31.36,10.00
321.57,31.27,10.00
321.67,31.16,10.00
321.83,30.95,10.00
321.99,30.75,10.00
322.14,30.55,10.00
322.27,30.35,10.00
322.40,30.15,10.00
322.53,29.95,10.00
322.64,29.75,10.00
322.75,29.55,10.00
322.86,29.35,10.00
322.96,29.15,10.00
323.05,28.94,10.00
323.15,28.74,10.00
323.24,28.54,10.00
323.34,28.34,10.00
323.43,28.14,10.00
323.53,27.95,10.00
323.54,27.94,10.00
323.84,27.74,10.00
324.16,27.54,10.00
324.53,27.34,10.00
324.94,27.14,10.00
325.43,26.93,10.00
325.49,26.91,10.00
325.58,26.93,10.00
326.38,27.14,10.00
327.12,27.34,10.00
327.45,27.43,10.00
327.90,27.54,10.00
328.70,27.74,10.00
329.41,27.93,10.00
330.03,27.94,10.00
331.37,27.97,10.00
333.33,28.05,10.00
334.24,28.14,10.00
335.29,28.25,10.00
336.54,28.34,10.00
337.25,28.39,10.00
339.22,28.40,10.00
340.03,28.34,10.00
341.18,28.26,10.00
341.75,28.14,10.00
342.68,27.94,10.00
343.14,27.84,10.00
343.37,27.74,10.00
343.84,27.54,10.00
344.33,27.34,10.00
344.85,27.14,10.00
345.10,27.04,10.00
345.35,26.93,10.00
345.83,26.73,10.00
346.35,26.53,10.00
346.91,26.33,10.00
347.06,26.28,10.00
347.62,26.13,10.00
348.40,25.93,10.00
349.02,25.78,10.00
349.27,25.73,10.00
350.30,25.53,10.00
350.98,25.39,10.00
351.29,25.33,10.00
352.22,25.13,10.00
352.94,24.97,10.00
353.12,24.92,10.00
353.92,24.72,10.00
354.71,24.52,10.00
354.90,24.47,10.00
355.40,24.32,10.00
356.05,24.12,10.00
356.67,23.92,10.00
356.86,23.86,10.00
357.25,23.72,10.00
357.79,23.52,10.00
358.32,23.32,10.00
358.82,23.13,10.00
358.85,23.12,10.00
359.37,22.91,10.00
359.85,22.71,10.00
360.30,22.51,10.00
360.72,22.31,10.00
360.78,22.28,10.00
361.09,22.11,10.00
361.42,21.91,10.00
361.72,21.71,10.00
361.98,21.51,10.00
362.22,21.31,10.00
362.44,21.11,10.00
362.64,20.90,10.00
362.75,20.80,10.00
362.87,20.70,10.00
363.14,20.50,10.00
363.40,20.30,10.00
363.65,20.10,10.00
363.89,19.90,10.00
364.13,19.70,10.00
364.37,19.50,10.00
364.60,19.30,10.00
364.71,19.20,10.00
365.10,19.10,10.00
365.85,18.89,10.00
366.53,18.69,10.00
366.67,18.65,10.00
367.04,18.49,10.00
367.49,18.29,10.00
367.91,18.09,10.00
368.30,17.89,10.00
368.63,17.71,10.00
368.64,17.69,10.00
368.81,17.49,10.00
