Q20,Q30,Q40
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.033591170096268330e+00,2.761270787171739157e-16,5.016010776513065303e-09
2.066062707113335506e+00,1.388050255247343110e-09,5.065582341384575315e-09
3.085774361148019285e+00,1.597823407175524568e-01,1.646178438671791044e-03
4.067979880148966387e+00,4.474329667133717381e-01,1.033088811201409163e-01
5.051812519350349362e+00,7.623632040843205671e-01,9.263321947833019765e-02
6.028753043664389466e+00,1.135897188633399502e+00,5.023202355912155526e-02
7.045787669571160095e+00,1.457844040510871908e+00,4.270218680477518425e-06
8.079184266732749364e+00,1.774593957115495835e+00,3.695724747037406471e-02
9.114782779810967739e+00,2.031834884185752532e+00,2.315222253143049691e-01
1.014333641463500868e+01,2.255456475365542612e+00,4.978612965973586713e-01
1.114726884253500039e+01,2.464391693165326913e+00,8.562281332413247403e-01
1.211214505519354212e+01,2.724181858980279536e+00,1.287559521106318439e+00
1.302417550523098733e+01,3.065063990010420625e+00,1.784288883927249048e+00
1.389226468048473428e+01,3.469407265935582796e+00,2.323766913795336286e+00
1.472186476061997951e+01,3.922332337019431847e+00,2.893408946233857026e+00
1.551639892960852940e+01,4.411322242122195370e+00,3.484386225061328446e+00
1.631645302698147759e+01,4.851076260752646085e+00,4.099160112425998648e+00
1.714971125749534764e+01,5.236029442632200492e+00,4.696965716480263175e+00
1.802409036778024287e+01,5.573312176482383862e+00,5.254548406023685558e+00
1.894521986450761020e+01,5.875564160637488875e+00,5.746471132895456080e+00
1.991457757681119745e+01,6.159149093173613032e+00,6.146364311818246939e+00
2.092787127024267946e+01,6.434158652216829033e+00,6.433511546991435459e+00
2.197961259330746131e+01,6.673015749288484955e+00,6.604820493707065587e+00
2.305595948088764047e+01,6.842428280812894670e+00,6.702848736989942324e+00
2.414324706190275194e+01,6.907440999432242990e+00,6.776759423647130021e+00
2.522431872703522870e+01,6.863316737307691540e+00,6.854017984833276955e+00
2.629366719990017387e+01,6.767617312849599998e+00,6.922192972196727467e+00
2.735209848386303122e+01,6.653384910633676874e+00,6.983476302717085638e+00
2.840094560666741685e+01,6.537739902630691269e+00,7.046583577112925489e+00
2.944331529546677473e+01,6.440661211994558322e+00,7.111578963052439306e+00
3.048308847648332787e+01,6.386689476929148235e+00,7.169236462633171492e+00
