Q20	Q30	EHFB	M22	M23	M33
156.0	0.0	0.0001	0.06818	-4.1380000001861855e-08	0.01803
156.5424404729713	0.0003272182877609095	0.00010000002595769859	0.06630702493293059	1.4849513441959687e-05	0.01796379599618676
157.11566064448908	8.387306520370329e-05	0.0008012325849337986	0.06441362737771436	3.8092638886233603e-06	0.017898057519880148
157.7173896047353	7.086637943871677e-05	0.003038562750100378	0.06246939449676708	3.1990770612182708e-06	0.017828236206563614
158.31875707552302	6.158382324448743e-05	0.006484751489688199	0.06057855818407446	2.711980582097314e-06	0.017759148390576532
158.9239744388731	4.763060724351088e-05	0.011093133959276394	0.058723746056307084	1.9965139886191156e-06	0.017690377914123007
159.52683664076062	3.7285538818065936e-05	0.01674897148589283	0.056918002676015336	1.442402974836658e-06	0.017622552328257133
160.12651107163717	2.9939688105716913e-05	0.023355104172821987	0.05515788524622176	1.022989014032559e-06	0.01755575243041958
160.7232237739185	2.7101099917410815e-05	0.030838208417424202	0.053438665554868925	7.671666342157055e-07	0.01748993179685916
161.3187361370449	2.60843139838576e-05	0.0391757472227054	0.05175623402102618	5.660991727708617e-07	0.01742490468971718
161.9138512414866	2.704739264201177e-05	0.04834496011317282	0.050109783840825525	4.0534045067451986e-07	0.017360581099533704
162.50857480849336	3.0050460618615212e-05	0.05831399135637555	0.04850086587692595	2.6377148183355195e-07	0.017296962370993305
163.10247920330957	3.2829685232240965e-05	0.06904216864218377	0.04693232939495072	1.1587478046953438e-07	0.01723408067484194
163.69495773983053	3.65401583598342e-05	0.08048436011655183	0.04540703134865301	-1.5372773229579312e-08	0.017171985317540314
164.28721983284817	3.687833798323774e-05	0.09262832334133238	0.04392344661425622	-1.1082981777847441e-07	0.017110503475385848
164.8800690143511	3.6233236521323736e-05	0.10545298597801663	0.042479657506339	-1.5419726193649793e-07	0.017049662688960986
165.48172104659093	3.219619594037827e-05	0.11910157205016192	0.04105570319665905	-1.4806305469227408e-07	0.01698884970850295
166.05108399853623	3.2370071702941785e-05	0.13256341745340197	0.0397449950622046	-1.2655474523667888e-07	0.016932410740075565
166.8510506231551	1.4678586040933108e-06	0.15227236513159734	0.037964496876775396	-3.360893581344668e-08	0.016855265555362826
167.1467727296128	0.2382173071965684	0.2784546184966145	0.022143405236520444	-3.3344298317525194e-05	0.016693725596968283
167.62129434995163	0.6581212368739697	0.5141507868615768	2.2682673177910538e-07	-5.980325651194653e-05	0.01576723105509703
168.26884091290964	0.6134536459643529	0.5001942280353513	1.0104337537364255e-05	-0.0003902261148577391	0.015070401216692442
168.95037243642483	0.5966874466457199	0.5041830998680471	2.6665351151323266e-05	-0.0006254484569248569	0.014670190167372765
169.62733582014914	0.6029395013299093	0.5218273606437451	4.478917035169177e-05	-0.0008056473572167961	0.014491620610380236
170.28227892917556	0.6254697495483026	0.5485432334652733	6.367183455087626e-05	-0.0009592590858602876	0.014451884421050517
170.90948698035953	0.6578817896389659	0.5804980634072789	8.366936729732473e-05	-0.0011008645213473804	0.014484425226437045
171.5151631705967	0.6905648171630617	0.6126175342109491	0.000104696157406809	-0.001233785350143513	0.014539466661741603
172.1132869620531	0.7141638844083408	0.6402347386278776	0.00012647077780908548	-0.0013571855270346047	0.014564254183466204
172.7210156388566	0.7159996138352884	0.6570003064993879	0.00014622820905743224	-0.0014577578511981212	0.014532476096285435
173.34097599629519	0.6988732528272241	0.6641776378526795	0.0001605378145452192	-0.001523522713650949	0.01445840947558529
173.97097849042024	0.6697580494314875	0.665015454227503	0.00016653720652470743	-0.0015469977206589668	0.01437037403031606
174.6043902897582	0.6386493556128316	0.6641006989920275	0.00016384483618937267	-0.0015302289629549636	0.014291574476963012
175.23989173226863	0.6137306203857325	0.6650818973798276	0.00015361755737995452	-0.0014789386028703194	0.014238342467912635
175.8811180888526	0.6002688391483326	0.6700753328878192	0.00013674526376443506	-0.0013947535416858508	0.014225995025292943
176.52409470381394	0.6040058462398545	0.6811466722176641	0.00011449774894625385	-0.0012780146516780972	0.014265096606140113
177.16618505140036	0.6254953598138772	0.6982327644577961	8.941801220868863e-05	-0.0011326436383352386	0.014347015548357614
177.80971717615367	0.6633805059401188	0.7205473238416805	6.406648280623303e-05	-0.0009624993250945908	0.014460056338810175
178.44600743120938	0.8338691078947005	0.8010418905119621	5.185792681237582e-05	-0.000864703626609564	0.014418477710784455
179.09183491097073	0.9336538870188557	0.8454321874594003	3.072200451946732e-05	-0.000668772513755659	0.014558186620656673
179.74244418579997	0.9900849813937411	0.8677343569011738	1.506402059150202e-05	-0.0004710385494824805	0.014728957236272343
180.38672809040463	1.022902533790054	0.8784309574332514	7.741027931039891e-06	-0.000338981858584916	0.014844113917858935
181.0266556262396	1.0581651716145306	0.8894625199508936	5.7332392791851964e-06	-0.00029205580848147236	0.014877557191349032
181.67477441717568	1.0250503705324556	0.8714735133166104	5.460773362147174e-06	-0.00028517635118680256	0.014892680190675661
182.33438132273648	1.0250413314748403	0.8669616948945852	7.2727390957699605e-06	-0.00032862270593317437	0.014848997252995566
183.00356625343912	1.007798970855152	0.8552132797935664	9.643026606222212e-06	-0.00037780133333200304	0.014801768500290097
183.68099008625845	0.9841970255120989	0.8406484218868631	1.1259895347096822e-05	-0.0004078309574775319	0.014771548469136074
184.36422883316183	0.9629170278799912	0.826229227242005	1.0543340076673838e-05	-0.0003947427255705675	0.014779170382222772
185.0511696854786	0.9476147055247597	0.8125689391903707	7.493906026144721e-06	-0.00033329644533761755	0.014823580665027439
