Z	min	max
40.0		0.002727093120135329
41.0		0.012004398587931023
42.0		0.0838495522882127
43.0		0.18812535793144766
44.0		1.1085768405106915
45.0		1.385182719517655
46.0		6.093285524724624
47.0		5.1425163670411855
48.0		15.631590553829804
49.0		9.820854485147835
50.0		21.06257421460096
51.0		9.820854485147835
52.0		15.631590553829804
53.0		5.1425163670411855
54.0		6.093285524724624
55.0		1.385182719517655
56.0		1.1085768405106915
57.0		0.18812535793144766
58.0		0.0838495522882127
59.0		0.012004398587931023
60.0		0.002727093120135329
