Q20	Q30	M_22	M_32	M_33	EHFB	isInterpolated
36.0	56.0	0.03661	-0.06149	0.1114	-1856.895532	False
36.0	60.0	0.03372	-0.05602	0.101	-1855.57033	False
40.0	0.0	0.02908	4.328e-08	0.09075	-1900.288692	False
40.0	4.0	0.03559	-0.001228	0.09349	-1899.925169	False
40.0	8.0	0.03717	-0.004865	0.09159	-1895.781921	False
40.0	12.0	0.02313	-0.02292	0.1499	-1888.011692	False
40.0	16.0	0.01891	-0.02598	0.1193	-1879.966079	False
40.0	20.0	0.02125	-0.03756	0.1362	-1872.724548	False
40.0	24.0	0.02302	-0.04123	0.133	-1865.948688	False
40.0	28.0	0.01826	-0.01823	0.03013	-1860.151223	False
40.0	32.0	0.02554	-0.02791	0.04148	-1861.968646	False
40.0	36.0	0.02638	-0.02838	0.03958	-1864.171725	False
40.0	40.0	0.03015	-0.03292	0.04406	-1866.138658	False
40.0	44.0	0.0324	-0.03532	0.04609	-1866.635835	False
40.0	48.0	0.02697	-0.02761	0.07297	-1866.081404	False
40.0	52.0	0.0287	-0.03881	0.07991	-1864.398223	False
40.0	56.0	0.02653	-0.0392	0.07647	-1860.797066	False
40.0	60.0	0.03673	-0.06069	0.1075	-1857.63258	False
44.0	0.0	0.02958	6.425e-08	0.09273	-1899.084596	False
44.0	4.0	0.0289	-0.0004659	0.0845	-1899.11712	False
44.0	8.0	0.03408	-0.01286	0.07476	-1897.107206	False
44.0	12.0	0.02316	-0.01845	0.1215	-1890.199416	False
44.0	16.0	0.01899	-0.02669	0.1104	-1882.013456	False
44.0	20.0	0.0194	-0.0311	0.1182	-1874.421424	False
44.0	24.0	0.0232	-0.04143	0.1335	-1867.468522	False
44.0	28.0	0.01644	-0.01612	0.02774	-1859.743789	False
44.0	32.0	0.01894	-0.01905	0.02907	-1862.116621	False
44.0	36.0	0.02869	-0.03198	0.04505	-1863.554913	False
44.0	40.0	0.02683	-0.02846	0.03803	-1865.752808	False
44.0	44.0	0.03066	-0.03306	0.04293	-1867.187812	False
44.0	48.0	0.02834448372053	-0.028520556280160925	0.06451856071658923	-1867.233487195944	True
44.0	52.0	0.02507	-0.03155	0.06713	-1865.929601	False
