 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39234230     -34.38979045       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -32.63623412       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -31.18721289       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -29.89611880       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -28.70699621       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -27.59103008       0.00000000       0.00000000       0.00000000       0.00000000
       0.39234230     -26.53094441       0.00000000       0.00000000       0.00000005       0.00000005
       0.39234230     -25.51535969       0.00000002       0.00000002       0.00000022       0.00000028
       0.39234230     -24.53628101       0.00000005       0.00000005       0.00000020       0.00000031
       0.39234230     -23.58781998       0.00000004       0.00000004       0.00000001       0.00000002
       0.39234230     -22.66548008       0.00000001       0.00000001       0.00000000       0.00000000
       0.39234230     -21.76572780       0.00000001       0.00000002       0.00000000       0.00000001
       0.39234230     -20.88572086       0.00000001       0.00000001       0.00000000       0.00000000
       0.39234230     -20.02312806       0.00000004       0.00000001       0.00000002       0.00000000
       0.39234230     -19.17600566       0.00000008       0.00000000       0.00000015       0.00000000
       0.39234230     -18.34270972       0.00000035       0.00000001       0.00000332       0.00000000
       0.39234230     -17.52183253       0.00000149       0.00000011       0.00013470       0.00000015
       0.39234230     -16.71215529       0.00000497       0.00000028       0.00072200       0.00000097
       0.39234230     -15.91261237       0.00002003       0.00000154       0.00239972       0.00002686
       0.39234230     -15.12226367       0.00008673       0.00001225       0.01236205       0.00081357
       0.39234230     -14.34027307       0.00035763       0.00007346       0.04874008       0.00736138
       0.39234230     -13.56589134       0.00161183       0.00049809       0.17216887       0.05746603
       0.39234230     -12.79844235       0.00661087       0.00292991       0.44362474       0.29990649
       0.39234230     -12.03731195       0.01850589       0.01042986       0.63368913       0.59260377
       0.39234230     -11.28193881       0.03294378       0.02170241       0.64804889       0.68328295
       0.39234230     -10.53180681       0.04165212       0.02969633       0.56487329       0.62902089
       0.39234230      -9.78643872       0.04499105       0.03155407       0.50624651       0.50931547
       0.39234230      -9.04539079       0.04647282       0.03102966       0.51436772       0.45106134
       0.39234230      -8.30824825       0.04647258       0.03144752       0.51242886       0.50701809
       0.39234230      -7.57462135       0.04620482       0.03104999       0.50069146       0.49770797
       0.39234230      -6.84414195       0.04780072       0.02847518       0.56931778       0.36325697
       0.39234230      -6.11646061       0.04891803       0.02682842       0.62684901       0.30155175
       0.39234230      -5.39124394       0.04684981       0.02812170       0.56343438       0.40118903
       0.39234230      -4.66817225       0.04403519       0.03004893       0.46909747       0.55131235
       0.39234230      -3.94693753       0.04353911       0.03015500       0.45968005       0.57756443
       0.39234230      -3.22724149       0.04458042       0.02929986       0.49343285       0.51814772
       0.39234230      -2.50879387       0.04523156       0.02899015       0.50925405       0.49059065
       0.39234230      -1.79131077       0.04500222       0.02880331       0.51976655       0.49867210
       0.39234230      -1.07451320       0.04386378       0.02789331       0.52448395       0.48770267
       0.39234230      -0.35812559       0.04257516       0.02683361       0.51533059       0.45806491
       0.39234230       0.35812559       0.04257512       0.02683368       0.51532854       0.45806477
       0.39234230       1.07451320       0.04386376       0.02789346       0.52448285       0.48770244
       0.39234230       1.79131077       0.04500227       0.02880348       0.51976822       0.49867321
       0.39234230       2.50879387       0.04523158       0.02899029       0.50925353       0.49059151
       0.39234230       3.22724149       0.04458050       0.02929992       0.49343331       0.51814504
       0.39234230       3.94693753       0.04353926       0.03015508       0.45968398       0.57756250
       0.39234230       4.66817225       0.04403515       0.03004928       0.46909214       0.55132266
