 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39176886     -34.35762641       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886     -32.60571013       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886     -31.15804414       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886     -29.86815759       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886     -28.68014716       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886     -27.56522477       0.00000000       0.00000000       0.00000003       0.00000002
       0.39176886     -26.50613058       0.00000000       0.00000000       0.00000039       0.00000024
       0.39176886     -25.49149571       0.00000002       0.00000002       0.00000143       0.00000082
       0.39176886     -24.51333274       0.00000005       0.00000003       0.00000100       0.00000045
       0.39176886     -23.56575879       0.00000004       0.00000002       0.00000004       0.00000000
       0.39176886     -22.64428153       0.00000001       0.00000001       0.00000000       0.00000000
       0.39176886     -21.74537077       0.00000002       0.00000003       0.00000000       0.00000006
       0.39176886     -20.86618688       0.00000001       0.00000001       0.00000000       0.00000000
       0.39176886     -20.00440085       0.00000006       0.00000001       0.00000013       0.00000000
       0.39176886     -19.15807075       0.00000014       0.00000001       0.00000127       0.00000000
       0.39176886     -18.32555417       0.00000052       0.00000002       0.00002209       0.00000000
       0.39176886     -17.50544472       0.00000201       0.00000014       0.00028984       0.00000045
       0.39176886     -16.69652476       0.00000659       0.00000042       0.00136367       0.00000616
       0.39176886     -15.89772964       0.00002555       0.00000256       0.00503814       0.00016025
       0.39176886     -15.10812013       0.00010487       0.00001764       0.02483974       0.00332438
       0.39176886     -14.32686092       0.00042013       0.00010228       0.08464764       0.02295495
       0.39176886     -13.55320345       0.00183067       0.00066233       0.25227397       0.13697974
       0.39176886     -12.78647224       0.00713039       0.00357867       0.52599309       0.47235991
       0.39176886     -12.02605371       0.01900569       0.01189275       0.66555252       0.70783140
       0.39176886     -11.27138705       0.03274846       0.02372018       0.64225179       0.74554703
       0.39176886     -10.52195664       0.04121809       0.03171734       0.54629057       0.66423090
       0.39176886      -9.77728567       0.04566839       0.03327640       0.51185785       0.52590902
       0.39176886      -9.03693083       0.04819127       0.03255986       0.54157223       0.46599749
       0.39176886      -8.30047772       0.04737098       0.03327403       0.51319996       0.55943456
       0.39176886      -7.56753696       0.04525461       0.03332458       0.44582981       0.60300872
       0.39176886      -6.83774077       0.04629994       0.03051994       0.49777377       0.46428651
       0.39176886      -6.11074002       0.04869985       0.02780965       0.60046180       0.33903390
       0.39176886      -5.38620162       0.04843051       0.02774080       0.59797885       0.35639760
       0.39176886      -4.66380621       0.04678053       0.02875342       0.54616794       0.43369219
       0.39176886      -3.94324604       0.04599091       0.02890340       0.52944729       0.45999299
       0.39176886      -3.22422312       0.04529257       0.02892327       0.50405146       0.46117006
       0.39176886      -2.50644745       0.04457521       0.02983021       0.46420988       0.50542025
       0.39176886      -1.78963540       0.04498865       0.03082381       0.47126264       0.56508594
       0.39176886      -1.07350824       0.04543957       0.03102023       0.49686142       0.58441950
       0.39176886      -0.35779065       0.04449651       0.03090063       0.47902402       0.57132533
       0.39176886       0.35779065       0.04372733       0.03131272       0.45031974       0.57624132
       0.39176886       1.07350824       0.04457338       0.03210839       0.45967690       0.60396515
       0.39176886       1.78963540       0.04532428       0.03245791       0.47203291       0.61315959
       0.39176886       2.50644745       0.04447458       0.03208926       0.45494002       0.58797778
       0.39176886       3.22422312       0.04360436       0.03169178       0.43939901       0.56429743
       0.39176886       3.94324604       0.04451339       0.03192258       0.46199787       0.57109216
       0.39176886       4.66380621       0.04580777       0.03271197       0.48512255       0.59455536
       0.39176886       5.38620162       0.04548500       0.03351237       0.46579598       0.61055022
       0.39176886       6.11074002       0.04466300       0.03357985       0.44182848       0.60008461
       0.39176886       6.83774077       0.04533151       0.03267181       0.46696586       0.54813997
       0.39176886       7.56753696       0.04599818       0.03239106       0.47825362       0.51765234
       0.39176886       8.30047772       0.04504304       0.03438933       0.42391400       0.59624518
       0.39176886       9.03693083       0.04522427       0.03669131       0.41625718       0.69059930
       0.39176886       9.77728567       0.04796192       0.03595353       0.50989974       0.62723370
       0.39176886      10.52195664       0.04913038       0.03389710       0.55621438       0.47405866
       0.39176886      11.27138705       0.04664211       0.03416942       0.51606692       0.49034916
       0.39176886      12.02605371       0.04262628       0.03403948       0.52751095       0.64468736
       0.39176886      12.78647224       0.03570516       0.02770636       0.63333627       0.76571408
       0.39176886      13.55320345       0.02251863       0.01548542       0.69251829       0.77675201
       0.39176886      14.32686092       0.00911133       0.00523636       0.59690609       0.62163591
       0.39176886      15.10812013       0.00237567       0.00104582       0.31841827       0.24989326
       0.39176886      15.89772964       0.00050230       0.00015451       0.09995221       0.04427191
       0.39176886      16.69652476       0.00011542       0.00002570       0.03048135       0.00896047
       0.39176886      17.50544472       0.00002689       0.00000404       0.00663988       0.00113591
       0.39176886      18.32555417       0.00000583       0.00000043       0.00102504       0.00002187
       0.39176886      19.15807075       0.00000159       0.00000010       0.00014120       0.00000042
       0.39176886      20.00440085       0.00000050       0.00000006       0.00002425       0.00000010
       0.39176886      20.86618688       0.00000011       0.00000001       0.00000039       0.00000000
       0.39176886      21.74537077       0.00000003       0.00000001       0.00000001       0.00000000
       0.39176886      22.64428153       0.00000002       0.00000001       0.00000000       0.00000000
       0.39176886      23.56575879       0.00000001       0.00000001       0.00000000       0.00000001
       0.39176886      24.51333274       0.00000001       0.00000001       0.00000001       0.00000010
       0.39176886      25.49149571       0.00000000       0.00000001       0.00000002       0.00000022
       0.39176886      26.50613058       0.00000000       0.00000000       0.00000001       0.00000008
       0.39176886      27.56522477       0.00000000       0.00000000       0.00000000       0.00000001
       0.39176886      28.68014716       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886      29.86815759       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886      31.15804414       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886      32.60571013       0.00000000       0.00000000       0.00000000       0.00000000
       0.39176886      34.35762641       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -34.35762641       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -32.60571013       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -31.15804414       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -29.86815759       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -28.68014716       0.00000000       0.00000000       0.00000000       0.00000000
       0.89941410     -27.56522477       0.00000000       0.00000000       0.00000003       0.00000002
       0.89941410     -26.50613058       0.00000000       0.00000000       0.00000035       0.00000022
       0.89941410     -25.49149571       0.00000002       0.00000001       0.00000130       0.00000080
       0.89941410     -24.51333274       0.00000005       0.00000003       0.00000094       0.00000049
       0.89941410     -23.56575879       0.00000003       0.00000002       0.00000004       0.00000001
       0.89941410     -22.64428153       0.00000001       0.00000001       0.00000000       0.00000000
       0.89941410     -21.74537077       0.00000001       0.00000002       0.00000000       0.00000002
       0.89941410     -20.86618688       0.00000001       0.00000001       0.00000000       0.00000000
       0.89941410     -20.00440085       0.00000006       0.00000001       0.00000027       0.00000000
       0.89941410     -19.15807075       0.00000013       0.00000000       0.00000072       0.00000000
