 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.38890885     -34.86481183       0.00000000       0.00000000       0.00000000       0.00000000
       0.38890885     -33.08703386       0.00000000       0.00000000       0.00000000       0.00000000
       0.38890885     -31.61799751       0.00000000       0.00000000       0.00000000       0.00000000
       0.38890885     -30.30906972       0.00000000       0.00000000       0.00000000       0.00000000
       0.38890885     -29.10352194       0.00000000       0.00000000       0.00000000       0.00000000
       0.38890885     -27.97214113       0.00000000       0.00000000       0.00000001       0.00000000
       0.38890885     -26.89741265       0.00000001       0.00000001       0.00000011       0.00000004
       0.38890885     -25.86779979       0.00000004       0.00000003       0.00000033       0.00000014
       0.38890885     -24.87519723       0.00000007       0.00000005       0.00000017       0.00000008
       0.38890885     -23.91363525       0.00000003       0.00000002       0.00000000       0.00000000
       0.38890885     -22.97855519       0.00000001       0.00000002       0.00000000       0.00000000
       0.38890885     -22.06637476       0.00000001       0.00000002       0.00000000       0.00000000
       0.38890885     -21.17421241       0.00000002       0.00000001       0.00000000       0.00000000
       0.38890885     -20.29970474       0.00000004       0.00000001       0.00000001       0.00000000
       0.38890885     -19.44088115       0.00000007       0.00000001       0.00000007       0.00000000
       0.38890885     -18.59607501       0.00000039       0.00000002       0.00000307       0.00000000
       0.38890885     -17.76385915       0.00000169       0.00000015       0.00012046       0.00000072
       0.38890885     -16.94299796       0.00000591       0.00000037       0.00057493       0.00000439
       0.38890885     -16.13241106       0.00002740       0.00000301       0.00233975       0.00008420
       0.38890885     -15.33114539       0.00012342       0.00002203       0.01388016       0.00169343
       0.38890885     -14.53835327       0.00054653       0.00013683       0.05855617       0.01412213
       0.38890885     -13.75327511       0.00261451       0.00097029       0.22524199       0.11207831
       0.38890885     -12.97522545       0.00999369       0.00502555       0.50851102       0.42098525
       0.38890885     -12.20358166       0.02416604       0.01478574       0.64413045       0.64277710
       0.38890885     -11.43777466       0.03735420       0.02584644       0.61498091       0.66508187
       0.38890885     -10.67728119       0.04342681       0.03129461       0.52643610       0.57004351
       0.38890885      -9.92161743       0.04564677       0.03155760       0.49840514       0.46351438
       0.38890885      -9.17033351       0.04657445       0.03137088       0.51707427       0.46772640
       0.38890885      -8.42300893       0.04623979       0.03190620       0.50093850       0.52357442
       0.38890885      -7.67924853       0.04687271       0.03042852       0.51940335       0.43922243
       0.38890885      -6.93867913       0.04903202       0.02785023       0.60986182       0.31699653
       0.38890885      -6.20094643       0.04868004       0.02776671       0.61161989       0.33855854
       0.38890885      -5.46571244       0.04540127       0.02997866       0.50217621       0.49648251
       0.38890885      -4.73265306       0.04347959       0.03104715       0.44646188       0.59745595
       0.38890885      -4.00145603       0.04424734       0.02997076       0.48675369       0.54937438
       0.38890885      -3.27181893       0.04525863       0.02883872       0.51612359       0.46729256
       0.38890885      -2.54344749       0.04552197       0.02870710       0.52063146       0.45400811
       0.38890885      -1.81605390       0.04506365       0.02850189       0.53854174       0.47800254
       0.38890885      -1.08935531       0.04312421       0.02750240       0.53499617       0.48682113
       0.38890885      -0.36307233       0.04080106       0.02644607       0.49849723       0.47577305
       0.38890885       0.36307233       0.04080106       0.02644607       0.49849724       0.47577305
       0.38890885       1.08935531       0.04312421       0.02750240       0.53499617       0.48682113
       0.38890885       1.81605390       0.04506365       0.02850189       0.53854174       0.47800253
