q20	q30	Q40	EHFB	E_zpe	B2020	B2030	B3030
3800.0	20000.0	174163.6	-1910.105111	3.85	2.11915e-06	-1.57832e-07	3.15052e-08
3800.0	24000.0	180543.1	-1907.846464	3.606	1.71982e-06	-1.18485e-07	2.48471e-08
3800.0	28000.0	395214.1	-1902.278263	2.243	6.71431e-06	-2.42052e-07	9.87089e-09
3800.0	32000.0	505302.5	-1898.814133	2.155	1.33398e-05	-4.74706e-07	1.78716e-08
3800.0	36000.0	650359.3	-1896.993053	2.471	1.40764e-05	-5.04982e-07	2.1367e-08
3800.0	40000.0	806839.2	-1895.413436	3.013	7.65144e-06	-2.62698e-07	9.65621e-09
3800.0	44000.0	1131825.0	-1897.305185	4.019	5.38177e-06	-1.93786e-07	7.81985e-09
3800.0	48000.0	1207523.0	-1897.594294	4.115	3.88411e-06	-1.33638e-07	5.55767e-09
3800.0	52000.0	1272688.0	-1897.486014	4.357	5.19796e-06	-1.56867e-07	5.88602e-09
4000.0	-0.0	73210.16	-1908.16493	3.247	5.07346e-06	-2.10669e-11	2.52873e-08
4000.0	4000.0	77549.16	-1907.336016	3.365	3.33737e-06	-9.126e-08	2.76239e-08
4000.0	8000.0	92394.52	-1905.503087	3.132	2.53021e-06	-1.14374e-07	3.66981e-08
4000.0	12000.0	196456.9	-1906.520577	2.944	2.97286e-06	-1.14443e-07	2.72762e-08
4000.0	16000.0	188996.1	-1908.493533	3.966	1.30829e-06	-8.90751e-08	2.73339e-08
4000.0	20000.0	186534.1	-1909.654351	3.87	2.14783e-06	-1.40665e-07	2.88311e-08
4000.0	24000.0	191944.5	-1908.745317	3.404	2.04598e-06	-1.56668e-07	3.40529e-08
4000.0	28000.0	210636.7	-1904.852601	2.915	2.8502e-06	-2.01325e-07	3.5822e-08
4000.0	32000.0	497260.5	-1900.406268	2.386	5.71718e-06	-2.06995e-07	8.58671e-09
4000.0	36000.0	618178.9	-1896.97574	2.152	1.25096e-05	-4.37707e-07	1.6258e-08
4000.0	40000.0	755047.8	-1895.041483	2.715	1.36923e-05	-4.72612e-07	1.71763e-08
4000.0	44000.0	1176721.0	-1896.486661	3.717	5.5938e-06	-2.01336e-07	8.19681e-09
4000.0	48000.0	1251661.0	-1896.984209	3.644	5.98263e-06	-2.00524e-07	8.14324e-09
4000.0	52000.0	1327490.0	-1897.245805	5.336	5.35071e-06	-1.43849e-07	5.53209e-09
4200.0	-0.0	73513.19	-1909.533354	3.35	3.26815e-06	-3.2692e-12	2.43348e-08
4200.0	4000.0	78876.11	-1908.331123	3.256	3.45051e-06	-1.25604e-07	3.05257e-08
4200.0	8000.0	97656.1	-1905.881908	3.001	2.33711e-06	-5.65902e-08	3.63645e-08
4200.0	12000.0	210915.8	-1904.877394	3.023	3.46152e-06	-1.12516e-07	2.22248e-08
4200.0	16000.0	205059.0	-1906.73845	3.081	3.58266e-06	-1.73112e-07	2.49046e-08
4200.0	20000.0	197486.0	-1908.430758	3.764	1.93807e-06	-1.1222e-07	2.45855e-08
4200.0	24000.0	202881.1	-1908.729202	3.477	1.5662e-06	-1.14328e-07	3.22395e-08
4200.0	28000.0	219436.2	-1906.390375	3.186	2.08288e-06	-1.35686e-07	3.08846e-08
4200.0	32000.0	485744.3	-1901.54874	3.078	2.6337e-06	-1.07379e-07	5.52705e-09
4200.0	36000.0	610379.7	-1898.539051	2.524	4.65989e-06	-1.68722e-07	7.14835e-09
4200.0	40000.0	840660.6	-1895.186835	2.846	9.72656e-06	-3.35609e-07	1.22275e-08
4200.0	44000.0	1218539.0	-1895.498155	3.645	4.60726e-06	-1.6164e-07	6.83003e-09
4200.0	48000.0	1295725.0	-1896.061259	3.414	6.20191e-06	-1.653e-07	8.87209e-09
4200.0	52000.0	1381481.0	-1896.329723	4.49	6.98e-06	-1.82553e-07	6.58259e-09
4400.0	-0.0	77601.74	-1911.129224	3.318	3.08201e-06	-2.40994e-11	2.3331e-08
4400.0	4000.0	83883.95	-1909.583046	3.138	2.75773e-06	-8.49506e-08	3.02252e-08
4400.0	8000.0	106120.1	-1906.475231	2.787	2.91815e-06	-8.95537e-08	4.41108e-08
4400.0	12000.0	135512.1	-1903.951039	3.027	2.95115e-06	-2.30768e-07	5.62654e-08
4400.0	16000.0	220971.2	-1905.07176	3.101	4.02651e-06	-1.89377e-07	2.54184e-08
4400.0	20000.0	211160.3	-1906.763458	3.005	4.67984e-06	-2.42242e-07	3.22968e-08
4400.0	24000.0	213457.1	-1907.911717	3.308	1.69384e-06	-9.15347e-08	2.79945e-08
4400.0	28000.0	229053.9	-1907.067209	3.463	1.59703e-06	-9.08607e-08	2.63011e-08
4400.0	32000.0	258156.4	-1903.471144	2.786	2.4681e-06	-1.76742e-07	3.79429e-08
4400.0	36000.0	594895.5	-1899.565838	2.933	2.38662e-06	-9.4794e-08	4.85581e-09
4400.0	40000.0	727124.0	-1896.738051	2.737	3.7545e-06	-1.51213e-07	8.09091e-09
4400.0	44000.0	870059.5	-1893.78657	2.692	9.85902e-06	-3.71071e-07	1.46794e-08
4400.0	48000.0	1346432.0	-1894.90514	5.021	5.8857e-06	-1.5358e-07	5.67665e-09
4400.0	52000.0	1434854.0	-1895.14842	4.381	5.69171e-06	-1.48988e-07	5.72702e-09
4600.0	-0.0	85119.69	-1912.741068	3.273	3.35302e-06	-3.63028e-12	2.74011e-08
4600.0	4000.0	93339.85	-1910.956685	2.831	3.18523e-06	-4.72305e-08	3.34558e-08
4600.0	8000.0	115680.1	-1907.321695	2.917	2.87987e-06	-1.13016e-07	3.71555e-08
4600.0	12000.0	140646.2	-1904.170162	3.072	2.49254e-06	-1.36413e-07	3.92185e-08
4600.0	16000.0	230991.7	-1903.640603	3.132	4.03941e-06	-1.32549e-07	2.08309e-08
4600.0	20000.0	227619.6	-1905.148685	2.97	3.96102e-06	-2.07754e-07	2.90721e-08
4600.0	24000.0	224538.1	-1906.552742	2.991	2.88224e-06	-1.43024e-07	2.67308e-08
4600.0	28000.0	239517.3	-1906.896988	3.423	1.54543e-06	-7.43197e-08	2.34928e-08
4600.0	32000.0	264441.7	-1904.809385	3.122	1.82035e-06	-1.31993e-07	3.30283e-08
4600.0	36000.0	566647.5	-1899.804622	2.831	3.48494e-06	-1.19246e-07	5.38578e-09
4600.0	40000.0	703715.2	-1897.606997	2.946	2.44438e-06	-9.05761e-08	4.48462e-09
4600.0	44000.0	844024.6	-1895.0654	3.16	3.06915e-06	-1.23811e-07	5.76219e-09
4600.0	48000.0	986697.5	-1892.47899	3.103	7.77754e-06	-3.01445e-07	1.22582e-08
4600.0	52000.0	1490555.0	-1893.768403	2.766	1.47135e-05	-4.09716e-07	1.36706e-08
4800.0	-0.0	97132.39	-1914.250583	3.249	3.53437e-06	-2.80979e-15	2.68045e-08
4800.0	4000.0	106380.3	-1912.407087	2.96	3.0993e-06	-3.05054e-09	2.97793e-08
4800.0	8000.0	125350.1	-1908.414348	3.088	2.64195e-06	-1.22326e-07	3.15961e-08
4800.0	12000.0	147957.6	-1904.592676	2.974	2.64328e-06	-1.48263e-07	4.13839e-08
4800.0	16000.0	187309.8	-1902.6523	2.642	4.72858e-06	-9.37698e-07	3.54498e-07
4800.0	20000.0	238528.5	-1903.827258	3.066	3.73914e-06	-1.63141e-07	2.26093e-08
4800.0	24000.0	238412.0	-1905.074876	2.947	3.46099e-06	-1.91408e-07	2.72307e-08
4800.0	28000.0	251820.2	-1906.047334	3.159	2.00532e-06	-9.96908e-08	2.41083e-08
4800.0	32000.0	273201.9	-1905.358632	3.19	1.70062e-06	-1.08864e-07	2.78253e-08
4800.0	36000.0	323337.7	-1902.440457	2.706	2.72569e-06	-8.47799e-08	4.72113e-08
4800.0	40000.0	673360.6	-1897.708095	2.872	3.65147e-06	-1.20783e-07	5.18073e-09
4800.0	44000.0	814899.3	-1895.663179	3.154	2.76508e-06	-1.07369e-07	5.2303e-09
4800.0	48000.0	958382.3	-1893.512594	3.174	2.86742e-06	-1.15922e-07	5.30066e-09
4800.0	52000.0	1593771.0	-1892.782622	5.124	5.77452e-06	-1.26918e-07	3.89389e-09
5000.0	-0.0	111053.7	-1915.575142	3.523	1.99998e-06	3.06145e-16	2.30016e-08
5000.0	4000.0	118839.7	-1913.807746	3.541	1.76117e-06	-9.75302e-09	2.46207e-08
5000.0	8000.0	135202.1	-1909.610711	3.145	2.37013e-06	-1.17209e-07	3.06386e-08
5000.0	12000.0	312047.3	-1905.062351	2.176	4.47776e-06	-1.65297e-07	7.02048e-09
5000.0	16000.0	191087.1	-1902.653875	2.734	2.38409e-06	-1.30955e-07	7.5587e-08
5000.0	20000.0	243710.8	-1902.886299	3.196	3.534e-06	-1.67489e-07	2.2333e-08
5000.0	24000.0	252683.7	-1903.808633	3.103	3.28498e-06	-1.98494e-07	2.63966e-08
5000.0	28000.0	266216.8	-1904.812638	2.914	2.68346e-06	-1.67896e-07	2.92647e-08
5000.0	32000.0	285766.9	-1905.188691	3.142	1.85144e-06	-1.01267e-07	2.37452e-08
5000.0	36000.0	331775.5	-1903.613852	2.761	2.14966e-06	-6.92185e-08	5.15782e-08
5000.0	40000.0	383702.9	-1900.362306	2.801	3.74444e-06	-2.55812e-07	3.14643e-08
5000.0	44000.0	771734.4	-1895.593574	2.816	5.61265e-06	-2.57055e-07	1.50737e-08
5000.0	48000.0	929347.6	-1893.834852	3.557	2.81335e-06	-1.06826e-07	4.77032e-09
5000.0	52000.0	1072194.0	-1892.087501	3.258	2.8673e-06	-1.15716e-07	5.23391e-09
5200.0	-0.0	122909.4	-1916.558043	3.885	1.27708e-06	4.54316e-13	2.40087e-08
5200.0	4000.0	130197.3	-1914.898409	3.886	1.26078e-06	-6.78265e-09	2.36767e-08
5200.0	8000.0	146353.8	-1910.730084	3.368	1.66484e-06	-5.29109e-08	2.60485e-08
5200.0	12000.0	334046.0	-1906.369018	2.355	4.0328e-06	-1.43402e-07	6.04276e-09
5200.0	16000.0	427387.5	-1903.213611	2.362	4.72475e-06	-1.70921e-07	6.95936e-09
5200.0	20000.0	244394.2	-1902.381569	3.204	3.45917e-06	-2.44227e-07	3.38661e-08
5200.0	24000.0	263595.2	-1902.870525	3.289	2.83731e-06	-1.75122e-07	2.35719e-08
5200.0	28000.0	278986.9	-1903.551831	2.956	2.78954e-06	-2.0027e-07	3.1111e-08
5200.0	32000.0	302004.8	-1904.448241	3.139	1.9399e-06	-1.16697e-07	2.36092e-08
5200.0	36000.0	338844.4	-1904.085787	2.818	1.86955e-06	-1.30097e-07	4.66604e-08
5200.0	40000.0	388024.7	-1901.997703	3.265	2.78748e-06	-1.9188e-07	2.50999e-08
5200.0	44000.0	434294.1	-1898.292337	2.843	3.88008e-06	-3.02115e-07	3.49654e-08
5200.0	48000.0	887482.4	-1893.525993	3.068	4.89796e-06	-1.91633e-07	8.28462e-09
5200.0	52000.0	1043579.0	-1892.147935	3.553	2.82685e-06	-1.07951e-07	4.71785e-09
5400.0	-0.0	133179.7	-1917.109502	3.924	1.20683e-06	9.58937e-17	2.46347e-08
5400.0	4000.0	141504.5	-1915.539975	3.917	1.17932e-06	-6.53104e-09	2.40331e-08
5400.0	8000.0	160496.5	-1911.624915	3.463	1.58268e-06	8.18689e-09	2.3945e-08
5400.0	12000.0	375571.7	-1907.64146	2.685	1.92544e-06	-7.32199e-08	3.66669e-09
5400.0	16000.0	454484.9	-1904.505461	2.574	3.72183e-06	-1.29488e-07	5.32334e-09
5400.0	20000.0	245830.6	-1902.314213	3.035	2.59078e-06	-2.01885e-07	3.72267e-08
5400.0	24000.0	271932.8	-1902.261299	3.497	2.09113e-06	-1.28522e-07	1.9757e-08
5400.0	28000.0	288683.9	-1902.496779	3.308	2.08739e-06	-1.53128e-07	2.38499e-08
5400.0	32000.0	316084.0	-1903.337511	3.29	1.67838e-06	-1.19079e-07	2.20391e-08
5400.0	36000.0	346260.9	-1903.925879	2.991	1.78851e-06	-1.38285e-07	3.03617e-08
5400.0	40000.0	391453.7	-1902.943737	3.723	2.50999e-06	-1.74082e-07	2.13045e-08
5400.0	44000.0	439094.2	-1900.143097	3.227	2.71221e-06	-2.51446e-07	3.58771e-08
5400.0	48000.0	484591.5	-1896.279206	2.921	3.38871e-06	-2.5034e-07	2.77321e-08
5400.0	52000.0	1003285.0	-1891.614522	3.228	4.6215e-06	-1.80775e-07	7.65006e-09
5600.0	-0.0	142716.0	-1917.301017	3.726	1.50917e-06	-4.44447e-14	2.42657e-08
5600.0	4000.0	153879.2	-1915.782383	3.647	1.40373e-06	-2.40438e-09	2.59751e-08
5600.0	8000.0	178677.0	-1912.279352	3.464	1.92306e-06	5.00126e-08	2.38156e-08
5600.0	12000.0	396376.2	-1908.704971	2.94	1.40654e-06	-5.45682e-08	2.99984e-09
5600.0	16000.0	491441.6	-1905.740073	2.79	1.85162e-06	-6.93649e-08	3.34956e-09
5600.0	20000.0	578296.1	-1902.617038	2.703	3.19553e-06	-1.11136e-07	4.6623e-09
5600.0	24000.0	279251.2	-1901.968844	3.327	2.54996e-06	-1.60577e-07	2.27178e-08
5600.0	28000.0	298275.4	-1901.742021	3.178	2.48945e-06	-1.73522e-07	2.55109e-08
5600.0	32000.0	325100.8	-1902.156592	2.996	2.70391e-06	-2.35481e-07	3.80859e-08
5600.0	36000.0	355815.0	-1903.22286	3.141	1.71637e-06	-1.33259e-07	2.66899e-08
5600.0	40000.0	396832.0	-1903.257722	3.729	1.70233e-06	-1.15996e-07	1.87562e-08
5600.0	44000.0	439810.2	-1901.316186	3.289	4.01786e-06	-3.94337e-07	5.07705e-08
5600.0	48000.0	492042.4	-1898.369171	2.876	2.81561e-06	-2.08604e-07	2.76951e-08
5600.0	52000.0	534667.4	-1894.19429	3.118	2.90294e-06	-2.05471e-07	2.25479e-08
5800.0	-0.0	151005.3	-1917.313824	3.295	3.20425e-06	2.68996e-11	2.64419e-08
5800.0	4000.0	168051.4	-1915.785768	3.265	1.88463e-06	1.39567e-08	3.53546e-08
5800.0	8000.0	196968.7	-1912.767665	3.346	2.46958e-06	4.15125e-08	2.57631e-08
5800.0	12000.0	414893.4	-1909.273803	2.996	1.33756e-06	-5.23417e-08	2.93469e-09
5800.0	16000.0	515971.7	-1906.674091	2.96	1.38972e-06	-5.31313e-08	2.76953e-09
5800.0	20000.0	611239.3	-1903.830624	2.891	1.64368e-06	-6.26055e-08	3.32032e-09
5800.0	24000.0	287612.2	-1901.989685	3.265	2.2953e-06	-1.46513e-07	2.27385e-08
5800.0	28000.0	308800.7	-1901.298897	3.22	2.59222e-06	-1.69391e-07	2.50858e-08
5800.0	32000.0	332529.8	-1901.167039	3.028	2.82568e-06	-2.38445e-07	3.82415e-08
5800.0	36000.0	365707.4	-1902.159281	3.153	2.48705e-06	-1.92445e-07	2.99424e-08
5800.0	40000.0	403155.7	-1902.979846	3.412	2.42416e-06	-2.24119e-07	3.58851e-08
5800.0	44000.0	437431.2	-1902.028603	3.61	2.99035e-06	-2.05334e-07	2.28121e-08
5800.0	48000.0	500872.0	-1899.77599	2.82	2.18217e-06	-1.37835e-07	2.55794e-08
5800.0	52000.0	543952.8	-1896.617028	2.867	3.18079e-06	-2.30729e-07	2.60522e-08
6000.0	0.0	157172.9	-1917.407348	3.199	4.52697e-06	5.76959e-12	2.32833e-08
6000.0	4000.0	180968.7	-1915.719168	2.873	2.41833e-06	-2.4739e-08	6.94576e-08
6000.0	8000.0	213609.8	-1913.145102	3.253	2.63852e-06	3.10804e-08	2.25789e-08
6000.0	12000.0	235222.7	-1909.983792	3.196	2.35596e-06	1.46492e-09	1.94485e-08
6000.0	16000.0	535874.6	-1907.147979	3.244	1.3788e-06	-5.29588e-08	2.9061e-09
6000.0	20000.0	633925.9	-1904.662845	3.249	1.34628e-06	-5.08814e-08	5.29675e-09
6000.0	24000.0	740187.8	-1902.006128	3.225	1.48985e-06	-5.66003e-08	2.86831e-09
6000.0	28000.0	320372.0	-1901.155885	3.268	2.25798e-06	-1.45256e-07	2.12884e-08
6000.0	32000.0	341845.3	-1900.485387	3.037	2.38654e-06	-1.88209e-07	3.01383e-08
6000.0	36000.0	374448.5	-1901.029632	3.158	2.45045e-06	-2.03632e-07	3.0761e-08
6000.0	40000.0	408977.7	-1902.213766	3.377	2.16443e-06	-1.98902e-07	3.05907e-08
6000.0	44000.0	443020.7	-1902.303157	4.07	1.53444e-06	-9.66914e-08	1.34164e-08
6000.0	48000.0	504791.7	-1900.463699	2.792	4.19438e-06	-5.43357e-07	1.0574e-07
6000.0	52000.0	555109.3	-1898.455167	2.868	2.89949e-06	-1.83875e-07	2.07549e-08
6200.0	-0.0	163281.5	-1917.803946	3.535	3.14197e-06	-6.62173e-16	1.97135e-08
6200.0	4000.0	187010.1	-1915.716024	2.683	3.23522e-06	-3.97088e-07	1.64599e-07
6200.0	8000.0	229284.6	-1913.489317	3.221	2.69674e-06	2.73542e-08	2.28836e-08
6200.0	12000.0	249840.8	-1910.901459	3.106	2.54113e-06	-3.28818e-08	1.94281e-08
6200.0	16000.0	553316.1	-1907.2151	2.781	1.69732e-06	-6.40754e-08	3.17595e-09
6200.0	20000.0	653589.4	-1905.029944	3.057	1.4195e-06	-5.32294e-08	5.11455e-09
6200.0	24000.0	761865.3	-1902.739399	3.393	1.32551e-06	-5.02057e-08	2.61908e-09
6200.0	28000.0	332371.3	-1901.28336	3.331	2.03565e-06	-1.31163e-07	2.00585e-08
6200.0	32000.0	353541.8	-1900.121013	3.213	2.00595e-06	-1.52384e-07	2.37074e-08
6200.0	36000.0	382825.5	-1900.062076	3.323	1.87808e-06	-1.61189e-07	2.69191e-08
6200.0	40000.0	416515.4	-1901.179233	3.32	2.28855e-06	-1.9008e-07	2.64659e-08
6200.0	44000.0	452266.2	-1902.014392	4.091	1.61474e-06	-1.07568e-07	1.47755e-08
6200.0	48000.0	483859.9	-1900.997232	3.481	2.41838e-06	-1.75682e-07	2.37691e-08
6200.0	52000.0	568505.6	-1899.598384	2.939	2.39816e-06	-1.3544e-07	1.66046e-08
6400.0	-0.0	171106.1	-1918.437109	3.996	1.46726e-06	-1.15246e-15	2.29392e-08
6400.0	4000.0	189251.0	-1915.952325	2.809	2.42344e-06	-2.3984e-07	1.28738e-07
6400.0	8000.0	244588.3	-1913.829881	3.347	1.97357e-06	2.45155e-08	2.42611e-08
6400.0	12000.0	263768.6	-1911.773689	3.158	2.2968e-06	-4.80032e-08	1.88076e-08
6400.0	16000.0	279833.1	-1908.915603	3.061	1.98004e-06	-7.47466e-08	2.0868e-08
6400.0	20000.0	297341.6	-1905.813885	2.905	1.92227e-06	-1.26522e-07	2.80746e-08
6400.0	24000.0	781238.2	-1903.012504	3.247	1.45856e-06	-5.43077e-08	2.74383e-09
6400.0	28000.0	889323.8	-1901.020047	3.441	1.31893e-06	-5.03298e-08	2.44806e-09
6400.0	32000.0	367266.5	-1900.05157	3.197	2.00526e-06	-1.41527e-07	2.25679e-08
6400.0	36000.0	392401.9	-1899.371024	3.135	2.25642e-06	-1.99797e-07	3.39489e-08
6400.0	40000.0	425184.6	-1900.12507	3.404	2.27081e-06	-1.85768e-07	2.51485e-08
6400.0	44000.0	460622.2	-1901.254119	4.001	1.42598e-06	-1.03147e-07	1.48268e-08
6400.0	48000.0	491966.8	-1901.315158	3.931	1.37819e-06	-9.73113e-08	1.4788e-08
6400.0	52000.0	582389.6	-1900.032427	3.069	1.81506e-06	-1.10652e-07	1.64892e-08
6600.0	0.0	179445.8	-1919.129035	4.209	1.13259e-06	-1.20929e-15	2.219e-08
6600.0	4000.0	194747.8	-1916.421411	3.018	1.60471e-06	-3.87598e-08	8.71121e-08
6600.0	8000.0	259707.7	-1914.091452	3.514	1.39545e-06	1.89998e-08	3.19505e-08
6600.0	12000.0	278894.8	-1912.565632	3.403	1.63729e-06	-2.5356e-08	1.66262e-08
6600.0	16000.0	294011.5	-1910.117844	3.035	2.02889e-06	-7.69465e-08	1.96357e-08
6600.0	20000.0	311629.9	-1907.053696	2.859	1.8877e-06	-1.07021e-07	2.43919e-08
6600.0	24000.0	333491.2	-1904.290182	3.037	2.03599e-06	-1.40857e-07	2.57232e-08
6600.0	28000.0	358759.5	-1902.143402	3.33	1.79037e-06	-1.13539e-07	1.87019e-08
6600.0	32000.0	381918.8	-1900.240854	3.213	1.85998e-06	-1.24707e-07	2.03205e-08
6600.0	36000.0	404773.8	-1898.99454	3.098	2.09873e-06	-1.74637e-07	3.09593e-08
6600.0	40000.0	435226.4	-1899.219537	3.381	2.23403e-06	-1.83427e-07	2.54317e-08
6600.0	44000.0	469043.5	-1900.281367	3.814	1.48366e-06	-1.16194e-07	1.65483e-08
6600.0	48000.0	503265.6	-1901.058262	3.95	1.51221e-06	-1.09135e-07	1.54551e-08
6600.0	52000.0	537076.0	-1900.33194	3.559	2.01657e-06	-1.36422e-07	1.78812e-08
6800.0	0.0	188232.6	-1919.726693	4.246	1.01613e-06	3.1829e-16	2.16032e-08
6800.0	4000.0	202203.7	-1916.979203	3.206	1.33168e-06	3.10171e-08	7.53423e-08
6800.0	8000.0	271700.4	-1914.190809	3.473	1.28288e-06	-1.05752e-07	1.15452e-07
6800.0	12000.0	296589.7	-1913.193079	3.526	1.4546e-06	-8.36847e-09	1.53892e-08
6800.0	16000.0	310179.7	-1911.249965	3.085	1.93388e-06	-5.27558e-08	1.7231e-08
6800.0	20000.0	327372.2	-1908.364606	2.842	2.14359e-06	-1.0689e-07	2.28181e-08
6800.0	24000.0	349742.5	-1905.344688	2.891	2.1255e-06	-1.33347e-07	2.50538e-08
6800.0	28000.0	373627.2	-1902.805842	3.214	1.94935e-06	-1.25512e-07	1.97324e-08
6800.0	32000.0	397505.1	-1900.638526	3.247	1.70668e-06	-1.08538e-07	1.84227e-08
6800.0	36000.0	419981.9	-1898.929597	3.071	2.00562e-06	-1.56019e-07	2.77619e-08
6800.0	40000.0	447484.9	-1898.559796	3.304	2.20598e-06	-1.81187e-07	2.59113e-08
6800.0	44000.0	478886.1	-1899.326344	3.702	1.53905e-06	-1.19136e-07	1.66713e-08
6800.0	48000.0	514419.7	-1900.34142	3.716	2.29441e-06	-1.96837e-07	2.61569e-08
6800.0	52000.0	547295.1	-1900.668267	3.821	1.78442e-06	-1.09065e-07	1.35485e-08
7000.0	0.0	197676.8	-1920.20523	4.189	9.50198e-07	8.49788e-16	2.25309e-08
7000.0	4000.0	210791.8	-1917.531405	3.344	1.14841e-06	4.64434e-08	7.13038e-08
7000.0	8000.0	264382.0	-1914.213456	3.424	3.1336e-06	-5.4838e-07	1.65175e-07
7000.0	12000.0	317195.3	-1913.610721	3.384	1.73457e-06	-2.25837e-09	1.50316e-08
7000.0	16000.0	329001.5	-1912.271538	3.216	1.65346e-06	-2.0081e-08	1.50748e-08
7000.0	20000.0	344937.5	-1909.708967	2.845	2.19923e-06	-9.32277e-08	1.97925e-08
7000.0	24000.0	368543.4	-1906.583675	2.752	2.32398e-06	-1.32726e-07	2.44067e-08
7000.0	28000.0	391993.7	-1903.669235	3.074	2.10216e-06	-1.31958e-07	1.95258e-08
7000.0	32000.0	413878.8	-1901.19247	3.298	1.62237e-06	-9.81699e-08	1.56163e-08
7000.0	36000.0	436921.1	-1899.142871	3.109	1.69794e-06	-1.20987e-07	2.20124e-08
7000.0	40000.0	461979.7	-1898.19773	3.333	2.16128e-06	-1.75738e-07	2.45796e-08
7000.0	44000.0	491111.6	-1898.528977	3.576	1.76812e-06	-1.36912e-07	1.79656e-08
7000.0	48000.0	524815.6	-1899.446145	3.667	2.39003e-06	-1.97391e-07	2.39166e-08
7000.0	52000.0	562601.5	-1900.436606	4.083	1.3365e-06	-9.28841e-08	1.35941e-08
7200.0	0.0	207494.0	-1920.568021	4.049	9.04023e-07	1.12806e-15	2.44882e-08
7200.0	4000.0	220318.6	-1918.030365	3.459	9.99608e-07	5.58541e-08	7.00196e-08
7200.0	8000.0	264395.4	-1914.491207	3.317	1.70027e-06	-1.72576e-07	7.17259e-08
7200.0	12000.0	340831.5	-1913.844271	3.298	1.89888e-06	-8.57808e-09	1.47971e-08
7200.0	16000.0	349668.0	-1913.130516	3.328	1.59862e-06	-2.23566e-08	1.41009e-08
7200.0	20000.0	363396.6	-1911.037096	3.03	1.79689e-06	-6.11184e-08	1.65e-08
7200.0	24000.0	387393.9	-1907.960297	2.814	2.22853e-06	-1.29101e-07	2.28763e-08
7200.0	28000.0	412454.1	-1904.765967	3.101	2.10931e-06	-1.31601e-07	1.93403e-08
7200.0	32000.0	432318.7	-1901.909638	3.134	2.0294e-06	-1.33783e-07	1.95621e-08
7200.0	36000.0	454441.8	-1899.572292	3.114	1.91123e-06	-1.37655e-07	2.46254e-08
7200.0	40000.0	478325.6	-1898.142145	3.224	2.29124e-06	-1.87325e-07	2.91597e-08
7200.0	44000.0	505994.8	-1897.973081	3.438	2.13125e-06	-1.65533e-07	2.03444e-08
7200.0	48000.0	536588.5	-1898.605801	3.643	2.273e-06	-1.80409e-07	2.10691e-08
7200.0	52000.0	577547.1	-1899.654157	3.45	3.08128e-06	-3.61484e-07	6.20152e-08
7400.0	0.0	217931.5	-1920.82424	3.879	8.6094e-07	1.57416e-15	2.72328e-08
7400.0	4000.0	230654.6	-1918.456012	3.521	9.09848e-07	5.75969e-08	7.01852e-08
7400.0	8000.0	270541.7	-1914.929809	3.251	1.27087e-06	-6.44342e-08	5.42902e-08
7400.0	12000.0	365353.2	-1913.940158	3.351	1.56378e-06	-2.53907e-08	1.45778e-08
7400.0	16000.0	370237.0	-1913.787173	3.364	1.4165e-06	-3.39472e-08	1.45434e-08
7400.0	20000.0	381816.7	-1912.256145	3.379	1.33048e-06	-3.87543e-08	1.45467e-08
7400.0	24000.0	404787.8	-1909.396058	2.891	1.89055e-06	-1.0738e-07	2.0792e-08
7400.0	28000.0	432166.2	-1906.055658	3.024	1.99561e-06	-1.30909e-07	1.94179e-08
7400.0	32000.0	453101.1	-1902.837955	3.123	2.21518e-06	-1.49525e-07	2.03243e-08
7400.0	36000.0	472512.4	-1900.159053	3.125	1.9801e-06	-1.47615e-07	2.48452e-08
7400.0	40000.0	495542.7	-1898.356238	3.177	1.80496e-06	-1.44126e-07	2.52623e-08
7400.0	44000.0	522688.2	-1897.701469	3.374	2.1973e-06	-1.71167e-07	2.10673e-08
7400.0	48000.0	551086.2	-1897.940465	3.537	2.26338e-06	-1.77119e-07	2.05179e-08
7400.0	52000.0	586420.9	-1898.727372	3.453	3.24257e-06	-3.45467e-07	5.03052e-08
7600.0	0.0	228859.0	-1920.986802	3.763	8.26803e-07	1.81426e-14	2.9766e-08
7600.0	4000.0	241815.3	-1918.803694	3.514	8.76709e-07	6.4306e-08	7.16041e-08
7600.0	8000.0	279761.2	-1915.435254	3.268	1.10072e-06	-1.32691e-08	4.71484e-08
7600.0	12000.0	388508.2	-1913.909516	3.335	1.54585e-06	-3.61217e-08	1.44943e-08
7600.0	16000.0	389575.2	-1914.212128	3.374	1.3486e-06	-4.28707e-08	1.48698e-08
7600.0	20000.0	399463.2	-1913.257631	3.374	1.24912e-06	-4.4826e-08	1.5008e-08
7600.0	24000.0	421336.6	-1910.786537	3.104	1.374e-06	-6.84798e-08	1.78832e-08
7600.0	28000.0	450793.8	-1907.457862	3.059	1.77067e-06	-1.15139e-07	1.82335e-08
7600.0	32000.0	474802.3	-1903.984656	3.11	2.10705e-06	-1.42016e-07	1.95882e-08
7600.0	36000.0	492773.5	-1900.904901	3.059	2.08082e-06	-1.6207e-07	2.42541e-08
7600.0	40000.0	512744.7	-1898.764453	3.233	1.58294e-06	-1.30104e-07	2.50952e-08
7600.0	44000.0	539888.8	-1897.706871	3.31	1.93925e-06	-1.51876e-07	2.09562e-08
7600.0	48000.0	568232.8	-1897.519217	3.443	2.23817e-06	-1.72728e-07	2.00823e-08
