q20	q30	Q40	EHFB	E_zpe	B2020	B2030	B3030
11600.0	32000.0	819111.0	-1922.539252	2.933	9.26953e-07	-2.7769e-08	1.57657e-08
11600.0	36000.0	853978.9	-1920.610263	2.881	1.12583e-06	-5.37731e-08	1.44111e-08
11600.0	40000.0	897064.7	-1917.857696	2.862	1.28273e-06	-7.8423e-08	1.70577e-08
11600.0	44000.0	950567.9	-1914.906866	2.876	1.36209e-06	-8.83189e-08	1.59324e-08
11600.0	48000.0	995005.2	-1912.018515	2.954	1.41974e-06	-1.0531e-07	1.7212e-08
11600.0	52000.0	1035620.0	-1909.393787	3.084	1.94839e-06	-2.26882e-07	4.1309e-08
11800.0	0.0	540131.4	-1923.0929	4.634	3.94624e-07	3.95337e-15	9.72332e-09
11800.0	4000.0	548823.2	-1922.643068	4.278	3.77807e-07	-9.17807e-09	1.66719e-08
11800.0	8000.0	568451.4	-1921.634338	3.976	3.87497e-07	-1.46867e-08	2.08586e-08
11800.0	12000.0	599629.2	-1919.734416	3.741	4.05429e-07	-1.44223e-09	2.98136e-08
11800.0	16000.0	795006.2	-1918.784745	2.959	8.05075e-07	-3.0905e-08	1.49491e-08
11800.0	20000.0	773208.2	-1920.891533	2.792	1.00678e-06	-8.80961e-08	2.89445e-08
11800.0	24000.0	777882.7	-1922.879341	3.302	7.7575e-07	-2.88275e-08	1.40215e-08
11800.0	28000.0	805639.8	-1923.691054	3.193	7.64462e-07	-1.4861e-08	1.63008e-08
11800.0	32000.0	840182.1	-1923.276065	2.982	8.29959e-07	-2.59971e-08	1.56442e-08
11800.0	36000.0	874584.9	-1921.646878	3.01	9.67799e-07	-4.77782e-08	1.39121e-08
11800.0	40000.0	914031.9	-1919.036946	2.96	1.09136e-06	-6.77344e-08	1.57251e-08
11800.0	44000.0	966924.6	-1916.089716	2.895	1.27449e-06	-8.49138e-08	1.63949e-08
11800.0	48000.0	1011830.0	-1913.187598	2.949	1.35275e-06	-9.42344e-08	1.55895e-08
11800.0	52000.0	1052873.0	-1910.438717	3.082	1.57882e-06	-1.45357e-07	2.34484e-08
12000.0	0.0	557487.4	-1923.435413	4.641	4.11197e-07	-1.85091e-12	9.25778e-09
12000.0	4000.0	566080.8	-1922.9747	4.26	3.92035e-07	-1.37948e-08	1.69551e-08
12000.0	8000.0	586621.0	-1921.985472	3.815	4.41362e-07	-8.85718e-09	3.71167e-08
12000.0	12000.0	617761.7	-1920.234164	3.762	3.8858e-07	-4.78902e-10	2.76523e-08
12000.0	16000.0	820931.8	-1918.965861	3.056	7.4068e-07	-2.9042e-08	1.43314e-08
12000.0	20000.0	803496.5	-1920.951211	2.837	1.05215e-06	-1.11579e-07	3.51787e-08
12000.0	24000.0	798901.4	-1922.951498	3.252	7.72395e-07	-3.24386e-08	1.42063e-08
12000.0	28000.0	826390.3	-1923.979228	3.253	7.36355e-07	-1.48757e-08	1.66264e-08
12000.0	32000.0	860996.9	-1923.899101	3.059	7.58301e-07	-2.57317e-08	1.54832e-08
12000.0	36000.0	894842.8	-1922.596278	3.139	8.50328e-07	-4.3388e-08	1.35065e-08
12000.0	40000.0	931632.1	-1920.182192	3.096	9.65174e-07	-6.26625e-08	1.50402e-08
12000.0	44000.0	982980.1	-1917.275021	2.987	1.09379e-06	-7.52683e-08	1.6941e-08
12000.0	48000.0	1028677.0	-1914.381973	2.968	1.29646e-06	-8.72347e-08	1.49397e-08
12000.0	52000.0	1069905.0	-1911.566236	3.041	1.42022e-06	-1.13263e-07	1.74628e-08
12200.0	0.0	574825.8	-1923.839964	4.648	4.40805e-07	1.58139e-11	8.69856e-09
12200.0	4000.0	583316.0	-1923.354735	4.248	4.06559e-07	-1.77623e-08	1.73952e-08
12200.0	8000.0	604966.9	-1922.350893	3.953	3.85502e-07	-1.96505e-08	2.30736e-08
12200.0	12000.0	636273.3	-1920.735517	3.771	3.77447e-07	-1.99955e-09	2.62352e-08
12200.0	16000.0	675690.0	-1919.199756	3.669	6.01362e-07	-1.22254e-07	8.42724e-08
12200.0	20000.0	832225.7	-1921.025393	2.886	8.4699e-07	-7.94063e-08	2.96779e-08
12200.0	24000.0	820614.3	-1922.983369	3.121	7.84503e-07	-3.71261e-08	1.44577e-08
12200.0	28000.0	846605.1	-1924.181082	3.213	7.0772e-07	-1.88777e-08	1.68207e-08
12200.0	32000.0	881642.8	-1924.402036	3.133	7.0648e-07	-2.65297e-08	1.52492e-08
12200.0	36000.0	915195.2	-1923.434659	3.291	7.62028e-07	-4.04395e-08	1.32263e-08
12200.0	40000.0	949441.3	-1921.261698	3.223	8.74896e-07	-5.76064e-08	1.42806e-08
12200.0	44000.0	999295.0	-1918.432828	3.053	9.53573e-07	-7.07587e-08	1.81891e-08
12200.0	48000.0	1045944.0	-1915.583399	2.935	1.16033e-06	-7.52961e-08	1.4154e-08
12200.0	52000.0	1087077.0	-1912.743803	2.991	1.36268e-06	-1.00853e-07	1.54565e-08
12400.0	0.0	591985.7	-1924.323798	4.693	4.61511e-07	-5.79942e-15	8.07358e-09
12400.0	4000.0	600141.7	-1923.799788	4.258	4.46796e-07	-2.77324e-08	1.81182e-08
12400.0	8000.0	623425.7	-1922.737773	3.957	3.91349e-07	-2.43548e-08	2.51904e-08
12400.0	12000.0	655220.9	-1921.235289	3.75	4.1343e-07	-2.53904e-09	3.26586e-08
12400.0	16000.0	690715.2	-1919.72084	3.607	5.72201e-07	-7.80234e-08	6.23532e-08
12400.0	20000.0	859214.6	-1921.105257	2.977	7.44949e-07	-5.64722e-08	2.17757e-08
12400.0	24000.0	842397.6	-1922.989078	3.163	7.32267e-07	-3.84474e-08	1.49718e-08
12400.0	28000.0	867829.3	-1924.311158	3.237	7.00148e-07	-1.98646e-08	1.67562e-08
12400.0	32000.0	902244.8	-1924.788812	3.252	6.74742e-07	-2.93797e-08	1.49265e-08
12400.0	36000.0	935479.1	-1924.146775	3.31	7.13451e-07	-3.93571e-08	1.32179e-08
12400.0	40000.0	967701.3	-1922.253419	3.243	7.98316e-07	-5.22397e-08	1.36056e-08
12400.0	44000.0	1014745.0	-1919.535379	3.125	8.88899e-07	-7.39805e-08	2.00277e-08
12400.0	48000.0	1064038.0	-1916.763858	3.0	9.8028e-07	-6.11407e-08	1.35054e-08
12400.0	52000.0	1104764.0	-1913.949191	2.994	1.25718e-06	-8.75198e-08	1.39857e-08
12600.0	0.0	608848.0	-1924.903891	4.76	4.82445e-07	-2.6185e-13	7.48307e-09
12600.0	4000.0	616398.3	-1924.333478	3.915	5.33318e-07	-7.43662e-08	6.63945e-08
12600.0	8000.0	641801.4	-1923.158514	3.884	4.58958e-07	-4.41017e-08	3.38041e-08
12600.0	12000.0	674503.3	-1921.732231	3.752	3.82347e-07	-8.29605e-09	2.98038e-08
12600.0	16000.0	707831.4	-1920.280254	3.746	4.5718e-07	-4.07074e-08	4.26498e-08
12600.0	20000.0	884322.6	-1921.178001	3.083	6.69151e-07	-4.21139e-08	1.72595e-08
12600.0	24000.0	864080.4	-1922.981496	3.172	6.95192e-07	-3.99122e-08	1.56617e-08
12600.0	28000.0	888751.8	-1924.383411	3.25	6.7911e-07	-2.09696e-08	1.6787e-08
12600.0	32000.0	922517.7	-1925.071587	3.311	6.68462e-07	-3.10955e-08	1.4532e-08
12600.0	36000.0	955717.9	-1924.729633	3.336	6.85434e-07	-4.00104e-08	1.33792e-08
12600.0	40000.0	986614.8	-1923.140964	3.372	7.43925e-07	-4.80736e-08	1.31817e-08
12600.0	44000.0	1029008.0	-1920.575057	3.216	8.80787e-07	-7.88533e-08	2.02339e-08
12600.0	48000.0	1082702.0	-1917.887535	3.102	8.49959e-07	-5.27395e-08	1.37556e-08
12600.0	52000.0	1123574.0	-1915.156425	2.998	1.09494e-06	-7.16908e-08	1.25905e-08
12800.0	0.0	625175.2	-1925.595064	4.826	5.19128e-07	-2.08022e-12	6.91238e-09
12800.0	4000.0	630911.4	-1924.983945	4.77	5.01488e-07	-1.57807e-08	8.56049e-09
12800.0	8000.0	659984.8	-1923.632053	3.883	5.0235e-07	-6.04556e-08	3.94892e-08
12800.0	12000.0	694146.4	-1922.226612	3.707	3.9343e-07	-9.37986e-09	3.32506e-08
12800.0	16000.0	726202.5	-1920.85782	3.664	4.62529e-07	-2.93575e-08	3.78272e-08
12800.0	20000.0	907726.1	-1921.235233	3.173	6.17391e-07	-3.50804e-08	1.5264e-08
12800.0	24000.0	884896.6	-1922.97084	3.207	6.56156e-07	-3.69148e-08	1.62055e-08
12800.0	28000.0	909076.9	-1924.413697	3.262	6.43047e-07	-2.68455e-08	1.67752e-08
12800.0	32000.0	942558.7	-1925.267783	3.248	6.66491e-07	-3.28374e-08	1.43146e-08
12800.0	36000.0	975839.0	-1925.189236	3.304	6.98195e-07	-4.28888e-08	1.36104e-08
12800.0	40000.0	1006335.0	-1923.914153	3.343	7.18956e-07	-4.57833e-08	1.29144e-08
12800.0	44000.0	1043622.0	-1921.552807	3.245	8.39524e-07	-6.95882e-08	1.67441e-08
12800.0	48000.0	1101250.0	-1918.929384	3.117	7.77785e-07	-5.19004e-08	1.53473e-08
12800.0	52000.0	1143499.0	-1916.330104	3.063	9.30918e-07	-5.81327e-08	1.16304e-08
13000.0	0.0	640214.6	-1926.420815	4.745	9.40843e-07	-8.47112e-13	6.28067e-09
13000.0	4000.0	647586.8	-1925.779062	4.699	6.23765e-07	-2.21657e-08	8.23431e-09
13000.0	8000.0	677781.2	-1924.181764	3.876	4.88658e-07	-5.99687e-08	5.19188e-08
13000.0	12000.0	713881.9	-1922.71959	3.724	3.84166e-07	-1.24005e-08	3.51976e-08
13000.0	16000.0	745488.3	-1921.442303	3.694	4.45299e-07	-2.57618e-08	3.2697e-08
13000.0	20000.0	930239.7	-1921.277498	3.236	5.71377e-07	-2.82632e-08	1.54771e-08
13000.0	24000.0	902629.5	-1922.965587	3.268	6.42642e-07	-2.93087e-08	1.56092e-08
13000.0	28000.0	928826.8	-1924.417499	3.312	6.29277e-07	-2.96936e-08	1.69215e-08
13000.0	32000.0	962366.2	-1925.395715	3.276	6.64684e-07	-3.39055e-08	1.41227e-08
13000.0	36000.0	995656.9	-1925.541386	3.281	7.29996e-07	-4.59078e-08	1.37689e-08
13000.0	40000.0	1026511.0	-1924.567505	3.361	7.32152e-07	-4.62394e-08	1.2897e-08
13000.0	44000.0	1059886.0	-1922.460607	3.274	7.76084e-07	-5.65074e-08	1.36812e-08
13000.0	48000.0	1118738.0	-1919.879518	3.146	7.70538e-07	-6.47143e-08	2.01972e-08
13000.0	52000.0	1164187.0	-1917.434146	3.173	8.17842e-07	-5.02043e-08	1.12528e-08
13200.0	0.0	648013.3	-1927.664579	5.445	4.08279e-07	-2.01814e-11	5.43422e-09
13200.0	4000.0	656047.2	-1926.796626	4.925	1.49772e-06	-6.28664e-08	8.92828e-09
13200.0	8000.0	695636.3	-1924.821463	3.958	4.85619e-07	-6.99461e-08	5.43369e-08
13200.0	12000.0	733744.3	-1923.215176	3.742	3.8747e-07	-2.33336e-08	3.90733e-08
13200.0	16000.0	765652.3	-1922.026816	3.706	4.21934e-07	-1.74941e-08	2.91879e-08
13200.0	20000.0	951824.8	-1921.307308	3.254	5.49118e-07	-2.22016e-08	1.5945e-08
13200.0	24000.0	918189.1	-1922.980686	3.339	6.64202e-07	-2.55975e-08	1.41812e-08
13200.0	28000.0	947420.0	-1924.409838	3.352	6.3118e-07	-3.39235e-08	1.75792e-08
13200.0	32000.0	981782.9	-1925.472159	3.28	6.60627e-07	-3.38678e-08	1.44529e-08
13200.0	36000.0	1015055.0	-1925.807544	3.175	7.61609e-07	-4.76911e-08	1.37853e-08
13200.0	40000.0	1046895.0	-1925.107317	3.311	7.61249e-07	-4.77875e-08	1.30633e-08
13200.0	44000.0	1078158.0	-1923.284641	3.288	7.56604e-07	-5.05092e-08	1.24887e-08
13200.0	48000.0	1133577.0	-1920.749756	3.176	9.17035e-07	-1.14872e-07	3.39832e-08
13200.0	52000.0	1185054.0	-1918.44197	3.198	7.43906e-07	-4.65046e-08	1.13805e-08
13400.0	-0.0	667331.4	-1929.1797	4.906	3.17402e-07	-1.863e-12	1.59519e-08
13400.0	4000.0	674096.6	-1928.295805	4.616	3.62993e-07	-1.18462e-08	2.85307e-08
13400.0	8000.0	713276.4	-1925.54938	4.026	4.95798e-07	-8.97855e-08	6.30511e-08
13400.0	12000.0	753506.4	-1923.720809	3.74	4.23455e-07	-4.22389e-08	5.37271e-08
13400.0	16000.0	786449.2	-1922.605239	3.733	4.01185e-07	-1.28729e-08	2.72955e-08
13400.0	20000.0	839488.7	-1921.701514	3.434	7.00155e-07	-1.18779e-07	6.79765e-08
13400.0	24000.0	931754.2	-1923.027098	3.475	6.16764e-07	-2.73481e-08	1.28964e-08
13400.0	28000.0	964698.2	-1924.408631	3.314	6.59829e-07	-4.1049e-08	1.87885e-08
13400.0	32000.0	1000875.0	-1925.515874	3.321	6.56832e-07	-3.65454e-08	1.53199e-08
13400.0	36000.0	1034081.0	-1926.011399	3.137	7.69216e-07	-4.69116e-08	1.36891e-08
13400.0	40000.0	1067171.0	-1925.548146	3.178	8.03307e-07	-5.02927e-08	1.32015e-08
13400.0	44000.0	1097591.0	-1924.013004	3.202	7.6413e-07	-4.81141e-08	1.20717e-08
13400.0	48000.0	1142789.0	-1921.575526	3.194	1.32428e-06	-1.88195e-07	4.36759e-08
13400.0	52000.0	1205822.0	-1919.340529	3.297	6.99182e-07	-4.6617e-08	1.21015e-08
13600.0	0.0	687581.8	-1930.731302	4.918	2.97016e-07	3.27466e-11	1.57918e-08
13600.0	4000.0	694008.5	-1929.862106	4.649	3.10112e-07	-7.83077e-09	2.99267e-08
13600.0	8000.0	707542.3	-1926.830007	4.339	3.52471e-07	-1.75163e-08	3.16382e-08
13600.0	12000.0	772769.7	-1924.252261	3.71	5.37461e-07	-1.03884e-07	7.95642e-08
13600.0	16000.0	807827.0	-1923.173872	3.77	3.78736e-07	-8.45333e-09	2.66054e-08
13600.0	20000.0	856939.1	-1922.232116	3.484	5.58542e-07	-7.99846e-08	5.08351e-08
13600.0	24000.0	945916.8	-1923.115238	3.557	6.37657e-07	-3.1529e-08	1.25503e-08
13600.0	28000.0	980640.0	-1924.430335	3.362	6.70534e-07	-4.66321e-08	1.99943e-08
13600.0	32000.0	1019230.0	-1925.539977	3.305	6.79247e-07	-4.269e-08	1.69574e-08
13600.0	36000.0	1053035.0	-1926.170023	3.168	7.61017e-07	-4.47564e-08	1.35926e-08
13600.0	40000.0	1087042.0	-1925.909619	3.097	8.2658e-07	-5.19011e-08	1.34608e-08
13600.0	44000.0	1118027.0	-1924.648182	3.171	8.09258e-07	-5.11345e-08	1.25352e-08
13600.0	48000.0	1153277.0	-1922.403262	3.217	9.31815e-07	-7.88594e-08	1.57965e-08
13600.0	52000.0	1225803.0	-1920.129605	3.342	6.84943e-07	-5.19452e-08	1.3823e-08
13800.0	-0.0	708402.4	-1932.292462	5.538	2.57781e-07	-1.24519e-11	5.45353e-09
13800.0	4000.0	714573.6	-1931.446748	5.536	2.7112e-07	-5.96953e-09	5.55155e-09
13800.0	8000.0	727569.0	-1928.451848	4.438	2.95602e-07	-1.72634e-08	2.97893e-08
13800.0	12000.0	790834.2	-1924.845846	3.712	8.85619e-07	-2.47837e-07	1.34996e-07
13800.0	16000.0	829655.3	-1923.729503	3.8	3.64378e-07	-9.59348e-09	2.73065e-08
13800.0	20000.0	875809.9	-1922.790458	3.53	5.09122e-07	-6.69358e-08	4.55192e-08
13800.0	24000.0	958919.0	-1923.253788	3.457	8.01696e-07	-6.00827e-08	1.66588e-08
13800.0	28000.0	996644.7	-1924.49054	3.337	6.82058e-07	-5.3204e-08	2.111e-08
13800.0	32000.0	1037043.0	-1925.562143	3.288	7.17066e-07	-5.24118e-08	1.88624e-08
13800.0	36000.0	1072193.0	-1926.296047	3.2	7.35041e-07	-4.18084e-08	1.3627e-08
13800.0	40000.0	1106663.0	-1926.213801	3.056	8.40717e-07	-5.27243e-08	1.36927e-08
13800.0	44000.0	1138833.0	-1925.1955	3.114	8.34891e-07	-5.41263e-08	1.33035e-08
13800.0	48000.0	1170288.0	-1923.203765	3.259	8.22654e-07	-5.50018e-08	1.14377e-08
13800.0	52000.0	1243988.0	-1920.821037	3.293	7.84072e-07	-7.9696e-08	2.0189e-08
14000.0	0.0	729625.5	-1933.849976	4.902	2.77339e-07	3.14472e-12	1.55224e-08
14000.0	4000.0	735587.1	-1933.031066	4.659	2.82337e-07	-6.14593e-09	3.32326e-08
14000.0	8000.0	748286.8	-1930.091642	4.868	2.87052e-07	-5.86056e-09	1.06499e-08
14000.0	12000.0	759791.5	-1925.753873	4.481	3.01472e-07	-1.12691e-08	1.60608e-08
14000.0	16000.0	851729.2	-1924.273002	3.806	3.49924e-07	-6.83074e-09	2.94717e-08
14000.0	20000.0	895343.3	-1923.363289	3.558	4.76375e-07	-5.71884e-08	4.07421e-08
14000.0	24000.0	966729.8	-1923.470556	3.336	1.86047e-06	-4.30817e-07	1.34967e-07
14000.0	28000.0	1012796.0	-1924.594289	3.342	7.14405e-07	-6.16273e-08	2.21217e-08
14000.0	32000.0	1054431.0	-1925.597782	3.262	7.29324e-07	-5.92631e-08	2.0425e-08
14000.0	36000.0	1091493.0	-1926.397759	3.147	7.21088e-07	-4.14804e-08	1.41833e-08
14000.0	40000.0	1126143.0	-1926.475159	3.002	8.21552e-07	-5.07188e-08	1.37304e-08
14000.0	44000.0	1159665.0	-1925.667856	3.068	8.52899e-07	-5.70991e-08	1.40331e-08
14000.0	48000.0	1190120.0	-1923.938263	3.188	8.16954e-07	-5.22854e-08	1.10462e-08
14000.0	52000.0	1254350.0	-1921.457417	3.24	2.53879e-06	-4.64233e-07	1.04389e-07
14200.0	0.0	751190.1	-1935.396554	4.991	2.73726e-07	-6.79599e-12	1.5301e-08
14200.0	4000.0	756972.3	-1934.605723	4.637	2.76183e-07	-6.11803e-09	3.47344e-08
14200.0	8000.0	769557.4	-1931.73076	4.909	2.78989e-07	-5.11102e-09	1.02412e-08
14200.0	12000.0	781189.0	-1927.448105	4.49	2.87008e-07	-1.00803e-08	1.56779e-08
14200.0	16000.0	873851.6	-1924.80239	3.827	3.36647e-07	-8.85993e-09	3.46492e-08
14200.0	20000.0	916034.4	-1923.943593	3.638	4.34634e-07	-4.60287e-08	3.5738e-08
14200.0	24000.0	975765.7	-1923.813909	3.451	1.05565e-06	-2.5019e-07	9.96283e-08
14200.0	28000.0	1029468.0	-1924.74889	3.364	7.30401e-07	-6.88294e-08	2.3074e-08
14200.0	32000.0	1071965.0	-1925.659399	3.285	7.3011e-07	-6.44698e-08	2.18105e-08
14200.0	36000.0	1111032.0	-1926.485851	3.163	7.23087e-07	-4.4734e-08	1.5443e-08
14200.0	40000.0	1145842.0	-1926.705622	3.0	7.80182e-07	-4.72412e-08	1.36876e-08
14200.0	44000.0	1180197.0	-1926.079979	3.059	8.36391e-07	-5.70453e-08	1.4307e-08
14200.0	48000.0	1210989.0	-1924.593685	3.223	8.19208e-07	-5.35266e-08	1.15578e-08
14200.0	52000.0	1245206.0	-1922.210256	3.31	1.07648e-06	-9.3349e-08	1.5534e-08
14400.0	-0.0	773182.5	-1936.928999	4.9	2.67528e-07	-1.26434e-10	1.50027e-08
14400.0	4000.0	778775.8	-1936.16667	4.634	2.70497e-07	-6.04023e-09	3.51922e-08
14400.0	8000.0	791265.5	-1933.360375	4.377	2.80096e-07	-1.44993e-08	3.0412e-08
14400.0	12000.0	802905.6	-1929.138628	4.49	2.779e-07	-9.08421e-09	1.53818e-08
14400.0	16000.0	895911.0	-1925.321616	3.875	3.22984e-07	-1.67362e-08	4.63171e-08
14400.0	20000.0	937393.1	-1924.523808	3.662	4.05712e-07	-3.75659e-08	3.10198e-08
14400.0	24000.0	991265.9	-1924.243507	3.58	6.81832e-07	-1.34593e-07	6.13111e-08
14400.0	28000.0	1046525.0	-1924.956033	3.426	7.27192e-07	-7.6416e-08	2.46748e-08
14400.0	32000.0	1089609.0	-1925.755634	3.269	7.48824e-07	-7.09827e-08	2.32304e-08
14400.0	36000.0	1130802.0	-1926.571703	3.128	7.27848e-07	-4.90996e-08	1.6865e-08
14400.0	40000.0	1165846.0	-1926.912336	2.994	7.70961e-07	-4.65972e-08	1.38443e-08
14400.0	44000.0	1200712.0	-1926.446212	3.039	8.12751e-07	-5.60045e-08	1.41708e-08
14400.0	48000.0	1232749.0	-1925.176156	3.137	8.04078e-07	-5.54474e-08	1.24333e-08
14400.0	52000.0	1262576.0	-1923.031394	3.434	7.89855e-07	-5.57887e-08	1.04696e-08
14600.0	0.0	795518.5	-1938.443355	5.531	2.3804e-07	3.81613e-12	5.21454e-09
14600.0	4000.0	800936.2	-1937.709245	5.63	2.46706e-07	-4.29134e-09	4.63406e-09
14600.0	8000.0	813389.9	-1934.974361	4.377	2.61802e-07	-1.58896e-08	2.88434e-08
14600.0	12000.0	825034.6	-1930.816911	4.491	2.71396e-07	-8.33552e-09	1.49768e-08
14600.0	16000.0	830188.9	-1926.185565	4.228	2.80466e-07	-1.6002e-08	1.75422e-08
14600.0	20000.0	959518.5	-1925.097162	3.727	3.74707e-07	-2.94836e-08	2.71506e-08
14600.0	24000.0	1009449.0	-1924.712302	3.677	5.56084e-07	-9.72334e-08	4.79735e-08
14600.0	28000.0	1064416.0	-1925.213308	3.484	6.91173e-07	-8.10963e-08	2.63687e-08
14600.0	32000.0	1107453.0	-1925.895533	3.242	7.49084e-07	-7.4611e-08	2.4341e-08
14600.0	36000.0	1150439.0	-1926.665519	3.201	7.44026e-07	-5.49966e-08	1.85323e-08
14600.0	40000.0	1186322.0	-1927.103031	3.025	7.62249e-07	-4.56278e-08	1.39035e-08
14600.0	44000.0	1221269.0	-1926.775019	3.053	7.88094e-07	-5.58878e-08	1.41194e-08
14600.0	48000.0	1254715.0	-1925.686119	3.15	7.78306e-07	-5.84078e-08	1.37216e-08
14600.0	52000.0	1283669.0	-1923.795025	3.362	7.72012e-07	-5.44527e-08	1.03961e-08
14800.0	-0.0	818131.9	-1939.937811	4.899	2.59455e-07	-1.2072e-12	1.45864e-08
14800.0	4000.0	823401.2	-1939.23105	4.645	2.62946e-07	-6.67923e-09	3.57546e-08
14800.0	8000.0	835908.1	-1936.569202	4.389	2.71585e-07	-1.4689e-08	3.08254e-08
14800.0	12000.0	847523.0	-1932.477837	4.503	2.66097e-07	-7.67818e-09	1.46747e-08
14800.0	16000.0	852940.9	-1927.900712	4.287	2.77484e-07	-1.61981e-08	1.74699e-08
14800.0	20000.0	982137.9	-1925.65658	3.778	3.51055e-07	-2.38884e-08	2.42656e-08
14800.0	24000.0	1028987.0	-1925.19952	3.702	4.97125e-07	-8.14205e-08	4.1853e-08
14800.0	28000.0	1083025.0	-1925.511447	3.58	6.22781e-07	-7.87808e-08	2.70472e-08
14800.0	32000.0	1125876.0	-1926.081826	3.33	6.88936e-07	-6.98022e-08	2.43381e-08
14800.0	36000.0	1169757.0	-1926.781792	3.064	7.71753e-07	-6.05953e-08	1.98397e-08
14800.0	40000.0	1207278.0	-1927.286885	2.996	7.43769e-07	-4.46798e-08	1.40142e-08
14800.0	44000.0	1241976.0	-1927.075176	3.052	7.80489e-07	-5.73709e-08	1.41867e-08
14800.0	48000.0	1276586.0	-1926.131174	3.222	7.49656e-07	-6.30091e-08	1.53214e-08
14800.0	52000.0	1306192.0	-1924.482562	3.368	7.35448e-07	-5.31129e-08	1.07058e-08
15000.0	0.0	841132.1	-1941.411651	4.9	2.55784e-07	4.13503e-12	1.4452e-08
15000.0	4000.0	846234.2	-1940.731495	4.603	2.58202e-07	-6.65845e-09	3.58644e-08
15000.0	8000.0	858763.9	-1938.142859	4.401	2.6751e-07	-1.46199e-08	3.13907e-08
15000.0	12000.0	870349.3	-1934.118254	4.494	2.61563e-07	-7.26226e-09	1.43242e-08
15000.0	16000.0	876019.1	-1929.596146	4.285	2.73793e-07	-1.61869e-08	1.75379e-08
15000.0	20000.0	1005476.0	-1926.20033	3.836	3.28757e-07	-1.95173e-08	2.25129e-08
15000.0	24000.0	1049434.0	-1925.695035	3.79	4.61145e-07	-7.30572e-08	3.88182e-08
15000.0	28000.0	1102409.0	-1925.841783	3.7	5.68857e-07	-7.7764e-08	2.87958e-08
15000.0	32000.0	1145405.0	-1926.308047	3.354	6.18147e-07	-6.50199e-08	2.45961e-08
15000.0	36000.0	1188861.0	-1926.932839	3.041	7.71456e-07	-6.32493e-08	2.07644e-08
15000.0	40000.0	1228439.0	-1927.471711	2.987	7.58423e-07	-4.6038e-08	1.43538e-08
15000.0	44000.0	1262972.0	-1927.362003	3.029	8.17443e-07	-6.12536e-08	1.42438e-08
15000.0	48000.0	1298162.0	-1926.522319	3.249	7.47806e-07	-6.95529e-08	1.6586e-08
15000.0	52000.0	1329175.0	-1925.084757	3.433	6.81116e-07	-5.10785e-08	1.12459e-08
15200.0	-0.0	864381.7	-1942.863491	4.903	2.52237e-07	-8.69295e-11	1.38754e-08
15200.0	4000.0	869345.1	-1942.208772	4.596	2.5496e-07	-6.91051e-09	3.58388e-08
15200.0	8000.0	881971.0	-1939.693791	4.379	2.64489e-07	-1.52323e-08	3.20218e-08
15200.0	12000.0	893545.5	-1935.736893	4.493	2.57426e-07	-6.68924e-09	1.39009e-08
15200.0	16000.0	899551.8	-1931.269301	4.198	2.67151e-07	-1.56021e-08	1.74285e-08
15200.0	20000.0	903891.2	-1927.098598	4.415	2.66819e-07	-1.34349e-08	1.12915e-08
15200.0	24000.0	1070554.0	-1926.193577	3.801	4.37761e-07	-6.81943e-08	3.70213e-08
15200.0	28000.0	1122507.0	-1926.194726	3.698	5.29835e-07	-8.03906e-08	3.29206e-08
15200.0	32000.0	1165582.0	-1926.563173	3.406	5.83484e-07	-6.5529e-08	2.58203e-08
15200.0	36000.0	1208450.0	-1927.123471	3.114	6.81568e-07	-5.69811e-08	2.07753e-08
15200.0	40000.0	1249391.0	-1927.668378	2.975	7.87181e-07	-4.99955e-08	1.51464e-08
15200.0	44000.0	1284174.0	-1927.645967	3.043	8.46552e-07	-6.31537e-08	1.39955e-08
15200.0	48000.0	1319404.0	-1926.875599	3.334	7.86704e-07	-7.81125e-08	1.75067e-08
15200.0	52000.0	1352811.0	-1925.605295	3.441	6.45135e-07	-5.23136e-08	1.24763e-08
15400.0	-0.0	887955.1	-1944.293042	5.542	2.25399e-07	1.55024e-10	4.89603e-09
15400.0	4000.0	892794.6	-1943.662805	5.664	2.31893e-07	-3.68588e-09	4.21368e-09
15400.0	8000.0	905519.0	-1941.221208	5.041	2.37705e-07	-3.4461e-09	6.67755e-09
15400.0	12000.0	917054.6	-1937.331395	4.496	2.53678e-07	-6.30498e-09	1.35452e-08
15400.0	16000.0	923342.9	-1932.920055	4.337	2.46813e-07	-1.05091e-08	1.11706e-08
15400.0	20000.0	927628.1	-1928.788048	4.393	2.63188e-07	-1.31799e-08	1.12149e-08
15400.0	24000.0	1092157.0	-1926.692196	3.821	4.21974e-07	-6.38092e-08	3.4997e-08
15400.0	28000.0	1142732.0	-1926.561433	3.715	5.04619e-07	-8.34438e-08	3.74567e-08
15400.0	32000.0	1186477.0	-1926.84071	3.483	5.6039e-07	-6.73889e-08	2.74166e-08
15400.0	36000.0	1228985.0	-1927.344979	3.196	5.85086e-07	-4.98807e-08	2.03949e-08
15400.0	40000.0	1270062.0	-1927.887774	3.008	7.48078e-07	-5.04998e-08	1.58804e-08
15400.0	44000.0	1305414.0	-1927.940511	3.016	8.88274e-07	-6.37156e-08	1.34154e-08
15400.0	48000.0	1340477.0	-1927.210742	3.246	8.7609e-07	-8.85118e-08	1.80786e-08
15400.0	52000.0	1376212.0	-1926.045436	3.431	6.54219e-07	-6.02633e-08	1.48759e-08
