A	min	max
116.0	0.0	0.018268630326620777
117.0	0.00446113427726488	0.04122327179113603
118.0	0.016009476589197758	0.10431568815777802
119.0	0.05141076058219726	0.24423514155574133
120.0	0.14773247784004068	0.5210110014556285
121.0	0.3798769940305482	1.0130903870476389
122.0	0.8740878047691293	1.8010236207382715
123.0	1.7997500190860556	2.936214038152317
124.0	3.3159988420867412	4.4040176389487105
125.0	5.4671578245654056	6.097619090797894
126.0	8.065919989878697	7.819269696613254
127.0	10.648569402724469	9.3152651588588
128.0	12.579798346031062	10.335535470620929
129.0	13.298453855078371	10.697822329870533
130.0	12.579798346031062	10.335535470620929
131.0	10.648569402724469	9.3152651588588
132.0	8.065919989878697	7.819269696613254
133.0	5.4671578245654056	6.097619090797894
134.0	3.3159988420867412	4.4040176389487105
135.0	1.7997500190860556	2.936214038152317
136.0	0.8740878047691293	1.8010236207382715
137.0	0.3798769940305482	1.0130903870476389
138.0	0.14773247784004068	0.5210110014556285
139.0	0.05141076058219726	0.24423514155574133
140.0	0.016009476589197758	0.10431568815777802
141.0	0.00446113427726488	0.04122327179113603
142.0	0.0	0.018268630326620777
