Q20,Q30
1.560000000000000000e+02,0.000000000000000000e+00
1.568206140370670028e+02,4.985857162935238875e-03
1.576418318568909456e+02,1.655077696049125479e-03
1.584618756103228350e+02,3.104561559818234560e-04
1.592836634302722985e+02,2.414448189325347962e-04
1.601031786616923398e+02,2.933028107860595523e-04
1.609254547301978562e+02,2.677463827276098255e-04
1.617445349288251180e+02,2.873226212489384803e-04
1.625671885266233971e+02,2.774468577516519185e-04
1.633859597867306377e+02,2.841958317875653648e-04
1.642088529740150591e+02,2.826306693500979950e-04
1.650274638912324860e+02,2.841794376839443899e-04
1.658504414151145170e+02,2.863862734400243314e-04
1.666690523549020782e+02,2.851940433156789590e-04
1.674919529754047289e+02,2.869394080880839941e-04
1.683107243895515239e+02,2.828874294278602456e-04
1.691333927137810065e+02,2.818740999596989301e-04
1.699524733812662021e+02,2.747595180771961231e-04
1.707747713117888395e+02,2.723964634084821050e-04
1.715942873988836368e+02,2.640353348817606974e-04
1.724161043273106202e+02,2.612717555108302067e-04
1.732361501211163670e+02,2.516305119384625163e-04
1.740574110790485634e+02,2.418609517781584485e-04
1.748780422056395878e+02,2.087800490073189177e-05
1.756370608593420570e+02,3.120136111303378756e-01
1.762171328501160872e+02,8.927890326139894528e-01
1.766971296412241088e+02,1.558209282456598510e+00
1.771351030685852947e+02,2.252517685607440701e+00
1.775555508784265442e+02,2.957009297328067277e+00
1.779726800228268360e+02,3.664089531049905535e+00
1.783954083805314781e+02,4.367168555441626410e+00
1.788260860141350292e+02,5.066108572875234195e+00
1.792698760766823227e+02,5.756065450527581895e+00
1.797334590807295740e+02,6.433632340190394316e+00
1.802283810956269292e+02,7.087888399337956891e+00
