Q20,Q30
1.560000000000000000e+02,0.000000000000000000e+00
1.562014251354211467e+02,2.013818831571902602e-03
1.564028532752866170e+02,3.507917583193547861e-03
1.566042745451483427e+02,4.490747404618248423e-03
1.568056931751785612e+02,4.969125680919216428e-03
1.570070921206335015e+02,4.948316775631602694e-03
1.572084832744613720e+02,4.432124746645238651e-03
1.574098416102324052e+02,3.423175053248044952e-03
1.576111875883057678e+02,1.922596568151244958e-03
1.578124876283654601e+02,1.423394753736876867e-06
1.580137860610770986e+02,1.307865111817105042e-05
1.582149563122873985e+02,5.403430896364714089e-03
1.584158166511469119e+02,1.757484754181310935e-02
1.586166027344582972e+02,2.983310472701769522e-02
1.588173701291445354e+02,4.215682783385136384e-02
1.590180512862279443e+02,5.454120193200591438e-02
1.592187140103592924e+02,6.699006427779190254e-02
1.594192752733152076e+02,7.949768380985323957e-02
1.596198198813136173e+02,9.206848955020460745e-02
1.598202458799549390e+02,1.046948179123434464e-01
1.600206588466728022e+02,1.173816080481144275e-01
1.602209338831737284e+02,1.301182169662652433e-01
1.604212017939877342e+02,1.429096817862312574e-01
1.606213098577795222e+02,1.557430097159298865e-01
1.608214192515611671e+02,1.686254872043411457e-01
1.610213436031877166e+02,1.815421767566632316e-01
1.612212807807952686e+02,1.945031283438986569e-01
1.614210037979262324e+02,2.074909987964523583e-01
1.616207548530421434e+02,2.205191108198764349e-01
1.618202579323387056e+02,2.335671282964247586e-01
1.620198088062813611e+02,2.466522570337717768e-01
1.622190722587492928e+02,2.597504584640237812e-01
1.624184088129954944e+02,2.728835634818613798e-01
1.626174117472857574e+02,2.860229774936248193e-01
1.628165198557620954e+02,2.991960633675130876e-01
1.630152400442997589e+02,3.123686552029465990e-01
1.632141057059004936e+02,3.255747733853073256e-01
1.634125194237904282e+02,3.387735045975384662e-01
1.636111288885850001e+02,3.520069795978453819e-01
1.638092107001244813e+02,3.652262847944842128e-01
1.640075505739936830e+02,3.784837623248648586e-01
1.642052729710227368e+02,3.917217708341103610e-01
1.644033301464274075e+02,4.050064129038747907e-01
1.646006629803201520e+02,4.182696184389002592e-01
1.647984247996145939e+02,4.315924427293333365e-01
1.649953352184908510e+02,4.448921297488735993e-01
1.651927901341494476e+02,4.582668167268797443e-01
1.653892424886105630e+02,4.716152341025798278e-01
1.655863805931597312e+02,4.850559482111595488e-01
1.657823361268673921e+02,4.984647722949677173e-01
1.659791497137065335e+02,5.119847593836018840e-01
1.661745662071456024e+02,5.254631545242839374e-01
1.663710505362233221e+02,5.390718249906772952e-01
1.665658820613084288e+02,5.526216616729393571e-01
1.667620365762143138e+02,5.663170176559986224e-01
1.669562336398733180e+02,5.799212068711295798e-01
1.671520640453423709e+02,5.936723762599523946e-01
1.673455745388959883e+02,6.072703141307880248e-01
1.675410962267237380e+02,6.209835898373471386e-01
1.677338674768433577e+02,6.344281746933172483e-01
1.679291103663173885e+02,6.478930427349146592e-01
1.681210916707614444e+02,6.608907211426099382e-01
1.683161050269149257e+02,6.737135402113753058e-01
1.685072478963874687e+02,6.857647440108985970e-01
1.687021008233696762e+02,6.973205543661170625e-01
1.688923511617864222e+02,7.077062036040957516e-01
1.690871226878959988e+02,7.171650001188288881e-01
1.692764008087295338e+02,7.250327631922490745e-01
1.694711596910172489e+02,7.315050221179254519e-01
1.696593351836930879e+02,7.360670619773145296e-01
1.698541229647829880e+02,7.389206113550631505e-01
1.700410017989963478e+02,7.400885724192108883e-01
1.702358469523966562e+02,7.389944217982498120e-01
1.704211817725409048e+02,7.351906973868663764e-01
1.706157655873108752e+02,7.220881186181524747e-01
1.707982716166880266e+02,7.015022098867177425e-01
1.709904114423376029e+02,6.661050540213576676e-01
1.711634665447715520e+02,6.107219746259824333e-01
1.713346465528192653e+02,5.150348770180811497e-01
1.714559378904641562e+02,3.833192780840020131e-01
1.715266263527396973e+02,1.978154308418186291e-01
1.714978729370400572e+02,1.652210655274767570e-02
