 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.47116219     -29.35728558   0.12311844E-12   0.92868856E-13   0.69542749E-10   0.86309456E-12
       0.47116219     -27.51303106   0.63223771E-10   0.50254182E-10   0.10688312E-07   0.56530376E-08
       0.47116219     -25.98578180   0.29762497E-08   0.25095240E-08   0.26582897E-06   0.89490031E-07
       0.47116219     -24.62231478   0.25851530E-07   0.23555960E-07   0.91036721E-06   0.35563455E-06
       0.47116219     -23.36417362   0.39339185E-07   0.41010598E-07   0.12222500E-06   0.74201090E-07
       0.47116219     -22.18125818   0.46488443E-08   0.70738694E-08   0.49052621E-11   0.16816803E-10
       0.47116219     -21.05551752   0.15401734E-07   0.18330020E-07   0.13244866E-08   0.35468316E-08
       0.47116219     -19.97505428   0.84653284E-08   0.40942272E-08   0.70191109E-10   0.61966087E-11
       0.47116219     -18.93150094   0.17981431E-07   0.75887348E-08   0.59113098E-09   0.49909386E-10
       0.47116219     -17.91868516   0.77910464E-07   0.17670814E-07   0.30345480E-07   0.58538671E-09
       0.47116219     -16.93188363   0.55663686E-06   0.11289188E-06   0.10550385E-04   0.25744387E-06
       0.47116219     -15.96737436   0.26482198E-05   0.44690074E-06   0.17744289E-03   0.79859249E-05
       0.47116219     -15.02215289   0.19118861E-04   0.47917345E-05   0.16844893E-02   0.32983369E-03
       0.47116219     -14.09374426   0.11907241E-03   0.39385064E-04   0.13625038E-01   0.50229885E-02
       0.47116219     -13.18007375   0.75576669E-03   0.31979784E-03   0.83783438E-01   0.43682209E-01
       0.47116219     -12.27937532   0.47007552E-02   0.25993257E-02   0.36566595E+00   0.30546717E+00
       0.47116219     -11.39012499   0.17371920E-01   0.11450561E-01   0.63005498E+00   0.63168147E+00
       0.47116219     -10.51099122   0.33872695E-01   0.24736510E-01   0.65199322E+00   0.68483295E+00
       0.47116219      -9.64079728   0.42242190E-01   0.31873197E-01   0.55098290E+00   0.57601491E+00
       0.47116219      -8.77849209   0.44695016E-01   0.32380493E-01   0.49999202E+00   0.46672523E+00
       0.47116219      -7.92312728   0.45751161E-01   0.32309007E-01   0.51437552E+00   0.49931549E+00
       0.47116219      -7.07383888   0.45096550E-01   0.31609882E-01   0.49190553E+00   0.51994807E+00
       0.47116219      -6.22983241   0.45384587E-01   0.28366422E-01   0.52667589E+00   0.38298210E+00
       0.47116219      -5.39037062   0.46646734E-01   0.26578058E-01   0.60470885E+00   0.33803288E+00
       0.47116219      -4.55476324   0.45019037E-01   0.27531861E-01   0.55768094E+00   0.43629305E+00
       0.47116219      -3.72235823   0.42732774E-01   0.27577443E-01   0.48655940E+00   0.46226036E+00
       0.47116219      -2.89253424   0.43228981E-01   0.26345411E-01   0.51726992E+00   0.39888901E+00
       0.47116219      -2.06469393   0.44173893E-01   0.26219382E-01   0.54223695E+00   0.39881598E+00
       0.47116219      -1.23825805   0.43755724E-01   0.26487384E-01   0.52685433E+00   0.41890871E+00
       0.47116219      -0.41265987   0.43325739E-01   0.26038293E-01   0.53318135E+00   0.39541458E+00
       0.47116219       0.41265987   0.43325733E-01   0.26038297E-01   0.53318101E+00   0.39541487E+00
       0.47116219       1.23825805   0.43755727E-01   0.26487396E-01   0.52685408E+00   0.41890927E+00
       0.47116219       2.06469393   0.44173911E-01   0.26219406E-01   0.54223707E+00   0.39881659E+00
       0.47116219       2.89253424   0.43228984E-01   0.26345460E-01   0.51726938E+00   0.39889028E+00
       0.47116219       3.72235823   0.42732776E-01   0.27577506E-01   0.48655864E+00   0.46226241E+00
       0.47116219       4.55476324   0.45019053E-01   0.27531900E-01   0.55768087E+00   0.43629439E+00
