 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.47909489     -28.39315681   0.59740936E-14   0.26333787E-14   0.29203831E-14   0.53995255E-15
       0.47909489     -26.60946983   0.54782711E-11   0.26379678E-11   0.11911138E-07   0.43465384E-10
       0.47909489     -25.13237729   0.47860619E-09   0.25454072E-09   0.15773668E-07   0.11139273E-08
       0.47909489     -23.81368818   0.88793838E-08   0.53252008E-08   0.15507918E-06   0.19904577E-07
       0.47909489     -22.59686590   0.42104246E-07   0.29618719E-07   0.30775820E-06   0.69097848E-07
       0.47909489     -21.45279883   0.42777355E-07   0.38726729E-07   0.28801706E-07   0.17731733E-07
       0.47909489     -20.36402886   0.11037447E-07   0.10745217E-07   0.88347363E-10   0.79920141E-10
       0.47909489     -19.31904934   0.12237628E-07   0.92926356E-08   0.18023526E-09   0.18665455E-09
       0.47909489     -18.30976755   0.50880830E-07   0.11345107E-07   0.45361766E-07   0.30716667E-09
       0.47909489     -17.33021387   0.12645618E-06   0.17346643E-07   0.31212158E-06   0.62413651E-09
       0.47909489     -16.37582009   0.35997480E-06   0.17670546E-07   0.28058225E-05   0.95726635E-09
       0.47909489     -15.44298647   0.16323397E-05   0.11086971E-06   0.12850413E-03   0.26831786E-06
       0.47909489     -14.52880722   0.62239650E-05   0.52212407E-06   0.11519601E-02   0.13309477E-04
       0.47909489     -13.63088865   0.27775320E-04   0.34972153E-05   0.36712740E-02   0.17300527E-03
       0.47909489     -12.74722419   0.13194505E-03   0.26347535E-04   0.19422525E-01   0.19971955E-02
       0.47909489     -11.87610578   0.63688708E-03   0.18318245E-03   0.80957744E-01   0.17644167E-01
       0.47909489     -11.01605951   0.32727083E-02   0.13797157E-02   0.29127315E+00   0.13949391E+00
       0.47909489     -10.16579755   0.12421490E-01   0.69038086E-02   0.56421789E+00   0.45501766E+00
       0.47909489      -9.32418183   0.27551273E-01   0.18182629E-01   0.63995874E+00   0.62883394E+00
       0.47909489      -8.49019579   0.38582244E-01   0.27848461E-01   0.56819851E+00   0.60814943E+00
       0.47909489      -7.66292220   0.43149235E-01   0.30861026E-01   0.50680867E+00   0.50797654E+00
       0.47909489      -6.84152546   0.44957638E-01   0.30893356E-01   0.51525162E+00   0.46970810E+00
       0.47909489      -6.02523718   0.44647478E-01   0.31258435E-01   0.49773855E+00   0.51885237E+00
       0.47909489      -5.21334433   0.44701724E-01   0.30549744E-01   0.49275787E+00   0.49923640E+00
       0.47909489      -4.40517931   0.45536436E-01   0.29441459E-01   0.53075637E+00   0.46865949E+00
       0.47909489      -3.60011149   0.43982312E-01   0.30466095E-01   0.47749025E+00   0.56978207E+00
       0.47909489      -2.79753991   0.42504298E-01   0.31841372E-01   0.41574365E+00   0.66939287E+00
       0.47909489      -1.99688688   0.43572088E-01   0.30701457E-01   0.46070484E+00   0.62117253E+00
       0.47909489      -1.19759215   0.43898751E-01   0.28270371E-01   0.50423499E+00   0.50987565E+00
