q20	q30	M_22	M_32	M_33	EHFB	isInterpolated
92.0	28.0	0.1494	-0.1888	0.3397	-1896.988955	False
92.0	32.0	0.04897	-0.02233	0.06141	-1890.971971	False
96.0	0.0	0.255	-3.911e-07	0.04667	-1911.563434	False
96.0	4.0	0.1723	-0.02135	0.05065	-1908.412226	False
96.0	8.0	0.08936	-0.02569	0.05628	-1902.594756	False
96.0	12.0	0.05978287787888803	-0.014521315227810305	0.07479558349427862	-1899.7099369995776	True
96.0	16.0	0.06952	-0.02994	0.1165	-1900.469111	False
96.0	20.0	0.06837	-0.04691	0.06771	-1903.303134	False
96.0	24.0	0.05895	-0.03423	0.06686	-1903.344742	False
96.0	28.0	0.199	-0.2251	0.3241	-1899.097202	False
96.0	32.0	0.06287	-0.03379	0.06412	-1893.885628	False
100.0	0.0	0.2443	-4.421e-08	0.05311	-1913.063283	False
100.0	4.0	0.2009	-0.02249	0.0512	-1910.140388	False
100.0	8.0	0.09481	-0.0326	0.05129	-1904.017035	False
100.0	12.0	0.06573678224596335	-0.03232402566783321	0.08281976898049948	-1899.6590968859746	True
100.0	16.0	0.1044367980751133	-0.07796008611844485	0.17156032466490956	-1899.2849840162216	True
100.0	20.0	0.09623	-0.05464	0.1165	-1901.559058	False
100.0	24.0	0.06397	-0.04848	0.07359	-1903.036121	False
100.0	28.0	0.2572	-0.2475	0.2663	-1900.782042	False
100.0	32.0	0.09274	-0.1216	0.2579	-1896.205022	False
104.0	0.0	0.269	-1.008e-07	0.03803	-1914.438814	False
104.0	4.0	0.05362	-0.02336	0.04189	-1911.746604	False
104.0	8.0	0.05737	-0.02976	0.04824	-1905.549174	False
104.0	12.0	0.04784	-0.02	0.04664	-1899.658478	False
104.0	16.0	0.09577704130865072	-0.07861012202286588	0.1561059137646481	-1898.273170936609	True
104.0	20.0	0.07408	-0.04777	0.1191	-1899.820081	False
104.0	24.0	0.06914	-0.05201	0.08103	-1902.120274	False
104.0	28.0	0.2237	-0.1965	0.194	-1901.519285	False
104.0	32.0	0.08478	-0.06282	0.08756	-1898.21471	False
108.0	0.0	0.2619	-8.41e-08	0.02925	-1915.43426	False
108.0	4.0	0.03487	-0.01301	0.03342	-1912.937684	False
108.0	8.0	0.04496	-0.0154	0.04406	-1906.800162	False
108.0	12.0	0.04805	-0.01615	0.03926	-1900.68171	False
108.0	16.0	0.08377304084554282	-0.05720239459347454	0.10440014303458156	-1898.006766337398	True
108.0	20.0	0.0681	-0.03923	0.08487	-1898.506205	False
108.0	24.0	0.07412	-0.05333	0.1014	-1900.868247	False
108.0	28.0	0.08845	-0.08619	0.1482	-1901.168844	False
108.0	32.0	0.1714	-0.1207	0.129	-1899.578132	False
112.0	0.0	0.2912	1.304e-07	0.02658	-1915.969946	False
112.0	4.0	0.01517	-0.001429	0.02729	-1913.551905	False
112.0	8.0	0.05118	-0.01921	0.03968	-1907.864699	False
112.0	12.0	0.09622	-0.02575	0.04148	-1901.876475	False
112.0	16.0	0.08309	-0.02999	0.04587	-1898.333325	False
112.0	20.0	0.017945197565687465	0.03732827941340844	-0.04049857248485722	-1897.7560326865378	True
112.0	24.0	0.06622	-0.05527	0.111	-1899.219433	False
112.0	28.0	0.0922	-0.08314	0.1399	-1900.60612	False
112.0	32.0	0.1481	-0.1078	0.1047	-1900.193042	False
116.0	0.0	0.3226	-3.842e-07	0.02716	-1916.169218	False
116.0	4.0	0.1415	-0.01958	0.03169	-1913.649367	False
116.0	8.0	0.137	-0.03885	0.05504	-1908.654296	False
116.0	12.0	0.08061	-0.02434	0.03774	-1903.218213	False
116.0	16.0	0.0711	-0.02564	0.03767	-1898.958879	False
116.0	20.0	0.01591149256448432	0.03678926102943514	-0.04829535615794356	-1897.3008989521168	True
116.0	24.0	0.06533	-0.05302	0.0943	-1897.674871	False
116.0	28.0	0.09654	-0.06297	0.09695	-1899.825446	False
116.0	32.0	0.02065	-0.02357	0.04986	-1899.811414	False
120.0	0.0	0.2271	-7.829e-07	0.02693	-1916.251122	False
120.0	4.0	0.2152	-0.02195	0.0368	-1913.455959	False
120.0	8.0	0.1278	-0.03425	0.05162	-1909.326356	False
120.0	12.0	0.04966	-0.02163	0.03746	-1904.690271	False
120.0	16.0	0.03729	-0.01955	0.03285	-1899.996936	False
120.0	20.0	0.05891	-0.0291	0.04273	-1897.601595	False
120.0	24.0	0.21851708214692067	-0.2682624234363047	0.40679791034477475	-1897.1778575428257	True
120.0	28.0	0.07025	-0.05162	0.09724	-1898.472379	False
120.0	32.0	0.1244	-0.1934	0.3261	-1899.337108	False
124.0	0.0	0.103	1.223e-07	0.02583	-1916.679269	False
124.0	4.0	0.1129228236965929	-0.033042247872458574	0.053584366771076475	-1913.3869582261834	True
124.0	8.0	0.05897	-0.02384	0.03625	-1909.878073	False
124.0	12.0	0.04652	-0.02136	0.03311	-1906.025283	False
124.0	16.0	0.03967	-0.02252	0.0344	-1901.170517	False
124.0	20.0	0.03043	-0.01657	0.03147	-1897.95761	False
124.0	24.0	0.18168470067789144	-0.23072066739436536	0.3537580777211424	-1896.6443547191582	True
124.0	28.0	0.05392	-0.04753	0.09291	-1897.056405	False
124.0	32.0	0.0324	-0.0228	0.04784	-1899.00384	False
128.0	0.0	0.1162	-9.173e-08	0.02447	-1917.428319	False
128.0	4.0	0.06753	-0.02435	0.03585	-1913.524499	False
128.0	8.0	0.06529	-0.03425	0.04985	-1910.162067	False
128.0	12.0	0.04303	-0.01893	0.02829	-1907.135525	False
128.0	16.0	0.0367	-0.02096	0.03344	-1902.339477	False
