       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      156.00      116.00        0.00    -1891.0300        1.5590        0.1330        0.0000        0.0303
      100.00      156.00      116.00        4.00    -1888.4990        1.6642        0.0817       -0.0086        0.0300
      100.00      156.00      116.00        8.00    -1884.7850        1.5881        0.0607       -0.0181        0.0420
      100.00      156.00      116.00       12.00    -1880.1770        1.4620        0.0360       -0.0184        0.0422
      100.00      156.00      116.00       16.00    -1876.1310        1.6987        0.0373       -0.0192        0.0360
      100.00      156.00      116.00       20.00    -1872.8560        1.3905        0.0523       -0.0281        0.0455
      100.00      156.00      116.00       24.00    -1871.5130        1.1273        0.0504       -0.0400        0.0737
      100.00      156.00      116.00       28.00    -1872.7620        1.0967        0.0346       -0.0323        0.0749
      100.00      156.00      116.00       32.00    -1874.4340        1.3996        0.0518       -0.0339        0.0551
      100.00      156.00      116.00       36.00    -1875.8310        1.4320        0.1076       -0.0784        0.0840
      100.00      156.00      116.00       40.00    -1872.6230        0.8115        0.0993       -0.0713        0.0848
      100.00      156.00      116.00       44.00    -1866.2690        0.6668        0.0811       -0.0941        0.1477
      100.00      156.00      116.00       48.00    -1859.9490        0.8315        0.0702       -0.0787        0.1187
      100.00      156.00      116.00       52.00    -1853.5850        0.8463        0.1071       -0.1323        0.2097
      100.00      156.00      116.00       56.00    -1847.2970        1.1752        0.1024       -0.1669        0.3247
      100.00      156.00      116.00       60.00    -1844.5050        0.8863        0.1066       -0.1499        0.2510
      100.00      156.00      120.00        0.00    -1891.2140        1.5709        0.1131        0.0000        0.0295
      100.00      156.00      120.00        4.00    -1888.1540        1.6490        0.0783       -0.0078        0.0308
      100.00      156.00      120.00        8.00    -1885.1490        1.6348        0.0438       -0.0180        0.0389
      100.00      156.00      120.00       12.00    -1881.3850        1.5629        0.0310       -0.0182        0.0385
      100.00      156.00      120.00       16.00    -1877.1130        1.6333        0.0320       -0.0195        0.0370
      100.00      156.00      120.00       20.00    -1873.5370        1.4795        0.0438       -0.0237        0.0382
      100.00      156.00      120.00       24.00    -1871.1140        1.2011        0.0503       -0.0359        0.0582
      100.00      156.00      120.00       28.00    -1871.4050        1.1422        0.0346       -0.0328        0.0742
      100.00      156.00      120.00       32.00    -1873.1750        1.1288        0.0462       -0.0294        0.0593
      100.00      156.00      120.00       36.00    -1875.1140        1.3680        0.0834       -0.0674        0.0839
      100.00      156.00      120.00       40.00    -1874.6500        1.5089        0.1120       -0.0744        0.0672
      100.00      156.00      120.00       44.00    -1868.6450        0.6603        0.0886       -0.0853        0.1389
      100.00      156.00      120.00       48.00    -1863.3380        0.7052        0.0546       -0.0667        0.1093
      100.00      156.00      120.00       52.00    -1856.7180        0.9315        0.0976       -0.1186        0.1792
      100.00      156.00      120.00       56.00    -1849.3040        0.9771        0.0585       -0.0871        0.1659
      100.00      156.00      120.00       60.00    -1846.4220        0.9704        0.0952       -0.1172        0.1729
      100.00      156.00      124.00        0.00    -1891.4580        1.5942        0.0890        0.0000        0.0293
      100.00      156.00      124.00        4.00    -1888.0030        1.6054        0.0606       -0.0060        0.0337
      100.00      156.00      124.00        8.00    -1885.4970        1.6984        0.0398       -0.0193        0.0375
      100.00      156.00      124.00       12.00    -1882.3680        1.6487        0.0336       -0.0178        0.0348
      100.00      156.00      124.00       16.00    -1878.0260        1.5225        0.0322       -0.0207        0.0382
      100.00      156.00      124.00       20.00    -1874.3230        1.5473        0.0345       -0.0192        0.0333
      100.00      156.00      124.00       24.00    -1871.2150        1.3268        0.0457       -0.0303        0.0465
      100.00      156.00      124.00       28.00    -1870.3940        1.1512        0.0443       -0.0396        0.0720
      100.00      156.00      124.00       32.00    -1871.7350        0.9939        0.0396       -0.0293        0.0669
      100.00      156.00      124.00       36.00    -1873.8570        1.4712        0.0419       -0.0278        0.0459
      100.00      156.00      124.00       40.00    -1875.4080        1.4833        0.1137       -0.0804        0.0770
      100.00      156.00      124.00       44.00    -1871.6290        0.7343        0.1025       -0.0766        0.0920
      100.00      156.00      124.00       48.00    -1866.4030        0.6529        0.0522       -0.0632        0.1047
      100.00      156.00      124.00       52.00    -1860.1080        0.7976        0.0584       -0.0705        0.1072
      100.00      156.00      124.00       56.00    -1853.8390        0.8903        0.1129       -0.1420        0.2141
      100.00      156.00      124.00       60.00    -1848.9790        0.8539        0.0613       -0.0711        0.1103
      100.00      156.00      128.00        0.00    -1891.6110        1.6292        0.0677        0.0000        0.0296
      100.00      156.00      128.00        4.00    -1888.1300        1.5756        0.0498       -0.0045        0.0358
      100.00      156.00      128.00        8.00    -1885.7750        1.7274        0.0474       -0.0175        0.0317
      100.00      156.00      128.00       12.00    -1883.1620        1.6870        0.0512       -0.0214        0.0338
      100.00      156.00      128.00       16.00    -1878.9210        1.5252        0.0410       -0.0236        0.0369
      100.00      156.00      128.00       20.00    -1875.1560        1.5753        0.0292       -0.0164        0.0308
      100.00      156.00      128.00       24.00    -1871.6470        1.4242        0.0412       -0.0265        0.0398
      100.00      156.00      128.00       28.00    -1869.8720        1.1773        0.0469       -0.0393        0.0620
      100.00      156.00      128.00       32.00    -1870.2730        1.0949        0.0333       -0.0279        0.0642
      100.00      156.00      128.00       36.00    -1872.7320        1.1770        0.0450       -0.0281        0.0536
      100.00      156.00      128.00       40.00    -1874.8630        1.4021        0.0827       -0.0625        0.0694
      100.00      156.00      128.00       44.00    -1873.8260        1.4891        0.1108       -0.0737        0.0631
      100.00      156.00      128.00       48.00    -1867.6820        0.6268        0.0825       -0.0856        0.1389
      100.00      156.00      128.00       52.00    -1863.3620        0.6544        0.0506       -0.0648        0.1070
      100.00      156.00      128.00       56.00    -1857.0180        0.9306        0.0893       -0.1105        0.1621
      100.00      156.00      128.00       60.00    -1851.5200        0.8532        0.0618       -0.0781        0.1273
      100.00      156.00      132.00        0.00    -1891.6600        1.6647        0.0503        0.0000        0.0306
      100.00      156.00      132.00        4.00    -1888.3730        1.5855        0.0543       -0.0045        0.0351
      100.00      156.00      132.00        8.00    -1886.1070        1.7094        0.0603       -0.0173        0.0265
      100.00      156.00      132.00       12.00    -1883.9510        1.6876        0.0663       -0.0258        0.0344
      100.00      156.00      132.00       16.00    -1879.9050        1.6186        0.0550       -0.0283        0.0365
      100.00      156.00      132.00       20.00    -1875.8770        1.5348        0.0373       -0.0200        0.0319
      100.00      156.00      132.00       24.00    -1872.2730        1.4744        0.0374       -0.0237        0.0360
      100.00      156.00      132.00       28.00    -1869.8260        1.2488        0.0406       -0.0319        0.0493
      100.00      156.00      132.00       32.00    -1869.2470        1.2139        0.0359       -0.0326        0.0640
      100.00      156.00      132.00       36.00    -1871.5420        0.9528        0.0411       -0.0267        0.0598
      100.00      156.00      132.00       40.00    -1873.4340        1.4943        0.0325       -0.0216        0.0382
      100.00      156.00      132.00       44.00    -1874.8050        1.4820        0.1040       -0.0719        0.0647
      100.00      156.00      132.00       48.00    -1870.6970        0.7331        0.0976       -0.0772        0.0929
      100.00      156.00      132.00       52.00    -1866.4830        0.6481        0.0467       -0.0571        0.0938
      100.00      156.00      132.00       56.00    -1860.3570        0.7232        0.0541       -0.0655        0.0997
      100.00      156.00      132.00       60.00    -1854.2010        0.9182        0.1049       -0.1323        0.1960
      100.00      156.00      136.00        0.00    -1891.6320        1.6937        0.0388        0.0000        0.0316
      100.00      156.00      136.00        4.00    -1888.6150        1.6110        0.0619       -0.0049        0.0320
      100.00      156.00      136.00        8.00    -1886.4070        1.6793        0.0515       -0.0150        0.0247
      100.00      156.00      136.00       12.00    -1884.8180        1.6650        0.0563       -0.0225        0.0308
      100.00      156.00      136.00       16.00    -1880.9460        1.6553        0.0568       -0.0282        0.0358
      100.00      156.00      136.00       20.00    -1876.6410        1.4935        0.0516       -0.0259        0.0335
      100.00      156.00      136.00       24.00    -1873.0290        1.4935        0.0319       -0.0195        0.0324
      100.00      156.00      136.00       28.00    -1870.1300        1.3618        0.0368       -0.0262        0.0395
      100.00      156.00      136.00       32.00    -1868.6500        1.2572        0.0395       -0.0347        0.0587
      100.00      156.00      136.00       36.00    -1870.1360        0.9520        0.0368       -0.0257        0.0620
      100.00      156.00      136.00       40.00    -1872.4720        1.1503        0.0395       -0.0248        0.0487
      100.00      156.00      136.00       44.00    -1874.4930        1.3942        0.0744       -0.0517        0.0529
      100.00      156.00      136.00       48.00    -1873.0160        1.4328        0.0998       -0.0696        0.0621
      100.00      156.00      136.00       52.00    -1869.2380        0.9673        0.0355       -0.0359        0.0522
      100.00      156.00      136.00       56.00    -1863.5980        0.6249        0.0530       -0.0675        0.1083
      100.00      156.00      136.00       60.00    -1857.4510        0.8304        0.0810       -0.0977        0.1406
      100.00      156.00      140.00        0.00    -1891.5400        1.7142        0.0316        0.0000        0.0324
      100.00      156.00      140.00        4.00    -1888.8320        1.6401        0.0679       -0.0059        0.0283
      100.00      156.00      140.00        8.00    -1886.5400        1.6522        0.0409       -0.0116        0.0238
      100.00      156.00      140.00       12.00    -1885.5900        1.6302        0.0428       -0.0170        0.0270
      100.00      156.00      140.00       16.00    -1882.1260        1.6348        0.0484       -0.0236        0.0326
      100.00      156.00      140.00       20.00    -1877.6160        1.5297        0.0451       -0.0234        0.0319
      100.00      156.00      140.00       24.00    -1873.7750        1.4546        0.0353       -0.0190        0.0309
      100.00      156.00      140.00       28.00    -1870.6500        1.4693        0.0381       -0.0247        0.0347
      100.00      156.00      140.00       32.00    -1868.4790        1.2532        0.0335       -0.0276        0.0457
      100.00      156.00      140.00       36.00    -1868.8370        1.0387        0.0410       -0.0307        0.0644
      100.00      156.00      140.00       40.00    -1871.5330        0.9476        0.0393       -0.0229        0.0509
      100.00      156.00      140.00       44.00    -1872.9840        1.3217        0.0314       -0.0220        0.0384
      100.00      156.00      140.00       48.00    -1874.1770        1.3894        0.0881       -0.0619        0.0584
      100.00      156.00      140.00       52.00    -1869.9280        0.7848        0.0851       -0.0715        0.0869
      100.00      156.00      140.00       56.00    -1866.6810        0.6877        0.0472       -0.0567        0.0886
      100.00      156.00      140.00       60.00    -1860.8610        0.6986        0.0570       -0.0676        0.1000
      100.00      156.00      144.00        0.00    -1891.4060        1.7283        0.0268       -0.0000        0.0328
      100.00      156.00      144.00        4.00    -1889.0360        1.6718        0.0716       -0.0069        0.0251
      100.00      156.00      144.00        8.00    -1886.6280        1.6277        0.0341       -0.0089        0.0233
      100.00      156.00      144.00       12.00    -1886.2480        1.5966        0.0396       -0.0144        0.0257
      100.00      156.00      144.00       16.00    -1883.3610        1.5900        0.0393       -0.0184        0.0281
      100.00      156.00      144.00       20.00    -1878.7430        1.5561        0.0328       -0.0199        0.0322
      100.00      156.00      144.00       24.00    -1874.5190        1.3923        0.0474       -0.0225        0.0315
      100.00      156.00      144.00       28.00    -1871.3340        1.5313        0.0363       -0.0220        0.0309
      100.00      156.00      144.00       32.00    -1868.7000        1.3052        0.0297       -0.0219        0.0358
      100.00      156.00      144.00       36.00    -1867.9530        1.1619        0.0431       -0.0328        0.0596
      100.00      156.00      144.00       40.00    -1867.7710        1.2959        0.0513       -0.0367        0.0544
      100.00      156.00      144.00       44.00    -1872.3560        1.0445        0.0412       -0.0266        0.0513
      100.00      156.00      144.00       48.00    -1874.1150        1.2334        0.0691       -0.0478        0.0488
      100.00      156.00      144.00       52.00    -1872.3260        1.3303        0.0823       -0.0612        0.0617
      100.00      156.00      144.00       56.00    -1866.6550        0.6691        0.0744       -0.0841        0.1324
      100.00      156.00      144.00       60.00    -1864.0700        0.6548        0.0586       -0.0702        0.1053
      100.00      156.00      148.00        0.00    -1891.2400        1.7363        0.0231        0.0000        0.0327
      100.00      156.00      148.00        4.00    -1889.2180        1.6994        0.0713       -0.0076        0.0229
      100.00      156.00      148.00        8.00    -1886.9910        1.6009        0.0715       -0.0122        0.0228
      100.00      156.00      148.00       12.00    -1886.8560        1.5627        0.0396       -0.0132        0.0259
      100.00      156.00      148.00       16.00    -1884.5350        1.5532        0.0421       -0.0181        0.0265
      100.00      156.00      148.00       20.00    -1879.9190        1.5550        0.0342       -0.0223        0.0353
      100.00      156.00      148.00       24.00    -1875.4880        1.3630        0.0413       -0.0203        0.0303
      100.00      156.00      148.00       28.00    -1872.1540        1.5504        0.0323       -0.0181        0.0275
      100.00      156.00      148.00       32.00    -1869.2100        1.3880        0.0334       -0.0219        0.0321
      100.00      156.00      148.00       36.00    -1867.5280        1.2311        0.0333       -0.0250        0.0454
      100.00      156.00      148.00       40.00    -1869.0210        0.9571        0.0405       -0.0264        0.0566
      100.00      156.00      148.00       44.00    -1871.7060        0.9078        0.0415       -0.0205        0.0452
      100.00      156.00      148.00       48.00    -1872.8490        1.0361        0.0406       -0.0339        0.0634
      100.00      156.00      148.00       52.00    -1873.6190        1.2724        0.0754       -0.0560        0.0597
      100.00      156.00      148.00       56.00    -1869.5470        0.7856        0.0671       -0.0587        0.0780
      100.00      156.00      148.00       60.00    -1866.8760        0.7240        0.0511       -0.0573        0.0817
      100.00      156.00      152.00        0.00    -1891.0540        1.7414        0.0205        0.0000        0.0322
      100.00      156.00      152.00        4.00    -1889.3740        1.7194        0.0689       -0.0074        0.0217
      100.00      156.00      152.00        8.00    -1887.7350        1.6018        0.0748       -0.0117        0.0219
      100.00      156.00      152.00       12.00    -1887.4990        1.5453        0.0459       -0.0153        0.0307
      100.00      156.00      152.00       16.00    -1885.6120        1.5226        0.0487       -0.0202        0.0274
      100.00      156.00      152.00       20.00    -1881.1660        1.5339        0.0449       -0.0272        0.0365
      100.00      156.00      152.00       24.00    -1876.6830        1.3921        0.0276       -0.0168        0.0290
      100.00      156.00      152.00       28.00    -1873.0060        1.5234        0.0391       -0.0194        0.0273
      100.00      156.00      152.00       32.00    -1869.9050        1.4460        0.0380       -0.0230        0.0308
      100.00      156.00      152.00       36.00    -1867.5730        1.2501        0.0239       -0.0181        0.0345
      100.00      156.00      152.00       40.00    -1868.0200        1.0289        0.0437       -0.0291        0.0565
      100.00      156.00      152.00       44.00    -1870.6700        0.9026        0.0351       -0.0164        0.0452
      100.00      156.00      152.00       48.00    -1872.9090        0.7077        0.0683       -0.0446        0.0721
      100.00      156.00      152.00       52.00    -1872.6930        0.8741        0.0360       -0.0382        0.0714
      100.00      156.00      152.00       56.00    -1871.9350        1.1809        0.0620       -0.0463        0.0503
      100.00      156.00      152.00       60.00    -1867.2840        0.6979        0.0576       -0.0627        0.1007
      100.00      156.00      156.00        0.00    -1890.8680        1.7452        0.0186        0.0000        0.0314
      100.00      156.00      156.00        4.00    -1889.5010        1.7274        0.0639       -0.0064        0.0211
      100.00      156.00      156.00        8.00    -1888.4960        1.6164        0.0763       -0.0115        0.0210
      100.00      156.00      156.00       12.00    -1888.2080        1.5612        0.0636       -0.0213        0.0380
      100.00      156.00      156.00       16.00    -1886.6610        1.5130        0.0559       -0.0242        0.0327
      100.00      156.00      156.00       20.00    -1882.5460        1.5171        0.0558       -0.0308        0.0351
      100.00      156.00      156.00       24.00    -1878.0050        1.4187        0.0380       -0.0227        0.0321
      100.00      156.00      156.00       28.00    -1873.9410        1.4771        0.0422       -0.0204        0.0279
      100.00      156.00      156.00       32.00    -1870.7530        1.5030        0.0372       -0.0213        0.0284
      100.00      156.00      156.00       36.00    -1868.0320        1.3142        0.0250       -0.0177        0.0306
      100.00      156.00      156.00       40.00    -1867.4420        1.1153        0.0388       -0.0230        0.0462
      100.00      156.00      156.00       44.00    -1869.3480        0.9162        0.0398       -0.0224        0.0488
      100.00      156.00      156.00       48.00    -1872.6010        0.6934        0.0533       -0.0217        0.0506
      100.00      156.00      156.00       52.00    -1873.6860        0.7637        0.0503       -0.0447        0.0863
      100.00      156.00      156.00       56.00    -1873.2360        1.2446        0.0671       -0.0517        0.0597
      100.00      156.00      156.00       60.00    -1870.0570        0.7160        0.0407       -0.0424        0.0703
      100.00      156.00      160.00        0.00    -1890.6840        1.7446        0.0174       -0.0000        0.0303
      100.00      156.00      160.00        4.00    -1889.5940        1.7235        0.0583       -0.0050        0.0210
      100.00      156.00      160.00        8.00    -1889.2150        1.6234        0.0765       -0.0114        0.0204
      100.00      156.00      160.00       12.00    -1888.8530        1.5644        0.0696       -0.0220        0.0367
      100.00      156.00      160.00       16.00    -1887.7410        1.5353        0.0730       -0.0336        0.0456
      100.00      156.00      160.00       20.00    -1883.8960        1.5154        0.0652       -0.0327        0.0332
      100.00      156.00      160.00       24.00    -1879.4120        1.4201        0.0516       -0.0281        0.0341
      100.00      156.00      160.00       28.00    -1875.1370        1.4263        0.0267       -0.0170        0.0278
      100.00      156.00      160.00       32.00    -1871.7150        1.5340        0.0358       -0.0195        0.0263
      100.00      156.00      160.00       36.00    -1868.7680        1.3792        0.0308       -0.0194        0.0292
      100.00      156.00      160.00       40.00    -1867.2750        1.1020        0.0310       -0.0164        0.0358
      100.00      156.00      160.00       44.00    -1868.2840        0.9398        0.0417       -0.0256        0.0509
      100.00      156.00      160.00       48.00    -1871.7420        0.7643        0.0411       -0.0097        0.0472
      100.00      156.00      160.00       52.00    -1875.3080        1.8467        0.0502       -0.0624        0.1877
      100.00      156.00      160.00       56.00    -1873.3870        1.1644        0.0654       -0.0497        0.0558
      100.00      156.00      160.00       60.00    -1872.2580        1.1147        0.0350       -0.0264        0.0333
      100.00      156.00      164.00        0.00    -1890.5020        1.7364        0.0164        0.0000        0.0293
      100.00      156.00      164.00        4.00    -1889.6450        1.7066        0.0536       -0.0035        0.0212
      100.00      156.00      164.00        8.00    -1889.8630        1.6170        0.0752       -0.0110        0.0202
      100.00      156.00      164.00       12.00    -1889.3720        1.5135        0.0515       -0.0156        0.0291
      100.00      156.00      164.00       16.00    -1888.7870        1.5541        0.0783       -0.0364        0.0487
      100.00      156.00      164.00       20.00    -1885.1480        1.5021        0.0644       -0.0308        0.0319
      100.00      156.00      164.00       24.00    -1880.8540        1.3948        0.0436       -0.0234        0.0304
      100.00      156.00      164.00       28.00    -1876.5210        1.3821        0.0319       -0.0210        0.0303
      100.00      156.00      164.00       32.00    -1872.6980        1.5198        0.0401       -0.0212        0.0267
      100.00      156.00      164.00       36.00    -1869.6670        1.4487        0.0359       -0.0204        0.0277
      100.00      156.00      164.00       40.00    -1867.4920        1.1299        0.0248       -0.0151        0.0310
      100.00      156.00      164.00       44.00    -1867.6400        1.0069        0.0372       -0.0201        0.0449
      100.00      156.00      164.00       48.00    -1870.2500        0.4488        0.0193        0.0146        0.0424
      100.00      156.00      164.00       52.00    -1875.5710        1.6717        0.0280       -0.0073        0.0687
      100.00      156.00      164.00       56.00    -1872.6630        1.0754        0.0482       -0.0382        0.0472
      100.00      156.00      164.00       60.00    -1873.3600        1.0845        0.0471       -0.0379        0.0447
      100.00      156.00      168.00        0.00    -1890.3180        1.7172        0.0157        0.0000        0.0284
      100.00      156.00      168.00        4.00    -1889.6580        1.6821        0.0504       -0.0024        0.0216
      100.00      156.00      168.00        8.00    -1890.4300        1.5891        0.0739       -0.0106        0.0205
      100.00      156.00      168.00       12.00    -1889.7870        1.4109        0.0354       -0.0110        0.0272
      100.00      156.00      168.00       16.00    -1889.6930        1.5144        0.0561       -0.0272        0.0382
      100.00      156.00      168.00       20.00    -1886.3720        1.4781        0.0604       -0.0324        0.0397
      100.00      156.00      168.00       24.00    -1882.2360        1.3705        0.0342       -0.0188        0.0267
      100.00      156.00      168.00       28.00    -1877.9990        1.3553        0.0501       -0.0293        0.0341
      100.00      156.00      168.00       32.00    -1873.8200        1.3744        0.0294       -0.0190        0.0276
      100.00      156.00      168.00       36.00    -1870.6290        1.5158        0.0390       -0.0209        0.0265
      100.00      156.00      168.00       40.00    -1865.1720        1.6193        0.0256       -0.0222        0.0354
      100.00      156.00      168.00       44.00    -1865.9320        1.5272        0.0343       -0.0256        0.0357
      100.00      156.00      168.00       48.00    -1866.8050        1.3357        0.0328       -0.0240        0.0381
      100.00      156.00      168.00       52.00    -1875.1570        1.6610        0.0231        0.0085        0.0386
      100.00      156.00      168.00       56.00    -1878.7060        1.7329        0.0498       -0.0660        0.1869
      100.00      156.00      168.00       60.00    -1873.2520        1.1870        0.0508       -0.0426        0.0526
      100.00      156.00      172.00        0.00    -1890.1370        1.6856        0.0151        0.0000        0.0276
      100.00      156.00      172.00        4.00    -1889.6450        1.6525        0.0491       -0.0020        0.0223
      100.00      156.00      172.00        8.00    -1890.9000        1.5461        0.0722       -0.0102        0.0211
      100.00      156.00      172.00       12.00    -1890.2900        1.4256        0.0277       -0.0086        0.0247
      100.00      156.00      172.00       16.00    -1890.3860        1.4154        0.0377       -0.0187        0.0292
      100.00      156.00      172.00       20.00    -1887.5960        1.4615        0.0523       -0.0311        0.0415
      100.00      156.00      172.00       24.00    -1883.5430        1.3695        0.0351       -0.0192        0.0264
      100.00      156.00      172.00       28.00    -1879.5200        1.3431        0.0485       -0.0277        0.0323
      100.00      156.00      172.00       32.00    -1875.1880        1.2906        0.0255       -0.0189        0.0290
      100.00      156.00      172.00       36.00    -1871.6370        1.5041        0.0396       -0.0218        0.0263
      100.00      156.00      172.00       40.00    -1868.7020        1.3739        0.0299       -0.0195        0.0291
      100.00      156.00      172.00       44.00    -1867.5120        1.0606        0.0289       -0.0128        0.0292
      100.00      156.00      172.00       48.00    -1867.9400        0.9238        0.0330       -0.0174        0.0424
      100.00      156.00      172.00       52.00    -1873.9470        0.4517        0.0187        0.0122        0.0420
      100.00      156.00      172.00       56.00    -1879.0420        1.5267        0.0275       -0.0109        0.0714
      100.00      156.00      172.00       60.00    -1880.7500        0.4863        0.1156       -0.2091        0.4724
      100.00      156.00      176.00        0.00    -1889.9870        1.6463        0.0148       -0.0000        0.0271
      100.00      156.00      176.00        4.00    -1889.6240        1.6310        0.0498       -0.0023        0.0232
      100.00      156.00      176.00        8.00    -1891.2700        1.4952        0.0696       -0.0100        0.0216
      100.00      156.00      176.00       12.00    -1890.8190        1.4631        0.0279       -0.0081        0.0218
      100.00      156.00      176.00       16.00    -1890.9060        1.2781        0.0359       -0.0161        0.0266
      100.00      156.00      176.00       20.00    -1888.7400        1.4413        0.0445       -0.0261        0.0346
      100.00      156.00      176.00       24.00    -1884.7350        1.3893        0.0335       -0.0193        0.0278
      100.00      156.00      176.00       28.00    -1880.9770        1.3416        0.0460       -0.0266        0.0308
      100.00      156.00      176.00       32.00    -1876.5610        1.3159        0.0406       -0.0264        0.0324
      100.00      156.00      176.00       36.00    -1872.7080        1.4450        0.0367       -0.0214        0.0260
      100.00      156.00      176.00       40.00    -1869.6420        1.4929        0.0365       -0.0227        0.0298
      100.00      156.00      176.00       44.00    -1867.9000        1.1579        0.0225       -0.0115        0.0252
      100.00      156.00      176.00       48.00    -1867.6310        0.9460        0.0353       -0.0133        0.0348
      100.00      156.00      176.00       52.00    -1872.7210        0.4574        0.0176        0.0175        0.0328
      100.00      156.00      176.00       56.00    -1878.6630        1.5929        0.0207        0.0071        0.0356
      100.00      156.00      176.00       60.00    -1881.9470        1.4995        0.0452       -0.0594        0.1652
      100.00      156.00      180.00        0.00    -1889.8690        1.6014        0.0147        0.0000        0.0267
      100.00      156.00      180.00        4.00    -1889.6900        1.6479        0.0648       -0.0097        0.0213
      100.00      156.00      180.00        8.00    -1891.5310        1.4510        0.0660       -0.0099        0.0217
      100.00      156.00      180.00       12.00    -1891.2920        1.4567        0.0324       -0.0087        0.0203
      100.00      156.00      180.00       16.00    -1891.3580        1.2281        0.0387       -0.0156        0.0269
      100.00      156.00      180.00       20.00    -1889.6770        1.3621        0.0408       -0.0220        0.0289
      100.00      156.00      180.00       24.00    -1885.8710        1.4264        0.0349       -0.0222        0.0326
      100.00      156.00      180.00       28.00    -1882.2600        1.3439        0.0494       -0.0282        0.0313
      100.00      156.00      180.00       32.00    -1877.9960        1.3486        0.0450       -0.0281        0.0325
      100.00      156.00      180.00       36.00    -1873.9080        1.3762        0.0292       -0.0189        0.0257
      100.00      156.00      180.00       40.00    -1870.6620        1.4561        0.0383       -0.0233        0.0290
      100.00      156.00      180.00       44.00    -1868.3710        1.2377        0.0310       -0.0199        0.0309
      100.00      156.00      180.00       48.00    -1867.7450        1.0438        0.0324       -0.0107        0.0261
      100.00      156.00      180.00       52.00    -1868.5840        0.9098        0.0362       -0.0143        0.0380
      100.00      156.00      180.00       56.00    -1877.4230        0.4464        0.0169        0.0068        0.0411
      100.00      156.00      180.00       60.00    -1882.3520        1.4331        0.0266       -0.0123        0.0685
      100.00      156.00      184.00        0.00    -1889.7860        1.5578        0.0147        0.0000        0.0263
      100.00      156.00      184.00        4.00    -1889.7060        1.6246        0.0600       -0.0088        0.0216
      100.00      156.00      184.00        8.00    -1891.6880        1.4156        0.0627       -0.0100        0.0215
      100.00      156.00      184.00       12.00    -1891.7010        1.4145        0.0367       -0.0094        0.0200
      100.00      156.00      184.00       16.00    -1891.8490        1.2869        0.0389       -0.0153        0.0266
      100.00      156.00      184.00       20.00    -1890.4280        1.2464        0.0409       -0.0211        0.0289
      100.00      156.00      184.00       24.00    -1886.9050        1.4433        0.0384       -0.0239        0.0321
      100.00      156.00      184.00       28.00    -1883.2490        1.3347        0.0459       -0.0262        0.0311
      100.00      156.00      184.00       32.00    -1879.3970        1.3490        0.0449       -0.0280        0.0318
      100.00      156.00      184.00       36.00    -1875.1030        1.3257        0.0266       -0.0187        0.0268
      100.00      156.00      184.00       40.00    -1871.7380        1.3859        0.0362       -0.0215        0.0269
      100.00      156.00      184.00       44.00    -1868.9700        1.2705        0.0388       -0.0283        0.0375
      100.00      156.00      184.00       48.00    -1868.0980        1.1962        0.0227       -0.0082        0.0212
      100.00      156.00      184.00       52.00    -1867.9510        0.9064        0.0324       -0.0115        0.0336
      100.00      156.00      184.00       56.00    -1876.1570        0.4597        0.0146        0.0135        0.0280
      100.00      156.00      184.00       60.00    -1881.9280        1.5536        0.0189        0.0059        0.0324
      100.00      156.00      188.00        0.00    -1889.7530        1.5185        0.0149        0.0000        0.0260
      100.00      156.00      188.00        4.00    -1889.7060        1.5827        0.0448       -0.0002        0.0232
      100.00      156.00      188.00        8.00    -1891.7810        1.3938        0.0589       -0.0099        0.0211
      100.00      156.00      188.00       12.00    -1892.0750        1.3597        0.0377       -0.0091        0.0201
      100.00      156.00      188.00       16.00    -1892.4700        1.3415        0.0350       -0.0134        0.0242
      100.00      156.00      188.00       20.00    -1891.1340        1.2167        0.0398       -0.0212        0.0308
      100.00      156.00      188.00       24.00    -1887.7980        1.4076        0.0394       -0.0226        0.0276
      100.00      156.00      188.00       28.00    -1884.1240        1.3313        0.0424       -0.0263        0.0352
      100.00      156.00      188.00       32.00    -1880.6650        1.3251        0.0498       -0.0309        0.0335
      100.00      156.00      188.00       36.00    -1876.2430        1.2729        0.0345       -0.0251        0.0318
      100.00      156.00      188.00       40.00    -1872.8890        1.3509        0.0319       -0.0185        0.0245
      100.00      156.00      188.00       44.00    -1869.7660        1.3005        0.0347       -0.0254        0.0347
      100.00      156.00      188.00       48.00    -1868.4590        1.2223        0.0248       -0.0118        0.0243
      100.00      156.00      188.00       52.00    -1868.0720        1.0509        0.0332       -0.0088        0.0233
      100.00      156.00      188.00       56.00    -1875.1760        0.4599        0.0166        0.0175        0.0280
      100.00      156.00      188.00       60.00    -1880.6760        0.4583        0.0151        0.0066        0.0346
      100.00      156.00      192.00        0.00    -1889.7600        1.4839        0.0150        0.0000        0.0258
      100.00      156.00      192.00        4.00    -1889.7910        1.5653        0.0490       -0.0009        0.0234
      100.00      156.00      192.00        8.00    -1891.8270        1.3899        0.0546       -0.0094        0.0208
      100.00      156.00      192.00       12.00    -1892.3680        1.3149        0.0356       -0.0078        0.0200
      100.00      156.00      192.00       16.00    -1893.1680        1.3350        0.0328       -0.0106        0.0211
      100.00      156.00      192.00       20.00    -1891.8880        1.2807        0.0359       -0.0197        0.0300
      100.00      156.00      192.00       24.00    -1888.5750        1.3027        0.0377       -0.0211        0.0267
