       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      156.00      284.00        8.00    -1899.6130        1.5331        0.0124       -0.0120        0.0409
      100.00      156.00      284.00       12.00    -1898.4280        1.0835        0.0260       -0.0056        0.0329
      100.00      156.00      284.00       16.00    -1898.8410        1.0298        0.0344       -0.0145        0.0315
      100.00      156.00      284.00       20.00    -1899.4810        1.0449        0.0144       -0.0010        0.0175
      100.00      156.00      284.00       24.00    -1899.7060        1.1546        0.0190       -0.0122        0.0273
      100.00      156.00      284.00       28.00    -1901.1980        1.2818        0.0208       -0.0110        0.0196
      100.00      156.00      284.00       32.00    -1901.4530        1.2015        0.0253       -0.0134        0.0175
      100.00      156.00      284.00       36.00    -1899.5420        1.2028        0.0220       -0.0121        0.0161
      100.00      156.00      284.00       40.00    -1896.3110        1.1503        0.0340       -0.0174        0.0176
      100.00      156.00      284.00       44.00    -1894.2760        1.1584        0.0332       -0.0184        0.0188
      100.00      156.00      284.00       48.00    -1891.0710        1.1030        0.0215       -0.0138        0.0179
      100.00      156.00      284.00       52.00    -1888.8090        0.9938        0.0190       -0.0138        0.0246
      100.00      156.00      284.00       56.00    -1887.4370        1.0030        0.0258       -0.0220        0.0374
      100.00      156.00      284.00       60.00    -1885.0670        0.8502        0.0283       -0.0281        0.0500
      100.00      156.00      288.00        0.00    -1905.5280        0.8872        0.0067        0.0000        0.0338
      100.00      156.00      288.00        4.00    -1904.3460        1.7069        0.0146        0.0023        0.0459
      100.00      156.00      288.00        8.00    -1901.2390        1.6437        0.0122       -0.0122        0.0419
      100.00      156.00      288.00       12.00    -1899.0840        1.0703        0.0221       -0.0053        0.0292
      100.00      156.00      288.00       16.00    -1899.1910        1.0202        0.0312       -0.0129        0.0298
      100.00      156.00      288.00       20.00    -1900.0020        1.0435        0.0143       -0.0008        0.0173
      100.00      156.00      288.00       24.00    -1900.1490        1.1273        0.0262       -0.0204        0.0372
      100.00      156.00      288.00       28.00    -1901.3800        1.2458        0.0214       -0.0113        0.0261
      100.00      156.00      288.00       32.00    -1901.7260        1.1663        0.0251       -0.0142        0.0194
      100.00      156.00      288.00       36.00    -1900.2680        1.1780        0.0229       -0.0128        0.0166
      100.00      156.00      288.00       40.00    -1896.7970        1.1580        0.0292       -0.0154        0.0176
      100.00      156.00      288.00       44.00    -1895.0380        1.1276        0.0332       -0.0181        0.0183
      100.00      156.00      288.00       48.00    -1892.0890        1.1247        0.0238       -0.0147        0.0175
      100.00      156.00      288.00       52.00    -1889.4370        0.9641        0.0171       -0.0137        0.0250
      100.00      156.00      288.00       56.00    -1888.1610        0.9965        0.0268       -0.0185        0.0302
      100.00      156.00      288.00       60.00    -1886.0610        0.9077        0.0242       -0.0260        0.0468
      100.00      156.00      292.00        0.00    -1906.2660        0.8781        0.0068       -0.0000        0.0342
      100.00      156.00      292.00        4.00    -1905.9030        1.7826        0.0141        0.0025        0.0438
      100.00      156.00      292.00        8.00    -1902.8560        1.7666        0.0120       -0.0123        0.0427
      100.00      156.00      292.00       12.00    -1899.8100        1.0656        0.0189       -0.0037        0.0272
      100.00      156.00      292.00       16.00    -1899.5180        1.0130        0.0278       -0.0111        0.0278
      100.00      156.00      292.00       20.00    -1900.4880        1.0404        0.0148       -0.0012        0.0175
      100.00      156.00      292.00       24.00    -1900.6580        1.1128        0.0340       -0.0290        0.0481
      100.00      156.00      292.00       28.00    -1901.6450        1.1983        0.0213       -0.0107        0.0299
      100.00      156.00      292.00       32.00    -1902.0020        1.1340        0.0253       -0.0155        0.0225
      100.00      156.00      292.00       36.00    -1900.8960        1.1598        0.0241       -0.0139        0.0178
      100.00      156.00      292.00       40.00    -1897.4390        1.1017        0.0196       -0.0114        0.0195
      100.00      156.00      292.00       44.00    -1895.7050        1.1065        0.0319       -0.0171        0.0176
      100.00      156.00      292.00       48.00    -1893.0440        1.1346        0.0256       -0.0154        0.0173
      100.00      156.00      292.00       52.00    -1890.2160        1.0881        0.0176       -0.0129        0.0215
      100.00      156.00      292.00       56.00    -1888.8890        0.9870        0.0213       -0.0146        0.0246
      100.00      156.00      292.00       60.00    -1886.9510        0.9466        0.0248       -0.0234        0.0411
      100.00      156.00      296.00        0.00    -1908.3360        0.8848        0.0065       -0.0001        0.0326
      100.00      156.00      296.00        4.00    -1907.4330        1.8567        0.0136        0.0026        0.0418
      100.00      156.00      296.00        8.00    -1904.4600        1.8552        0.0120       -0.0122        0.0434
      100.00      156.00      296.00       12.00    -1900.5900        1.0683        0.0173       -0.0024        0.0251
      100.00      156.00      296.00       16.00    -1899.8290        1.0107        0.0244       -0.0093        0.0258
      100.00      156.00      296.00       20.00    -1900.9370        1.0418        0.0165       -0.0027        0.0187
      100.00      156.00      296.00       24.00    -1901.1740        1.1072        0.0390       -0.0344        0.0552
      100.00      156.00      296.00       28.00    -1901.9970        1.1539        0.0195       -0.0089        0.0276
      100.00      156.00      296.00       32.00    -1902.3430        1.1116        0.0258       -0.0171        0.0257
      100.00      156.00      296.00       36.00    -1901.4430        1.1448        0.0253       -0.0151        0.0196
      100.00      156.00      296.00       40.00    -1898.4340        1.0740        0.0195       -0.0106        0.0190
      100.00      156.00      296.00       44.00    -1896.2760        1.0938        0.0301       -0.0160        0.0167
      100.00      156.00      296.00       48.00    -1893.9150        1.1359        0.0264       -0.0154        0.0168
      100.00      156.00      296.00       52.00    -1891.1030        1.1095        0.0178       -0.0121        0.0183
      100.00      156.00      296.00       56.00    -1889.6180        0.9231        0.0177       -0.0139        0.0246
      100.00      156.00      296.00       60.00    -1887.7790        0.9552        0.0266       -0.0199        0.0331
      100.00      156.00      300.00        0.00    -1909.1860        0.8748        0.0065        0.0000        0.0327
      100.00      156.00      300.00        4.00    -1908.9370        1.9145        0.0131        0.0028        0.0398
      100.00      156.00      300.00        8.00    -1906.0420        1.9494        0.0119       -0.0120        0.0437
      100.00      156.00      300.00       12.00    -1901.3290        1.0815        0.0158       -0.0019        0.0236
      100.00      156.00      300.00       16.00    -1900.1360        1.0103        0.0218       -0.0082        0.0245
      100.00      156.00      300.00       20.00    -1901.3540        1.0387        0.0198       -0.0054        0.0210
      100.00      156.00      300.00       24.00    -1901.6840        1.1137        0.0407       -0.0361        0.0578
      100.00      156.00      300.00       28.00    -1902.4060        1.1106        0.0172       -0.0071        0.0232
      100.00      156.00      300.00       32.00    -1902.7170        1.0834        0.0249       -0.0174        0.0270
      100.00      156.00      300.00       36.00    -1901.9330        1.1203        0.0262       -0.0165        0.0221
      100.00      156.00      300.00       40.00    -1899.3340        1.0418        0.0190       -0.0103        0.0186
      100.00      156.00      300.00       44.00    -1896.7540        1.0787        0.0282       -0.0150        0.0161
      100.00      156.00      300.00       48.00    -1894.6850        1.1388        0.0264       -0.0149        0.0161
      100.00      156.00      300.00       52.00    -1892.0360        1.1085        0.0193       -0.0127        0.0172
      100.00      156.00      300.00       56.00    -1890.3600        0.9259        0.0202       -0.0153        0.0258
      100.00      156.00      300.00       60.00    -1888.6270        0.9645        0.0222       -0.0154        0.0255
      100.00      156.00      304.00        0.00    -1910.6160        0.8737        0.0064        0.0000        0.0320
      100.00      156.00      304.00        4.00    -1910.4120        1.9590        0.0125        0.0029        0.0378
      100.00      156.00      304.00        8.00    -1907.6080        2.0049        0.0118       -0.0118        0.0437
      100.00      156.00      304.00       12.00    -1902.0540        1.1363        0.0167       -0.0029        0.0225
      100.00      156.00      304.00       16.00    -1900.7140        1.0619        0.0321       -0.0097        0.0510
      100.00      156.00      304.00       20.00    -1901.7390        1.0378        0.0235       -0.0085        0.0237
      100.00      156.00      304.00       24.00    -1902.1880        1.1285        0.0400       -0.0349        0.0569
      100.00      156.00      304.00       28.00    -1902.8470        1.0647        0.0155       -0.0060        0.0198
      100.00      156.00      304.00       32.00    -1903.0860        1.0448        0.0235       -0.0166        0.0276
      100.00      156.00      304.00       36.00    -1902.4150        1.0831        0.0267       -0.0181        0.0253
      100.00      156.00      304.00       40.00    -1900.1610        1.0150        0.0193       -0.0111        0.0189
      100.00      156.00      304.00       44.00    -1896.1680        0.9469        0.0169       -0.0125        0.0221
      100.00      156.00      304.00       48.00    -1895.3580        1.1301        0.0256       -0.0141        0.0152
      100.00      156.00      304.00       52.00    -1892.9740        1.1248        0.0206       -0.0131        0.0164
      100.00      156.00      304.00       56.00    -1891.2060        1.0316        0.0191       -0.0145        0.0240
      100.00      156.00      304.00       60.00    -1889.4800        0.9307        0.0171       -0.0133        0.0235
      100.00      156.00      308.00        0.00    -1912.0110        0.8720        0.0063        0.0000        0.0313
      100.00      156.00      308.00        4.00    -1911.8510        1.9343        0.0120        0.0029        0.0359
      100.00      156.00      308.00        8.00    -1909.1390        2.0514        0.0118       -0.0116        0.0439
      100.00      156.00      308.00       12.00    -1906.0290        2.1783        0.0314       -0.0115        0.0627
      100.00      156.00      308.00       16.00    -1901.6070        1.3084        0.0278       -0.0038        0.0434
      100.00      156.00      308.00       20.00    -1902.0830        1.0377        0.0271       -0.0115        0.0264
      100.00      156.00      308.00       24.00    -1902.6750        1.1584        0.0370       -0.0308        0.0520
      100.00      156.00      308.00       28.00    -1903.2820        1.0226        0.0151       -0.0060        0.0184
      100.00      156.00      308.00       32.00    -1903.4440        1.0086        0.0228       -0.0152        0.0289
      100.00      156.00      308.00       36.00    -1902.9040        1.0384        0.0266       -0.0190        0.0280
      100.00      156.00      308.00       40.00    -1900.9290        1.0217        0.0208       -0.0132        0.0203
      100.00      156.00      308.00       44.00    -1897.2580        1.0087        0.0192       -0.0121        0.0233
      100.00      156.00      308.00       48.00    -1894.0320        0.9612        0.0190       -0.0145        0.0356
      100.00      156.00      308.00       52.00    -1891.9650        0.8476        0.0201       -0.0132        0.0335
      100.00      156.00      308.00       56.00    -1892.0840        1.0495        0.0173       -0.0135        0.0218
      100.00      156.00      308.00       60.00    -1890.3040        0.8690        0.0204       -0.0157        0.0263
      100.00      156.00      312.00        0.00    -1913.3900        0.8711        0.0062       -0.0000        0.0306
      100.00      156.00      312.00        4.00    -1913.2700        1.8657        0.0114        0.0029        0.0340
      100.00      156.00      312.00        8.00    -1910.6560        2.0890        0.0116       -0.0112        0.0434
      100.00      156.00      312.00       12.00    -1907.5890        2.1855        0.0304       -0.0114        0.0611
      100.00      156.00      312.00       16.00    -1902.5020        1.4418        0.0237        0.0004        0.0347
      100.00      156.00      312.00       20.00    -1902.4070        1.0360        0.0298       -0.0137        0.0285
      100.00      156.00      312.00       24.00    -1903.1620        1.1924        0.0329       -0.0250        0.0449
      100.00      156.00      312.00       28.00    -1903.7050        0.9851        0.0160       -0.0073        0.0191
      100.00      156.00      312.00       32.00    -1903.8410        1.0030        0.0224       -0.0132        0.0290
      100.00      156.00      312.00       36.00    -1903.4070        0.9942        0.0259       -0.0190        0.0290
      100.00      156.00      312.00       40.00    -1901.6800        1.0537        0.0227       -0.0154        0.0222
      100.00      156.00      312.00       44.00    -1898.2110        0.9651        0.0187       -0.0110        0.0229
      100.00      156.00      312.00       48.00    -1895.0060        0.9737        0.0182       -0.0139        0.0312
      100.00      156.00      312.00       52.00    -1894.6970        1.1126        0.0208       -0.0117        0.0138
      100.00      156.00      312.00       56.00    -1892.9700        1.0321        0.0181       -0.0139        0.0205
      100.00      156.00      312.00       60.00    -1891.2070        0.8932        0.0212       -0.0165        0.0275
      100.00      156.00      316.00        0.00    -1914.7550        0.8713        0.0061        0.0000        0.0298
      100.00      156.00      316.00        4.00    -1914.6660        1.8928        0.0109        0.0029        0.0323
      100.00      156.00      316.00        8.00    -1912.1480        2.1155        0.0114       -0.0107        0.0429
      100.00      156.00      316.00       12.00    -1909.1290        2.1916        0.0293       -0.0113        0.0592
      100.00      156.00      316.00       16.00    -1903.3910        1.3941        0.0215        0.0017        0.0306
      100.00      156.00      316.00       20.00    -1902.7080        1.0331        0.0316       -0.0151        0.0301
      100.00      156.00      316.00       24.00    -1903.6330        1.2353        0.0272       -0.0174        0.0352
      100.00      156.00      316.00       28.00    -1904.0910        0.9565        0.0181       -0.0100        0.0218
      100.00      156.00      316.00       32.00    -1904.2840        1.0285        0.0225       -0.0113        0.0270
      100.00      156.00      316.00       36.00    -1903.8940        0.9556        0.0260       -0.0186        0.0289
      100.00      156.00      316.00       40.00    -1902.3960        1.0845        0.0242       -0.0168        0.0237
      100.00      156.00      316.00       44.00    -1899.1320        0.9330        0.0177       -0.0100        0.0221
      100.00      156.00      316.00       48.00    -1895.9970        0.9961        0.0180       -0.0129        0.0272
      100.00      156.00      316.00       52.00    -1893.3950        0.9814        0.0154       -0.0136        0.0283
      100.00      156.00      316.00       56.00    -1893.8630        1.0374        0.0203       -0.0147        0.0196
      100.00      156.00      316.00       60.00    -1892.2020        0.9381        0.0185       -0.0160        0.0269
      100.00      156.00      320.00        0.00    -1916.0910        0.8706        0.0060        0.0000        0.0291
      100.00      156.00      320.00        4.00    -1916.0340        2.2442        0.0104        0.0032        0.0303
      100.00      156.00      320.00        8.00    -1914.0090        2.1054        0.0034        0.0019        0.0082
      100.00      156.00      320.00       12.00    -1910.6450        2.1978        0.0282       -0.0111        0.0573
      100.00      156.00      320.00       16.00    -1904.2720        1.3059        0.0200        0.0016        0.0295
      100.00      156.00      320.00       20.00    -1902.9870        1.0311        0.0322       -0.0157        0.0310
      100.00      156.00      320.00       24.00    -1904.0870        1.2721        0.0217       -0.0099        0.0255
      100.00      156.00      320.00       28.00    -1904.4400        0.9352        0.0211       -0.0137        0.0260
      100.00      156.00      320.00       32.00    -1904.7650        1.0453        0.0236       -0.0105        0.0248
      100.00      156.00      320.00       36.00    -1904.3650        0.9270        0.0270       -0.0183        0.0280
      100.00      156.00      320.00       40.00    -1903.0770        1.0905        0.0255       -0.0179        0.0250
      100.00      156.00      320.00       44.00    -1900.0320        0.9381        0.0168       -0.0094        0.0208
      100.00      156.00      320.00       48.00    -1896.9610        1.0127        0.0185       -0.0121        0.0247
      100.00      156.00      320.00       52.00    -1894.4310        0.9659        0.0191       -0.0144        0.0302
      100.00      156.00      320.00       56.00    -1892.0800        0.9296        0.0184       -0.0163        0.0315
      100.00      156.00      320.00       60.00    -1893.1540        0.9248        0.0188       -0.0168        0.0266
      100.00      156.00      324.00        0.00    -1917.3930        0.8700        0.0059       -0.0000        0.0284
      100.00      156.00      324.00        4.00    -1917.3630        2.3263        0.0099        0.0032        0.0285
      100.00      156.00      324.00        8.00    -1915.0420        2.1437        0.0112       -0.0099        0.0418
      100.00      156.00      324.00       12.00    -1912.1320        2.2023        0.0271       -0.0109        0.0553
      100.00      156.00      324.00       16.00    -1905.1310        1.2121        0.0185        0.0006        0.0308
      100.00      156.00      324.00       20.00    -1903.2360        1.0287        0.0315       -0.0154        0.0310
      100.00      156.00      324.00       24.00    -1904.5040        1.2961        0.0172       -0.0036        0.0177
      100.00      156.00      324.00       28.00    -1904.7430        0.9244        0.0243       -0.0177        0.0309
      100.00      156.00      324.00       32.00    -1905.2400        1.0395        0.0254       -0.0106        0.0235
      100.00      156.00      324.00       36.00    -1904.8420        0.9121        0.0287       -0.0181        0.0267
      100.00      156.00      324.00       40.00    -1903.7230        1.0722        0.0272       -0.0187        0.0258
      100.00      156.00      324.00       44.00    -1900.9070        0.9850        0.0170       -0.0102        0.0207
      100.00      156.00      324.00       48.00    -1897.8680        1.0069        0.0193       -0.0117        0.0240
      100.00      156.00      324.00       52.00    -1895.4050        0.9580        0.0177       -0.0131        0.0280
      100.00      156.00      324.00       56.00    -1897.5980        0.8814        0.0221       -0.0314        0.0917
      100.00      156.00      324.00       60.00    -1894.0640        0.9076        0.0214       -0.0181        0.0258
      100.00      156.00      328.00        0.00    -1918.6860        0.8702        0.0057       -0.0000        0.0277
      100.00      156.00      328.00        4.00    -1918.6750        2.3530        0.0094        0.0032        0.0269
      100.00      156.00      328.00        8.00    -1916.4570        2.1532        0.0110       -0.0095        0.0411
      100.00      156.00      328.00       12.00    -1913.6030        2.2082        0.0261       -0.0108        0.0534
      100.00      156.00      328.00       16.00    -1905.9890        1.1173        0.0171       -0.0014        0.0371
      100.00      156.00      328.00       20.00    -1903.4970        1.0175        0.0303       -0.0146        0.0308
      100.00      156.00      328.00       24.00    -1904.9040        1.3061        0.0143        0.0004        0.0131
      100.00      156.00      328.00       28.00    -1905.0410        0.9122        0.0276       -0.0220        0.0367
      100.00      156.00      328.00       32.00    -1905.6900        1.0264        0.0266       -0.0109        0.0227
      100.00      156.00      328.00       36.00    -1905.3660        0.9184        0.0295       -0.0176        0.0248
      100.00      156.00      328.00       40.00    -1904.3420        1.0441        0.0290       -0.0191        0.0258
      100.00      156.00      328.00       44.00    -1901.7600        1.0531        0.0187       -0.0124        0.0217
      100.00      156.00      328.00       48.00    -1898.7040        0.9748        0.0199       -0.0114        0.0243
      100.00      156.00      328.00       52.00    -1898.6790        1.0079        0.0309       -0.0457        0.1172
      100.00      156.00      328.00       56.00    -1898.6390        0.8989        0.0261       -0.0393        0.1071
      100.00      156.00      328.00       60.00    -1898.7820        0.8689        0.0083       -0.0046        0.0379
      100.00      156.00      332.00        0.00    -1920.6050        0.8802        0.0055        0.0001        0.0263
      100.00      156.00      332.00        4.00    -1919.9660        2.3652        0.0089        0.0032        0.0254
      100.00      156.00      332.00        8.00    -1917.8520        2.1595        0.0109       -0.0092        0.0406
      100.00      156.00      332.00       12.00    -1915.0800        2.2151        0.0290       -0.0112        0.0565
      100.00      156.00      332.00       16.00    -1912.2610        2.2739        0.0329       -0.0147        0.0802
      100.00      156.00      332.00       20.00    -1903.7660        0.9975        0.0278       -0.0132        0.0303
      100.00      156.00      332.00       24.00    -1905.2580        1.3112        0.0127        0.0021        0.0113
      100.00      156.00      332.00       28.00    -1905.3300        0.9063        0.0301       -0.0255        0.0424
      100.00      156.00      332.00       32.00    -1906.0990        1.0052        0.0275       -0.0113        0.0227
      100.00      156.00      332.00       36.00    -1905.9140        0.9284        0.0293       -0.0169        0.0231
      100.00      156.00      332.00       40.00    -1904.9420        1.0126        0.0303       -0.0192        0.0255
      100.00      156.00      332.00       44.00    -1902.5800        1.1077        0.0210       -0.0143        0.0224
      100.00      156.00      332.00       48.00    -1899.4680        0.9212        0.0199       -0.0109        0.0250
      100.00      156.00      332.00       52.00    -1897.2820        0.9731        0.0164       -0.0112        0.0252
      100.00      156.00      332.00       56.00    -1896.8880        1.1468        0.0204       -0.0101        0.0124
      100.00      156.00      332.00       60.00    -1895.8120        0.9627        0.0266       -0.0196        0.0230
      100.00      156.00      336.00        0.00    -1921.2140        0.8717        0.0055        0.0000        0.0263
      100.00      156.00      336.00        4.00    -1921.2310        2.3750        0.0084        0.0032        0.0239
      100.00      156.00      336.00        8.00    -1919.2200        2.1667        0.0107       -0.0087        0.0397
      100.00      156.00      336.00       12.00    -1916.4780        2.2186        0.0239       -0.0103        0.0495
      100.00      156.00      336.00       16.00    -1913.7110        2.2782        0.0307       -0.0113        0.0727
      100.00      156.00      336.00       20.00    -1904.0630        0.9352        0.0235       -0.0120        0.0311
      100.00      156.00      336.00       24.00    -1905.5690        1.3075        0.0119        0.0026        0.0109
      100.00      156.00      336.00       28.00    -1905.6180        0.8973        0.0318       -0.0284        0.0478
      100.00      156.00      336.00       32.00    -1906.4510        0.9791        0.0276       -0.0115        0.0228
      100.00      156.00      336.00       36.00    -1906.4470        0.9325        0.0283       -0.0159        0.0216
      100.00      156.00      336.00       40.00    -1905.5300        0.9822        0.0307       -0.0191        0.0249
      100.00      156.00      336.00       44.00    -1903.3730        1.1319        0.0230       -0.0154        0.0225
      100.00      156.00      336.00       48.00    -1900.2220        0.8689        0.0190       -0.0098        0.0242
      100.00      156.00      336.00       52.00    -1898.1520        0.9812        0.0164       -0.0105        0.0245
      100.00      156.00      336.00       56.00    -1895.9760        0.9806        0.0164       -0.0127        0.0235
      100.00      156.00      336.00       60.00    -1896.5740        1.0323        0.0273       -0.0187        0.0207
      100.00      156.00      340.00        0.00    -1922.4550        0.8732        0.0054        0.0000        0.0256
      100.00      156.00      340.00        4.00    -1922.5060        1.0491        0.0092        0.0012        0.0299
      100.00      156.00      340.00        8.00    -1920.5680        2.1719        0.0106       -0.0083        0.0391
      100.00      156.00      340.00       12.00    -1917.8840        2.2254        0.0228       -0.0102        0.0476
      100.00      156.00      340.00       16.00    -1915.1430        2.2821        0.0306       -0.0103        0.0725
      100.00      156.00      340.00       20.00    -1911.9830        0.5624        0.0497       -0.0670        0.1181
      100.00      156.00      340.00       24.00    -1905.8340        1.2968        0.0117        0.0021        0.0116
      100.00      156.00      340.00       28.00    -1905.9150        0.8838        0.0327       -0.0303        0.0525
      100.00      156.00      340.00       32.00    -1906.7530        0.9523        0.0268       -0.0115        0.0228
      100.00      156.00      340.00       36.00    -1906.9550        0.9348        0.0275       -0.0149        0.0208
      100.00      156.00      340.00       40.00    -1906.1160        0.9596        0.0303       -0.0187        0.0243
      100.00      156.00      340.00       44.00    -1904.1450        1.1303        0.0242       -0.0157        0.0221
      100.00      156.00      340.00       48.00    -1901.0510        0.9200        0.0175       -0.0085        0.0207
      100.00      156.00      340.00       52.00    -1898.9620        0.9843        0.0167       -0.0101        0.0245
      100.00      156.00      340.00       56.00    -1896.9000        0.9863        0.0161       -0.0120        0.0229
      100.00      156.00      340.00       60.00    -1897.2330        1.1207        0.0267       -0.0168        0.0182
      100.00      156.00      344.00        0.00    -1923.6710        0.8747        0.0053        0.0000        0.0249
      100.00      156.00      344.00        4.00    -1923.6950        2.4020        0.0076        0.0031        0.0214
      100.00      156.00      344.00        8.00    -1921.8930        2.1790        0.0104       -0.0079        0.0382
      100.00      156.00      344.00       12.00    -1919.2630        2.2302        0.0217       -0.0100        0.0456
      100.00      156.00      344.00       16.00    -1916.5500        2.2852        0.0304       -0.0094        0.0718
      100.00      156.00      344.00       20.00    -1913.5200        0.5030        0.0521       -0.0677        0.1205
      100.00      156.00      344.00       24.00    -1906.0580        1.2791        0.0128        0.0001        0.0136
      100.00      156.00      344.00       28.00    -1906.2180        0.8638        0.0324       -0.0306        0.0550
      100.00      156.00      344.00       32.00    -1907.0040        0.9272        0.0256       -0.0116        0.0230
      100.00      156.00      344.00       36.00    -1907.4280        0.9365        0.0267       -0.0135        0.0199
      100.00      156.00      344.00       40.00    -1906.6900        0.9559        0.0291       -0.0180        0.0234
      100.00      156.00      344.00       44.00    -1904.8810        1.1157        0.0241       -0.0154        0.0214
      100.00      156.00      344.00       48.00    -1901.9060        1.0235        0.0169       -0.0090        0.0204
      100.00      156.00      344.00       52.00    -1899.7050        0.9700        0.0171       -0.0101        0.0254
      100.00      156.00      344.00       56.00    -1897.7660        0.9810        0.0157       -0.0113        0.0230
      100.00      156.00      344.00       60.00    -1897.7670        1.1758        0.0250       -0.0144        0.0161
      100.00      156.00      348.00        0.00    -1924.8640        0.8760        0.0052       -0.0000        0.0242
      100.00      156.00      348.00        4.00    -1924.8880        2.4091        0.0072        0.0031        0.0203
      100.00      156.00      348.00        8.00    -1923.1860        2.1840        0.0103       -0.0075        0.0376
      100.00      156.00      348.00       12.00    -1920.6200        2.2360        0.0206       -0.0097        0.0437
      100.00      156.00      348.00       16.00    -1917.9340        2.2878        0.0302       -0.0087        0.0712
      100.00      156.00      348.00       20.00    -1914.9610        0.5562        0.0458       -0.0619        0.1112
      100.00      156.00      348.00       24.00    -1906.2660        1.2548        0.0153       -0.0030        0.0168
      100.00      156.00      348.00       28.00    -1906.5330        0.8383        0.0311       -0.0293        0.0550
      100.00      156.00      348.00       32.00    -1907.2230        0.9015        0.0248       -0.0124        0.0240
      100.00      156.00      348.00       36.00    -1907.8600        0.9446        0.0257       -0.0118        0.0190
      100.00      156.00      348.00       40.00    -1907.2530        0.9615        0.0279       -0.0173        0.0226
      100.00      156.00      348.00       44.00    -1905.5790        1.0908        0.0232       -0.0147        0.0206
      100.00      156.00      348.00       48.00    -1902.7490        1.0999        0.0168       -0.0104        0.0217
      100.00      156.00      348.00       52.00    -1900.3850        0.9498        0.0174       -0.0100        0.0262
      100.00      156.00      348.00       56.00    -1898.5830        0.9614        0.0154       -0.0106        0.0235
      100.00      156.00      348.00       60.00    -1898.1860        1.1330        0.0226       -0.0120        0.0147
      100.00      156.00      352.00        0.00    -1926.0450        0.8784        0.0051       -0.0000        0.0236
      100.00      156.00      352.00        4.00    -1926.1030        0.9864        0.0079       -0.0010        0.0288
      100.00      156.00      352.00        8.00    -1924.4650        2.1918        0.0102       -0.0072        0.0371
      100.00      156.00      352.00       12.00    -1922.0080        2.2406        0.0232       -0.0097        0.0445
      100.00      156.00      352.00       16.00    -1919.3000        2.2913        0.0298       -0.0081        0.0702
      100.00      156.00      352.00       20.00    -1916.4160        0.5547        0.0434       -0.0585        0.1066
      100.00      156.00      352.00       24.00    -1906.4710        1.2251        0.0183       -0.0064        0.0204
      100.00      156.00      352.00       28.00    -1906.8550        0.8095        0.0289       -0.0267        0.0524
      100.00      156.00      352.00       32.00    -1907.4210        0.8765        0.0246       -0.0140        0.0259
      100.00      156.00      352.00       36.00    -1908.2460        0.9623        0.0249       -0.0102        0.0183
      100.00      156.00      352.00       40.00    -1907.7920        0.9599        0.0267       -0.0165        0.0218
      100.00      156.00      352.00       44.00    -1906.2420        1.0539        0.0220       -0.0140        0.0199
      100.00      156.00      352.00       48.00    -1903.5830        1.1240        0.0167       -0.0113        0.0226
      100.00      156.00      352.00       52.00    -1901.0340        0.9186        0.0172       -0.0095        0.0262
      100.00      156.00      352.00       56.00    -1899.0900        0.7611        0.0211       -0.0155        0.0225
      100.00      156.00      352.00       60.00    -1898.5060        1.0046        0.0199       -0.0100        0.0142
      100.00      156.00      356.00        0.00    -1927.2030        0.8800        0.0050        0.0000        0.0229
      100.00      156.00      356.00        4.00    -1927.2720        0.9818        0.0076       -0.0011        0.0280
      100.00      156.00      356.00        8.00    -1925.7190        2.2001        0.0101       -0.0069        0.0364
      100.00      156.00      356.00       12.00    -1923.2710        2.2477        0.0186       -0.0093        0.0401
      100.00      156.00      356.00       16.00    -1920.6410        2.2941        0.0294       -0.0075        0.0691
      100.00      156.00      356.00       20.00    -1917.8470        0.5535        0.0406       -0.0546        0.1010
      100.00      156.00      356.00       24.00    -1906.6790        1.1901        0.0210       -0.0095        0.0241
      100.00      156.00      356.00       28.00    -1907.1730        0.7881        0.0258       -0.0224        0.0468
      100.00      156.00      356.00       32.00    -1907.6080        0.8507        0.0251       -0.0163        0.0289
      100.00      156.00      356.00       36.00    -1908.5810        0.9854        0.0245       -0.0092        0.0181
      100.00      156.00      356.00       40.00    -1908.2920        0.9501        0.0250       -0.0154        0.0207
      100.00      156.00      356.00       44.00    -1906.8740        1.0119        0.0208       -0.0134        0.0193
      100.00      156.00      356.00       48.00    -1904.3880        1.1257        0.0165       -0.0117        0.0227
      100.00      156.00      356.00       52.00    -1901.7260        0.9149        0.0153       -0.0076        0.0228
      100.00      156.00      356.00       56.00    -1900.0680        0.9064        0.0152       -0.0100        0.0262
      100.00      156.00      356.00       60.00    -1898.4200        1.0087        0.0126       -0.0097        0.0184
      100.00      156.00      360.00        0.00    -1928.3360        0.8820        0.0049       -0.0000        0.0223
      100.00      156.00      360.00        4.00    -1928.8400        0.9537        0.0050       -0.0024        0.0208
      100.00      156.00      360.00        8.00    -1926.9430        2.2086        0.0100       -0.0065        0.0356
      100.00      156.00      360.00       12.00    -1924.5580        2.2545        0.0175       -0.0091        0.0384
      100.00      156.00      360.00       16.00    -1921.9570        2.2963        0.0290       -0.0070        0.0679
      100.00      156.00      360.00       20.00    -1919.2490        0.5538        0.0375       -0.0501        0.0944
      100.00      156.00      360.00       24.00    -1906.9040        1.1438        0.0232       -0.0124        0.0284
      100.00      156.00      360.00       28.00    -1907.4780        0.7740        0.0222       -0.0171        0.0392
      100.00      156.00      360.00       32.00    -1907.7870        0.8282        0.0257       -0.0188        0.0330
