       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      158.00      288.00       60.00    -1897.2980        0.9863        0.0255       -0.0279        0.0480
      100.00      158.00      292.00        0.00    -1920.5490        0.8651        0.0072        0.0003        0.0327
      100.00      158.00      292.00        4.00    -1919.7750        1.5013        0.0102       -0.0001        0.0320
      100.00      158.00      292.00        8.00    -1916.5400        2.0899        0.0174       -0.0085        0.0348
      100.00      158.00      292.00       12.00    -1912.4130        1.3236        0.0188       -0.0016        0.0277
      100.00      158.00      292.00       16.00    -1912.0220        1.0789        0.0367       -0.0147        0.0308
      100.00      158.00      292.00       20.00    -1912.5050        1.2058        0.0127        0.0011        0.0132
      100.00      158.00      292.00       24.00    -1912.5910        1.1315        0.0192       -0.0112        0.0243
      100.00      158.00      292.00       28.00    -1914.2860        1.2649        0.0211       -0.0099        0.0174
      100.00      158.00      292.00       32.00    -1914.5310        1.0789        0.0254       -0.0134        0.0180
      100.00      158.00      292.00       36.00    -1913.1030        1.0653        0.0237       -0.0125        0.0161
      100.00      158.00      292.00       40.00    -1909.5970        1.1136        0.0299       -0.0159        0.0187
      100.00      158.00      292.00       44.00    -1907.7300        1.1042        0.0360       -0.0193        0.0189
      100.00      158.00      292.00       48.00    -1904.7890        1.1153        0.0261       -0.0160        0.0182
      100.00      158.00      292.00       52.00    -1901.3840        1.0019        0.0163       -0.0132        0.0238
      100.00      158.00      292.00       56.00    -1900.1090        1.0067        0.0237       -0.0160        0.0266
      100.00      158.00      292.00       60.00    -1898.1570        1.0110        0.0232       -0.0247        0.0429
      100.00      158.00      296.00        0.00    -1922.0380        0.8647        0.0070        0.0003        0.0321
      100.00      158.00      296.00        4.00    -1921.3130        1.6063        0.0100        0.0001        0.0313
      100.00      158.00      296.00        8.00    -1918.1420        2.1161        0.0164       -0.0085        0.0342
      100.00      158.00      296.00       12.00    -1913.1780        1.2908        0.0158       -0.0014        0.0251
      100.00      158.00      296.00       16.00    -1912.4420        1.0649        0.0337       -0.0131        0.0293
      100.00      158.00      296.00       20.00    -1913.0420        1.2202        0.0125        0.0015        0.0128
      100.00      158.00      296.00       24.00    -1912.9710        1.1109        0.0263       -0.0195        0.0338
      100.00      158.00      296.00       28.00    -1914.3750        1.2358        0.0208       -0.0095        0.0210
      100.00      158.00      296.00       32.00    -1914.7560        1.0820        0.0254       -0.0141        0.0194
      100.00      158.00      296.00       36.00    -1913.6550        1.0433        0.0245       -0.0132        0.0169
      100.00      158.00      296.00       40.00    -1910.4900        1.0576        0.0212       -0.0117        0.0189
      100.00      158.00      296.00       44.00    -1908.3700        1.0844        0.0344       -0.0182        0.0182
      100.00      158.00      296.00       48.00    -1905.6520        1.1411        0.0271       -0.0159        0.0174
      100.00      158.00      296.00       52.00    -1902.3510        1.1290        0.0174       -0.0122        0.0183
      100.00      158.00      296.00       56.00    -1900.8740        1.0264        0.0180       -0.0131        0.0230
      100.00      158.00      296.00       60.00    -1898.9460        0.9972        0.0256       -0.0209        0.0353
      100.00      158.00      300.00        0.00    -1923.5010        0.8652        0.0069        0.0003        0.0314
      100.00      158.00      300.00        4.00    -1922.8290        1.7044        0.0097        0.0003        0.0306
      100.00      158.00      300.00        8.00    -1919.7280        2.1392        0.0154       -0.0085        0.0335
      100.00      158.00      300.00       12.00    -1913.9960        1.2367        0.0144       -0.0007        0.0238
      100.00      158.00      300.00       16.00    -1912.8390        1.0522        0.0302       -0.0110        0.0274
      100.00      158.00      300.00       20.00    -1913.5450        1.2386        0.0125        0.0016        0.0127
      100.00      158.00      300.00       24.00    -1913.4220        1.0899        0.0333       -0.0274        0.0434
      100.00      158.00      300.00       28.00    -1914.5280        1.1782        0.0196       -0.0081        0.0229
      100.00      158.00      300.00       32.00    -1914.9950        1.0955        0.0260       -0.0155        0.0215
      100.00      158.00      300.00       36.00    -1914.1160        1.0305        0.0254       -0.0143        0.0182
      100.00      158.00      300.00       40.00    -1911.4300        1.0371        0.0210       -0.0109        0.0183
      100.00      158.00      300.00       44.00    -1908.9220        1.0822        0.0319       -0.0169        0.0174
      100.00      158.00      300.00       48.00    -1906.4260        1.1407        0.0268       -0.0152        0.0164
      100.00      158.00      300.00       52.00    -1903.3870        1.1311        0.0188       -0.0127        0.0171
      100.00      158.00      300.00       56.00    -1901.6480        1.0049        0.0170       -0.0135        0.0236
      100.00      158.00      300.00       60.00    -1899.7810        0.9756        0.0243       -0.0169        0.0278
      100.00      158.00      304.00        0.00    -1924.9320        0.8654        0.0067        0.0003        0.0307
      100.00      158.00      304.00        4.00    -1924.3250        1.8044        0.0095        0.0005        0.0300
      100.00      158.00      304.00        8.00    -1921.2990        2.1595        0.0146       -0.0084        0.0328
      100.00      158.00      304.00       12.00    -1916.8750        2.2588        0.0398       -0.0128        0.0836
      100.00      158.00      304.00       16.00    -1913.2190        1.0382        0.0265       -0.0089        0.0255
      100.00      158.00      304.00       20.00    -1914.0130        1.2627        0.0136        0.0006        0.0135
      100.00      158.00      304.00       24.00    -1913.8890        1.0643        0.0376       -0.0320        0.0495
      100.00      158.00      304.00       28.00    -1914.7620        1.1064        0.0179       -0.0065        0.0216
      100.00      158.00      304.00       32.00    -1915.2830        1.1111        0.0261       -0.0164        0.0231
      100.00      158.00      304.00       36.00    -1914.5120        1.0270        0.0260       -0.0154        0.0200
      100.00      158.00      304.00       40.00    -1912.2510        1.0115        0.0201       -0.0102        0.0179
      100.00      158.00      304.00       44.00    -1908.2780        0.9979        0.0179       -0.0125        0.0215
      100.00      158.00      304.00       48.00    -1907.1230        1.1044        0.0256       -0.0140        0.0154
      100.00      158.00      304.00       52.00    -1904.3910        1.1269        0.0200       -0.0130        0.0163
      100.00      158.00      304.00       56.00    -1902.4220        0.9724        0.0195       -0.0149        0.0249
      100.00      158.00      304.00       60.00    -1900.6850        0.9836        0.0184       -0.0135        0.0230
      100.00      158.00      308.00        0.00    -1926.3600        0.8669        0.0066        0.0003        0.0299
      100.00      158.00      308.00        4.00    -1925.7878        1.8887        0.0093        0.0006        0.0292
      100.00      158.00      308.00        8.00    -1922.8310        2.1749        0.0138       -0.0083        0.0320
      100.00      158.00      308.00       12.00    -1915.7030        1.1477        0.0153       -0.0012        0.0231
      100.00      158.00      308.00       16.00    -1913.5710        1.0316        0.0228       -0.0068        0.0235
      100.00      158.00      308.00       20.00    -1914.4460        1.2907        0.0166       -0.0018        0.0157
      100.00      158.00      308.00       24.00    -1914.3400        1.0395        0.0393       -0.0338        0.0526
      100.00      158.00      308.00       28.00    -1915.0460        1.0414        0.0164       -0.0055        0.0195
      100.00      158.00      308.00       32.00    -1915.5930        1.1050        0.0252       -0.0161        0.0233
      100.00      158.00      308.00       36.00    -1914.8700        1.0230        0.0265       -0.0168        0.0227
      100.00      158.00      308.00       40.00    -1912.9400        0.9889        0.0190       -0.0100        0.0178
      100.00      158.00      308.00       44.00    -1909.3420        1.0498        0.0204       -0.0129        0.0219
      100.00      158.00      308.00       48.00    -1905.6280        1.0125        0.0152       -0.0126        0.0266
      100.00      158.00      308.00       52.00    -1905.3450        1.1176        0.0207       -0.0127        0.0154
      100.00      158.00      308.00       56.00    -1903.3050        1.0434        0.0178       -0.0140        0.0229
      100.00      158.00      308.00       60.00    -1901.6000        0.9923        0.0172       -0.0135        0.0227
      100.00      158.00      312.00        0.00    -1927.7400        0.8676        0.0064        0.0003        0.0292
      100.00      158.00      312.00        4.00    -1927.2250        1.9532        0.0091        0.0008        0.0284
      100.00      158.00      312.00        8.00    -1924.3520        2.1867        0.0130       -0.0081        0.0312
      100.00      158.00      312.00       12.00    -1916.5230        1.1152        0.0159       -0.0021        0.0234
      100.00      158.00      312.00       16.00    -1913.9270        1.0228        0.0208       -0.0056        0.0227
      100.00      158.00      312.00       20.00    -1914.8650        1.3172        0.0211       -0.0055        0.0190
      100.00      158.00      312.00       24.00    -1914.7870        1.0235        0.0387       -0.0330        0.0524
      100.00      158.00      312.00       28.00    -1915.3850        0.9921        0.0154       -0.0051        0.0178
      100.00      158.00      312.00       32.00    -1915.9220        1.0891        0.0240       -0.0149        0.0233
      100.00      158.00      312.00       36.00    -1915.2670        1.0210        0.0267       -0.0182        0.0259
      100.00      158.00      312.00       40.00    -1913.5310        0.9811        0.0181       -0.0107        0.0183
      100.00      158.00      312.00       44.00    -1910.3240        1.0420        0.0205       -0.0121        0.0215
      100.00      158.00      312.00       48.00    -1906.6850        1.0145        0.0145       -0.0115        0.0234
      100.00      158.00      312.00       52.00    -1906.2600        1.1061        0.0209       -0.0119        0.0142
      100.00      158.00      312.00       56.00    -1904.2660        1.1015        0.0167       -0.0131        0.0200
      100.00      158.00      312.00       60.00    -1902.4880        0.9409        0.0214       -0.0155        0.0249
      100.00      158.00      316.00        0.00    -1929.0790        0.8690        0.0063        0.0003        0.0285
      100.00      158.00      316.00        4.00    -1928.6460        2.0034        0.0089        0.0009        0.0276
      100.00      158.00      316.00        8.00    -1925.8540        2.1981        0.0123       -0.0080        0.0306
      100.00      158.00      316.00       12.00    -1917.3260        1.0846        0.0180       -0.0042        0.0241
      100.00      158.00      316.00       16.00    -1914.6520        0.9415        0.0329       -0.0100        0.0536
      100.00      158.00      316.00       20.00    -1915.2690        1.3317        0.0261       -0.0095        0.0227
      100.00      158.00      316.00       24.00    -1915.2210        1.0169        0.0364       -0.0301        0.0494
      100.00      158.00      316.00       28.00    -1915.7510        0.9496        0.0153       -0.0056        0.0175
      100.00      158.00      316.00       32.00    -1916.2620        1.0755        0.0233       -0.0134        0.0236
      100.00      158.00      316.00       36.00    -1915.7430        1.0262        0.0267       -0.0190        0.0279
      100.00      158.00      316.00       40.00    -1914.0690        0.9683        0.0194       -0.0132        0.0204
      100.00      158.00      316.00       44.00    -1911.2240        1.0192        0.0202       -0.0112        0.0214
      100.00      158.00      316.00       48.00    -1907.8210        1.0188        0.0179       -0.0125        0.0267
      100.00      158.00      316.00       52.00    -1907.1220        1.0847        0.0207       -0.0110        0.0132
      100.00      158.00      316.00       56.00    -1905.2020        1.0724        0.0182       -0.0137        0.0188
      100.00      158.00      316.00       60.00    -1903.4450        0.9198        0.0209       -0.0160        0.0260
      100.00      158.00      320.00        0.00    -1930.4240        0.8696        0.0062        0.0003        0.0278
      100.00      158.00      320.00        4.00    -1930.0400        2.0519        0.0087        0.0010        0.0267
      100.00      158.00      320.00        8.00    -1927.3280        2.2069        0.0117       -0.0078        0.0298
      100.00      158.00      320.00       12.00    -1923.2170        2.2919        0.0370       -0.0107        0.0782
      100.00      158.00      320.00       16.00    -1915.4870        0.8668        0.0307       -0.0082        0.0489
      100.00      158.00      320.00       20.00    -1915.6520        1.3326        0.0304       -0.0129        0.0261
      100.00      158.00      320.00       24.00    -1915.6400        1.0214        0.0326       -0.0253        0.0439
      100.00      158.00      320.00       28.00    -1916.1160        0.9124        0.0159       -0.0070        0.0188
      100.00      158.00      320.00       32.00    -1916.6220        1.0710        0.0232       -0.0119        0.0233
      100.00      158.00      320.00       36.00    -1916.2660        1.0277        0.0270       -0.0190        0.0279
      100.00      158.00      320.00       40.00    -1914.6000        0.9295        0.0223       -0.0159        0.0235
      100.00      158.00      320.00       44.00    -1912.0420        0.9957        0.0192       -0.0102        0.0213
      100.00      158.00      320.00       48.00    -1908.8540        1.0369        0.0176       -0.0115        0.0235
      100.00      158.00      320.00       52.00    -1907.9140        1.0611        0.0200       -0.0101        0.0124
      100.00      158.00      320.00       56.00    -1906.0990        1.0257        0.0207       -0.0147        0.0185
      100.00      158.00      320.00       60.00    -1904.4850        0.9740        0.0183       -0.0157        0.0250
      100.00      158.00      324.00        0.00    -1931.7030        0.8712        0.0060        0.0003        0.0271
      100.00      158.00      324.00        4.00    -1931.4010        2.0929        0.0085        0.0011        0.0260
      100.00      158.00      324.00        8.00    -1928.7690        2.2117        0.0111       -0.0075        0.0289
      100.00      158.00      324.00       12.00    -1924.7410        2.2980        0.0362       -0.0103        0.0765
      100.00      158.00      324.00       16.00    -1916.3690        0.8267        0.0248       -0.0028        0.0409
      100.00      158.00      324.00       20.00    -1916.0010        1.3223        0.0331       -0.0150        0.0285
      100.00      158.00      324.00       24.00    -1916.0380        1.0315        0.0281       -0.0196        0.0369
      100.00      158.00      324.00       28.00    -1916.4390        0.8845        0.0172       -0.0092        0.0212
      100.00      158.00      324.00       32.00    -1917.0040        1.0651        0.0237       -0.0109        0.0227
      100.00      158.00      324.00       36.00    -1916.7850        1.0205        0.0283       -0.0187        0.0269
      100.00      158.00      324.00       40.00    -1915.1440        0.8953        0.0251       -0.0180        0.0262
      100.00      158.00      324.00       44.00    -1912.7740        0.9895        0.0179       -0.0094        0.0210
      100.00      158.00      324.00       48.00    -1909.8280        1.0585        0.0181       -0.0110        0.0219
      100.00      158.00      324.00       52.00    -1907.0160        0.9576        0.0188       -0.0134        0.0278
      100.00      158.00      324.00       56.00    -1904.3150        0.9042        0.0177       -0.0158        0.0311
      100.00      158.00      324.00       60.00    -1905.4810        1.0088        0.0186       -0.0163        0.0239
      100.00      158.00      328.00        0.00    -1932.9530        0.8719        0.0059        0.0003        0.0265
      100.00      158.00      328.00        4.00    -1932.7450        2.1262        0.0083        0.0013        0.0251
      100.00      158.00      328.00        8.00    -1930.1920        2.2172        0.0105       -0.0073        0.0281
      100.00      158.00      328.00       12.00    -1926.2490        2.3035        0.0355       -0.0099        0.0748
      100.00      158.00      328.00       16.00    -1917.3390        0.9974        0.0193        0.0028        0.0378
      100.00      158.00      328.00       20.00    -1916.3480        1.3021        0.0343       -0.0160        0.0301
      100.00      158.00      328.00       24.00    -1916.4440        1.0449        0.0233       -0.0134        0.0293
      100.00      158.00      328.00       28.00    -1916.7460        0.8624        0.0192       -0.0121        0.0245
      100.00      158.00      328.00       32.00    -1917.4220        1.0509        0.0250       -0.0106        0.0221
      100.00      158.00      328.00       36.00    -1917.3030        1.0119        0.0301       -0.0184        0.0254
      100.00      158.00      328.00       40.00    -1915.7320        0.9027        0.0271       -0.0191        0.0278
      100.00      158.00      328.00       44.00    -1913.4330        0.9907        0.0170       -0.0094        0.0211
      100.00      158.00      328.00       48.00    -1910.7200        1.0726        0.0190       -0.0109        0.0214
      100.00      158.00      328.00       52.00    -1908.0500        0.9561        0.0174       -0.0121        0.0256
      100.00      158.00      328.00       56.00    -1907.7680        0.9742        0.0226       -0.0135        0.0165
      100.00      158.00      328.00       60.00    -1906.3860        0.9924        0.0210       -0.0176        0.0230
      100.00      158.00      332.00        0.00    -1934.2160        0.8742        0.0058        0.0002        0.0257
      100.00      158.00      332.00        4.00    -1934.0680        2.1573        0.0081        0.0014        0.0243
      100.00      158.00      332.00        8.00    -1931.5960        2.2222        0.0100       -0.0071        0.0274
      100.00      158.00      332.00       12.00    -1927.7370        2.3090        0.0346       -0.0094        0.0729
      100.00      158.00      332.00       16.00    -1918.3300        1.4329        0.0174        0.0031        0.0396
      100.00      158.00      332.00       20.00    -1916.6780        1.2768        0.0337       -0.0156        0.0303
      100.00      158.00      332.00       24.00    -1916.8530        1.0497        0.0190       -0.0077        0.0221
      100.00      158.00      332.00       28.00    -1917.0290        0.8448        0.0215       -0.0153        0.0284
      100.00      158.00      332.00       32.00    -1917.8430        1.0350        0.0265       -0.0108        0.0217
      100.00      158.00      332.00       36.00    -1917.8230        1.0085        0.0315       -0.0181        0.0237
      100.00      158.00      332.00       40.00    -1916.3670        0.9316        0.0289       -0.0196        0.0280
      100.00      158.00      332.00       44.00    -1914.0260        0.9631        0.0174       -0.0109        0.0221
      100.00      158.00      332.00       48.00    -1911.5180        1.0629        0.0199       -0.0109        0.0218
      100.00      158.00      332.00       52.00    -1909.0560        0.9727        0.0164       -0.0108        0.0237
      100.00      158.00      332.00       56.00    -1908.5400        0.9671        0.0216       -0.0117        0.0150
      100.00      158.00      332.00       60.00    -1907.2260        0.9777        0.0242       -0.0190        0.0226
      100.00      158.00      336.00        0.00    -1935.4490        0.8755        0.0057        0.0001        0.0251
      100.00      158.00      336.00        4.00    -1935.3640        2.1833        0.0078        0.0015        0.0233
      100.00      158.00      336.00        8.00    -1932.9790        2.2275        0.0096       -0.0070        0.0269
      100.00      158.00      336.00       12.00    -1929.1990        2.3136        0.0338       -0.0091        0.0711
      100.00      158.00      336.00       16.00    -1924.9430        0.5604        0.0477       -0.0540        0.1329
      100.00      158.00      336.00       20.00    -1917.0050        1.2374        0.0323       -0.0145        0.0299
      100.00      158.00      336.00       24.00    -1917.2590        1.0384        0.0154       -0.0031        0.0163
      100.00      158.00      336.00       28.00    -1917.2880        0.8276        0.0238       -0.0184        0.0327
      100.00      158.00      336.00       32.00    -1918.2390        1.0115        0.0282       -0.0115        0.0221
      100.00      158.00      336.00       36.00    -1918.3450        1.0145        0.0319       -0.0177        0.0221
      100.00      158.00      336.00       40.00    -1917.0210        0.9677        0.0302       -0.0197        0.0274
      100.00      158.00      336.00       44.00    -1914.6060        0.8995        0.0199       -0.0139        0.0243
      100.00      158.00      336.00       48.00    -1912.2190        1.0251        0.0203       -0.0109        0.0227
      100.00      158.00      336.00       52.00    -1910.0150        1.0022        0.0160       -0.0098        0.0224
      100.00      158.00      336.00       56.00    -1909.2470        0.9922        0.0198       -0.0097        0.0132
      100.00      158.00      336.00       60.00    -1907.9990        0.9584        0.0267       -0.0196        0.0221
      100.00      158.00      340.00        0.00    -1936.6930        0.8772        0.0056        0.0001        0.0245
      100.00      158.00      340.00        4.00    -1936.6470        2.2069        0.0076        0.0016        0.0225
      100.00      158.00      340.00        8.00    -1934.3380        2.2326        0.0092       -0.0067        0.0261
      100.00      158.00      340.00       12.00    -1930.6390        2.3188        0.0330       -0.0087        0.0692
      100.00      158.00      340.00       16.00    -1926.4220        0.5598        0.0456       -0.0488        0.1282
      100.00      158.00      340.00       20.00    -1917.3250        1.1940        0.0294       -0.0125        0.0283
      100.00      158.00      340.00       24.00    -1917.6630        1.0115        0.0135       -0.0007        0.0131
      100.00      158.00      340.00       28.00    -1917.5310        0.8180        0.0256       -0.0210        0.0367
      100.00      158.00      340.00       32.00    -1918.5890        0.9922        0.0291       -0.0120        0.0227
      100.00      158.00      340.00       36.00    -1918.8570        1.0375        0.0311       -0.0170        0.0205
      100.00      158.00      340.00       40.00    -1917.6710        0.9991        0.0310       -0.0195        0.0264
      100.00      158.00      340.00       44.00    -1915.2340        0.8688        0.0226       -0.0161        0.0255
      100.00      158.00      340.00       48.00    -1912.8680        0.9812        0.0198       -0.0104        0.0232
      100.00      158.00      340.00       52.00    -1910.9050        1.0384        0.0159       -0.0090        0.0219
      100.00      158.00      340.00       56.00    -1908.4970        0.9306        0.0159       -0.0119        0.0222
      100.00      158.00      340.00       60.00    -1908.6970        0.9115        0.0274       -0.0189        0.0215
      100.00      158.00      344.00        0.00    -1937.9030        0.8784        0.0055       -0.0000        0.0239
      100.00      158.00      344.00        4.00    -1937.9010        2.2337        0.0074        0.0017        0.0217
      100.00      158.00      344.00        8.00    -1935.6740        2.2377        0.0088       -0.0066        0.0255
      100.00      158.00      344.00       12.00    -1932.0540        2.3221        0.0322       -0.0084        0.0672
      100.00      158.00      344.00       16.00    -1927.8920        0.5603        0.0446       -0.0456        0.1268
      100.00      158.00      344.00       20.00    -1917.6530        1.1350        0.0258       -0.0101        0.0264
      100.00      158.00      344.00       24.00    -1918.0460        0.9790        0.0131       -0.0001        0.0123
      100.00      158.00      344.00       28.00    -1917.7650        0.8066        0.0269       -0.0230        0.0405
      100.00      158.00      344.00       32.00    -1918.8850        0.9725        0.0289       -0.0121        0.0230
      100.00      158.00      344.00       36.00    -1919.3470        1.0639        0.0297       -0.0160        0.0193
      100.00      158.00      344.00       40.00    -1918.2990        1.0041        0.0307       -0.0189        0.0251
      100.00      158.00      344.00       44.00    -1915.9320        0.8670        0.0236       -0.0165        0.0249
      100.00      158.00      344.00       48.00    -1913.5080        0.9615        0.0184       -0.0093        0.0224
      100.00      158.00      344.00       52.00    -1911.7010        1.0576        0.0161       -0.0088        0.0222
      100.00      158.00      344.00       56.00    -1909.4820        0.9383        0.0158       -0.0112        0.0214
      100.00      158.00      344.00       60.00    -1909.3160        0.8577        0.0263       -0.0172        0.0208
      100.00      158.00      348.00        0.00    -1939.1110        0.8812        0.0053        0.0000        0.0232
      100.00      158.00      348.00        4.00    -1939.1330        2.2480        0.0072        0.0018        0.0209
      100.00      158.00      348.00        8.00    -1936.9830        2.2423        0.0085       -0.0063        0.0248
      100.00      158.00      348.00       12.00    -1933.4460        2.3260        0.0314       -0.0081        0.0653
      100.00      158.00      348.00       16.00    -1929.3260        0.5617        0.0420       -0.0406        0.1195
      100.00      158.00      348.00       20.00    -1918.0070        1.0598        0.0211       -0.0072        0.0244
      100.00      158.00      348.00       24.00    -1918.4070        0.9501        0.0132       -0.0003        0.0126
      100.00      158.00      348.00       28.00    -1918.0060        0.8004        0.0276       -0.0244        0.0438
      100.00      158.00      348.00       32.00    -1919.1330        0.9566        0.0277       -0.0118        0.0230
      100.00      158.00      348.00       36.00    -1919.8060        1.0965        0.0283       -0.0147        0.0183
      100.00      158.00      348.00       40.00    -1918.9030        0.9765        0.0295       -0.0180        0.0238
      100.00      158.00      348.00       44.00    -1916.6920        0.8643        0.0232       -0.0160        0.0238
      100.00      158.00      348.00       48.00    -1911.2580        0.6203        0.0176       -0.0045        0.0585
      100.00      158.00      348.00       52.00    -1914.2620        0.9251        0.0066       -0.0006        0.0250
      100.00      158.00      348.00       56.00    -1910.7950        1.0130        0.0142       -0.0056        0.0102
      100.00      158.00      348.00       60.00    -1909.8890        0.8475        0.0242       -0.0148        0.0193
      100.00      158.00      352.00        0.00    -1940.3060        0.8849        0.0052        0.0000        0.0226
      100.00      158.00      352.00        4.00    -1940.3500        2.2685        0.0070        0.0019        0.0202
      100.00      158.00      352.00        8.00    -1938.2770        2.2481        0.0081       -0.0061        0.0241
      100.00      158.00      352.00       12.00    -1934.8210        2.3308        0.0306       -0.0078        0.0632
      100.00      158.00      352.00       16.00    -1930.7520        0.5628        0.0405       -0.0365        0.1153
      100.00      158.00      352.00       20.00    -1927.0410        0.5623        0.0435       -0.0619        0.1170
      100.00      158.00      352.00       24.00    -1918.7370        0.9344        0.0136       -0.0013        0.0137
      100.00      158.00      352.00       28.00    -1918.2680        0.7980        0.0279       -0.0252        0.0464
      100.00      158.00      352.00       32.00    -1919.3360        0.9471        0.0260       -0.0114        0.0229
      100.00      158.00      352.00       36.00    -1920.2340        1.1167        0.0265       -0.0128        0.0172
      100.00      158.00      352.00       40.00    -1919.4840        0.9362        0.0280       -0.0171        0.0226
      100.00      158.00      352.00       44.00    -1917.4680        0.8685        0.0222       -0.0151        0.0225
      100.00      158.00      352.00       48.00    -1914.8850        0.8982        0.0177       -0.0114        0.0238
      100.00      158.00      352.00       52.00    -1913.0210        0.9877        0.0171       -0.0094        0.0246
      100.00      158.00      352.00       56.00    -1911.1430        0.8851        0.0141       -0.0067        0.0123
      100.00      158.00      352.00       60.00    -1910.4070        0.9250        0.0212       -0.0117        0.0164
      100.00      158.00      356.00        0.00    -1941.4790        0.8879        0.0051       -0.0000        0.0220
      100.00      158.00      356.00        4.00    -1941.5400        2.2803        0.0069        0.0020        0.0195
      100.00      158.00      356.00        8.00    -1939.5480        2.2535        0.0079       -0.0059        0.0235
      100.00      158.00      356.00       12.00    -1936.1700        2.3351        0.0298       -0.0076        0.0614
      100.00      158.00      356.00       16.00    -1932.1430        0.5770        0.0392       -0.0339        0.1123
      100.00      158.00      356.00       20.00    -1928.4670        0.5593        0.0436       -0.0624        0.1178
      100.00      158.00      356.00       24.00    -1919.0510        0.9191        0.0152       -0.0036        0.0162
      100.00      158.00      356.00       28.00    -1918.5600        0.7989        0.0273       -0.0250        0.0474
      100.00      158.00      356.00       32.00    -1919.5020        0.9389        0.0247       -0.0116        0.0234
      100.00      158.00      356.00       36.00    -1920.6130        1.1269        0.0245       -0.0106        0.0161
      100.00      158.00      356.00       40.00    -1920.0440        0.9050        0.0264       -0.0162        0.0215
      100.00      158.00      356.00       44.00    -1918.2250        0.8806        0.0210       -0.0141        0.0213
      100.00      158.00      356.00       48.00    -1915.7330        0.9540        0.0185       -0.0134        0.0250
      100.00      158.00      356.00       52.00    -1913.5830        0.9080        0.0175       -0.0100        0.0263
      100.00      158.00      356.00       56.00    -1912.1110        0.9866        0.0155       -0.0093        0.0221
      100.00      158.00      356.00       60.00    -1910.8580        1.0321        0.0181       -0.0089        0.0136
      100.00      158.00      360.00        0.00    -1942.6270        0.8916        0.0050        0.0000        0.0213
      100.00      158.00      360.00        4.00    -1942.5457        2.3467        0.0076        0.0018        0.0215
      100.00      158.00      360.00        8.00    -1940.7890        2.2585        0.0076       -0.0056        0.0229
      100.00      158.00      360.00       12.00    -1937.4900        2.3375        0.0289       -0.0073        0.0593
      100.00      158.00      360.00       16.00    -1933.5270        0.5739        0.0365       -0.0279        0.1028
      100.00      158.00      360.00       20.00    -1929.8680        0.5559        0.0437       -0.0627        0.1185
      100.00      158.00      360.00       24.00    -1919.3530        0.9104        0.0177       -0.0065        0.0197
      100.00      158.00      360.00       28.00    -1918.8880        0.7946        0.0260       -0.0235        0.0461
      100.00      158.00      360.00       32.00    -1919.6270        0.9315        0.0240       -0.0125        0.0246
      100.00      158.00      360.00       36.00    -1920.9300        1.1280        0.0230       -0.0089        0.0155
      100.00      158.00      360.00       40.00    -1920.5730        0.8898        0.0248       -0.0152        0.0202
      100.00      158.00      360.00       44.00    -1918.9410        0.8881        0.0199       -0.0133        0.0203
      100.00      158.00      360.00       48.00    -1916.6150        0.9888        0.0192       -0.0143        0.0252
      100.00      158.00      360.00       52.00    -1914.1620        0.8456        0.0168       -0.0096        0.0260
      100.00      158.00      360.00       56.00    -1912.8310        0.9808        0.0159       -0.0095        0.0239
      100.00      158.00      360.00       60.00    -1911.0770        0.9637        0.0126       -0.0094        0.0179
      100.00      158.00      364.00        0.00    -1943.7640        0.8945        0.0049        0.0000        0.0207
      100.00      158.00      364.00        4.00    -1943.8550        2.3106        0.0065        0.0021        0.0181
      100.00      158.00      364.00        8.00    -1942.0160        2.2634        0.0074       -0.0054        0.0224
      100.00      158.00      364.00       12.00    -1938.7970        2.3403        0.0282       -0.0071        0.0574
      100.00      158.00      364.00       16.00    -1934.8870        0.5864        0.0344       -0.0233        0.0959
      100.00      158.00      364.00       20.00    -1931.2490        0.5532        0.0435       -0.0626        0.1185
      100.00      158.00      364.00       24.00    -1919.6700        0.9177        0.0202       -0.0094        0.0235
      100.00      158.00      364.00       28.00    -1919.2550        0.7854        0.0236       -0.0200        0.0412
      100.00      158.00      364.00       32.00    -1919.7430        0.9284        0.0239       -0.0140        0.0265
      100.00      158.00      364.00       36.00    -1921.2060        1.1219        0.0220       -0.0079        0.0154
      100.00      158.00      364.00       40.00    -1921.0880        0.8855        0.0235       -0.0143        0.0191
      100.00      158.00      364.00       44.00    -1919.6350        0.8839        0.0190       -0.0126        0.0194
      100.00      158.00      364.00       48.00    -1917.4860        1.0051        0.0196       -0.0147        0.0247
      100.00      158.00      364.00       52.00    -1914.9010        0.8702        0.0144       -0.0080        0.0217
      100.00      158.00      364.00       56.00    -1912.5340        0.8770        0.0185       -0.0135        0.0212
      100.00      158.00      364.00       60.00    -1911.8800        0.9839        0.0151       -0.0107        0.0192
      100.00      158.00      368.00        0.00    -1944.8850        0.8980        0.0048        0.0000        0.0202
      100.00      158.00      368.00        4.00    -1945.5030        2.1572        0.0032        0.0032        0.0086
      100.00      158.00      368.00        8.00    -1943.2230        2.2681        0.0071       -0.0051        0.0217
      100.00      158.00      368.00       12.00    -1940.0820        2.3432        0.0274       -0.0069        0.0555
      100.00      158.00      368.00       16.00    -1936.2270        0.6223        0.0321       -0.0185        0.0877
      100.00      158.00      368.00       20.00    -1932.6080        0.5508        0.0431       -0.0623        0.1181
