 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39162544     -34.38279449   0.10451771E-21   0.78822999E-22   0.77953175E-23   0.56112675E-23
       0.39162544     -32.62959488   0.10094721E-17   0.75433052E-18   0.89106144E-18   0.61787225E-18
       0.39162544     -31.18086842   0.83267353E-15   0.61706058E-15   0.39932519E-14   0.26819909E-14
       0.39162544     -29.89003699   0.16237035E-12   0.11929915E-12   0.26017050E-11   0.16960675E-11
       0.39162544     -28.70115630   0.10970712E-10   0.79807397E-11   0.39842698E-09   0.25205442E-09
       0.39162544     -27.58541719   0.30744776E-09   0.22071165E-09   0.17640848E-07   0.10789457E-07
       0.39162544     -26.52554718   0.38696791E-08   0.27213491E-08   0.23872565E-06   0.13949009E-06
       0.39162544     -25.51016906   0.21956302E-07   0.14862124E-07   0.90044160E-06   0.48435458E-06
       0.39162544     -24.53128956   0.50958825E-07   0.31547963E-07   0.65523491E-06   0.27958319E-06
       0.39162544     -23.58302148   0.33982615E-07   0.15502834E-07   0.23322219E-07   0.27132702E-08
       0.39162544     -22.66086920   0.53909667E-08   0.94098513E-08   0.59464592E-11   0.19315981E-09
       0.39162544     -21.76129997   0.19566278E-07   0.32949890E-07   0.89283230E-08   0.93467743E-07
       0.39162544     -20.88147204   0.81633943E-08   0.54860676E-08   0.17055466E-10   0.63113550E-11
       0.39162544     -20.01905473   0.53121794E-07   0.13973432E-07   0.71650480E-07   0.10066535E-08
       0.39162544     -19.17210466   0.10749586E-06   0.58362533E-08   0.53533257E-06   0.38261766E-10
       0.39162544     -18.33897824   0.39411084E-06   0.16844959E-07   0.94138154E-05   0.59564506E-09
       0.39162544     -17.51826803   0.16478406E-05   0.12140006E-06   0.19448036E-03   0.29892443E-06
       0.39162544     -16.70875551   0.54878589E-05   0.35440310E-06   0.10675448E-02   0.41468076E-05
       0.39162544     -15.90937524   0.21433419E-04   0.20625988E-05   0.39344382E-02   0.11035094E-03
       0.39162544     -15.11918732   0.90222224E-04   0.14863497E-04   0.20035637E-01   0.24503428E-02
       0.39162544     -14.33735581   0.36411178E-03   0.86611586E-04   0.71500283E-01   0.17727753E-01
       0.39162544     -13.56313161   0.15958934E-02   0.56167715E-03   0.22096521E+00   0.10997763E+00
       0.39162544     -12.79583874   0.64076340E-02   0.31508956E-02   0.49487306E+00   0.42611311E+00
       0.39162544     -12.03486318   0.17802364E-01   0.10978393E-01   0.65446465E+00   0.68640252E+00
       0.39162544     -11.27964371   0.31784378E-01   0.22774576E-01   0.64522024E+00   0.74057404E+00
       0.39162544     -10.52966431   0.40801891E-01   0.31258589E-01   0.55319371E+00   0.66880424E+00
       0.39162544      -9.78444785   0.45431991E-01   0.33215120E-01   0.51209852E+00   0.53333720E+00
       0.39162544      -9.04355067   0.48020095E-01   0.32518034E-01   0.53781660E+00   0.46556436E+00
       0.39162544      -8.30655809   0.47366692E-01   0.33106292E-01   0.51371641E+00   0.55000367E+00
       0.39162544      -7.57308043   0.45328178E-01   0.33196656E-01   0.44902397E+00   0.59722973E+00
       0.39162544      -6.84274964   0.46358921E-01   0.30453147E-01   0.50000926E+00   0.46180715E+00
       0.39162544      -6.11521633   0.48803332E-01   0.27719454E-01   0.60464283E+00   0.33575655E+00
       0.39162544      -5.39014719   0.48471579E-01   0.27668950E-01   0.60056031E+00   0.35443382E+00
       0.39162544      -4.66722260   0.46642572E-01   0.28789614E-01   0.54199817E+00   0.43705226E+00
       0.39162544      -3.94613460   0.45848166E-01   0.29027998E-01   0.52382429E+00   0.46672307E+00
       0.39162544      -3.22658497   0.45334369E-01   0.29048252E-01   0.50354412E+00   0.46675727E+00
       0.39162544      -2.50828350   0.44682512E-01   0.29887109E-01   0.46524527E+00   0.50719152E+00
       0.39162544      -1.79094636   0.45004208E-01   0.30796516E-01   0.47029283E+00   0.56284334E+00
       0.39162544      -1.07429461   0.45387477E-01   0.30989007E-01   0.49566331E+00   0.58253738E+00
       0.39162544      -0.35805274   0.44448253E-01   0.30967395E-01   0.47855560E+00   0.57524884E+00
       0.39162544       0.35805274   0.43700483E-01   0.31443653E-01   0.44985251E+00   0.58428418E+00
       0.39162544       1.07429461   0.44573228E-01   0.32173907E-01   0.45960245E+00   0.60933059E+00
       0.39162544       1.79094636   0.45341432E-01   0.32447368E-01   0.47237621E+00   0.61539477E+00
       0.39162544       2.50828350   0.44476342E-01   0.32118088E-01   0.45528860E+00   0.59267005E+00
       0.39162544       3.22658497   0.43556915E-01   0.31793791E-01   0.43931398E+00   0.57310770E+00
       0.39162544       3.94613460   0.44433217E-01   0.31985327E-01   0.46143295E+00   0.57843529E+00
       0.39162544       4.66722260   0.45762975E-01   0.32656508E-01   0.48518066E+00   0.59770296E+00
       0.39162544       5.39014719   0.45478521E-01   0.33413906E-01   0.46682808E+00   0.61465793E+00
       0.39162544       6.11521633   0.44579795E-01   0.33546925E-01   0.44082013E+00   0.61010200E+00
       0.39162544       6.84274964   0.45164646E-01   0.32662815E-01   0.46386188E+00   0.56083168E+00
       0.39162544       7.57308043   0.45916521E-01   0.32252934E-01   0.47866833E+00   0.52362511E+00
       0.39162544       8.30655809   0.45025773E-01   0.34147485E-01   0.42604607E+00   0.59607676E+00
       0.39162544       9.04355067   0.45066066E-01   0.36577562E-01   0.41222549E+00   0.69421878E+00
       0.39162544       9.78444785   0.47764837E-01   0.36038549E-01   0.50363145E+00   0.63823312E+00
       0.39162544      10.52966431   0.49135336E-01   0.33960859E-01   0.55657551E+00   0.48050099E+00
       0.39162544      11.27964371   0.46787570E-01   0.34145445E-01   0.51830624E+00   0.48599115E+00
       0.39162544      12.03486318   0.42826215E-01   0.34150543E-01   0.52452421E+00   0.63561072E+00
       0.39162544      12.79583874   0.36165430E-01   0.28115471E-01   0.62915920E+00   0.75824836E+00
       0.39162544      13.56313161   0.23197798E-01   0.15986938E-01   0.69408496E+00   0.77183977E+00
       0.39162544      14.33735581   0.95741923E-02   0.55134070E-02   0.60769083E+00   0.61972936E+00
       0.39162544      15.11918732   0.25322643E-02   0.11172773E-02   0.33481991E+00   0.25089728E+00
       0.39162544      15.90937524   0.53521054E-03   0.16437015E-03   0.10719890E+00   0.43750625E-01
       0.39162544      16.70875551   0.12210678E-03   0.26958121E-04   0.32937839E-01   0.87040919E-02
       0.39162544      17.51826803   0.28440785E-04   0.42467260E-05   0.72485759E-02   0.11101794E-02
       0.39162544      18.33897824   0.60917084E-05   0.43750288E-06   0.10519270E-02   0.17755134E-04
       0.39162544      19.17210466   0.16415329E-05   0.10383463E-06   0.14427117E-03   0.32995333E-06
       0.39162544      20.01905473   0.52232118E-06   0.61942942E-07   0.27274950E-04   0.11278448E-06
       0.39162544      20.88147204   0.11218257E-06   0.13843654E-07   0.36476080E-06   0.28253743E-09
       0.39162544      21.76129997   0.27096997E-07   0.77571243E-08   0.39367224E-08   0.57415582E-10
       0.39162544      22.66086920   0.14853941E-07   0.10173689E-07   0.24057057E-08   0.46824920E-09
       0.39162544      23.58302148   0.11183833E-07   0.13755936E-07   0.19143181E-08   0.80976256E-08
       0.39162544      24.53128956   0.97391720E-08   0.13404959E-07   0.90184670E-08   0.89607490E-07
       0.39162544      25.51016906   0.42836391E-08   0.58663799E-08   0.12012192E-07   0.13271855E-06
       0.39162544      26.52554718   0.84466139E-09   0.11430407E-08   0.41745988E-08   0.44285602E-07
       0.39162544      27.58541719   0.75934573E-10   0.10163321E-09   0.44112578E-09   0.43668484E-08
       0.39162544      28.70115630   0.30479745E-11   0.40374016E-11   0.14469868E-10   0.13305251E-09
       0.39162544      29.89003699   0.50280039E-13   0.65930835E-13   0.13562278E-12   0.11584496E-11
       0.39162544      31.18086842   0.28496716E-15   0.36989963E-15   0.29286397E-15   0.23246571E-14
       0.39162544      32.62959488   0.37956525E-18   0.48755627E-18   0.90314181E-19   0.66544442E-18
       0.39162544      34.38279449   0.43165524E-22   0.54808288E-22   0.10882617E-23   0.74003817E-23
       0.89908485     -34.38279449   0.89848104E-22   0.67901821E-22   0.64466635E-23   0.46351983E-23
       0.89908485     -32.62959488   0.86814689E-18   0.65068988E-18   0.74137628E-18   0.51440194E-18
       0.89908485     -31.18086842   0.71646669E-15   0.53318676E-15   0.33475516E-14   0.22557558E-14
       0.89908485     -29.89003699   0.13980700E-12   0.10332165E-12   0.22025459E-11   0.14464711E-11
       0.89908485     -28.70115630   0.94558261E-11   0.69348415E-11   0.34177706E-09   0.21918933E-09
       0.89908485     -27.58541719   0.26543259E-09   0.19276699E-09   0.15409963E-07   0.96517532E-08
       0.89908485     -26.52554718   0.33510663E-08   0.23973868E-08   0.21397318E-06   0.13029344E-06
       0.89908485     -25.51016906   0.19141359E-07   0.13315571E-07   0.83826369E-06   0.48633861E-06
       0.89908485     -24.53128956   0.45276328E-07   0.29480513E-07   0.64854410E-06   0.32546219E-06
       0.89908485     -23.58302148   0.32910163E-07   0.17182336E-07   0.27920879E-07   0.57729942E-08
       0.89908485     -22.66086920   0.69969099E-08   0.65540097E-08   0.21008156E-10   0.38174103E-10
       0.89908485     -21.76129997   0.14361468E-07   0.21348024E-07   0.22067874E-08   0.19364864E-07
       0.89908485     -20.88147204   0.10500294E-07   0.60506678E-08   0.75059018E-10   0.11903689E-10
       0.89908485     -20.01905473   0.53299021E-07   0.13566146E-07   0.16319641E-06   0.25864368E-08
       0.89908485     -19.17210466   0.95142922E-07   0.30108383E-08   0.28681392E-06   0.26630028E-11
       0.89908485     -18.33897824   0.36270665E-06   0.12926920E-07   0.59119519E-05   0.20767900E-09
       0.89908485     -17.51826803   0.15833317E-05   0.11225821E-06   0.27090591E-03   0.83460354E-06
       0.89908485     -16.70875551   0.52549401E-05   0.33614168E-06   0.12954927E-02   0.61106530E-05
       0.89908485     -15.90937524   0.20138155E-04   0.18790151E-05   0.38070185E-02   0.10440457E-03
       0.89908485     -15.11918732   0.84111436E-04   0.13468327E-04   0.18293750E-01   0.19544053E-02
       0.89908485     -14.33735581   0.33596679E-03   0.77463783E-04   0.67318689E-01   0.15015491E-01
       0.89908485     -13.56313161   0.14523043E-02   0.49332082E-03   0.21006576E+00   0.95467927E-01
       0.89908485     -12.79583874   0.58553073E-02   0.27924289E-02   0.48162432E+00   0.39244027E+00
       0.89908485     -12.03486318   0.16641452E-01   0.10001430E-01   0.65296253E+00   0.66712216E+00
       0.89908485     -11.27964371   0.30598005E-01   0.21449915E-01   0.65671811E+00   0.73707936E+00
       0.89908485     -10.52966431   0.40125210E-01   0.30374978E-01   0.56987087E+00   0.67942631E+00
       0.89908485      -9.78444785   0.44903264E-01   0.33001662E-01   0.51660615E+00   0.55241871E+00
       0.89908485      -9.04355067   0.47563677E-01   0.32391699E-01   0.53302275E+00   0.46722711E+00
       0.89908485      -8.30655809   0.47505606E-01   0.32489315E-01   0.52446204E+00   0.51231415E+00
       0.89908485      -7.57308043   0.45832055E-01   0.32716816E-01   0.47266717E+00   0.57095882E+00
       0.89908485      -6.84274964   0.45865857E-01   0.31174686E-01   0.48266718E+00   0.50856471E+00
       0.89908485      -6.11521633   0.46902061E-01   0.29537445E-01   0.53020473E+00   0.43824478E+00
       0.89908485      -5.39014719   0.46330208E-01   0.29588779E-01   0.51612806E+00   0.46430049E+00
       0.89908485      -4.66722260   0.45273827E-01   0.30086889E-01   0.48635366E+00   0.51550414E+00
       0.89908485      -3.94613460   0.45301459E-01   0.29697394E-01   0.49820463E+00   0.50805125E+00
       0.89908485      -3.22658497   0.45359668E-01   0.29291996E-01   0.49990291E+00   0.48234747E+00
       0.89908485      -2.50828350   0.45147490E-01   0.29725254E-01   0.48224878E+00   0.49934063E+00
       0.89908485      -1.79094636   0.45639813E-01   0.30244537E-01   0.49878878E+00   0.53112573E+00
       0.89908485      -1.07429461   0.45938702E-01   0.30168376E-01   0.52345403E+00   0.53126905E+00
       0.89908485      -0.35805274   0.45040944E-01   0.29972809E-01   0.50626586E+00   0.51053313E+00
       0.89908485       0.35805274   0.44590672E-01   0.30303903E-01   0.48663860E+00   0.51112892E+00
       0.89908485       1.07429461   0.45739643E-01   0.30935841E-01   0.50656110E+00   0.53266134E+00
       0.89908485       1.79094636   0.46614172E-01   0.31190103E-01   0.52366173E+00   0.53954166E+00
       0.89908485       2.50828350   0.45761287E-01   0.30905889E-01   0.50689732E+00   0.51977288E+00
       0.89908485       3.22658497   0.44736316E-01   0.30648121E-01   0.48694199E+00   0.50346730E+00
       0.89908485       3.94613460   0.45396097E-01   0.30857643E-01   0.50190132E+00   0.50941086E+00
       0.89908485       4.66722260   0.46664421E-01   0.31430531E-01   0.52392105E+00   0.52459677E+00
       0.89908485       5.39014719   0.46576482E-01   0.32057929E-01   0.51166391E+00   0.53732427E+00
       0.89908485       6.11521633   0.45750692E-01   0.32280841E-01   0.48669705E+00   0.53873752E+00
       0.89908485       6.84274964   0.46146871E-01   0.31721978E-01   0.50328475E+00   0.50701270E+00
       0.89908485       7.57308043   0.47076249E-01   0.31336078E-01   0.52726382E+00   0.47339455E+00
       0.89908485       8.30655809   0.46863588E-01   0.32602083E-01   0.50074669E+00   0.51269536E+00
       0.89908485       9.04355067   0.46867223E-01   0.34421849E-01   0.48374222E+00   0.57674159E+00
       0.89908485       9.78444785   0.48259356E-01   0.34382704E-01   0.52611009E+00   0.53941243E+00
       0.89908485      10.52966431   0.48453148E-01   0.33483374E-01   0.54276311E+00   0.45877442E+00
       0.89908485      11.27964371   0.45978007E-01   0.33975495E-01   0.51357729E+00   0.50483124E+00
       0.89908485      12.03486318   0.42104210E-01   0.33242219E-01   0.54301949E+00   0.64985840E+00
       0.89908485      12.79583874   0.34852583E-01   0.26440659E-01   0.64745082E+00   0.75637127E+00
       0.89908485      13.56313161   0.21601042E-01   0.14492541E-01   0.69621461E+00   0.75572860E+00
       0.89908485      14.33735581   0.86548750E-02   0.48408763E-02   0.59426075E+00   0.58480732E+00
       0.89908485      15.11918732   0.22629594E-02   0.96450473E-03   0.31691701E+00   0.22229560E+00
       0.89908485      15.90937524   0.48447553E-03   0.14377033E-03   0.10032743E+00   0.38112834E-01
       0.89908485      16.70875551   0.11253326E-03   0.24190758E-04   0.29246553E-01   0.64534591E-02
       0.89908485      17.51826803   0.26416190E-04   0.38498202E-05   0.61648626E-02   0.63252790E-03
       0.89908485      18.33897824   0.57825764E-05   0.42870986E-06   0.10899615E-02   0.18826576E-04
       0.89908485      19.17210466   0.15923623E-05   0.11062965E-06   0.19437662E-03   0.56051049E-06
       0.89908485      20.01905473   0.48596071E-06   0.52555485E-07   0.27777790E-04   0.71818908E-07
       0.89908485      20.88147204   0.99076458E-07   0.11380828E-07   0.19381666E-06   0.13400354E-09
       0.89908485      21.76129997   0.26863157E-07   0.10274048E-07   0.10077101E-07   0.41215462E-09
       0.89908485      22.66086920   0.12883292E-07   0.74290363E-08   0.15315146E-08   0.23853644E-09
       0.89908485      23.58302148   0.95696505E-08   0.88802761E-08   0.85427475E-09   0.15998418E-08
       0.89908485      24.53128956   0.84609111E-08   0.98632719E-08   0.40949359E-08   0.20997473E-07
       0.89908485      25.51016906   0.36838280E-08   0.46063802E-08   0.58815069E-08   0.40941725E-07
       0.89908485      26.52554718   0.72188185E-09   0.92708705E-09   0.22716315E-08   0.17718483E-07
       0.89908485      27.58541719   0.64768348E-10   0.83972215E-10   0.26354516E-09   0.21232979E-08
       0.89908485      28.70115630   0.25998747E-11   0.33747526E-11   0.93136347E-11   0.74403575E-10
       0.89908485      29.89003699   0.42922852E-13   0.55537427E-13   0.92492285E-13   0.71646277E-12
       0.89908485      31.18086842   0.24351796E-15   0.31327149E-15   0.20887939E-15   0.15479775E-14
       0.89908485      32.62959488   0.32468494E-18   0.41453486E-18   0.66719683E-19   0.46846958E-18
       0.89908485      34.38279449   0.36959488E-22   0.46740075E-22   0.82736418E-24   0.54440022E-23
       1.40987776     -34.38279449   0.68422485E-22   0.51903818E-22   0.45766653E-23   0.32842718E-23
       1.40987776     -32.62959488   0.66156584E-18   0.49853822E-18   0.53186762E-18   0.36948890E-18
       1.40987776     -31.18086842   0.54641331E-15   0.40969451E-15   0.24327003E-14   0.16491246E-14
       1.40987776     -29.89003699   0.10673392E-12   0.79697991E-13   0.16273787E-11   0.10828859E-11
       1.40987776     -28.70115630   0.72294061E-11   0.53783403E-11   0.25810265E-09   0.16956178E-09
       1.40987776     -27.58541719   0.20339221E-09   0.15072126E-09   0.11982517E-07   0.78220358E-08
       1.40987776     -26.52554718   0.25780727E-08   0.18995844E-08   0.17308698E-06   0.11309332E-06
       1.40987776     -25.51016906   0.14851304E-07   0.10816547E-07   0.71514772E-06   0.47033147E-06
       1.40987776     -24.53128956   0.35955019E-07   0.25375070E-07   0.59463266E-06   0.38478859E-06
       1.40987776     -23.58302148   0.28757447E-07   0.18010014E-07   0.31408704E-07   0.13895442E-07
       1.40987776     -22.66086920   0.78624148E-08   0.43766097E-08   0.66705402E-10   0.11187218E-10
       1.40987776     -21.76129997   0.90391304E-08   0.95080095E-08   0.44879507E-09   0.13828260E-08
       1.40987776     -20.88147204   0.12369660E-07   0.47645467E-08   0.31075328E-09   0.14172943E-10
       1.40987776     -20.01905473   0.48782719E-07   0.10414491E-07   0.11479269E-06   0.20277779E-08
       1.40987776     -19.17210466   0.80612621E-07   0.27332790E-08   0.20533022E-06   0.30215083E-11
       1.40987776     -18.33897824   0.32271545E-06   0.94825249E-08   0.47198583E-05   0.49309219E-10
       1.40987776     -17.51826803   0.14638469E-05   0.92770759E-07   0.29316301E-03   0.57404899E-06
       1.40987776     -16.70875551   0.48294980E-05   0.29945676E-06   0.14409750E-02   0.80901061E-05
       1.40987776     -15.90937524   0.18007413E-04   0.15829078E-05   0.37182934E-02   0.11632989E-03
       1.40987776     -15.11918732   0.74336329E-04   0.11295458E-04   0.16321142E-01   0.15054692E-02
       1.40987776     -14.33735581   0.29160972E-03   0.63718166E-04   0.60960534E-01   0.11743665E-01
       1.40987776     -13.56313161   0.12264313E-02   0.39154550E-03   0.18938994E+00   0.74285305E-01
       1.40987776     -12.79583874   0.49591051E-02   0.22413564E-02   0.45186877E+00   0.33335134E+00
       1.40987776     -12.03486318   0.14630107E-01   0.84138107E-02   0.64316026E+00   0.62843465E+00
       1.40987776     -11.27964371   0.28315641E-01   0.19134273E-01   0.66962614E+00   0.72746916E+00
       1.40987776     -10.52966431   0.38676077E-01   0.28658758E-01   0.59490456E+00   0.69423002E+00
       1.40987776      -9.78444785   0.43882304E-01   0.32478437E-01   0.52561132E+00   0.58476651E+00
       1.40987776      -9.04355067   0.46648368E-01   0.32314963E-01   0.52296118E+00   0.48229194E+00
       1.40987776      -8.30655809   0.47361517E-01   0.31855814E-01   0.52857782E+00   0.47222611E+00
