Q20,Q30,Q40
1.400000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01
1.407983613134415464e+02,1.653041883847600202e-01,1.617907040740139735e+01
1.415887084079494116e+02,3.275088133600195794e-01,1.639280149678281973e+01
1.423717012857777036e+02,4.869544490608904153e-01,1.663461971151734531e+01
1.431463292852596680e+02,6.249056805611178378e-01,1.691340026376485639e+01
1.439134003459887481e+02,7.474811901806813763e-01,1.721899905696451327e+01
1.446744116349466935e+02,8.322922752786783285e-01,1.755177465143260918e+01
1.454374917083919456e+02,8.828378528219520405e-01,1.788629327944439851e+01
1.462073229863055417e+02,8.967964570392407131e-01,1.820879687381189171e+01
1.469828625042681267e+02,8.759184193763118742e-01,1.851717810530801955e+01
1.477672400944249205e+02,8.264170034695448308e-01,1.879892868727455379e+01
1.485596599003142444e+02,7.541521427250200693e-01,1.905196122951848281e+01
1.493590548797019153e+02,6.658685941043122059e-01,1.927657453193398496e+01
1.501645661549947590e+02,5.684080104539650513e-01,1.947415244939242740e+01
1.509720685159048514e+02,4.610015652642055484e-01,1.965827085969774046e+01
1.517819230339591741e+02,3.479992570102991012e-01,1.982850623629678921e+01
1.525932057642633026e+02,2.301422820524186841e-01,1.998873283360393316e+01
1.534120269002534371e+02,1.259147325201790679e-01,2.011734895271658274e+01
1.542419230431810888e+02,5.766996128637422170e-02,2.018538716980254932e+01
1.550766935217062894e+02,2.248854635284271847e-02,2.017614700503629521e+01
1.558593017244282635e+02,1.543877387803819189e-02,1.988321735993817896e+01
1.566710736549534602e+02,4.769048864508930495e-04,2.008158487797754432e+01
1.574805965897444935e+02,4.983460787015373547e-04,2.029003249946600818e+01
1.582885565373235011e+02,5.113911221817843671e-04,2.050501180814839230e+01
1.590949330024086521e+02,5.150413319648094188e-04,2.072641649462416780e+01
1.598999025836883163e+02,5.032876142631920093e-04,2.095345185723657266e+01
1.607041724627273140e+02,4.454727504068848850e-04,2.118353891341691764e+01
1.615059014611272517e+02,3.824221490912861838e-04,2.142291359937075512e+01
1.623063389549956810e+02,3.182549565973772851e-04,2.166716675223016608e+01
1.631062576881193138e+02,2.643140682659942883e-04,2.191372439240961256e+01
1.639062392803896842e+02,2.290932517872741191e-04,2.216070995861723603e+01
1.647065784222410230e+02,2.122309354355897122e-04,2.240719046766671596e+01
1.655065307781738682e+02,2.109234407543055705e-04,2.265559754513094504e+01
1.663058855498463799e+02,2.146650990195458778e-04,2.290661167978658952e+01
1.671042306929076915e+02,2.159015792416786074e-04,2.316152270958262704e+01
1.679009059839553686e+02,2.105018012757402940e-04,2.342231763025713320e+01
1.686948509719842662e+02,1.984741717021375044e-04,2.369202206246296427e+01
1.694835606101867711e+02,1.898071548329142923e-04,2.397736853552340364e+01
1.702624249173540534e+02,1.852286944937329310e-04,2.428924143516593759e+01
1.710559527111366833e+02,1.686452120443639288e-04,2.456242996377610766e+01
1.718575024883747631e+02,1.649715129730294815e-04,2.481197919654439588e+01
1.726642604573571020e+02,1.638434739842051799e-04,2.504511360576600865e+01
1.734740960885810068e+02,1.624039816681014455e-04,2.526837248958707605e+01
1.742861463836263169e+02,1.580046364415216634e-04,2.548455814775832806e+01
1.750998860205319545e+02,1.495254917757119113e-04,2.569548300448724021e+01
1.759149491846486910e+02,1.366288322825026484e-04,2.590248440373698813e+01
1.767309816255770158e+02,1.360603280503899348e-04,2.610693897380985007e+01
1.775478040740045458e+02,1.399852244615819666e-04,2.630957786559164902e+01
1.783650618920458726e+02,1.512160451879701703e-04,2.651186577567235858e+01
1.791824751774945810e+02,1.746432470996642857e-04,2.671497873228879172e+01
1.799999503518335189e+02,2.150710604520119414e-04,2.691933745885787843e+01
1.808176908715957723e+02,2.571510281604076588e-04,2.712417547342012369e+01
1.816363764872251636e+02,3.079372241616880074e-04,2.732681882089436698e+01
1.824553659033386452e+02,3.589295338940969200e-04,2.752990128753750554e+01
1.832742472937408422e+02,3.940023557828777273e-04,2.773513238066525943e+01
1.840925184647703645e+02,3.959664221861143932e-04,2.794452573671015472e+01
1.849098410104962511e+02,3.579980078512793023e-04,2.815935699708407114e+01
1.857239348585379730e+02,2.372234332706986719e-04,2.838784460165589607e+01
1.863523072067960982e+02,5.591316089274047663e-01,2.847987329133903245e+01
1.866101038063650037e+02,7.511097091275125148e-01,2.926334577781443258e+01
1.871958805879011436e+02,6.137654124507424536e-01,2.985870417974222946e+01
1.875493645713038688e+02,1.178085499218909371e+00,2.933631281658471579e+01
1.881511310529048728e+02,7.962152500086467910e-01,2.979373443211754591e+01
1.887402695349073838e+02,2.052162677757845832e-01,2.964933879042767373e+01
1.894619341410544564e+02,3.389968886969842122e-04,3.004202548877782775e+01
1.901996798049433153e+02,6.228177978391225781e-04,3.045770211506675906e+01
1.909274340148656393e+02,5.363440104302337301e-04,3.089071423882843348e+01
1.916467619873402555e+02,1.432323776051020803e-04,3.133769226014032938e+01
1.923613245158068992e+02,2.003399836012121488e-02,3.179184184744273978e+01
1.930750892749273646e+02,3.810582762247585742e-02,3.224747322643353442e+01
1.938535554478667677e+02,5.535789137416694677e-02,3.258100319177559356e+01
1.946811266645873388e+02,7.210719934674901521e-02,3.276152125586688157e+01
1.955210735780739810e+02,8.645950119478450213e-02,3.287218667671692884e+01
1.963625288484828388e+02,9.445070128922111730e-02,3.297268557425577740e+01
1.971991835283036494e+02,9.255646300355264977e-02,3.310865637673008877e+01
1.980262576338098484e+02,7.872597614122626986e-02,3.329449618686474111e+01
1.988430238086733937e+02,5.506526022707831231e-02,3.352128761695756509e+01
1.996511990011055104e+02,2.635677032839205819e-02,3.377717228305827035e+01
2.004550617977864135e+02,3.646444567986787040e-05,3.404723236707127398e+01
2.012594351133682551e+02,2.099830893155369663e-04,3.431784988404899650e+01
2.020665783906644606e+02,3.537160273281554851e-04,3.458089807824030970e+01
2.028770581564436100e+02,5.237216486428403900e-04,3.483436977194615736e+01
2.036902437197238100e+02,7.261790966286841946e-04,3.507999423542303674e+01
2.045051259892447888e+02,7.889308854923183286e-04,3.532098249907772214e+01
2.053216898244591562e+02,7.361561977660426546e-04,3.555734477094385682e+01
2.061386256281855935e+02,6.687863956025656698e-04,3.579361887722762958e+01
2.069552085459181399e+02,5.907770388919442563e-04,3.603236027807466968e+01
2.077710420434940772e+02,5.055018390664943418e-04,3.627494287604058343e+01
2.085860394756434459e+02,4.761375543412523295e-04,3.652165240322099748e+01
2.094040903262506959e+02,4.571294666976957006e-04,3.675948661887949243e+01
2.102221196411095718e+02,4.456079143640243739e-04,3.699889794692306566e+01
2.110387261962859498e+02,4.366623623214137447e-04,3.724464778318493074e+01
2.118536165340049138e+02,4.261705416624701065e-04,3.749758124166102391e+01
2.126673300410487570e+02,3.689714223359950081e-04,3.775586008400318860e+01
2.134754299386463856e+02,3.058808653888997193e-04,3.803274118397646930e+01
2.142802891562594709e+02,2.343111839682614282e-04,3.832045060276200132e+01
2.150835821975993554e+02,1.581915652456799236e-04,3.861407952500232454e+01
2.158862086597179655e+02,8.052189467274532288e-05,3.891114489053691727e+01
2.166882499073267923e+02,5.111877983980211678e-05,3.921145142650311044e+01
2.174883346434952784e+02,2.737414222401400490e-05,3.951862297667069157e+01
2.182840013235439187e+02,2.859877556746214054e-03,3.983873526304947887e+01
2.190688728374339291e+02,1.776708731663823385e-02,4.018577369586687809e+01
2.198696403163048672e+02,2.741012297108482224e-02,4.049644300160696275e+01
2.206784308209944641e+02,2.508789762616573521e-02,4.078780355971105820e+01
2.214905023507234318e+02,1.275152194421911959e-02,4.107183226697922152e+01
2.223040946178335275e+02,2.801826890760253506e-06,4.135375673773327065e+01
2.231184813042357575e+02,2.075210294156758353e-05,4.163605086602560590e+01
2.239331739591411008e+02,3.315753330888820201e-05,4.191991307333832850e+01
2.247482110032741787e+02,4.601713547679630223e-05,4.220531089350716769e+01
2.255643681665828808e+02,5.818512003982967895e-05,4.249011052287985990e+01
2.263819649696675356e+02,6.854002394567567410e-05,4.277347776665485668e+01
2.272014760339311295e+02,4.680693727933450698e-05,4.305411104396690547e+01
2.280171041181369844e+02,1.012195966331888852e-01,4.333072173573790309e+01
2.287905625231813929e+02,3.965827620931712261e-01,4.359190409504203956e+01
2.295126255262126165e+02,7.991348643777423932e-01,4.385984390937025523e+01
2.301542146829652040e+02,1.300056557947600444e+00,4.416638834521735646e+01
2.306527627414233734e+02,1.917253481007695548e+00,4.452407216986244265e+01
2.309820328140647803e+02,2.617772248825202208e+00,4.492114351364860170e+01
2.312049680661612854e+02,3.344612376164585843e+00,4.534275364892466342e+01
2.313867458092256015e+02,4.073077378009743121e+00,4.577965100911323049e+01
2.315919306487389804e+02,4.770860688066002275e+00,4.625346133842474217e+01
2.319385474515642045e+02,5.379652329763128016e+00,4.676519486720447816e+01
