A	min	max
117.0	0.0	0.040589783998380126
118.0	0.004461134277264881	0.08434250032345782
119.0	0.016009476589197758	0.19670517214715322
120.0	0.051410760582197276	0.42617461948229907
121.0	0.1477324778400407	0.8384542060088715
122.0	0.37987699403054825	1.4977995291125639
123.0	0.8740878047691293	2.4372488871708637
124.0	1.7997500190860556	3.6300454278791814
125.0	3.3159988420867417	4.977425908819737
126.0	5.467157824565406	6.327977383327359
127.0	8.065919989878699	7.521498722109992
128.0	10.648569402724469	8.433618496404764
129.0	12.579798346031065	8.995856878823089
130.0	13.298453855078371	9.18452496878457
131.0	12.579798346031065	8.995856878823089
132.0	10.648569402724469	8.433618496404764
133.0	8.065919989878699	7.521498722109992
134.0	5.467157824565406	6.327977383327359
135.0	3.3159988420867417	4.977425908819737
136.0	1.7997500190860556	3.6300454278791814
137.0	0.8740878047691293	2.4372488871708637
138.0	0.37987699403054825	1.4977995291125639
139.0	0.1477324778400407	0.8384542060088715
140.0	0.051410760582197276	0.42617461948229907
141.0	0.016009476589197758	0.19670517214715322
142.0	0.004461134277264881	0.08434250032345782
143.0	0.0	0.040589783998380126
