 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39064457     -34.68935382       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457     -32.92052256       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457     -31.45887917       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457     -30.15653859       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457     -28.95705776       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457     -27.83137065       0.00000000       0.00000000       0.00000001       0.00000001
       0.39064457     -26.76205076       0.00000000       0.00000000       0.00000011       0.00000013
       0.39064457     -25.73761946       0.00000002       0.00000002       0.00000037       0.00000056
       0.39064457     -24.75001220       0.00000005       0.00000005       0.00000025       0.00000047
       0.39064457     -23.79328930       0.00000004       0.00000004       0.00000001       0.00000002
       0.39064457     -22.86291506       0.00000001       0.00000001       0.00000000       0.00000000
       0.39064457     -21.95532520       0.00000001       0.00000002       0.00000000       0.00000000
       0.39064457     -21.06765267       0.00000001       0.00000001       0.00000000       0.00000000
       0.39064457     -20.19754598       0.00000003       0.00000001       0.00000001       0.00000000
       0.39064457     -19.34304445       0.00000008       0.00000001       0.00000009       0.00000000
       0.39064457     -18.50248981       0.00000038       0.00000001       0.00000442       0.00000000
       0.39064457     -17.67446210       0.00000155       0.00000012       0.00011931       0.00000023
       0.39064457     -16.85773191       0.00000536       0.00000030       0.00057069       0.00000117
       0.39064457     -16.05122431       0.00002333       0.00000211       0.00222698       0.00004132
       0.39064457     -15.25399103       0.00010224       0.00001598       0.01253271       0.00112716
       0.39064457     -14.46518865       0.00043548       0.00009726       0.05058432       0.00977822
       0.39064457     -13.68406141       0.00203397       0.00068427       0.18809265       0.07747989
       0.39064457     -12.90992731       0.00811344       0.00382374       0.46608267       0.35334603
       0.39064457     -12.14216684       0.02121078       0.01244890       0.63408432       0.61659275
       0.39064457     -11.38021378       0.03523200       0.02377580       0.62871486       0.67336636
       0.39064457     -10.62354752       0.04267034       0.03053055       0.54308026       0.59721490
       0.39064457      -9.87168665       0.04546944       0.03147566       0.50257581       0.48186255
       0.39064457      -9.12418359       0.04662978       0.03106513       0.51740550       0.45650738
       0.39064457      -8.38061993       0.04628050       0.03160981       0.50429156       0.51961118
       0.39064457      -7.64060253       0.04644248       0.03064191       0.50717301       0.47003647
       0.39064457      -6.90376006       0.04856842       0.02793040       0.59605451       0.33375750
       0.39064457      -6.16974002       0.04899268       0.02708499       0.62636462       0.31450336
       0.39064457      -5.43820611       0.04608080       0.02901159       0.53024303       0.45136094
       0.39064457      -4.70883587       0.04364877       0.03060904       0.45222889       0.58252765
       0.39064457      -3.98131860       0.04393717       0.03007035       0.47274249       0.56767440
       0.39064457      -3.25535342       0.04505202       0.02899635       0.50519560       0.49057334
       0.39064457      -2.53064753       0.04561133       0.02872648       0.51668590       0.46681612
       0.39064457      -1.80691456       0.04542505       0.02848284       0.53701541       0.48096365
       0.39064457      -1.08387310       0.04377163       0.02750705       0.53592502       0.47884703
       0.39064457      -0.36124516       0.04164497       0.02645669       0.50245630       0.45813951
       0.39064457       0.36124516       0.04164497       0.02645669       0.50245632       0.45813952
       0.39064457       1.08387310       0.04377164       0.02750705       0.53592503       0.47884703
       0.39064457       1.80691456       0.04542505       0.02848284       0.53701539       0.48096363
       0.39064457       2.53064753       0.04561133       0.02872648       0.51668592       0.46681609
       0.39064457       3.25535342       0.04505202       0.02899635       0.50519562       0.49057337
       0.39064457       3.98131860       0.04393717       0.03007035       0.47274244       0.56767446
       0.39064457       4.70883587       0.04364877       0.03060904       0.45222887       0.58252767
       0.39064457       5.43820611       0.04608081       0.02901159       0.53024311       0.45136088
       0.39064457       6.16974002       0.04899268       0.02708499       0.62636464       0.31450333
       0.39064457       6.90376006       0.04856842       0.02793040       0.59605442       0.33375755
       0.39064457       7.64060253       0.04644247       0.03064191       0.50717299       0.47003651
       0.39064457       8.38061993       0.04628050       0.03160981       0.50429163       0.51961112
       0.39064457       9.12418359       0.04662978       0.03106513       0.51740547       0.45650731
       0.39064457       9.87168665       0.04546943       0.03147566       0.50257575       0.48186259
       0.39064457      10.62354752       0.04267034       0.03053054       0.54308032       0.59721498
       0.39064457      11.38021378       0.03523199       0.02377579       0.62871494       0.67336636
       0.39064457      12.14216684       0.02121077       0.01244889       0.63408429       0.61659264
       0.39064457      12.90992731       0.00811343       0.00382374       0.46608246       0.35334581
       0.39064457      13.68406141       0.00203397       0.00068427       0.18809237       0.07747977
       0.39064457      14.46518865       0.00043548       0.00009726       0.05058417       0.00977820
       0.39064457      15.25399103       0.00010224       0.00001598       0.01253265       0.00112716
       0.39064457      16.05122431       0.00002333       0.00000211       0.00222696       0.00004132
       0.39064457      16.85773191       0.00000536       0.00000030       0.00057068       0.00000117
       0.39064457      17.67446210       0.00000155       0.00000012       0.00011931       0.00000023
       0.39064457      18.50248981       0.00000038       0.00000001       0.00000442       0.00000000
       0.39064457      19.34304445       0.00000008       0.00000001       0.00000009       0.00000000
       0.39064457      20.19754598       0.00000003       0.00000001       0.00000001       0.00000000
       0.39064457      21.06765267       0.00000001       0.00000001       0.00000000       0.00000000
       0.39064457      21.95532520       0.00000001       0.00000002       0.00000000       0.00000000
       0.39064457      22.86291506       0.00000001       0.00000001       0.00000000       0.00000000
       0.39064457      23.79328930       0.00000004       0.00000004       0.00000001       0.00000002
       0.39064457      24.75001220       0.00000005       0.00000005       0.00000025       0.00000047
       0.39064457      25.73761946       0.00000002       0.00000002       0.00000037       0.00000056
       0.39064457      26.76205076       0.00000000       0.00000000       0.00000011       0.00000013
       0.39064457      27.83137065       0.00000000       0.00000000       0.00000001       0.00000001
       0.39064457      28.95705776       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457      30.15653859       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457      31.45887917       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457      32.92052256       0.00000000       0.00000000       0.00000000       0.00000000
       0.39064457      34.68935382       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -34.68935382       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -32.92052256       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -31.45887917       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -30.15653859       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -28.95705776       0.00000000       0.00000000       0.00000000       0.00000000
       0.89683298     -27.83137065       0.00000000       0.00000000       0.00000001       0.00000001
       0.89683298     -26.76205076       0.00000000       0.00000000       0.00000009       0.00000012
       0.89683298     -25.73761946       0.00000002       0.00000002       0.00000031       0.00000049
       0.89683298     -24.75001220       0.00000005       0.00000005       0.00000022       0.00000041
       0.89683298     -23.79328930       0.00000003       0.00000003       0.00000001       0.00000002
