Q20,Q30
3.200000000000000000e+01,0.000000000000000000e+00
3.241489400545491151e+01,4.450683095875004325e-01
3.284205355760649070e+01,8.785499583933898959e-01
3.339318416952291813e+01,1.136061747839251845e+00
3.395906355462523152e+01,1.360419362138844734e+00
3.453137812298725606e+01,1.566160045371800980e+00
3.510945279283411935e+01,1.757394841478948422e+00
3.569092148382546981e+01,1.935116492270489763e+00
3.627702679149767562e+01,2.100664947139008643e+00
3.686326410246706331e+01,2.261402510524707754e+00
3.745170020343899608e+01,2.419049266856459823e+00
3.803922381854609114e+01,2.574461287813375687e+00
3.862828782828958651e+01,2.730335584213201550e+00
3.921509521135705967e+01,2.887909862826586682e+00
3.980255020950149003e+01,3.050318233155298930e+00
4.038624492632867202e+01,3.218615951551233589e+00
4.097464054706543379e+01,3.378177298604395862e+00
4.156561423147043399e+01,3.518247854179619161e+00
4.216497857925137538e+01,3.630474559878269059e+00
4.276755478737668881e+01,3.705014043402254043e+00
4.337675745180257536e+01,3.733664571236019913e+00
4.398315463011729776e+01,3.709599484318197415e+00
4.458762256813523095e+01,3.628194070055361653e+00
4.518164417001422350e+01,3.506189317977667752e+00
4.577189474009361447e+01,3.352525841943521101e+00
4.635155397667737986e+01,3.176208347276229027e+00
4.692870913798682153e+01,2.979107138967659996e+00
4.749562166567021393e+01,2.766993920281012542e+00
4.806099207615919511e+01,2.538480621650994529e+00
4.861839834564371188e+01,2.304091759617616919e+00
4.917902670078029814e+01,2.064440284078588483e+00
4.973488321205044826e+01,1.827945175095225361e+00
5.029797850074304932e+01,1.594430305484418664e+00
5.085906748532646304e+01,1.372202845018913875e+00
5.143086256832489056e+01,1.161140372989396319e+00
5.200253778138132077e+01,9.694697208693126012e-01
5.258719635025460803e+01,7.973585787791770407e-01
5.317103445944256634e+01,6.487907594569541914e-01
5.376682749585660304e+01,5.203202111760109050e-01
5.435920068873092248e+01,4.132555767497679278e-01
5.496202109314057793e+01,3.229058344389683088e-01
5.555888458418581877e+01,2.481359573011571173e-01
5.616506244213436361e+01,1.832890053430583643e-01
5.676315804406699783e+01,1.230947214670848888e-01
5.737044813113334385e+01,6.884290619944312406e-02
5.796966013238544235e+01,2.611457075072157880e-02
5.857889906486625620e+01,5.257515330760498566e-04
5.917925813913667099e+01,2.228674817146093778e-03
5.978910567044284363e+01,2.429633169281450455e-03
6.038911499994859611e+01,2.288293472531150331e-03
6.099901943125810533e+01,1.836824790070550138e-03
6.159872282033608570e+01,1.388846178362120216e-03
6.220865582474106503e+01,9.036022201089272728e-04
6.280808395238489084e+01,3.288824643591434357e-04
6.341800196301093706e+01,2.830452360470883406e-03
6.401714355989525984e+01,8.022304485948140301e-03
6.462704236656136914e+01,7.526362731106923248e-03
6.522596519263561277e+01,4.434604364682198478e-03
6.583580956600194156e+01,1.247421728344934571e-03
6.643453622068777520e+01,1.073564743561883827e-04
6.704431846995947808e+01,3.843125127883590189e-04
6.764287299337422610e+01,4.370162456484975606e-04
6.825256122717711094e+01,3.755972479511882024e-04
6.885097352285389150e+01,3.806786521373977565e-04
6.946054298833627172e+01,6.527560422085723537e-04
7.005883962251296282e+01,1.095631071329720898e-03
7.066826228272783794e+01,1.706706338725379451e-03
7.126646154838304881e+01,2.350610811215470171e-03
7.187570598329196514e+01,3.139356162832492980e-03
7.247384945936357781e+01,2.288473651665609565e-03
7.308292898847793140e+01,6.227901847477687949e-03
7.368025013841840121e+01,3.726139651595521823e-02
7.428727360955005565e+01,8.513121940147058697e-02
7.488297898779866557e+01,1.384566243252464413e-01
7.548963104958811243e+01,1.887071041627439161e-01
7.608668557869322058e+01,2.235233063699273715e-01
7.669511304389207851e+01,2.349041346025923516e-01
7.729311669365307580e+01,2.266186439252060314e-01
7.790103161897404505e+01,2.036060509381092676e-01
7.849818557327363067e+01,1.708883038662211973e-01
