 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39185515     -34.35908498       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -32.60709434       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -31.15936689       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -29.86942558       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -28.68136471       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -27.56639499       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515     -26.50725584       0.00000000       0.00000000       0.00000003       0.00000001
       0.39185515     -25.49257790       0.00000001       0.00000001       0.00000008       0.00000002
       0.39185515     -24.51437340       0.00000003       0.00000002       0.00000006       0.00000002
       0.39185515     -23.56675922       0.00000002       0.00000002       0.00000000       0.00000000
       0.39185515     -22.64524284       0.00000001       0.00000001       0.00000000       0.00000000
       0.39185515     -21.74629393       0.00000002       0.00000002       0.00000000       0.00000000
       0.39185515     -20.86707271       0.00000001       0.00000001       0.00000000       0.00000000
       0.39185515     -20.00525010       0.00000002       0.00000001       0.00000000       0.00000000
       0.39185515     -19.15888406       0.00000005       0.00000001       0.00000001       0.00000000
       0.39185515     -18.32633214       0.00000014       0.00000001       0.00000064       0.00000000
       0.39185515     -17.50618788       0.00000060       0.00000002       0.00001154       0.00000000
       0.39185515     -16.69723358       0.00000233       0.00000011       0.00026968       0.00000018
       0.39185515     -15.89840454       0.00000824       0.00000040       0.00123457       0.00000496
       0.39185515     -15.10876152       0.00003388       0.00000325       0.00402609       0.00012560
       0.39185515     -14.32746913       0.00014184       0.00002362       0.01844925       0.00183669
       0.39185515     -13.55377882       0.00059262       0.00015329       0.07102086       0.01535265
       0.39185515     -12.78701506       0.00259269       0.00103490       0.23073564       0.11556584
       0.39185515     -12.02656425       0.00952838       0.00508720       0.49719794       0.42150332
       0.39185515     -11.27186555       0.02336986       0.01476922       0.64161259       0.64866021
       0.39185515     -10.52240332       0.03697931       0.02605020       0.61834471       0.68141369
       0.39185515      -9.77770074       0.04361290       0.03174359       0.52141226       0.59266000
       0.39185515      -9.03731447       0.04720353       0.03180909       0.50577962       0.47525342
       0.39185515      -8.30083010       0.04880672       0.03198138       0.52887336       0.48659390
       0.39185515      -7.56785823       0.04642454       0.03368487       0.46225123       0.58328707
       0.39185515      -6.83803105       0.04689298       0.03178086       0.47005132       0.49532134
       0.39185515      -6.11099943       0.05319347       0.02680156       0.64103727       0.29565041
       0.39185515      -5.38643028       0.05514458       0.02539146       0.68724557       0.26467684
       0.39185515      -4.66400420       0.05014889       0.02812084       0.57131797       0.39485354
       0.39185515      -3.94341344       0.04719889       0.02987202       0.50573883       0.47319589
       0.39185515      -3.22436000       0.04758370       0.02951219       0.52060083       0.44697652
       0.39185515      -2.50655385       0.04642097       0.03007213       0.47725504       0.46641764
       0.39185515      -1.78971137       0.04491919       0.03158967       0.43957404       0.54992218
       0.39185515      -1.07355381       0.04495994       0.03210999       0.46405856       0.60092959
       0.39185515      -0.35780583       0.04432954       0.03200227       0.46202654       0.60659258
       0.39185515       0.35780583       0.04330335       0.03235541       0.42582870       0.61621679
       0.39185515       1.07355381       0.04406160       0.03287176       0.42895598       0.63732439
       0.39185515       1.78971137       0.04508143       0.03299501       0.44652237       0.64307394
       0.39185515       2.50655385       0.04440830       0.03279615       0.44104435       0.62830195
       0.39185515       3.22436000       0.04357287       0.03274550       0.43907198       0.62305450
       0.39185515       3.94341344       0.04430343       0.03311878       0.45831175       0.64009036
       0.39185515       4.66400420       0.04552615       0.03361689       0.47163107       0.65187241
       0.39185515       5.38643028       0.04535030       0.03402301       0.45902618       0.64892501
       0.39185515       6.11099943       0.04399233       0.03440146       0.42359252       0.65345392
       0.39185515       6.83803105       0.04426614       0.03415620       0.42140228       0.64556890
       0.39185515       7.56785823       0.04627446       0.03363795       0.45695152       0.60753079
       0.39185515       8.30083010       0.04590333       0.03553599       0.43209793       0.64385256
       0.39185515       9.03731447       0.04419067       0.03917990       0.37936048       0.74707710
       0.39185515       9.77770074       0.04738553       0.03882517       0.47202261       0.73795782
       0.39185515      10.52240332       0.05230736       0.03382017       0.61066527       0.52009274
       0.39185515      11.27186555       0.05008392       0.03141074       0.56323905       0.38101225
       0.39185515      12.02656425       0.04450540       0.03339561       0.47278024       0.50895915
       0.39185515      12.78701506       0.04102570       0.03227048       0.57528115       0.69428645
       0.39185515      13.55377882       0.03229697       0.02299422       0.71391040       0.77494779
       0.39185515      14.32746913       0.01712418       0.01055977       0.71636466       0.72224422
       0.39185515      15.10876152       0.00574739       0.00288183       0.53986705       0.45415550
       0.39185515      15.89840454       0.00138566       0.00048738       0.24919433       0.11420740
       0.39185515      16.69723358       0.00031863       0.00006931       0.08928404       0.01917967
       0.39185515      17.50618788       0.00008031       0.00001097       0.02505069       0.00267870
       0.39185515      18.32633214       0.00002017       0.00000140       0.00477573       0.00003136
       0.39185515      19.15888406       0.00000568       0.00000020       0.00148880       0.00000069
       0.39185515      20.00525010       0.00000196       0.00000010       0.00053725       0.00000023
       0.39185515      20.86707271       0.00000054       0.00000002       0.00001221       0.00000000
       0.39185515      21.74629393       0.00000013       0.00000003       0.00000030       0.00000000
       0.39185515      22.64524284       0.00000006       0.00000002       0.00000003       0.00000000
       0.39185515      23.56675922       0.00000007       0.00000002       0.00000010       0.00000000
       0.39185515      24.51437340       0.00000006       0.00000004       0.00000082       0.00000050
       0.39185515      25.49257790       0.00000002       0.00000002       0.00000075       0.00000092
       0.39185515      26.50725584       0.00000000       0.00000000       0.00000016       0.00000024
       0.39185515      27.56639499       0.00000000       0.00000000       0.00000001       0.00000002
       0.39185515      28.68136471       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515      29.86942558       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515      31.15936689       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515      32.60709434       0.00000000       0.00000000       0.00000000       0.00000000
       0.39185515      34.35908498       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -34.35908498       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -32.60709434       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -31.15936689       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -29.86942558       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -28.68136471       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -27.56639499       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221     -26.50725584       0.00000000       0.00000000       0.00000002       0.00000000
       0.89961221     -25.49257790       0.00000001       0.00000001       0.00000006       0.00000001
       0.89961221     -24.51437340       0.00000002       0.00000002       0.00000004       0.00000002
       0.89961221     -23.56675922       0.00000002       0.00000002       0.00000000       0.00000000
       0.89961221     -22.64524284       0.00000001       0.00000001       0.00000000       0.00000000
       0.89961221     -21.74629393       0.00000001       0.00000001       0.00000000       0.00000000
       0.89961221     -20.86707271       0.00000001       0.00000001       0.00000000       0.00000000
       0.89961221     -20.00525010       0.00000002       0.00000001       0.00000000       0.00000000
       0.89961221     -19.15888406       0.00000005       0.00000001       0.00000001       0.00000000
       0.89961221     -18.32633214       0.00000013       0.00000001       0.00000040       0.00000000
       0.89961221     -17.50618788       0.00000056       0.00000002       0.00001243       0.00000000
       0.89961221     -16.69723358       0.00000219       0.00000011       0.00024236       0.00000017
       0.89961221     -15.89840454       0.00000776       0.00000036       0.00119155       0.00000349
       0.89961221     -15.10876152       0.00003192       0.00000292       0.00394507       0.00009111
       0.89961221     -14.32746913       0.00013375       0.00002162       0.01822203       0.00161437
       0.89961221     -13.55377882       0.00055484       0.00013962       0.06983036       0.01413743
       0.89961221     -12.78701506       0.00241214       0.00094047       0.22455444       0.10784029
       0.89961221     -12.02656425       0.00894300       0.00469999       0.49142819       0.41053532
       0.89961221     -11.27186555       0.02240367       0.01399805       0.64524316       0.64935200
       0.89961221     -10.52240332       0.03629434       0.02535969       0.63193662       0.69279423
       0.89961221      -9.77770074       0.04333517       0.03158493       0.53514588       0.61260074
       0.89961221      -9.03731447       0.04688204       0.03185864       0.50718724       0.48768399
       0.89961221      -8.30083010       0.04896481       0.03152298       0.53738836       0.46734221
       0.89961221      -7.56785823       0.04722638       0.03313680       0.48929741       0.56807361
       0.89961221      -6.83803105       0.04604206       0.03284040       0.44912321       0.55827991
       0.89961221      -6.11099943       0.04888057       0.02994215       0.52828302       0.44033764
       0.89961221      -5.38643028       0.04965793       0.02902786       0.55304078       0.42410764
       0.89961221      -4.66400420       0.04674676       0.03061384       0.48028141       0.51299278
       0.89961221      -3.94341344       0.04603740       0.03106417       0.47267292       0.53841638
       0.89961221      -3.22436000       0.04740046       0.03004983       0.51166697       0.48716018
       0.89961221      -2.50655385       0.04704972       0.03004808       0.49408159       0.48320136
       0.89961221      -1.78971137       0.04641179       0.03078541       0.48549790       0.53031288
       0.89961221      -1.07355381       0.04676376       0.03067937       0.51954209       0.54688946
       0.89961221      -0.35780583       0.04620472       0.03018487       0.51646517       0.52669476
       0.89961221       0.35780583       0.04559042       0.03021831       0.49034505       0.51917576
       0.89961221       1.07355381       0.04682258       0.03052151       0.50815341       0.53207871
       0.89961221       1.78971137       0.04784738       0.03062087       0.52732131       0.53660128
       0.89961221       2.50655385       0.04679422       0.03049286       0.51169047       0.52177667
       0.89961221       3.22436000       0.04556086       0.03049076       0.49704484       0.51413926
       0.89961221       3.94341344       0.04602604       0.03086842       0.50664780       0.52758370
       0.89961221       4.66400420       0.04727796       0.03128385       0.51960856       0.53518568
       0.89961221       5.38643028       0.04756113       0.03148991       0.52003386       0.52719950
       0.89961221       6.11099943       0.04666221       0.03172956       0.49926054       0.52995976
       0.89961221       6.83803105       0.04686245       0.03164067       0.49635432       0.52898298
       0.89961221       7.56785823       0.04887250       0.03115395       0.53362355       0.49391134
       0.89961221       8.30083010       0.04924837       0.03226145       0.53077883       0.50397087
       0.89961221       9.03731447       0.04764208       0.03503403       0.48019637       0.58478698
       0.89961221       9.77770074       0.04852918       0.03552603       0.50352085       0.58857775
       0.89961221      10.52240332       0.05049494       0.03297527       0.56451467       0.46392216
       0.89961221      11.27186555       0.04797858       0.03213256       0.52018766       0.42106719
       0.89961221      12.02656425       0.04376691       0.03357129       0.48623951       0.55725746
       0.89961221      12.78701506       0.04010572       0.03107833       0.60552769       0.71450402
       0.89961221      13.55377882       0.03035433       0.02122642       0.72091309       0.77464391
       0.89961221      14.32746913       0.01549872       0.00939159       0.70433613       0.70548245
       0.89961221      15.10876152       0.00509409       0.00249249       0.51254486       0.42028821
       0.89961221      15.89840454       0.00123158       0.00041816       0.22753136       0.09718997
       0.89961221      16.69723358       0.00028912       0.00006087       0.07954246       0.01505575
       0.89961221      17.50618788       0.00007412       0.00000992       0.02232456       0.00198275
       0.89961221      18.32633214       0.00001880       0.00000129       0.00475894       0.00003153
       0.89961221      19.15888406       0.00000532       0.00000019       0.00162851       0.00000092
       0.89961221      20.00525010       0.00000183       0.00000009       0.00048083       0.00000021
       0.89961221      20.86707271       0.00000051       0.00000002       0.00000886       0.00000000
       0.89961221      21.74629393       0.00000013       0.00000003       0.00000041       0.00000001
       0.89961221      22.64524284       0.00000006       0.00000001       0.00000003       0.00000000
       0.89961221      23.56675922       0.00000007       0.00000002       0.00000012       0.00000001
       0.89961221      24.51437340       0.00000006       0.00000004       0.00000071       0.00000043
       0.89961221      25.49257790       0.00000002       0.00000002       0.00000058       0.00000070
       0.89961221      26.50725584       0.00000000       0.00000000       0.00000012       0.00000018
       0.89961221      27.56639499       0.00000000       0.00000000       0.00000001       0.00000001
       0.89961221      28.68136471       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221      29.86942558       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221      31.15936689       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221      32.60709434       0.00000000       0.00000000       0.00000000       0.00000000
       0.89961221      34.35908498       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -34.35908498       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -32.60709434       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -31.15936689       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -29.86942558       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -28.68136471       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -27.56639499       0.00000000       0.00000000       0.00000000       0.00000000
       1.41070473     -26.50725584       0.00000000       0.00000000       0.00000001       0.00000000
       1.41070473     -25.49257790       0.00000001       0.00000001       0.00000003       0.00000001
