 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39074610     -34.55440376       0.00000000       0.00000000       0.00000000       0.00000000
       0.39074610     -32.79245369       0.00000000       0.00000000       0.00000000       0.00000000
       0.39074610     -31.33649644       0.00000000       0.00000000       0.00000000       0.00000000
       0.39074610     -30.03922229       0.00000000       0.00000000       0.00000000       0.00000000
       0.39074610     -28.84440773       0.00000000       0.00000000       0.00000000       0.00000000
       0.39074610     -27.72309982       0.00000000       0.00000000       0.00000000       0.00000001
       0.39074610     -26.65793985       0.00000000       0.00000000       0.00000005       0.00000017
       0.39074610     -25.63749384       0.00000003       0.00000003       0.00000024       0.00000068
       0.39074610     -24.65372861       0.00000006       0.00000006       0.00000023       0.00000050
       0.39074610     -23.70072759       0.00000005       0.00000004       0.00000002       0.00000002
       0.39074610     -22.77397273       0.00000002       0.00000002       0.00000000       0.00000000
       0.39074610     -21.86991362       0.00000003       0.00000003       0.00000001       0.00000001
       0.39074610     -20.98569435       0.00000002       0.00000001       0.00000000       0.00000000
       0.39074610     -20.11897259       0.00000004       0.00000001       0.00000001       0.00000000
       0.39074610     -19.26779528       0.00000008       0.00000001       0.00000006       0.00000000
       0.39074610     -18.43051061       0.00000033       0.00000001       0.00000150       0.00000000
       0.39074610     -17.60570413       0.00000142       0.00000010       0.00006420       0.00000007
       0.39074610     -16.79215122       0.00000514       0.00000024       0.00048291       0.00000037
       0.39074610     -15.98878113       0.00002155       0.00000180       0.00194578       0.00002151
       0.39074610     -15.19464927       0.00009407       0.00001454       0.00996432       0.00091505
       0.39074610     -14.40891553       0.00039989       0.00009281       0.04296534       0.00892866
       0.39074610     -13.63082707       0.00181791       0.00065486       0.15967765       0.07168693
       0.39074610     -12.85970454       0.00735696       0.00366565       0.42901711       0.34461353
       0.39074610     -12.09493085       0.02030335       0.01212166       0.63240320       0.62090915
       0.39074610     -11.33594197       0.03530722       0.02360675       0.65110173       0.68551684
       0.39074610     -10.58221932       0.04289433       0.03048865       0.54810293       0.60447920
       0.39074610      -9.83328338       0.04564195       0.03088927       0.48587079       0.46238643
       0.39074610      -9.08868828       0.04838440       0.03036694       0.52874117       0.42898050
       0.39074610      -8.34801727       0.04834832       0.03212431       0.51770474       0.52805060
       0.39074610      -7.61087872       0.04844503       0.03157876       0.50468837       0.47492999
       0.39074610      -6.87690274       0.05353124       0.02724797       0.63687763       0.28304675
       0.39074610      -6.14573822       0.05566334       0.02559042       0.69113962       0.24040834
       0.39074610      -5.41705016       0.04938747       0.02935706       0.55134847       0.43175563
       0.39074610      -4.69051735       0.04378801       0.03276869       0.42168734       0.62721009
       0.39074610      -3.96583030       0.04442597       0.03160935       0.46396433       0.61422705
       0.39074610      -3.24268930       0.04651126       0.02890733       0.51986642       0.49212666
       0.39074610      -2.52080269       0.04698620       0.02786542       0.52603662       0.43845251
       0.39074610      -1.79988522       0.04661793       0.02763020       0.54205612       0.44689460
       0.39074610      -1.07965657       0.04466626       0.02700242       0.53900486       0.45113100
       0.39074610      -0.35983983       0.04192807       0.02633446       0.49546959       0.44011342
       0.39074610       0.35983983       0.04192807       0.02633446       0.49546958       0.44011343
       0.39074610       1.07965657       0.04466626       0.02700242       0.53900487       0.45113104
       0.39074610       1.79988522       0.04661793       0.02763020       0.54205613       0.44689467
       0.39074610       2.52080269       0.04698620       0.02786542       0.52603656       0.43845263
       0.39074610       3.24268930       0.04651126       0.02890734       0.51986632       0.49212672
       0.39074610       3.96583030       0.04442597       0.03160935       0.46396435       0.61422692
       0.39074610       4.69051735       0.04378801       0.03276869       0.42168748       0.62720980
       0.39074610       5.41705016       0.04938748       0.02935706       0.55134863       0.43175537
       0.39074610       6.14573822       0.05566335       0.02559041       0.69113973       0.24040825
       0.39074610       6.87690274       0.05353124       0.02724797       0.63687763       0.28304678
       0.39074610       7.61087872       0.04844502       0.03157876       0.50468817       0.47493023
       0.39074610       8.34801727       0.04834832       0.03212432       0.51770458       0.52805089
       0.39074610       9.08868828       0.04838440       0.03036694       0.52874123       0.42898054
       0.39074610       9.83328338       0.04564196       0.03088927       0.48587084       0.46238630
