Z	min	max
42.0	0.012068303838617105	0.13055886403997607
43.0	0.0486056777265244	0.2111910921611598
44.0	0.35002542980330276	1.265360934735129
45.0	0.6219172284390988	1.439398616688424
46.0	4.253285751584075	6.614669793475193
47.0	3.150544437936962	5.03230013623188
48.0	19.04471692789751	15.781013313436246
49.0	6.822588747249054	9.312121655536666
50.0	31.392494991049695	20.426771187390642
51.0	6.822588747249054	9.312121655536666
52.0	19.04471692789751	15.781013313436246
53.0	3.150544437936962	5.03230013623188
54.0	4.253285751584075	6.614669793475193
55.0	0.6219172284390988	1.439398616688424
56.0	0.35002542980330276	1.265360934735129
57.0	0.0486056777265244	0.2111910921611598
58.0	0.012068303838617105	0.13055886403997607
