A	min	max
60.0	0.0	2.9393836793079396e-05
61.0	3.616441937670788e-08	9.90310156795073e-05
62.0	4.630598880661089e-06	0.00032045216994061436
63.0	2.063497754577219e-05	0.0009164223380884718
64.0	0.00010554970100543046	0.0023853552228220534
65.0	0.00034485318517946936	0.005584571414369594
66.0	0.0010224689630513226	0.01187284571996796
67.0	0.002713852475149868	0.02295591275098931
68.0	0.006562696939250941	0.04055228547016131
69.0	0.014410966634445462	0.06573297302636615
70.0	0.028882640143640084	0.09841424193975366
71.0	0.05285950846090399	0.13706396188821618
72.0	0.088671817742836	0.17911809061930478
73.0	0.13687830275375243	0.22165332738595284
74.0	0.19560614929846698	0.2622551947891274
75.0	0.2606891411335409	0.2994828461056247
76.0	0.3271659747659475	0.33320157199846184
77.0	0.39088485336191214	0.3643136366898335
78.0	0.4497592146220293	0.3943650172412822
79.0	0.5036511460687512	0.42479575986900775
80.0	0.5537731493764194	0.4566092021833607
81.0	0.6017278484342586	0.49021171967461447
82.0	0.6493529610500374	0.5259338008623761
83.0	0.6983501609640904	0.5641529317027689
84.0	0.7501158979928682	0.6053125992320529
85.0	0.805207420407535	0.6494658515446489
86.0	0.863738156221284	0.6965219511191235
87.0	0.9256565354478558	0.746345027004124
88.0	0.9914213782507942	0.7992739741762153
89.0	1.0615410680745785	0.8557020125597231
90.0	1.1363060137774381	0.9158576596836512
91.0	1.2152017245437383	0.979328924604359
92.0	1.297929678758653	1.0458766120827743
93.0	1.3846098245906875	1.1155954374337569
94.0	1.4759612805321198	1.1890599349862185
95.0	1.5720827316156913	1.2663482773986827
96.0	1.6725746106204944	1.3471403531701633
97.0	1.7764600842687526	1.4307138568842561
98.0	1.8835713606413749	1.5170691612131055
99.0	1.9939627441662968	1.6065820231506274
100.0	2.1065247667654843	1.6994563062107397
101.0	2.217065391379527	1.7944831444736502
102.0	2.3174479935600663	1.8896490752883892
103.0	2.395008736927576	1.9823037953751375
104.0	2.4322496134963916	2.068863100705321
105.0	2.4073412038034383	2.143036496350136
106.0	2.2985693018044318	2.1945027070828003
107.0	2.093041080611394	2.2092923334292953
108.0	1.7968950360109643	2.1728326672299993
109.0	1.439318556745813	2.073654588015925
110.0	1.0662936746720537	1.9068921406424848
111.0	0.725403997524387	1.6766081128902754
112.0	0.45070869541743985	1.3976063505152079
113.0	0.25463266114609695	1.0946964410253448
114.0	0.1303950488473221	0.7986525171016237
115.0	0.060325223299052974	0.5383351762641618
116.0	0.025195870755428437	0.33299547935614093
117.0	0.009452446510472917	0.18791956399283993
118.0	0.0031891943380590454	0.09633693698652082
119.0	0.0009244647308153872	0.0446744950905389
120.0	0.00023797392811336347	0.01871293237556873
121.0	0.0	0.0070211952267220665
122.0	0.0	0.002375942089987747
123.0	0.0	0.0007022807376337746
124.0	0.0	0.00018201938520402607
125.0	0.0	0.0
126.0	0.0	0.0
127.0	0.0	0.0
128.0	0.0	0.0
129.0	0.0	0.0
130.0	0.0	0.0
131.0	0.0	0.0
132.0	0.0	0.00018201938520402607
133.0	0.0	0.0007022807376337746
134.0	0.0	0.002375942089987747
135.0	0.0	0.0070211952267220665
136.0	0.00023797392811336347	0.01871293237556873
137.0	0.0009244647308153872	0.0446744950905389
138.0	0.0031891943380590454	0.09633693698652082
139.0	0.009452446510472917	0.18791956399283993
140.0	0.025195870755428437	0.33299547935614093
141.0	0.060325223299052974	0.5383351762641618
142.0	0.1303950488473221	0.7986525171016237
143.0	0.25463266114609695	1.0946964410253448
144.0	0.45070869541743985	1.3976063505152079
145.0	0.725403997524387	1.6766081128902754
146.0	1.0662936746720537	1.9068921406424848
147.0	1.439318556745813	2.073654588015925
148.0	1.7968950360109643	2.1728326672299993
149.0	2.093041080611394	2.2092923334292953
150.0	2.2985693018044318	2.1945027070828003
151.0	2.4073412038034383	2.143036496350136
152.0	2.4322496134963916	2.068863100705321
153.0	2.395008736927576	1.9823037953751375
154.0	2.3174479935600663	1.8896490752883892
155.0	2.217065391379527	1.7944831444736502
156.0	2.1065247667654843	1.6994563062107397
157.0	1.9939627441662968	1.6065820231506274
158.0	1.8835713606413749	1.5170691612131055
159.0	1.7764600842687526	1.4307138568842561
160.0	1.6725746106204944	1.3471403531701633
161.0	1.5720827316156913	1.2663482773986827
162.0	1.4759612805321198	1.1890599349862185
163.0	1.3846098245906875	1.1155954374337569
164.0	1.297929678758653	1.0458766120827743
165.0	1.2152017245437383	0.979328924604359
166.0	1.1363060137774381	0.9158576596836512
167.0	1.0615410680745785	0.8557020125597231
168.0	0.9914213782507942	0.7992739741762153
169.0	0.9256565354478558	0.746345027004124
170.0	0.863738156221284	0.6965219511191235
171.0	0.805207420407535	0.6494658515446489
172.0	0.7501158979928682	0.6053125992320529
173.0	0.6983501609640904	0.5641529317027689
174.0	0.6493529610500374	0.5259338008623761
175.0	0.6017278484342586	0.49021171967461447
176.0	0.5537731493764194	0.4566092021833607
177.0	0.5036511460687512	0.42479575986900775
178.0	0.4497592146220293	0.3943650172412822
179.0	0.39088485336191214	0.3643136366898335
180.0	0.3271659747659475	0.33320157199846184
181.0	0.2606891411335409	0.2994828461056247
182.0	0.19560614929846698	0.2622551947891274
183.0	0.13687830275375243	0.22165332738595284
184.0	0.088671817742836	0.17911809061930478
185.0	0.05285950846090399	0.13706396188821618
186.0	0.028882640143640084	0.09841424193975366
187.0	0.014410966634445462	0.06573297302636615
188.0	0.006562696939250941	0.04055228547016131
189.0	0.002713852475149868	0.02295591275098931
190.0	0.0010224689630513226	0.01187284571996796
191.0	0.00034485318517946936	0.005584571414369594
192.0	0.00010554970100543046	0.0023853552228220534
193.0	2.063497754577219e-05	0.0009164223380884718
194.0	4.630598880661089e-06	0.00032045216994061436
195.0	3.616441937670788e-08	9.90310156795073e-05
196.0	0.0	2.9393836793079396e-05
