Q20,Q30
3.200000000000000000e+01,0.000000000000000000e+00
3.315174332323270079e+01,7.739488865624475841e-03
3.428745570403134479e+01,1.416347686515961046e-01
3.517367161494141925e+01,8.573336315081301340e-01
3.632707460723894144e+01,8.130667152199662073e-01
3.745704336388701705e+01,6.564838375882098287e-01
3.858951093406646038e+01,4.425881235677295300e-01
3.971134228492859108e+01,2.259798592818944019e-01
4.084993013582221977e+01,6.019113161049469141e-02
4.199399205295483739e+01,4.550823595779740494e-04
4.314113391411535758e+01,8.985276775497857277e-03
4.428807041634204467e+01,5.814580816907459829e-03
4.543469713126086162e+01,6.075733708327545751e-03
4.658094221554424763e+01,8.230347857028391667e-03
4.772685949446290721e+01,7.321251826215723416e-03
4.887261613915466540e+01,2.484474802051777828e-03
5.001801863746518251e+01,4.190808730800080900e-03
5.116341235387704955e+01,1.009396149418324146e-03
5.230865658291422449e+01,1.586899720458738797e-03
5.345374174694536151e+01,3.708724972351999313e-03
5.459873008314283283e+01,5.168488423397310863e-03
5.574350443872781824e+01,8.118844815178022367e-03
5.688808686203529419e+01,7.465386221466276812e-03
5.803276296821678670e+01,5.858591075821560634e-04
5.917702093325002011e+01,6.538770965657780473e-03
6.032105097214571288e+01,9.031395530241398753e-03
6.146502649511234040e+01,5.803684241383090525e-03
6.260860384217146901e+01,9.317964462330874734e-03
6.375225085971391081e+01,5.268708153508312383e-03
6.489591895472882754e+01,1.008915087540950602e-03
6.603939170478544440e+01,2.993707290532788765e-03
6.718308242546544307e+01,1.530963951680643781e-03
6.832645450455964919e+01,4.024259930532517876e-03
6.947008446568645468e+01,2.181321938769735513e-03
7.061212250085374365e+01,4.272881349048553157e-03
7.176606638192272669e+01,1.785740715940308410e-03
7.288066563809867660e+01,5.730688471190555078e-02
7.406219423887547748e+01,1.655971860926873651e-01
7.513958954690276926e+01,2.812388434974213980e-01
7.635290822229679009e+01,3.897704429969640061e-01
7.740425162830551642e+01,4.427614496933712229e-01
7.865207490259203382e+01,4.644828748384673966e-01
7.967556398914348392e+01,4.446833452963236955e-01
8.095051824369451765e+01,3.982589211017587005e-01
8.194638050675615659e+01,3.463198190964115741e-01
8.324476673078986266e+01,2.738618151888831398e-01
8.421780818343442832e+01,2.198696926231734350e-01
8.553706258477114943e+01,1.565729666903776796e-01
8.649272163112644307e+01,1.179256859992485890e-01
8.782828516938012342e+01,7.309372039369441132e-02
8.877155338984587729e+01,5.811462486946934042e-02
9.011821620851986836e+01,5.334782843078721831e-02
9.105369696708562799e+01,6.741632370439314126e-02
9.240505992786522427e+01,9.824832263554811318e-02
9.333773202875451602e+01,1.299858787207961164e-01
9.468782764091669435e+01,1.848243075543898606e-01
9.562324396969962947e+01,2.291360685731750613e-01
9.696691248458350287e+01,2.906280555963345891e-01
9.791146422572514041e+01,3.288029287842744730e-01
9.924417132383705109e+01,3.724337733353487168e-01
1.002035632737270134e+02,3.899737000060823910e-01
1.015201672539369611e+02,3.967979030826096487e-01
1.024987043120191998e+02,3.810234671759565317e-01
1.037932491918084281e+02,3.383219906702056856e-01
1.047937284354771776e+02,2.826372962384173237e-01
1.060603500669966905e+02,1.907184378099835431e-01
1.070852033790139330e+02,9.843621960536716453e-02
1.083226700963324589e+02,6.158819755524927995e-05
1.093810105741374628e+02,7.624093406721852567e-05
1.105923875534213039e+02,2.155104715878460378e-03
1.116816028883674647e+02,4.556758229540486607e-04
1.128614254039406575e+02,3.533756983546876632e-03
1.139826253383983214e+02,4.416983153082287492e-03
1.151333785274948411e+02,4.865599568355492843e-03
1.162736102178232471e+02,9.289035735076668979e-03
1.174160852125718151e+02,1.737084850357416277e-03
1.185585532575565963e+02,4.822816433604684011e-03
1.197008838549526502e+02,9.741400842881168393e-03
1.208430729454562140e+02,7.486294169544719518e-03
1.219854039883986729e+02,6.069071359229136556e-03
1.231276761952503733e+02,3.625746033229177226e-03
1.242699999999999960e+02,0.000000000000000000e+00
