Q20,Q30,Q40
227.00,0.00,43.00
227.17,0.30,43.00
227.39,0.60,43.00
227.45,0.67,43.00
227.79,0.90,43.00
228.36,1.21,43.00
229.09,1.51,43.00
229.41,1.61,43.00
231.37,1.54,43.00
231.45,1.51,43.00
232.20,1.21,43.00
233.33,0.92,43.00
233.36,0.90,43.00
233.92,0.60,43.00
234.56,0.30,43.00
235.25,0.00,43.00
227.83,0.00,44.00
227.97,0.30,44.00
228.14,0.60,44.00
228.33,0.90,44.00
228.54,1.21,44.00
228.79,1.51,44.00
229.06,1.81,44.00
229.37,2.11,44.00
229.41,2.14,44.00
229.97,2.41,44.00
230.89,2.71,44.00
231.37,2.82,44.00
231.82,2.71,44.00
233.33,2.46,44.00
233.48,2.41,44.00
234.51,2.11,44.00
235.29,1.93,44.00
235.69,1.81,44.00
236.56,1.51,44.00
237.25,1.23,44.00
237.29,1.21,44.00
237.65,0.90,44.00
237.94,0.60,44.00
238.15,0.30,44.00
238.31,0.00,44.00
228.99,0.00,45.00
229.09,0.30,45.00
229.22,0.60,45.00
229.36,0.90,45.00
229.41,1.01,45.00
229.52,1.21,45.00
229.71,1.51,45.00
229.91,1.81,45.00
230.13,2.11,45.00
230.37,2.41,45.00
230.63,2.71,45.00
230.93,3.02,45.00
231.28,3.32,45.00
231.37,3.39,45.00
233.33,3.39,45.00
233.62,3.32,45.00
235.29,3.02,45.00
235.39,3.02,45.00
237.25,2.85,45.00
237.97,2.71,45.00
239.22,2.43,45.00
239.25,2.41,45.00
239.66,2.11,45.00
240.04,1.81,45.00
240.39,1.51,45.00
240.71,1.21,45.00
241.00,0.90,45.00
241.18,0.69,45.00
241.25,0.60,45.00
241.49,0.30,45.00
241.70,0.00,45.00
258.40,0.00,45.00
258.49,0.30,45.00
258.62,0.60,45.00
258.81,0.90,45.00
258.82,0.92,45.00
259.73,1.21,45.00
260.78,1.36,45.00
261.37,1.21,45.00
262.75,0.94,45.00
262.85,0.90,45.00
263.63,0.60,45.00
264.23,0.30,45.00
264.68,0.00,45.00
272.55,1.16,45.00
271.92,1.21,45.00
270.59,1.30,45.00
269.63,1.51,45.00
268.76,1.81,45.00
268.63,1.87,45.00
268.15,2.11,45.00
267.79,2.41,45.00
267.56,2.71,45.00
267.40,3.02,45.00
267.29,3.32,45.00
267.19,3.62,45.00
267.12,3.92,45.00
267.05,4.22,45.00
267.00,4.52,45.00
266.95,4.82,45.00
266.96,5.13,45.00
267.22,5.43,45.00
268.63,5.58,45.00
268.79,5.43,45.00
269.21,5.13,45.00
270.03,4.82,45.00
270.59,4.71,45.00
272.55,4.59,45.00
273.63,4.82,45.00
274.40,5.13,45.00
274.51,5.18,45.00
274.94,5.43,45.00
275.29,5.73,45.00
275.53,6.03,45.00
275.72,6.33,45.00
275.87,6.63,45.00
275.99,6.93,45.00
276.11,7.24,45.00
276.23,7.54,45.00
276.34,7.84,45.00
276.47,8.14,45.00
276.47,8.15,45.00
276.54,8.14,45.00
278.43,7.88,45.00
278.48,7.84,45.00
278.76,7.54,45.00
279.01,7.24,45.00
279.24,6.93,45.00
279.45,6.63,45.00
279.65,6.33,45.00
279.84,6.03,45.00
280.04,5.73,45.00
280.22,5.43,45.00
280.39,5.13,45.00
280.45,5.13,45.00
282.35,4.84,45.00
282.36,4.82,45.00
282.44,4.52,45.00
282.44,4.22,45.00
282.35,3.96,45.00
280.39,4.05,45.00
280.23,3.92,45.00
279.45,3.62,45.00
278.43,3.38,45.00
278.31,3.32,45.00
277.74,3.02,45.00
277.13,2.71,45.00
276.49,2.41,45.00
276.47,2.40,45.00
276.00,2.11,45.00
275.42,1.81,45.00
274.69,1.51,45.00
274.51,1.45,45.00
272.93,1.21,45.00
272.55,1.16,45.00
230.19,0.00,46.00
230.29,0.30,46.00
230.40,0.60,46.00
230.52,0.90,46.00
230.66,1.21,46.00
230.80,1.51,46.00
230.93,1.81,46.00
231.07,2.11,46.00
231.20,2.41,46.00
231.31,2.71,46.00
231.37,2.89,46.00
231.45,3.02,46.00
231.61,3.32,46.00
231.74,3.62,46.00
231.81,3.92,46.00
231.75,4.22,46.00
231.39,4.52,46.00
231.37,4.53,46.00
231.18,4.82,46.00
230.87,5.13,46.00
230.41,5.43,46.00
229.60,5.73,46.00
229.41,5.78,46.00
228.95,6.03,46.00
228.28,6.33,46.00
227.45,6.63,46.00
227.45,6.63,46.00
227.11,6.93,46.00
226.97,7.24,46.00
227.20,7.54,46.00
227.45,7.63,46.00
229.41,7.56,46.00
229.50,7.54,46.00
230.43,7.24,46.00
231.37,6.97,46.00
231.44,6.93,46.00
231.91,6.63,46.00
232.34,6.33,46.00
232.77,6.03,46.00
233.29,5.73,46.00
233.33,5.70,46.00
233.57,5.43,46.00
233.87,5.13,46.00
234.35,4.82,46.00
235.29,4.54,46.00
235.46,4.52,46.00
237.25,4.43,46.00
239.22,4.28,46.00
239.38,4.22,46.00
240.21,3.92,46.00
241.09,3.62,46.00
241.18,3.59,46.00
241.70,3.32,46.00
242.26,3.02,46.00
242.83,2.71,46.00
243.14,2.54,46.00
243.64,2.41,46.00
244.58,2.11,46.00
245.10,1.90,46.00
245.87,1.81,46.00
246.73,1.51,46.00
246.92,1.21,46.00
246.93,0.90,46.00
246.89,0.60,46.00
246.84,0.30,46.00
246.79,0.00,46.00
254.05,0.00,46.00
254.04,0.30,46.00
254.05,0.60,46.00
254.15,0.90,46.00
254.46,1.21,46.00
254.90,1.38,46.00
255.08,1.51,46.00
255.77,1.81,46.00
256.86,2.10,46.00
256.89,2.11,46.00
257.92,2.41,46.00
258.82,2.64,46.00
260.78,2.65,46.00
262.09,2.41,46.00
262.75,2.30,46.00
264.39,2.41,46.00
264.71,2.44,46.00
265.02,2.71,46.00
265.25,3.02,46.00
265.39,3.32,46.00
265.49,3.62,46.00
265.55,3.92,46.00
265.59,4.22,46.00
265.60,4.52,46.00
265.62,4.82,46.00
265.63,5.13,46.00
265.65,5.43,46.00
265.69,5.73,46.00
265.75,6.03,46.00
265.84,6.33,46.00
265.96,6.63,46.00
266.13,6.93,46.00
266.35,7.24,46.00
266.63,7.54,46.00
266.67,7.57,46.00
266.72,7.54,46.00
267.22,7.24,46.00
267.81,6.93,46.00
268.63,6.63,46.00
268.63,6.63,46.00
268.87,6.33,46.00
269.19,6.03,46.00
269.62,5.73,46.00
270.31,5.43,46.00
270.59,5.34,46.00
272.55,5.21,46.00
273.18,5.43,46.00
273.82,5.73,46.00
274.27,6.03,46.00
274.51,6.24,46.00
274.61,6.33,46.00
274.90,6.63,46.00
275.13,6.93,46.00
275.32,7.24,46.00
275.48,7.54,46.00
275.62,7.84,46.00
275.75,8.14,46.00
275.87,8.44,46.00
276.01,8.74,46.00
276.16,9.05,46.00
276.35,9.35,46.00
276.47,9.51,46.00
278.43,9.52,46.00
278.88,9.35,46.00
279.51,9.05,46.00
280.03,8.74,46.00
280.39,8.50,46.00
280.84,8.44,46.00
282.35,8.24,46.00
284.31,8.34,46.00
285.00,8.14,46.00
285.55,7.84,46.00
285.78,7.54,46.00
285.87,7.24,46.00
285.88,6.93,46.00
285.85,6.63,46.00
285.81,6.33,46.00
285.76,6.03,46.00
285.71,5.73,46.00
285.67,5.43,46.00
285.62,5.13,46.00
285.58,4.82,46.00
285.54,4.52,46.00
285.51,4.22,46.00
285.48,3.92,46.00
285.46,3.62,46.00
285.44,3.32,46.00
285.42,3.02,46.00
285.40,2.71,46.00
285.39,2.41,46.00
285.37,2.11,46.00
285.35,1.81,46.00
285.33,1.51,46.00
285.30,1.21,46.00
285.27,0.90,46.00
285.23,0.60,46.00
285.18,0.30,46.00
285.11,0.00,46.00
231.43,0.00,47.00
231.52,0.30,47.00
231.62,0.60,47.00
231.74,0.90,47.00
231.86,1.21,47.00
231.99,1.51,47.00
232.11,1.81,47.00
232.22,2.11,47.00
232.32,2.41,47.00
232.39,2.71,47.00
232.43,3.02,47.00
232.43,3.32,47.00
232.35,3.62,47.00
232.18,3.92,47.00
231.87,4.22,47.00
231.37,4.52,47.00
231.37,4.52,47.00
230.95,4.82,47.00
230.42,5.13,47.00
229.74,5.43,47.00
229.41,5.55,47.00
229.05,5.73,47.00
228.37,6.03,47.00
227.65,6.33,47.00
227.45,6.42,47.00
227.05,6.63,47.00
226.56,6.93,47.00
226.16,7.24,47.00
225.89,7.54,47.00
225.79,7.84,47.00
225.94,8.14,47.00
226.43,8.44,47.00
227.38,8.74,47.00
227.45,8.76,47.00
229.41,8.93,47.00
231.37,8.85,47.00
232.02,8.74,47.00
233.33,8.51,47.00
233.57,8.44,47.00
234.48,8.14,47.00
235.29,7.86,47.00
235.34,7.84,47.00
235.90,7.54,47.00
236.46,7.24,47.00
237.07,6.93,47.00
237.25,6.85,47.00
237.63,6.63,47.00
238.25,6.33,47.00
239.10,6.03,47.00
239.22,5.99,47.00
239.83,5.73,47.00
240.67,5.43,47.00
241.18,5.28,47.00
241.57,5.13,47.00
242.42,4.82,47.00
243.14,4.59,47.00
243.45,4.52,47.00
244.89,4.22,47.00
245.10,4.18,47.00
247.06,3.99,47.00
247.76,3.92,47.00
249.02,3.78,47.00
249.90,3.62,47.00
250.98,3.41,47.00
251.36,3.32,47.00
252.54,3.02,47.00
252.94,2.91,47.00
254.16,2.71,47.00
254.90,2.60,47.00
256.12,2.71,47.00
256.86,2.77,47.00
258.06,3.02,47.00
258.82,3.17,47.00
260.78,3.24,47.00
262.75,3.03,47.00
263.66,3.32,47.00
264.28,3.62,47.00
264.67,3.92,47.00
264.71,3.96,47.00
264.79,4.22,47.00
264.86,4.52,47.00
264.91,4.82,47.00
264.95,5.13,47.00
265.00,5.43,47.00
265.05,5.73,47.00
265.11,6.03,47.00
265.20,6.33,47.00
265.32,6.63,47.00
265.47,6.93,47.00
265.67,7.24,47.00
265.93,7.54,47.00
266.26,7.84,47.00
266.67,8.13,47.00
267.25,7.84,47.00
267.83,7.54,47.00
268.50,7.24,47.00
268.63,7.19,47.00
268.81,6.93,47.00
269.07,6.63,47.00
269.40,6.33,47.00
269.84,6.03,47.00
270.50,5.73,47.00
270.59,5.70,47.00
272.55,5.57,47.00
272.95,5.73,47.00
273.54,6.03,47.00
273.98,6.33,47.00
274.32,6.63,47.00
274.51,6.85,47.00
274.59,6.93,47.00
274.82,7.24,47.00
275.01,7.54,47.00
275.18,7.84,47.00
275.32,8.14,47.00
275.44,8.44,47.00
275.57,8.74,47.00
275.70,9.05,47.00
275.86,9.35,47.00
276.04,9.65,47.00
276.28,9.95,47.00
276.47,10.13,47.00
278.34,10.25,47.00
278.43,10.26,47.00
278.46,10.25,47.00
279.81,9.95,47.00
280.39,9.77,47.00
282.35,9.68,47.00
284.31,9.86,47.00
286.27,9.86,47.00
288.24,9.82,47.00
290.20,9.81,47.00
291.04,9.65,47.00
292.16,9.43,47.00
292.34,9.35,47.00
292.88,9.05,47.00
293.36,8.74,47.00
293.76,8.44,47.00
294.08,8.14,47.00
294.12,8.08,47.00
294.25,7.84,47.00
294.31,7.54,47.00
294.24,7.24,47.00
294.12,7.03,47.00
294.03,6.93,47.00
293.51,6.63,47.00
292.59,6.33,47.00
292.16,6.23,47.00
290.27,6.33,47.00
290.20,6.34,47.00
290.15,6.33,47.00
288.24,6.15,47.00
288.09,6.03,47.00
287.79,5.73,47.00
287.55,5.43,47.00
287.36,5.13,47.00
287.21,4.82,47.00
287.10,4.52,47.00
287.03,4.22,47.00
286.99,3.92,47.00
286.99,3.62,47.00
287.02,3.32,47.00
287.08,3.02,47.00
287.16,2.71,47.00
287.28,2.41,47.00
287.44,2.11,47.00
287.64,1.81,47.00
287.88,1.51,47.00
288.18,1.21,47.00
288.24,1.15,47.00
288.58,0.90,47.00
288.97,0.60,47.00
289.32,0.30,47.00
289.61,0.00,47.00
232.86,0.00,48.00
232.93,0.30,48.00
233.00,0.60,48.00
233.08,0.90,48.00
233.16,1.21,48.00
233.24,1.51,48.00
233.30,1.81,48.00
233.33,2.00,48.00
233.36,2.11,48.00
233.39,2.41,48.00
233.39,2.71,48.00
233.34,3.02,48.00
233.33,3.03,48.00
233.25,3.32,48.00
233.10,3.62,48.00
232.87,3.92,48.00
232.54,4.22,48.00
232.08,4.52,48.00
231.49,4.82,48.00
231.37,4.87,48.00
230.91,5.13,48.00
230.28,5.43,48.00
229.55,5.73,48.00
229.41,5.79,48.00
228.89,6.03,48.00
228.25,6.33,48.00
227.62,6.63,48.00
227.45,6.72,48.00
227.11,6.93,48.00
226.69,7.24,48.00
226.37,7.54,48.00
226.17,7.84,48.00
226.10,8.14,48.00
226.20,8.44,48.00
226.49,8.74,48.00
227.00,9.05,48.00
227.45,9.22,48.00
227.92,9.35,48.00
229.41,9.64,48.00
229.47,9.65,48.00
231.37,9.78,48.00
233.33,9.66,48.00
233.37,9.65,48.00
234.85,9.35,48.00
235.29,9.25,48.00
235.95,9.05,48.00
236.87,8.74,48.00
237.25,8.61,48.00
237.63,8.44,48.00
238.27,8.14,48.00
238.92,7.84,48.00
239.22,7.70,48.00
239.49,7.54,48.00
240.00,7.24,48.00
240.56,6.93,48.00
241.18,6.65,48.00
241.21,6.63,48.00
241.81,6.33,48.00
242.53,6.03,48.00
243.14,5.82,48.00
243.40,5.73,48.00
244.38,5.43,48.00
245.10,5.24,48.00
245.55,5.13,48.00
246.86,4.82,48.00
247.06,4.78,48.00
248.29,4.52,48.00
249.02,4.38,48.00
249.77,4.22,48.00
250.98,3.98,48.00
251.22,3.92,48.00
252.41,3.62,48.00
252.94,3.49,48.00
253.83,3.32,48.00
254.90,3.12,48.00
256.86,3.20,48.00
257.45,3.32,48.00
258.82,3.60,48.00
259.09,3.62,48.00
260.78,3.76,48.00
262.75,3.69,48.00
263.18,3.92,48.00
263.58,4.22,48.00
263.87,4.52,48.00
264.08,4.82,48.00
264.24,5.13,48.00
264.37,5.43,48.00
264.49,5.73,48.00
264.62,6.03,48.00
264.71,6.23,48.00
264.74,6.33,48.00
264.86,6.63,48.00
265.02,6.93,48.00
265.22,7.24,48.00
265.49,7.54,48.00
265.82,7.84,48.00
266.24,8.14,48.00
266.67,8.39,48.00
267.25,8.14,48.00
267.89,7.84,48.00
268.57,7.54,48.00
268.63,7.51,48.00
268.84,7.24,48.00
269.10,6.93,48.00
269.41,6.63,48.00
269.83,6.33,48.00
270.41,6.03,48.00
270.59,5.96,48.00
272.55,5.83,48.00
272.99,6.03,48.00
273.51,6.33,48.00
273.91,6.63,48.00
274.23,6.93,48.00
274.48,7.24,48.00
274.51,7.28,48.00
274.70,7.54,48.00
274.89,7.84,48.00
275.05,8.14,48.00
275.19,8.44,48.00
275.33,8.74,48.00
275.47,9.05,48.00
275.63,9.35,48.00
275.81,9.65,48.00
276.05,9.95,48.00
276.36,10.25,48.00
276.47,10.34,48.00
278.00,10.55,48.00
278.43,10.61,48.00
279.57,10.55,48.00
280.39,10.49,48.00
282.35,10.54,48.00
282.49,10.55,48.00
284.31,10.68,48.00
286.27,10.72,48.00
288.24,10.67,48.00
289.65,10.55,48.00
290.20,10.50,48.00
291.35,10.25,48.00
292.16,10.07,48.00
292.50,9.95,48.00
293.37,9.65,48.00
294.12,9.39,48.00
294.27,9.35,48.00
295.29,9.05,48.00
296.08,8.77,48.00
296.20,8.74,48.00
297.06,8.44,48.00
297.54,8.14,48.00
297.80,7.84,48.00
297.93,7.54,48.00
297.96,7.24,48.00
297.93,6.93,48.00
297.84,6.63,48.00
297.69,6.33,48.00
297.48,6.03,48.00
297.22,5.73,48.00
296.91,5.43,48.00
296.53,5.13,48.00
296.12,4.82,48.00
296.08,4.79,48.00
294.91,4.52,48.00
294.12,4.34,48.00
292.16,4.49,48.00
291.89,4.52,48.00
290.20,4.71,48.00
289.83,4.52,48.00
289.41,4.22,48.00
289.20,3.92,48.00
289.16,3.62,48.00
289.26,3.32,48.00
289.47,3.02,48.00
289.75,2.71,48.00
290.09,2.41,48.00
290.20,2.32,48.00
290.82,2.11,48.00
291.46,1.81,48.00
291.91,1.51,48.00
292.16,1.29,48.00
292.27,1.21,48.00
292.60,0.90,48.00
292.84,0.60,48.00
293.03,0.30,48.00
293.17,0.00,48.00
201.96,14.56,48.00
200.91,14.77,48.00
200.00,15.03,48.00
199.93,15.08,48.00
199.66,15.38,48.00
199.57,15.68,48.00
199.68,15.98,48.00
200.00,16.27,48.00
200.03,16.28,48.00
201.96,16.53,48.00
203.17,16.28,48.00
203.92,16.11,48.00
204.14,15.98,48.00
204.50,15.68,48.00
204.69,15.38,48.00
204.63,15.08,48.00
204.22,14.77,48.00
203.92,14.67,48.00
201.96,14.56,48.00
234.55,0.00,49.00
234.58,0.30,49.00
234.62,0.60,49.00
234.65,0.90,49.00
234.68,1.21,49.00
234.70,1.51,49.00
234.71,1.81,49.00
234.69,2.11,49.00
234.65,2.41,49.00
234.58,2.71,49.00
234.48,3.02,49.00
234.32,3.32,49.00
234.10,3.62,49.00
233.81,3.92,49.00
233.40,4.22,49.00
233.33,4.26,49.00
232.97,4.52,49.00
232.45,4.82,49.00
231.83,5.13,49.00
231.37,5.32,49.00
231.16,5.43,49.00
230.52,5.73,49.00
229.85,6.03,49.00
229.41,6.22,49.00
229.19,6.33,49.00
228.64,6.63,49.00
228.13,6.93,49.00
227.68,7.24,49.00
227.45,7.43,49.00
227.33,7.54,49.00
227.10,7.84,49.00
226.98,8.14,49.00
226.97,8.44,49.00
227.08,8.74,49.00
227.33,9.05,49.00
227.45,9.14,49.00
227.77,9.35,49.00
228.42,9.65,49.00
229.32,9.95,49.00
229.41,9.97,49.00
230.94,10.25,49.00
231.37,10.32,49.00
233.33,10.35,49.00
234.16,10.25,49.00
235.29,10.12,49.00
236.06,9.95,49.00
237.25,9.68,49.00
237.37,9.65,49.00
238.26,9.35,49.00
239.14,9.05,49.00
239.22,9.02,49.00
239.73,8.74,49.00
240.27,8.44,49.00
240.80,8.14,49.00
241.18,7.92,49.00
241.29,7.84,49.00
241.72,7.54,49.00
242.20,7.24,49.00
242.74,6.93,49.00
243.14,6.75,49.00
243.38,6.63,49.00
244.09,6.33,49.00
244.95,6.03,49.00
245.10,5.98,49.00
245.85,5.73,49.00
246.83,5.43,49.00
247.06,5.36,49.00
247.92,5.13,49.00
249.02,4.85,49.00
249.15,4.82,49.00
250.57,4.52,49.00
250.98,4.44,49.00
251.86,4.22,49.00
252.94,3.97,49.00
253.20,3.92,49.00
254.74,3.62,49.00
254.90,3.59,49.00
255.79,3.62,49.00
256.86,3.65,49.00
258.08,3.92,49.00
258.82,4.10,49.00
259.76,4.22,49.00
260.78,4.38,49.00
262.75,4.52,49.00
262.75,4.52,49.00
263.08,4.82,49.00
263.35,5.13,49.00
263.58,5.43,49.00
263.79,5.73,49.00
263.99,6.03,49.00
264.19,6.33,49.00
264.41,6.63,49.00
264.65,6.93,49.00
264.71,7.00,49.00
264.89,7.24,49.00
265.18,7.54,49.00
265.55,7.84,49.00
266.01,8.14,49.00
266.57,8.44,49.00
266.67,8.49,49.00
266.79,8.44,49.00
267.55,8.14,49.00
268.26,7.84,49.00
268.63,7.69,49.00
268.75,7.54,49.00
269.02,7.24,49.00
269.33,6.93,49.00
269.72,6.63,49.00
270.24,6.33,49.00
270.59,6.18,49.00
272.55,6.06,49.00
273.09,6.33,49.00
273.55,6.63,49.00
273.92,6.93,49.00
274.22,7.24,49.00
274.47,7.54,49.00
274.51,7.59,49.00
274.69,7.84,49.00
274.89,8.14,49.00
275.06,8.44,49.00
275.23,8.74,49.00
275.41,9.05,49.00
275.60,9.35,49.00
275.83,9.65,49.00
276.12,9.95,49.00
276.47,10.23,49.00
276.54,10.25,49.00
277.76,10.55,49.00
278.43,10.72,49.00
279.72,10.85,49.00
280.39,10.94,49.00
282.35,11.12,49.00
282.87,11.16,49.00
284.31,11.24,49.00
286.27,11.31,49.00
288.24,11.30,49.00
289.97,11.16,49.00
290.20,11.13,49.00
291.46,10.85,49.00
292.16,10.67,49.00
292.64,10.55,49.00
293.95,10.25,49.00
294.12,10.22,49.00
296.08,10.11,49.00
297.19,10.25,49.00
298.04,10.40,49.00
298.58,10.55,49.00
299.23,10.85,49.00
299.62,11.16,49.00
299.91,11.46,49.00
300.00,11.56,49.00
300.32,11.76,49.00
300.75,12.06,49.00
301.17,12.36,49.00
301.62,12.66,49.00
301.96,12.87,49.00
302.41,12.96,49.00
303.92,13.25,49.00
304.45,13.27,49.00
305.88,13.30,49.00
306.49,13.27,49.00
307.84,13.19,49.00
309.80,12.98,49.00
309.89,12.96,49.00
311.13,12.66,49.00
311.76,12.46,49.00
311.97,12.36,49.00
312.44,12.06,49.00
312.78,11.76,49.00
312.99,11.46,49.00
313.10,11.16,49.00
313.13,10.85,49.00
313.07,10.55,49.00
312.94,10.25,49.00
312.75,9.95,49.00
312.51,9.65,49.00
312.21,9.35,49.00
311.87,9.05,49.00
311.76,8.96,49.00
311.49,8.74,49.00
311.10,8.44,49.00
310.71,8.14,49.00
310.33,7.84,49.00
309.96,7.54,49.00
309.80,7.40,49.00
308.74,7.54,49.00
307.84,7.64,49.00
307.68,7.84,49.00
307.41,8.14,49.00
307.09,8.44,49.00
306.71,8.74,49.00
306.27,9.05,49.00
305.88,9.27,49.00
305.69,9.35,49.00
304.88,9.65,49.00
303.98,9.95,49.00
303.92,9.97,49.00
303.82,9.95,49.00
302.40,9.65,49.00
301.96,9.51,49.00
301.74,9.35,49.00
301.44,9.05,49.00
301.23,8.74,49.00
301.07,8.44,49.00
300.95,8.14,49.00
300.85,7.84,49.00
300.76,7.54,49.00
300.68,7.24,49.00
300.61,6.93,49.00
300.53,6.63,49.00
300.46,6.33,49.00
300.39,6.03,49.00
300.32,5.73,49.00
300.24,5.43,49.00
300.15,5.13,49.00
300.06,4.82,49.00
300.00,4.65,49.00
299.94,4.52,49.00
299.79,4.22,49.00
299.62,3.92,49.00
299.42,3.62,49.00
299.22,3.32,49.00
298.99,3.02,49.00
298.76,2.71,49.00
298.52,2.41,49.00
298.28,2.11,49.00
298.04,1.82,49.00
298.03,1.81,49.00
297.80,1.51,49.00
297.61,1.21,49.00
297.46,0.90,49.00
297.33,0.60,49.00
297.23,0.30,49.00
297.15,0.00,49.00
201.96,13.72,49.00
201.00,13.87,49.00
200.00,14.05,49.00
199.66,14.17,49.00
198.94,14.47,49.00
198.35,14.77,49.00
198.04,14.98,49.00
197.94,15.08,49.00
197.69,15.38,49.00
197.52,15.68,49.00
197.43,15.98,49.00
197.43,16.28,49.00
197.51,16.58,49.00
197.70,16.88,49.00
198.01,17.19,49.00
198.04,17.21,49.00
198.62,17.49,49.00
199.52,17.79,49.00
200.00,17.91,49.00
201.91,18.09,49.00
201.96,18.09,49.00
202.02,18.09,49.00
203.92,17.97,49.00
204.77,17.79,49.00
205.88,17.54,49.00
206.03,17.49,49.00
206.76,17.19,49.00
207.43,16.88,49.00
207.84,16.68,49.00
207.99,16.58,49.00
208.38,16.28,49.00
208.72,15.98,49.00
209.01,15.68,49.00
209.25,15.38,49.00
209.42,15.08,49.00
209.49,14.77,49.00
209.42,14.47,49.00
209.08,14.17,49.00
208.21,13.87,49.00
207.84,13.80,49.00
205.88,13.64,49.00
203.92,13.62,49.00
201.96,13.72,49.00
236.39,0.00,50.00
236.39,0.30,50.00
236.40,0.60,50.00
236.40,0.90,50.00
236.39,1.21,50.00
236.37,1.51,50.00
236.33,1.81,50.00
236.27,2.11,50.00
236.18,2.41,50.00
236.04,2.71,50.00
235.86,3.02,50.00
235.61,3.32,50.00
235.29,3.60,50.00
235.28,3.62,50.00
234.99,3.92,50.00
234.62,4.22,50.00
234.17,4.52,50.00
233.61,4.82,50.00
233.33,4.96,50.00
233.03,5.13,50.00
232.44,5.43,50.00
231.78,5.73,50.00
231.37,5.90,50.00
231.12,6.03,50.00
230.52,6.33,50.00
229.94,6.63,50.00
229.41,6.92,50.00
229.39,6.93,50.00
228.99,7.24,50.00
228.66,7.54,50.00
228.41,7.84,50.00
228.25,8.14,50.00
228.19,8.44,50.00
228.23,8.74,50.00
228.37,9.05,50.00
228.62,9.35,50.00
228.99,9.65,50.00
229.41,9.90,50.00
229.53,9.95,50.00
230.36,10.25,50.00
231.37,10.54,50.00
231.47,10.55,50.00
233.33,10.76,50.00
235.29,10.71,50.00
236.51,10.55,50.00
237.25,10.46,50.00
238.17,10.25,50.00
239.22,10.01,50.00
239.39,9.95,50.00
240.15,9.65,50.00
240.84,9.35,50.00
241.18,9.18,50.00
241.38,9.05,50.00
241.78,8.74,50.00
242.17,8.44,50.00
242.56,8.14,50.00
242.97,7.84,50.00
243.14,7.73,50.00
243.42,7.54,50.00
243.92,7.24,50.00
244.52,6.93,50.00
245.10,6.69,50.00
245.24,6.63,50.00
245.99,6.33,50.00
246.82,6.03,50.00
247.06,5.95,50.00
247.75,5.73,50.00
248.81,5.43,50.00
249.02,5.37,50.00
250.11,5.13,50.00
250.98,4.96,50.00
251.50,4.82,50.00
252.80,4.52,50.00
252.94,4.49,50.00
254.28,4.22,50.00
254.90,4.10,50.00
256.86,4.18,50.00
257.01,4.22,50.00
258.17,4.52,50.00
258.82,4.71,50.00
259.40,4.82,50.00
260.70,5.13,50.00
260.78,5.15,50.00
262.36,5.43,50.00
262.75,5.51,50.00
262.97,5.73,50.00
263.27,6.03,50.00
263.56,6.33,50.00
263.87,6.63,50.00
264.20,6.93,50.00
264.55,7.24,50.00
264.71,7.35,50.00
264.93,7.54,50.00
265.37,7.84,50.00
265.92,8.14,50.00
266.59,8.44,50.00
266.67,8.47,50.00
266.76,8.44,50.00
267.62,8.14,50.00
268.46,7.84,50.00
268.63,7.78,50.00
268.86,7.54,50.00
269.18,7.24,50.00
269.57,6.93,50.00
270.06,6.63,50.00
270.59,6.39,50.00
271.64,6.33,50.00
272.55,6.29,50.00
272.63,6.33,50.00
273.17,6.63,50.00
273.61,6.93,50.00
273.97,7.24,50.00
274.27,7.54,50.00
274.51,7.81,50.00
274.53,7.84,50.00
274.78,8.14,50.00
275.01,8.44,50.00
275.23,8.74,50.00
275.47,9.05,50.00
275.74,9.35,50.00
276.06,9.65,50.00
276.45,9.95,50.00
276.47,9.97,50.00
277.31,10.25,50.00
278.13,10.55,50.00
278.43,10.67,50.00
279.19,10.85,50.00
280.16,11.16,50.00
280.39,11.24,50.00
281.76,11.46,50.00
282.35,11.56,50.00
284.31,11.67,50.00
285.75,11.76,50.00
286.27,11.79,50.00
288.24,11.88,50.00
290.20,11.87,50.00
291.14,11.76,50.00
292.16,11.59,50.00
292.73,11.46,50.00
294.12,11.19,50.00
296.08,11.26,50.00
296.74,11.46,50.00
297.57,11.76,50.00
298.04,11.96,50.00
298.20,12.06,50.00
298.66,12.36,50.00
299.06,12.66,50.00
299.46,12.96,50.00
299.86,13.27,50.00
300.00,13.36,50.00
300.53,13.57,50.00
301.40,13.87,50.00
301.96,14.04,50.00
303.56,14.17,50.00
303.92,14.20,50.00
304.72,14.17,50.00
305.88,14.13,50.00
307.84,14.00,50.00
309.80,13.89,50.00
309.97,13.87,50.00
311.76,13.65,50.00
312.10,13.57,50.00
313.09,13.27,50.00
313.73,13.02,50.00
313.86,12.96,50.00
314.47,12.66,50.00
314.99,12.36,50.00
315.43,12.06,50.00
315.69,11.85,50.00
315.85,11.76,50.00
316.29,11.46,50.00
316.58,11.16,50.00
316.75,10.85,50.00
316.82,10.55,50.00
316.82,10.25,50.00
316.78,9.95,50.00
316.69,9.65,50.00
316.58,9.35,50.00
316.45,9.05,50.00
316.30,8.74,50.00
316.13,8.44,50.00
315.95,8.14,50.00
315.75,7.84,50.00
315.69,7.75,50.00
315.46,7.54,50.00
315.11,7.24,50.00
314.72,6.93,50.00
314.31,6.63,50.00
313.89,6.33,50.00
313.73,6.22,50.00
313.44,6.03,50.00
312.99,5.73,50.00
312.57,5.43,50.00
