Q20	Q30	Q40	EHFB	M22	M23	M24	M33	M34	M44
140.0	0.0	16.0	0.0001	0.1097	1.399e-08	-0.1142	0.02081	-7.289e-09	0.1914
140.1847849615896	0.06228284924413764	16.060253012534275	0.0005444692682603895	0.10871487910282997	-0.00012137166001365994	-0.11220821672988096	0.02080186344033426	-0.00014764111491909833	0.18897216544545198
140.37305923372872	0.11453203784410765	16.11946297949761	0.0030487468326888018	0.10772800630502362	-0.00021408620128896317	-0.11025889514226175	0.020789732839760537	-0.00027342645706234534	0.18634573221070708
140.56133350586788	0.16678122644407767	16.178672946460942	0.0040531612944116864	0.10675590692440891	-0.0002986457835070247	-0.10835645709910909	0.020778622632155255	-0.0004008918387637988	0.1837746593362989
140.749607778007	0.21903041504404766	16.237882913424272	0.003529479776454041	0.10579822520596115	-0.00037520335920650753	-0.10650017115935533	0.02076842142223817	-0.0005299574338570892	0.1812580859660552
140.93788205014613	0.27127960364401765	16.297092880387602	0.0014587514867559286	0.10485460539465538	-0.00044391188092607055	-0.10468930588193229	0.02075901781472905	-0.0006605434161758493	0.17879515124380252
141.12927758635644	0.3122624474672796	16.354697891875116	0.0028055195380965636	0.10389991414623884	-0.00048710682469066066	-0.10290634810610107	0.020745004736832807	-0.0007650722728143629	0.17610846807354494
141.32185702472435	0.3489719425493055	16.41169414030786	0.004901519129482972	0.10294509433196682	-0.0005179332808528179	-0.10115303103137309	0.020729710403646524	-0.0008601779844587133	0.17336478827398802
141.5144364630922	0.38568143763133145	16.4686903887406	0.005908484163296404	0.10199863744281568	-0.0005435677204701756	-0.09943392569179411	0.020715087594775652	-0.0009561765795328803	0.17066773708948205
141.70701590146012	0.4223909327133573	16.525686637173344	0.00581206850412909	0.10106029737386595	-0.0005641159533542381	-0.09774852608960591	0.020701059248971584	-0.0010530128357326676	0.16801671899522935
141.899595339828	0.45910042779538335	16.58268288560609	0.004600695240623495	0.10012982802019908	-0.0005796837893165373	-0.09609632622705169	0.02068754830498572	-0.0011506315307538769	0.16541113846643482
142.0921747781959	0.4958099228774092	16.639679134038833	0.002265964425923391	0.09920698327689602	-0.0005903770381685886	-0.09447682010637398	0.020674477701569462	-0.0012489774422923096	0.16285039997830203
142.28455548993549	0.531684296186634	16.697785498235014	0.000314834620701442	0.09828774338332458	-0.0005953171773916404	-0.09288151562990817	0.020660931097887802	-0.0013458377607558755	0.1602960484521714
142.47599357135562	0.563597393091612	16.761157532089086	0.0002777472641422411	0.09735631380639916	-0.0005913330751097656	-0.09127878729102791	0.020643881573579353	-0.0014329790177501041	0.15760599467402123
142.66743165277572	0.5955104899965902	16.824529565943163	0.0003912328208305492	0.09642935473138403	-0.0005834833979637227	-0.08970516283896784	0.020627370207904845	-0.0015205102598215454	0.15495940153248317
142.857041507498	0.6231346416749965	16.894996033299364	0.002774597194093236	0.09548389718913357	-0.0005678062084732637	-0.08811270430175344	0.020606953552639133	-0.001596976370152046	0.15214770518073706
143.04658830616424	0.6506108664191264	16.965707189674184	0.004750284855012112	0.09453937732417309	-0.0005489710892347347	-0.08654504251312255	0.020587101359217302	-0.0016731751675214876	0.14937219446202588
143.2361351048305	0.6780870911632564	17.036418346049004	0.005385728852269283	0.09359631554693225	-0.0005272258816262094	-0.08500332258527094	0.020567899369850394	-0.0017494467352238442	0.14663951615447635
143.42568190349675	0.7055633159073861	17.10712950242382	0.004692782591907986	0.09265448692753213	-0.0005026672915088384	-0.08348708205684356	0.02054927715369368	-0.0018257406023206918	0.14394912597266393
143.615228702163	0.7330395406515159	17.177840658798637	0.002688157492517325	0.0917136665360935	-0.0004753920247437539	-0.08199585846648466	0.02053116427990242	-0.0019020062978736094	0.1413004796311632
143.80461301129552	0.7590890973492243	17.249458668270886	0.0005394731335174558	0.0907667751431122	-0.00044464660449671244	-0.08051829635510342	0.020512718337064823	-0.0019744088025127763	0.13864390291690845
143.99349792413838	0.7807539240730825	17.323863805392175	0.0005819506054728959	0.08979815976198556	-0.00040923620212551175	-0.07902987330787437	0.02049244965016519	-0.002034983291041961	0.13587737985785536
144.18131988393094	0.7980116476384899	17.401918842184358	0.0029388531704717395	0.08918679678476753	-0.0003765408106202883	-0.07814808594132369	0.020557015469224293	-0.002087716727083382	0.13418949941885008
144.36865567980493	0.8132536899464544	17.481643237304144	0.005520886570043681	0.08856516679383407	-0.00034209350128642965	-0.07727157475879458	0.020623447928439485	-0.002135072459540637	0.13248031988895242
144.55599147567892	0.8284957322544191	17.561367632423934	0.0066458447546786014	0.08793068265063587	-0.0003067479382552973	-0.07639597174002764	0.020689972800225314	-0.002182298261280015	0.13078223451920898
144.74332727155291	0.8437377745623835	17.64109202754372	0.006323318914836387	0.08728345917283975	-0.0002705407041684169	-0.0755212382567744	0.020756557218558205	-0.0022293713903388207	0.12909505945196187
144.9306630674269	0.8589798168703482	17.72081642266351	0.004563548597448565	0.08662361117811251	-0.0002335083816673149	-0.07464733568078634	0.02082316831741455	-0.0022762691047543615	0.1274186108295531
145.1179988633009	0.8742218591783126	17.800540817783297	0.001378806545683175	0.08595125348412101	-0.00019568755339351726	-0.07377422538381496	0.020889773230770778	-0.0023229686625639437	0.12575270479432488
145.3057519372801	0.8847173461600945	17.87905644541535	0.0001859265734490636	0.08525534470411543	-0.0001562227058061832	-0.07288537826417187	0.020956279632670334	-0.0023569620972073886	0.12399917402506061
145.50511490838244	0.8839500318264186	17.9230657220356	0.0023592409454058793	0.0846142878512921	-0.00011339520885206636	-0.07212578751748826	0.0210352836926347	-0.0023652190763903385	0.12248799360597024
