Q20,Q30,Q40
1.400000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01
1.407577469017338672e+02,1.539859745218729314e-01,1.616647675272279727e+01
1.415098395972612764e+02,3.049862115665711304e-01,1.635926151899956338e+01
1.422537700275285886e+02,4.521313103982997350e-01,1.658425303412859009e+01
1.429879048962123420e+02,5.925882868021696837e-01,1.684308904068657142e+01
1.437139503924714745e+02,7.145838425119769299e-01,1.713249651879734259e+01
1.444326884831654354e+02,8.115637450655288632e-01,1.744860109434899798e+01
1.451498865501152693e+02,8.721361962959081060e-01,1.777739655454581680e+01
1.458699455125901352e+02,8.962129061647228223e-01,1.810481621053605750e+01
1.465945803472487796e+02,8.849255076016058208e-01,1.842306378457207572e+01
1.473305758513111243e+02,8.429084734387684019e-01,1.871179357351937256e+01
1.480766827474521108e+02,7.787747656314963907e-01,1.896931954036279322e+01
1.488289984530450454e+02,6.957215861542901392e-01,1.920288587515257106e+01
1.495884640795972302e+02,6.031175030911652968e-01,1.940874440164465398e+01
1.503532293453135935e+02,5.047720056611199047e-01,1.959200738293154131e+01
1.511221457315365342e+02,4.021404233664822025e-01,1.975564973437258232e+01
1.518930892215567212e+02,2.947145301217667379e-01,1.990754689372201369e+01
1.526660217068950658e+02,1.846125412042190495e-01,2.004848616503080905e+01
1.534424803055080417e+02,7.844928833152571557e-02,2.017384400982906811e+01
1.542327838447677379e+02,2.294992403729092384e-02,2.022581321043212554e+01
1.550263017538206896e+02,6.205871349570204337e-03,2.019554931154351607e+01
1.557972769563065754e+02,2.432711552705634785e-04,2.000320540186973517e+01
1.565890653935300634e+02,7.755599362067514381e-04,2.007421282371780080e+01
1.573592388251461784e+02,5.262113125370591199e-04,2.027270898865505444e+01
1.581246349271625036e+02,4.695981282152525416e-04,2.049030366960933947e+01
1.588859910007310816e+02,4.169638259857160888e-04,2.072299236353630647e+01
1.596432468140779122e+02,3.649170547611405848e-04,2.097001054733482306e+01
1.603967583897529892e+02,3.170758265730153243e-04,2.122951413968055689e+01
1.611476304143334062e+02,2.760323454739632416e-04,2.149784731299567397e+01
1.618969054328431980e+02,2.405451043953160358e-04,2.177191410175060327e+01
1.626459180290058839e+02,2.109659401410274163e-04,2.204804305423509803e+01
1.633961765680379017e+02,1.854891400202236861e-04,2.232217983586367538e+01
1.641491362077065332e+02,1.651914472673272308e-04,2.259031393575310886e+01
1.649057747160759959e+02,1.481993118150576154e-04,2.284951129302796247e+01
1.656663602249018084e+02,1.352401867408957632e-04,2.309865436087060075e+01
1.664310745818713713e+02,1.245227462682431765e-04,2.333674816045554223e+01
1.672002323987137515e+02,1.169665125627651175e-04,2.356218915490220667e+01
1.679743868220003549e+02,1.136002472999043738e-04,2.377218790744526089e+01
1.687542731484395802e+02,1.153654040807583058e-04,2.396249123335666908e+01
1.695412599231620447e+02,1.245270007397895049e-04,2.412420002083803183e+01
1.703231129834611295e+02,1.041134022170695438e-04,2.431205960968896562e+01
1.711027808443402591e+02,9.444113895248657398e-05,2.451160968177894262e+01
1.718818864237758248e+02,9.019755784951785822e-05,2.471616758822170468e+01
1.726613604056683755e+02,8.961129300457553772e-05,2.492219742895347778e+01
1.734419395261690227e+02,9.237353674774463044e-05,2.512697743319814592e+01
1.742237165592263466e+02,9.674802726776651155e-05,2.533021677168921926e+01
1.750065728173925947e+02,1.011387072107952894e-04,2.553243684867043939e+01
1.757902421264705595e+02,1.034495993402569130e-04,2.573474094859012595e+01
1.765742937882093031e+02,1.203698164778939199e-04,2.593886664631410000e+01
1.773584871881563174e+02,1.460170865874133679e-04,2.614578912879636263e+01
1.781424616457602781e+02,1.767470581057268750e-04,2.635689127174299884e+01
1.789257165863452030e+02,2.166695110077186247e-04,2.657397931227488996e+01
1.797076455902834482e+02,2.713428244546440865e-04,2.679907701067916292e+01
1.804875608724494782e+02,3.077191343569704541e-04,2.703425932125052711e+01
1.812651518302369311e+02,3.308435213970194080e-04,2.728013996411842967e+01
1.820402111392116637e+02,3.588801494798742856e-04,2.753693543486004813e+01
1.828126244295499987e+02,3.886067367652853359e-04,2.780456150689499850e+01
1.835823596102208342e+02,4.163917622416902901e-04,2.808271310913226770e+01
1.843494389252990118e+02,5.489142904174744214e-04,2.837097278780338527e+01
1.851149567005818710e+02,8.321160226978505841e-04,2.866620465266574769e+01
1.858787138091965971e+02,1.149519671286367744e-03,2.896879726710508507e+01
1.866405543688913440e+02,1.504745655451298096e-03,2.927900838979186915e+01
1.874010085291802454e+02,1.902709064084426825e-03,2.959541880892743038e+01
1.881608385721889363e+02,2.189903695337580471e-03,2.991615742593455707e+01
1.889235844893923968e+02,1.866962152535956527e-03,3.023286258822685824e+01
1.896890319947272019e+02,1.501070499525710474e-03,3.054605159531875458e+01
1.904574263460968098e+02,1.078153153147292037e-03,3.085512735214538083e+01
1.912294159551544226e+02,3.977834951844719550e-04,3.115843579218418213e+01
1.919860670995821010e+02,1.834627575722491410e-01,3.144537450062006911e+01
1.927075951097720576e+02,4.714758315635800279e-01,3.174022257759055066e+01
1.934317173450637029e+02,7.889164045144982929e-01,3.200000947732574019e+01
1.941489815582240510e+02,1.123671775979435905e+00,3.226121048906934874e+01
1.948537609560994497e+02,1.463839522450120834e+00,3.255187707923011686e+01
1.955474999794713256e+02,1.800059054356867527e+00,3.287558191001420482e+01
1.962269323764392936e+02,2.129764427843150010e+00,3.323749528092417904e+01
1.968801203993317301e+02,2.458008349500239387e+00,3.364875317247410180e+01
1.974960731697251788e+02,2.785076439713684682e+00,3.411712025027929229e+01
1.980658866338773123e+02,3.109534485482253974e+00,3.464435063864785747e+01
1.985872053471613583e+02,3.426432437645179352e+00,3.522565563261853328e+01
1.990651369397131987e+02,3.727194480266463383e+00,3.585287044629671271e+01
1.995095625895894216e+02,4.000218166558203059e+00,3.651806484079708781e+01
1.998032802914117383e+02,4.628260314935364939e+00,3.700325643682814558e+01
2.000001558258149998e+02,5.323582749119728952e+00,3.744546652310970813e+01
2.001793340175406399e+02,6.032073378354696480e+00,3.787607193225372271e+01
2.004641226119353234e+02,6.710254952616249824e+00,3.830055479970400256e+01
2.008684539639327795e+02,7.319431511436929050e+00,3.873466118111829815e+01
2.014014908774390733e+02,7.804815693491801376e+00,3.918768152719306386e+01
2.020822307713999351e+02,8.000130431193019476e+00,3.966253067428888102e+01
2.028682228526262463e+02,8.002337549561763907e+00,3.999651486457248240e+01
2.037081635676839255e+02,8.001954479050047198e+00,4.015839882721360965e+01
2.045505715849446631e+02,8.002286524695991332e+00,4.031456746333706320e+01
2.053956442692236806e+02,8.003569676346542039e+00,4.046372610030739736e+01
2.062434724669942057e+02,7.999865642893302820e+00,4.060500114211065892e+01
2.070941685438512820e+02,7.999489166623194869e+00,4.073747890976395780e+01
2.079476653745517467e+02,7.998986427617675865e+00,4.086102192143797396e+01
2.088035072527723344e+02,7.997558380791003785e+00,4.097831124410325998e+01
2.096624455934944820e+02,7.996662485432612932e+00,4.108307442200545978e+01
2.105245585133800432e+02,7.981159515382954872e+00,4.117171922654982552e+01
2.113850996215742839e+02,7.889152416847876381e+00,4.124174159657857786e+01
2.122391774693988395e+02,7.734045462641802260e+00,4.129651365979308508e+01
2.130798579681602973e+02,7.508818444665505076e+00,4.133753264805581296e+01
2.139016959843124255e+02,7.215329542565004139e+00,4.135437132911418701e+01
2.146926270706900368e+02,6.842742077656949640e+00,4.133908989887174101e+01
2.154280328979994010e+02,6.369596208991124442e+00,4.128543127089079690e+01
2.160660922633399252e+02,5.773222616295633713e+00,4.119624536531912895e+01
2.167321857529618399e+02,5.204518464857032178e+00,4.111418971621718299e+01
2.174277169158426659e+02,4.667263623626856983e+00,4.104707904430458854e+01
2.181826721375644240e+02,4.209933918921421103e+00,4.101883480685844319e+01
2.190371222028185514e+02,3.990377368065838759e+00,4.108449290646790075e+01
2.198821940520863052e+02,3.910871557989074265e+00,4.133775094875290534e+01
2.206565893217452583e+02,3.999857081720246121e+00,4.176005201298325176e+01
2.213495548582220636e+02,4.286133559728493303e+00,4.223359883214529731e+01
2.219735464333161872e+02,4.680174998070751435e+00,4.272531176135982633e+01
2.225718805352898073e+02,5.090819795895656696e+00,4.323489587832595760e+01
2.231587102701514596e+02,5.506746053830920751e+00,4.375333948021769714e+01
2.237488358608762837e+02,5.915982775141533700e+00,4.427320114091160264e+01
2.243583484734187152e+02,6.305189898177023800e+00,4.478585227820639147e+01
2.249631319098290021e+02,6.677056570972504268e+00,4.531652535843196716e+01
2.255747565744285623e+02,7.025778649920582097e+00,4.585486925379154854e+01
2.262071145764955418e+02,7.338286949597933706e+00,4.639135373043171029e+01
2.268785901039311739e+02,7.594121732771949240e+00,4.690990425848244882e+01
2.276391578489331948e+02,7.716478365963227226e+00,4.734773996294958920e+01
