destinationFile	isConverged	Q1	Q20	Q30	Q40	q5	q6	q7	q8	M_22	M_32	M_33	EHFB	sourceFile	expected_Z	expected_N	expected_q20	expected_q30	bet2	bet3	filter_maxDeltaE	filter_bluff	isCorrect
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_018/p154_100_000017.hel	True	9e-06	258.000241	6.001621	60.636737	9.533385	39.976598	8.891347	22.700217	0.002804	-0.0005367	0.01018	-1882.265678	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_018/p154_100_000003.hel	100	154	258.0	6.0	2.323	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000001.hel	True	0.002816	264.003224	0.002885	210.850654	1.33858	1168.458534	11.515494	7334.986163	0.0004779	-7.326e-06	0.0005816	-1836.634682	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000002.hel	100	154	264.0	0.0	2.378	0.0	False	True	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000002.hel	True	0.000192	261.990342	22.002241	81.875388	42.878028	85.495419	60.670343	93.518292	0.003342	-0.001029	0.0096	-1887.229498	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000004.hel	100	154	262.0	22.0	2.36	0.308	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000003.hel	True	0.003545	178.005133	16.003515	39.794398	23.657045	30.472988	24.862135	24.204831	0.00379	-0.001769	0.01292	-1881.464124	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000001.hel	100	154	178.0	16.0	1.603	0.224	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000004.hel	True	0.001281	261.99485	13.997286	234.95195	8.352318	1330.311141	86.352181	8305.20067	0.0479	-0.002633	0.001142	-1842.009153	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000017.hel	100	154	262.0	14.0	2.36	0.196	False	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000005.hel	True	0.001952	262.007014	9.997708	63.133178	16.626522	43.49291	16.923223	26.467718	0.003033	-0.0007078	0.009535	-1883.740248	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000016.hel	100	154	262.0	10.0	2.36	0.14	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000006.hel	True	0.000612	261.994641	5.995523	62.387647	9.641979	41.861644	9.142262	24.549451	0.002742	-0.0004934	0.009993	-1882.640383	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000015.hel	100	154	262.0	6.0	2.36	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000007.hel	True	0.000141	261.996026	0.002065	207.227811	0.126878	1141.634048	0.946601	7135.339461	0.0004595	-9.256e-07	0.0005802	-1836.670405	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000013.hel	100	154	262.0	0.0	2.36	0.0	False	True	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000008.hel	True	0.002019	180.002493	4.000025	33.080076	3.868656	17.771726	1.658013	8.70282	0.004288	-0.0002769	0.01277	-1878.41633	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000014.hel	100	154	180.0	4.0	1.621	0.056	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000009.hel	True	0.000812	259.983904	22.000126	80.85614	42.663182	84.252624	60.144448	92.098946	0.00333	-0.001108	0.009324	-1887.246361	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000002.hel	100	154	260.0	22.0	2.341	0.308	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000010.hel	True	0.004658	260.000107	13.999029	74.949526	25.812885	67.668861	32.715756	61.129197	0.002496	-0.0007892	0.00683	-1884.457148	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000012.hel	100	154	260.0	14.0	2.341	0.196	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000011.hel	True	0.001005	179.998767	28.000876	55.376121	53.126634	67.51626	79.897262	93.24269	0.005344	-0.003968	0.01276	-1872.138681	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000010.hel	100	154	180.0	28.0	1.621	0.393	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000012.hel	True	0.001838	180.003332	29.99717	57.286945	57.979033	73.618901	90.118953	107.532241	0.005229	-0.004026	0.01266	-1870.036766	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000009.hel	100	154	180.0	30.0	1.621	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000013.hel	True	0.002258	179.991573	31.992195	79.188675	128.725613	278.889329	609.724299	1374.877768	0.005649	-0.006742	0.009653	-1858.024171	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000008.hel	100	154	180.0	32.0	1.621	0.449	False	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000014.hel	True	0.000985	259.999122	4.001774	71.015742	7.055748	57.87808	8.306465	45.369627	0.002259	-0.0002765	0.006724	-1881.119615	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000007.hel	100	154	260.0	4.0	2.341	0.056	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000015.hel	True	0.001032	260.001231	2.00039	66.704669	3.550864	50.249128	4.124733	35.598462	0.002827	-0.000188	0.008149	-1880.071588	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000006.hel	100	154	260.0	2.0	2.341	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000016.hel	True	0.001134	177.99401	2.001414	27.56827	2.249106	10.798424	1.574037	3.132598	0.004668	-0.0003237	0.01363	-1878.502023	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000003.hel	100	154	178.0	2.0	1.603	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_019/p154_100_000017.hel	True	0.001058	245.99655	1.997355	60.124874	3.396639	43.292937	3.800573	29.556923	0.003723	-0.0005825	0.009311	-1878.679692	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_019/p154_100_000011.hel	100	154	246.0	2.0	2.215	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000001.hel	True	0.002031	243.991113	19.997705	71.190897	36.003767	69.312777	46.822085	70.348064	0.003904	-0.001254	0.01502	-1886.117596	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000004.hel	100	154	244.0	20.0	2.197	0.28	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000002.hel	True	0.001379	243.998933	14.000409	70.501142	25.840807	65.37249	33.678597	61.738693	0.002716	-0.0008869	0.007054	-1884.466447	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000012.hel	100	154	244.0	14.0	2.197	0.196	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000003.hel	True	0.002166	231.998741	0.00102	54.14153	0.002403	37.320106	0.002799	24.618751	0.003697	7.679e-06	0.009391	-1877.373242	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000003.hel	100	154	232.0	0.0	2.089	0.0	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000004.hel	True	0.000834	230.001511	30.006516	75.100767	64.632659	95.540647	107.081226	137.82751	0.005061	-0.002932	0.009559	-1881.377337	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000006.hel	100	154	230.0	30.0	2.071	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000005.hel	True	0.001662	229.999409	26.003196	69.114555	50.813197	76.419474	75.026744	94.154755	0.005056	-0.002662	0.009524	-1884.957052	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000007.hel	100	154	230.0	26.0	2.071	0.365	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000006.hel	True	0.003568	229.984722	19.998852	64.583423	35.100653	61.848678	44.9014	62.457239	0.004798	-0.001621	0.01239	-1885.621201	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000009.hel	100	154	230.0	20.0	2.071	0.28	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000007.hel	True	0.005241	229.997537	17.995455	63.226021	30.125868	57.868643	36.30331	54.949491	0.004546	-0.001717	0.02192	-1884.799049	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000011.hel	100	154	230.0	18.0	2.071	0.252	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000008.hel	True	0.003544	213.998388	1.9946	46.11759	2.565092	28.326866	1.917095	15.682677	0.003333	-0.0002236	0.009233	-1878.921202	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000008.hel	100	154	214.0	2.0	1.927	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000009.hel	False	0.00366	229.997924	13.999815	57.03206	22.298609	44.275443	23.837633	34.113481	0.003504	-0.001226	0.008465	-1884.517204	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000012.hel	100	154	230.0	14.0	2.071	0.196	False	True	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000010.hel	True	0.001076	213.99479	7.999898	43.522875	11.467108	25.138658	10.391575	12.791948	0.003417	-0.0004456	0.01128	-1880.404312	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000010.hel	100	154	214.0	8.0	1.927	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000011.hel	True	0.001335	229.998937	2.000152	45.436498	2.626199	23.808041	2.114238	10.658597	0.003265	-0.0001826	0.0115	-1879.863833	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000013.hel	100	154	230.0	2.0	2.071	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000012.hel	True	0.001219	228.001452	27.99937	70.264668	56.805189	82.599159	88.3455	110.418843	0.005151	-0.002862	0.009854	-1882.850911	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000015.hel	100	154	228.0	28.0	2.053	0.393	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000013.hel	True	0.000166	227.995859	23.999189	66.700036	45.389004	70.323874	64.208742	81.413524	0.005029	-0.002385	0.009463	-1885.492565	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000017.hel	100	154	228.0	24.0	2.053	0.337	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000014.hel	True	0.00093	215.995947	0.008639	46.486806	0.026217	28.365389	0.042538	15.517493	0.003254	-3.711e-07	0.009251	-1878.746226	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000014.hel	100	154	216.0	0.0	1.945	0.0	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000015.hel	True	0.001938	216.007116	5.999177	43.943366	8.623321	25.019716	7.817779	12.211034	0.003558	-0.0002797	0.01123	-1879.570477	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000016.hel	100	154	216.0	6.0	1.945	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000016.hel	True	0.001405	228.000492	1.997931	52.78513	3.181788	36.190072	3.341468	23.882979	0.1266	-0.04231	0.04817	-1876.933991	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000001.hel	100	154	228.0	2.0	2.053	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_020/p154_100_000017.hel	True	0.001932	232.00028	5.997185	49.835633	8.917605	29.711349	7.999905	14.778121	0.01478	-0.0008602	0.01081	-1880.414031	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000003.hel	100	154	232.0	6.0	2.089	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000001.hel	True	0.001923	225.999071	31.997748	76.744784	69.832933	102.263982	118.098116	153.045231	0.005869	-0.003639	0.01001	-1878.953693	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000002.hel	100	154	226.0	32.0	2.035	0.449	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000002.hel	True	0.005033	225.994552	25.992359	67.543094	50.742984	75.074487	75.156288	93.54593	0.005202	-0.002677	0.009876	-1884.063815	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000005.hel	100	154	226.0	26.0	2.035	0.365	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000003.hel	True	0.00034	217.999847	2.000979	47.898616	2.665463	30.128156	2.110191	17.254026	0.00328	-0.0002186	0.009001	-1878.968828	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000004.hel	100	154	218.0	2.0	1.963	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000004.hel	True	0.001746	225.997377	20.004115	62.877107	34.975641	60.138712	44.731399	60.947338	0.004903	-0.001654	0.01153	-1885.312632	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000008.hel	100	154	226.0	20.0	2.035	0.28	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000005.hel	True	0.00841	218.004286	9.991071	45.654898	14.339334	27.311001	12.560786	14.028694	0.001744	-0.0004376	0.01243	-1880.623763	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000006.hel	100	154	218.0	10.0	1.963	0.14	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000006.hel	False	0.00175	218.00385	12.002615	49.809763	17.680504	34.862945	17.086438	23.698193	0.004666	-0.00149	0.00947	-1883.394769	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000007.hel	100	154	218.0	12.0	1.963	0.168	False	True	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000007.hel	True	0.001347	225.999088	7.997475	47.890364	11.794934	28.56178	10.731251	14.675787	0.003572	-0.0003753	0.01092	-1880.972348	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000009.hel	100	154	226.0	8.0	2.035	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000008.hel	True	0.014004	225.999082	1.995149	52.260615	3.149173	35.817079	3.272432	23.730992	0.006053	-0.0006772	0.01054	-1876.7621	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000011.hel	100	154	226.0	2.0	2.035	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000009.hel	True	0.000189	219.99505	2.001534	48.792874	2.718149	31.074519	2.221804	18.130989	0.003227	-0.0002151	0.008876	-1879.01322	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000010.hel	100	154	220.0	2.0	1.981	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000010.hel	True	0.000943	220.001058	10.002065	46.395543	14.406213	27.901652	12.601235	14.337661	0.001843	-0.0004241	0.01238	-1880.690292	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000012.hel	100	154	220.0	10.0	1.981	0.14	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000011.hel	True	0.000963	223.997028	23.999199	65.150836	45.294064	68.979518	64.245234	80.676457	0.005137	-0.002393	0.009804	-1884.760324	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000013.hel	100	154	224.0	24.0	2.017	0.337	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000012.hel	True	6.7e-05	222.005431	1.997467	49.716541	2.738121	32.034674	2.272187	18.98672	0.003172	-0.0002108	0.008761	-1879.061094	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000014.hel	100	154	222.0	2.0	1.999	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000013.hel	True	0.001603	222.006103	8.003802	46.401464	11.702477	27.381725	10.645757	14.039457	0.003244	-0.0003623	0.01101	-1880.781138	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000015.hel	100	154	222.0	8.0	1.999	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000014.hel	True	0.001063	221.995339	10.001451	47.135515	14.446796	28.479421	12.600722	14.61625	0.001587	-0.0003963	0.01229	-1880.755494	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000016.hel	100	154	222.0	10.0	1.999	0.14	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000015.hel	True	0.001361	222.002613	30.000184	72.55963	63.859567	92.901093	104.903583	134.057337	0.005256	-0.003027	0.009961	-1879.546795	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_021/p154_100_000017.hel	100	154	222.0	30.0	1.999	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000016.hel	True	0.000739	225.998021	30.003001	74.039897	64.352869	94.654528	106.23085	136.505477	0.005245	-0.003057	0.009727	-1880.493555	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000002.hel	100	154	226.0	30.0	2.035	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_021/p154_100_000017.hel	True	0.00164	211.996528	9.995584	43.513771	14.255657	25.740388	12.654614	13.394437	0.001937	-0.0004997	0.01264	-1880.382957	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000004.hel	100	154	212.0	10.0	1.909	0.14	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000001.hel	True	0.001551	211.990231	0.000424	44.561212	0.000682	26.368731	0.001178	13.771541	0.003266	4.775e-08	0.009567	-1878.703089	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000006.hel	100	154	212.0	0.0	1.909	0.0	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000002.hel	True	0.000152	232.00171	15.999779	63.680444	26.140596	57.199548	30.331362	52.625325	0.004121	-0.001439	0.01495	-1883.638933	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000005.hel	100	154	232.0	16.0	2.089	0.224	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000003.hel	True	0.002196	244.001083	7.998798	54.987568	12.397515	34.656746	11.531616	18.404268	0.003453	-0.0004901	0.01001	-1881.92736	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000005.hel	100	154	244.0	8.0	2.197	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000004.hel	True	0.006176	244.003105	1.999866	59.227587	3.385528	42.377182	3.772125	28.786493	0.003141	-0.0001381	0.008787	-1878.479127	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000006.hel	100	154	244.0	2.0	2.197	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000005.hel	True	0.00141	200.001773	6.001081	38.966882	7.929605	21.342436	6.577848	9.905592	0.005058	-0.0005936	0.01195	-1879.085867	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000007.hel	100	154	200.0	6.0	1.801	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000006.hel	True	0.001309	242.005671	17.996881	69.110266	31.173978	64.691902	38.554159	62.320259	0.003874	-0.001233	0.01934	-1884.907846	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000008.hel	100	154	242.0	18.0	2.179	0.252	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000007.hel	True	0.000106	242.001394	7.999179	54.162195	12.328714	33.894149	11.426752	17.871624	0.00317	-0.0004408	0.009998	-1881.801333	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000009.hel	100	154	242.0	8.0	2.179	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000008.hel	True	0.000192	242.000035	5.998492	53.842285	9.103629	33.223669	8.133581	17.004212	0.003432	-0.0006574	0.0103	-1881.010058	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000010.hel	100	154	242.0	6.0	2.179	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000009.hel	True	0.000911	241.999205	2.001449	50.048764	2.806553	27.875749	2.494215	13.917993	0.002816	-0.0002103	0.01105	-1880.627999	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000011.hel	100	154	242.0	2.0	2.179	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000010.hel	True	0.001619	239.995337	30.004116	76.337994	62.388751	91.81496	99.391374	125.566765	0.004801	-0.002921	0.00916	-1883.969135	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000014.hel	100	154	240.0	30.0	2.161	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000011.hel	True	0.00313	201.993922	0.004167	45.420458	0.021997	30.432678	0.057679	19.226953	0.003883	-1.179e-06	0.0107	-1877.894967	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000012.hel	100	154	202.0	0.0	1.819	0.0	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000012.hel	True	0.004384	202.001185	1.999208	35.339628	2.38348	16.040003	1.721947	5.808873	0.003801	-0.0002204	0.01242	-1878.686272	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000013.hel	100	154	202.0	2.0	1.819	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000013.hel	True	0.002676	239.99649	17.997659	68.083913	30.975925	63.445149	38.103555	60.90017	0.003958	-0.001306	0.01964	-1884.933096	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000015.hel	100	154	240.0	18.0	2.161	0.252	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000014.hel	True	3.1e-05	239.968296	0.028421	115.720001	114.673719	431.828637	908.485836	2421.590368	0.07846	-0.08802	0.09978	-1864.865978	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000017.hel	100	154	240.0	0.0	2.161	0.0	False	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000015.hel	True	0.00095	204.000029	1.998676	36.036766	2.397168	16.550153	1.741468	6.096653	0.003728	-0.0002131	0.01235	-1878.740811	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_022/p154_100_000016.hel	100	154	204.0	2.0	1.837	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000016.hel	True	0.002659	238.00576	6.000698	52.172536	9.032707	31.699223	8.091818	15.997321	0.01758	-0.001159	0.01074	-1880.787671	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000001.hel	100	154	238.0	6.0	2.143	0.084	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_022/p154_100_000017.hel	True	0.000103	205.999718	1.998675	36.730754	2.409538	17.053558	1.756394	6.376832	0.00365	-0.0002062	0.01227	-1878.804625	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000002.hel	100	154	206.0	2.0	1.855	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000001.hel	True	0.000204	236.001514	31.998443	81.309978	71.52834	108.693443	123.071816	162.9493	0.004732	-0.002871	0.008852	-1881.05784	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000005.hel	100	154	236.0	32.0	2.125	0.449	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000002.hel	True	0.000311	235.996966	30.000976	75.067689	62.767986	91.571565	101.074641	127.726804	0.004836	-0.002925	0.009409	-1882.882663	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_024/p154_100_000002.hel	100	154	236.0	30.0	2.125	0.421	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000003.hel	True	0.001349	231.997954	32.002918	79.541394	70.837107	106.185176	120.97058	158.890402	0.005009	-0.003053	0.009137	-1880.29929	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000007.hel	100	154	232.0	32.0	2.089	0.449	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000004.hel	True	0.001279	210.00664	7.99784	42.161319	11.35329	24.120096	10.270787	12.237912	0.003485	-0.0004938	0.01145	-1880.229312	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000009.hel	100	154	210.0	8.0	1.891	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000005.hel	True	0.002801	234.000098	7.999011	50.964611	12.057589	31.098113	11.057858	16.119554	0.003258	-0.0003243	0.01049	-1881.385236	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000008.hel	100	154	234.0	8.0	2.107	0.112	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000006.hel	True	0.010606	209.991927	2.000881	38.113121	2.448253	18.060901	1.809186	6.94945	0.003538	-0.0001945	0.01215	-1878.93613	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000010.hel	100	154	210.0	2.0	1.891	0.028	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000007.hel	True	0.001454	233.998624	20.002982	66.41887	35.318204	63.849838	45.326815	64.46848	0.004395	-0.001536	0.01325	-1885.846426	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000011.hel	100	154	234.0	20.0	2.107	0.28	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000008.hel	True	0.000893	236.000693	0.002022	55.70542	0.003203	38.788218	0.003765	25.753043	0.003407	1.493e-06	0.009201	-1877.768713	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_023/p154_100_000013.hel	100	154	236.0	0.0	2.125	0.0	True	False	False
Z_100-N_154/q40_unconstrained_fine/7_pass/chunk_023/p154_100_000009.hel	True	0.001197	172.000911	1.995868	25.795649	2.226354	9.765526	1.559509	2.716136	0.004858	-0.000363	0.01409	-1878.601321	Z_100-N_154/q40_unconstrained_fine/6_pass/chunk_020/p154_100_000003.hel	100	154	172.0	2.0	1.549	0.028	True	False	False
