 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39271625     -34.07572475       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -32.33818281       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -30.90239481       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -29.62309167       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -28.44482878       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -27.33905424       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625     -26.28864983       0.00000000       0.00000000       0.00000002       0.00000004
       0.39271625     -25.28233997       0.00000001       0.00000001       0.00000009       0.00000012
       0.39271625     -24.31220275       0.00000003       0.00000002       0.00000008       0.00000007
       0.39271625     -23.37240357       0.00000002       0.00000001       0.00000001       0.00000000
       0.39271625     -22.45848696       0.00000001       0.00000001       0.00000000       0.00000000
       0.39271625     -21.56695170       0.00000002       0.00000003       0.00000000       0.00000002
       0.39271625     -20.69498144       0.00000001       0.00000001       0.00000000       0.00000000
       0.39271625     -19.84026630       0.00000005       0.00000002       0.00000003       0.00000000
       0.39271625     -19.00088026       0.00000011       0.00000001       0.00000022       0.00000000
       0.39271625     -18.17519442       0.00000038       0.00000001       0.00000797       0.00000000
       0.39271625     -17.36181391       0.00000158       0.00000004       0.00022210       0.00000001
       0.39271625     -16.55953107       0.00000534       0.00000017       0.00306515       0.00000037
       0.39271625     -15.76729000       0.00001789       0.00000081       0.00904796       0.00001031
       0.39271625     -14.98415918       0.00006813       0.00000628       0.02344657       0.00040657
       0.39271625     -14.20931014       0.00025967       0.00004118       0.07876145       0.00469038
       0.39271625     -13.44200047       0.00102710       0.00027156       0.20763242       0.03624459
       0.39271625     -12.68156022       0.00411596       0.00168462       0.44662193       0.22117538
       0.39271625     -11.92738087       0.01308909       0.00704428       0.65308263       0.54383536
       0.39271625     -11.17890619       0.02757549       0.01770205       0.69657406       0.69301075
       0.39271625     -10.43562480       0.03889644       0.02827861       0.60283867       0.68152477
       0.39271625      -9.69706380       0.04420175       0.03246977       0.49792425       0.56962741
       0.39271625      -8.96278351       0.04886306       0.03183881       0.53251421       0.45567795
       0.39271625      -8.23237295       0.05006153       0.03279021       0.55455727       0.51418451
       0.39271625      -7.50544591       0.04593752       0.03521960       0.44139737       0.63464584
       0.39271625      -6.78163764       0.04635675       0.03282606       0.44740946       0.52686250
       0.39271625      -6.06060187       0.05319565       0.02735114       0.63132601       0.30462016
       0.39271625      -5.34200825       0.05536350       0.02591862       0.68063556       0.27056635
       0.39271625      -4.62554004       0.05144883       0.02817715       0.59252847       0.38312994
       0.39271625      -3.91089202       0.04889623       0.02935024       0.54555517       0.44542845
       0.39271625      -3.19776862       0.04742983       0.02937286       0.51945110       0.43590340
       0.39271625      -2.48588224       0.04503671       0.03068511       0.44748345       0.48058711
       0.39271625      -1.77495158       0.04489657       0.03222807       0.43909810       0.56132014
       0.39271625      -1.06470018       0.04642552       0.03228627       0.49015044       0.59468073
       0.39271625      -0.35485500       0.04541980       0.03198941       0.47986645       0.59240333
       0.39271625       0.35485500       0.04327201       0.03246726       0.42519533       0.60544697
       0.39271625       1.06470018       0.04369913       0.03301661       0.42264255       0.62641241
       0.39271625       1.77495158       0.04506302       0.03298639       0.44493321       0.62665485
       0.39271625       2.48588224       0.04435710       0.03280169       0.43669035       0.61441994
       0.39271625       3.19776862       0.04304458       0.03295010       0.41927640       0.61791789
       0.39271625       3.91089202       0.04395507       0.03319305       0.44035608       0.62639218
       0.39271625       4.62554004       0.04577732       0.03347646       0.47243734       0.62432215
       0.39271625       5.34200825       0.04529564       0.03425485       0.45368906       0.63271647
       0.39271625       6.06060187       0.04383073       0.03487038       0.41064752       0.64708751
       0.39271625       6.78163764       0.04519273       0.03403837       0.43365899       0.61137102
       0.39271625       7.50544591       0.04697846       0.03389151       0.45913421       0.57841038
       0.39271625       8.23237295       0.04531896       0.03734226       0.39822297       0.67790891
       0.39271625       8.96278351       0.04524591       0.04039828       0.39157402       0.76839287
       0.39271625       9.69706380       0.05069932       0.03744465       0.54635617       0.67062128
       0.39271625      10.43562480       0.05305928       0.03262191       0.61351748       0.43620793
       0.39271625      11.17890619       0.04778935       0.03255965       0.51250620       0.43239282
       0.39271625      11.92738087       0.04267292       0.03359680       0.50206454       0.60743108
       0.39271625      12.68156022       0.03716325       0.02804162       0.65269413       0.73866973
       0.39271625      13.44200047       0.02435339       0.01607953       0.73488104       0.75102850
       0.39271625      14.20931014       0.01027146       0.00569735       0.66296487       0.59613411
       0.39271625      14.98415918       0.00288566       0.00121331       0.41603583       0.23875977
       0.39271625      15.76729000       0.00067351       0.00018260       0.17221644       0.03938261
       0.39271625      16.55953107       0.00016668       0.00002788       0.06196656       0.00606127
       0.39271625      17.36181391       0.00004277       0.00000424       0.01682128       0.00043421
       0.39271625      18.17519442       0.00001095       0.00000049       0.00483203       0.00000327
       0.39271625      19.00088026       0.00000338       0.00000010       0.00088716       0.00000005
       0.39271625      19.84026630       0.00000116       0.00000006       0.00014977       0.00000002
       0.39271625      20.69498144       0.00000031       0.00000002       0.00000488       0.00000000
       0.39271625      21.56695170       0.00000009       0.00000001       0.00000021       0.00000000
       0.39271625      22.45848696       0.00000004       0.00000001       0.00000001       0.00000000
       0.39271625      23.37240357       0.00000004       0.00000002       0.00000002       0.00000001
       0.39271625      24.31220275       0.00000004       0.00000002       0.00000053       0.00000012
       0.39271625      25.28233997       0.00000002       0.00000001       0.00000124       0.00000015
       0.39271625      26.28864983       0.00000000       0.00000000       0.00000048       0.00000004
       0.39271625      27.33905424       0.00000000       0.00000000       0.00000005       0.00000000
       0.39271625      28.44482878       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625      29.62309167       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625      30.90239481       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625      32.33818281       0.00000000       0.00000000       0.00000000       0.00000000
       0.39271625      34.07572475       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -34.07572475       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -32.33818281       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -30.90239481       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -29.62309167       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -28.44482878       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -27.33905424       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910     -26.28864983       0.00000000       0.00000000       0.00000002       0.00000003
       0.90158910     -25.28233997       0.00000001       0.00000001       0.00000007       0.00000010
       0.90158910     -24.31220275       0.00000003       0.00000002       0.00000007       0.00000007
       0.90158910     -23.37240357       0.00000002       0.00000002       0.00000001       0.00000000
       0.90158910     -22.45848696       0.00000001       0.00000001       0.00000000       0.00000000
       0.90158910     -21.56695170       0.00000002       0.00000002       0.00000000       0.00000001
       0.90158910     -20.69498144       0.00000002       0.00000001       0.00000000       0.00000000
       0.90158910     -19.84026630       0.00000005       0.00000002       0.00000003       0.00000000
       0.90158910     -19.00088026       0.00000011       0.00000001       0.00000027       0.00000000
       0.90158910     -18.17519442       0.00000036       0.00000001       0.00001057       0.00000000
       0.90158910     -17.36181391       0.00000147       0.00000004       0.00025741       0.00000001
       0.90158910     -16.55953107       0.00000494       0.00000015       0.00286016       0.00000031
       0.90158910     -15.76729000       0.00001655       0.00000072       0.00846755       0.00001089
       0.90158910     -14.98415918       0.00006302       0.00000566       0.02116033       0.00035772
       0.90158910     -14.20931014       0.00023940       0.00003720       0.07177335       0.00409383
       0.90158910     -13.44200047       0.00093586       0.00024199       0.19018755       0.03178203
       0.90158910     -12.68156022       0.00373513       0.00150580       0.41630244       0.20190672
       0.90158910     -11.92738087       0.01205861       0.00644600       0.63164954       0.52846623
       0.90158910     -11.17890619       0.02614866       0.01670561       0.69169860       0.69398891
       0.90158910     -10.43562480       0.03803153       0.02749623       0.61562601       0.69513209
       0.90158910      -9.69706380       0.04375460       0.03232189       0.51045353       0.59219071
       0.90158910      -8.96278351       0.04806265       0.03186758       0.52442262       0.46625270
       0.90158910      -8.23237295       0.04982288       0.03203675       0.55575970       0.47842885
       0.90158910      -7.50544591       0.04698273       0.03404341       0.48016510       0.59291184
       0.90158910      -6.78163764       0.04621389       0.03322178       0.45169188       0.56164057
       0.90158910      -6.06060187       0.04936587       0.03015296       0.53510127       0.43652495
       0.90158910      -5.34200825       0.04965473       0.02966032       0.54345103       0.43639634
       0.90158910      -4.62554004       0.04722978       0.03105500       0.48400999       0.51849199
       0.90158910      -3.91089202       0.04698453       0.03089253       0.49437995       0.52547471
       0.90158910      -3.19776862       0.04710903       0.02998570       0.50892692       0.47880031
       0.90158910      -2.48588224       0.04586610       0.03051116       0.47261937       0.49213216
       0.90158910      -1.77495158       0.04630738       0.03129293       0.48605519       0.53843699
       0.90158910      -1.06470018       0.04775477       0.03088295       0.53683592       0.54319737
       0.90158910      -0.35485500       0.04679610       0.03030116       0.52557684       0.51984315
       0.90158910       0.35485500       0.04530720       0.03047548       0.48707856       0.51835909
       0.90158910       1.06470018       0.04641819       0.03080106       0.50362657       0.53185208
       0.90158910       1.77495158       0.04794797       0.03071133       0.53095602       0.52965544
       0.90158910       2.48588224       0.04707578       0.03052708       0.51965713       0.51620427
       0.90158910       3.19776862       0.04549921       0.03069643       0.49485148       0.51901598
       0.90158910       3.91089202       0.04606495       0.03101928       0.50350942       0.52859729
       0.90158910       4.62554004       0.04776334       0.03129247       0.52945290       0.52551106
       0.90158910       5.34200825       0.04763071       0.03186595       0.52076187       0.52929143
       0.90158910       6.06060187       0.04644533       0.03240826       0.48781306       0.54479860
       0.90158910       6.78163764       0.04772520       0.03179795       0.51065914       0.51844291
       0.90158910       7.50544591       0.04992435       0.03137469       0.54955092       0.47763484
       0.90158910       8.23237295       0.04906738       0.03365922       0.51196040       0.53708860
       0.90158910       8.96278351       0.04807837       0.03623262       0.47732269       0.61379359
       0.90158910       9.69706380       0.05043815       0.03496694       0.54239960       0.54701996
       0.90158910      10.43562480       0.05078808       0.03251710       0.56357970       0.42633299
       0.90158910      11.17890619       0.04634845       0.03308903       0.49452296       0.47656374
       0.90158910      11.92738087       0.04208014       0.03312382       0.52750292       0.63997805
       0.90158910      12.68156022       0.03571982       0.02655115       0.66864360       0.74806406
       0.90158910      13.44200047       0.02246869       0.01464406       0.72814716       0.74333692
       0.90158910      14.20931014       0.00919294       0.00502017       0.63809777       0.56885100
       0.90158910      14.98415918       0.00255800       0.00104857       0.38460806       0.21250296
       0.90158910      15.76729000       0.00060481       0.00015892       0.15674837       0.03417738
       0.90158910      16.55953107       0.00015238       0.00002486       0.05513326       0.00515682
       0.90158910      17.36181391       0.00003951       0.00000384       0.01511565       0.00039909
       0.90158910      18.17519442       0.00001024       0.00000047       0.00486930       0.00000526
       0.90158910      19.00088026       0.00000316       0.00000011       0.00101432       0.00000012
       0.90158910      19.84026630       0.00000105       0.00000005       0.00014172       0.00000002
       0.90158910      20.69498144       0.00000027       0.00000001       0.00000320       0.00000000
       0.90158910      21.56695170       0.00000008       0.00000001       0.00000018       0.00000000
       0.90158910      22.45848696       0.00000004       0.00000001       0.00000001       0.00000000
       0.90158910      23.37240357       0.00000004       0.00000002       0.00000002       0.00000000
       0.90158910      24.31220275       0.00000004       0.00000002       0.00000032       0.00000005
       0.90158910      25.28233997       0.00000001       0.00000001       0.00000073       0.00000007
       0.90158910      26.28864983       0.00000000       0.00000000       0.00000030       0.00000002
       0.90158910      27.33905424       0.00000000       0.00000000       0.00000003       0.00000000
       0.90158910      28.44482878       0.00000000       0.00000000       0.00000000       0.00000000
       0.90158910      29.62309167       0.00000000       0.00000000       0.00000000       0.00000000
