 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.38916588     -34.70030747       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -32.93091768       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -31.46881275       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -30.16606094       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -28.96620136       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -27.84015880       0.00000000       0.00000000       0.00000000       0.00000000
       0.38916588     -26.77050126       0.00000001       0.00000001       0.00000004       0.00000004
       0.38916588     -25.74574648       0.00000003       0.00000003       0.00000013       0.00000013
       0.38916588     -24.75782737       0.00000006       0.00000005       0.00000008       0.00000007
       0.38916588     -23.80080237       0.00000003       0.00000002       0.00000000       0.00000000
       0.38916588     -22.87013434       0.00000002       0.00000002       0.00000000       0.00000000
       0.38916588     -21.96225790       0.00000003       0.00000003       0.00000000       0.00000000
       0.38916588     -21.07430508       0.00000003       0.00000001       0.00000000       0.00000000
       0.38916588     -20.20392364       0.00000004       0.00000001       0.00000001       0.00000000
       0.38916588     -19.34915228       0.00000007       0.00000001       0.00000004       0.00000000
       0.38916588     -18.50833224       0.00000034       0.00000002       0.00000120       0.00000000
       0.38916588     -17.68004306       0.00000152       0.00000012       0.00007507       0.00000019
       0.38916588     -16.86305498       0.00000546       0.00000030       0.00050812       0.00000137
       0.38916588     -16.05629271       0.00002420       0.00000243       0.00198394       0.00004129
       0.38916588     -15.25880769       0.00010942       0.00001921       0.01098620       0.00128851
       0.38916588     -14.46975624       0.00047968       0.00012344       0.04852008       0.01174404
       0.38916588     -13.68838235       0.00222985       0.00087303       0.18688187       0.09547476
       0.38916588     -12.91400380       0.00878430       0.00460259       0.46756248       0.39568548
       0.38916588     -12.14600090       0.02280532       0.01402308       0.64481841       0.63943745
       0.38916588     -11.38380724       0.03718589       0.02535214       0.63956729       0.67511569
       0.38916588     -10.62690205       0.04338969       0.03107488       0.52728241       0.57526664
       0.38916588      -9.87480377       0.04587910       0.03090618       0.48301840       0.44177777
       0.38916588      -9.12706468       0.04847158       0.03082129       0.53141125       0.44405156
       0.38916588      -8.38326623       0.04817763       0.03258646       0.51172862       0.53455171
       0.38916588      -7.64301516       0.04904236       0.03116222       0.51948691       0.43636118
       0.38916588      -6.90594002       0.05431059       0.02681970       0.65446194       0.25745754
       0.38916588      -6.17168820       0.05475732       0.02643035       0.67136487       0.26686049
