 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39382384     -33.86796398       0.00000000       0.00000000       0.00000000       0.00000000
       0.39382384     -32.14101589       0.00000000       0.00000000       0.00000000       0.00000000
       0.39382384     -30.71398193       0.00000000       0.00000000       0.00000000       0.00000000
       0.39382384     -29.44247875       0.00000000       0.00000000       0.00000000       0.00000000
       0.39382384     -28.27139976       0.00000000       0.00000000       0.00000000       0.00000000
       0.39382384     -27.17236716       0.00000000       0.00000000       0.00000000       0.00000001
       0.39382384     -26.12836711       0.00000000       0.00000000       0.00000009       0.00000017
       0.39382384     -25.12819274       0.00000001       0.00000001       0.00000056       0.00000126
       0.39382384     -24.16397048       0.00000004       0.00000004       0.00000082       0.00000243
       0.39382384     -23.22990129       0.00000004       0.00000006       0.00000013       0.00000050
       0.39382384     -22.32155685       0.00000001       0.00000002       0.00000000       0.00000000
       0.39382384     -21.43545731       0.00000002       0.00000002       0.00000000       0.00000000
       0.39382384     -20.56880348       0.00000001       0.00000001       0.00000000       0.00000000
       0.39382384     -19.71929957       0.00000002       0.00000001       0.00000000       0.00000000
       0.39382384     -18.88503130       0.00000005       0.00000001       0.00000002       0.00000000
       0.39382384     -18.06437969       0.00000019       0.00000002       0.00000095       0.00000000
       0.39382384     -17.25595838       0.00000081       0.00000009       0.00001973       0.00000010
       0.39382384     -16.45856709       0.00000272       0.00000031       0.00028055       0.00000538
       0.39382384     -15.67115633       0.00001037       0.00000137       0.00093148       0.00008271
       0.39382384     -14.89280029       0.00004635       0.00000913       0.00433121       0.00087902
       0.39382384     -14.12267552       0.00019310       0.00005079       0.02225613       0.00899837
       0.39382384     -13.36004416       0.00084875       0.00029665       0.09097348       0.05468397
       0.39382384     -12.60424035       0.00376053       0.00175665       0.30510386       0.25942362
       0.39382384     -11.85465925       0.01244526       0.00715703       0.56505162       0.56569827
       0.39382384     -11.11074805       0.02651170       0.01740071       0.65753126       0.68761085
       0.39382384     -10.37199846       0.03814233       0.02705620       0.61115303       0.65389028
       0.39382384      -9.63794049       0.04336871       0.03149533       0.52506713       0.55127046
       0.39382384      -8.90813714       0.04551000       0.03248897       0.50246511       0.49439195
       0.39382384      -8.18217991       0.04646188       0.03308538       0.52195949       0.54273294
       0.39382384      -7.45968497       0.04587158       0.03294350       0.49739865       0.57263697
       0.39382384      -6.74028978       0.04582393       0.03055186       0.49508713       0.45267388
       0.39382384      -6.02365019       0.04771927       0.02795274       0.58231049       0.33377629
       0.39382384      -5.30943786       0.04848573       0.02769648       0.62782847       0.34956965
       0.39382384      -4.59733798       0.04653029       0.02881206       0.56539878       0.43995234
       0.39382384      -3.88704718       0.04427078       0.02919726       0.48935643       0.48244523
