Z	min	max
38.0	1.7656614418380308e-06	0.0007794051766474918
39.0	0.0007123186651973598	0.0035886940992122204
40.0	0.005321833254111194	0.025283832658237197
41.0	0.024301073201820365	0.05905823961438814
42.0	0.17501271490165146	0.3617641416327829
43.0	0.3109586142195495	0.4685638117561496
44.0	2.1266428757920384	2.3077128230725283
45.0	1.5752722189684814	1.9165312537099521
46.0	9.522358463948759	7.214442074048681
47.0	3.411294373624528	4.121133545974807
48.0	15.696247495524851	11.473499767347793
49.0	3.411294373624528	4.663585473438888
50.0	9.522358463948759	9.297735652663455
51.0	1.5752722189684814	2.699296217525449
52.0	2.1266428757920384	3.7427594102204234
53.0	0.3109586142195495	0.7832740440694876
54.0	0.17501271490165146	0.6874270023788884
55.0	0.024301073201820365	0.11230548445100828
56.0	0.005321833254111194	0.052148648219470045
57.0	0.0007123186651973598	0.007408694281357646
58.0	1.7656614418380308e-06	0.0015084033364984397
59.0	0.0	0.0001929025818050378
60.0	0.0	4.777420968952837e-07
61.0	0.0	0.0
62.0	0.0	4.777420968952837e-07
63.0	0.0	0.0001929025818050378
64.0	1.7656614418380308e-06	0.0015084033364984397
65.0	0.0007123186651973598	0.007408694281357646
66.0	0.005321833254111194	0.052148648219470045
67.0	0.024301073201820365	0.11230548445100828
68.0	0.17501271490165146	0.6874270023788884
69.0	0.3109586142195495	0.7832740440694876
70.0	2.1266428757920384	3.7427594102204234
71.0	1.5752722189684814	2.699296217525449
72.0	9.522358463948759	9.297735652663455
73.0	3.411294373624528	4.663585473438888
74.0	15.696247495524851	11.473499767347793
75.0	3.411294373624528	4.121133545974807
76.0	9.522358463948759	7.214442074048681
77.0	1.5752722189684814	1.9165312537099521
78.0	2.1266428757920384	2.3077128230725283
79.0	0.3109586142195495	0.4685638117561496
80.0	0.17501271490165146	0.3617641416327829
81.0	0.024301073201820365	0.05905823961438814
82.0	0.005321833254111194	0.025283832658237197
83.0	0.0007123186651973598	0.0035886940992122204
84.0	1.7656614418380308e-06	0.0007794051766474918
