Z	min	max
43.0	1.895362759687776e-11	9.872348095523312e-08
44.0	1.1456319911080438e-08	1.114069207111684e-06
45.0	1.6010422826661392e-06	2.4500054627760875e-05
46.0	1.4716333367808759e-05	0.0001870087671772284
47.0	0.0001514088714028081	0.0009963878701198653
48.0	0.0010770181201894165	0.006526023046573612
49.0	0.004457299945222868	0.01773948455778427
50.0	0.02750544529418302	0.1007763185521143
51.0	0.06180747126446197	0.16168030872483605
52.0	0.3325384626337033	0.7760270665129362
53.0	0.43647105200043734	0.7914653993161704
54.0	1.9698493050847723	3.1720451023634855
55.0	1.6871866199083678	2.215361039529361
56.0	6.234452766681454	7.352358791130921
57.0	3.8042274449976885	3.9195848021508133
58.0	11.76490900323775	11.092757901186157
59.0	5.518455125819585	4.923022906933294
60.0	15.140895368345122	12.90385546855786
61.0	6.031999757889482	5.131180555906145
62.0	15.140895368345122	12.90385546855786
63.0	5.518455125819585	4.923022906933294
64.0	11.76490900323775	11.092757901186157
65.0	3.8042274449976885	3.9195848021508133
66.0	6.234452766681454	7.352358791130921
67.0	1.6871866199083678	2.215361039529361
68.0	1.9698493050847723	3.1720451023634855
69.0	0.43647105200043734	0.7914653993161704
70.0	0.3325384626337033	0.7760270665129362
71.0	0.06180747126446197	0.16168030872483605
72.0	0.02750544529418302	0.1007763185521143
73.0	0.004457299945222868	0.01773948455778427
74.0	0.0010770181201894165	0.006526023046573612
75.0	0.0001514088714028081	0.0009963878701198653
76.0	1.4716333367808759e-05	0.0001870087671772284
77.0	1.6010422826661392e-06	2.4500054627760875e-05
78.0	1.1456319911080438e-08	1.114069207111684e-06
79.0	1.895362759687776e-11	9.872348095523312e-08
