A	min	max
106.0	0.0	0.005547679542975772
107.0	0.00028374623059038183	0.012610268335267396
108.0	0.002965088539899782	0.032168872887001744
109.0	0.010256403513972596	0.07573954259394437
110.0	0.03183183210744302	0.16248219615255116
111.0	0.0886315715299299	0.31801158856325096
112.0	0.22137230867585123	0.5706969356032767
113.0	0.49591977291169137	0.9425968055014321
114.0	0.9963145832980956	1.4406423036582803
115.0	1.794821855595417	2.0483762165422545
116.0	2.8988707243598415	2.723896508545792
117.0	4.197226970619969	3.4044358470058635
118.0	5.447118693574247	4.016306462023647
119.0	6.335608577644843	4.487252606711603
120.0	6.6035175229098755	4.758008742427614
121.0	6.167065180803521	4.790850645509226
122.0	5.160017725681615	4.574895833535297
123.0	3.8676681828622113	4.129367879453702
124.0	2.5967564777306573	3.504843293943357
125.0	1.5615598472883032	2.7792664602213306
126.0	0.8409991390159012	2.0447710364524267
127.0	0.4056100907239875	1.3863904630216355
128.0	0.17517316440536457	0.8610605106331795
129.0	0.06773978710367598	0.4873695047491371
130.0	0.02345371507172492	0.2504061681259805
131.0	0.007270216893331537	0.11634822884869735
132.0	0.0019468209080420584	0.048801215084239624
133.0	0.0	0.018329564736211328
134.0	0.0	0.0062098929482932354
135.0	0.0	0.001838418876236435
136.0	0.0	0.00047830776629025404
137.0	0.0	0.0
138.0	0.0	0.0
139.0	0.0	0.0
140.0	0.0	0.0
141.0	0.0	0.0
142.0	0.0	0.0
143.0	0.0	0.0
144.0	0.0	0.0
145.0	0.0	0.0
146.0	0.0	0.0
147.0	0.0	0.0
148.0	0.0	0.0
149.0	0.0	0.0
150.0	0.0	0.0
151.0	0.0	0.0
152.0	0.0	0.0
153.0	0.0	0.0
154.0	0.0	0.0
155.0	0.0	0.0
156.0	0.0	0.0
157.0	0.0	0.0
158.0	0.0	0.0
159.0	0.0	0.0
160.0	0.0	0.0
161.0	0.0	0.0
162.0	0.0	0.0
163.0	0.0	0.0
164.0	0.0	0.0
165.0	0.0	0.0
166.0	0.0	0.0
167.0	0.0	0.0
168.0	0.0	0.0
169.0	0.0	0.0
170.0	0.0	0.00047830776629025404
171.0	0.0	0.001838418876236435
172.0	0.0	0.0062098929482932354
173.0	0.0	0.018329564736211328
174.0	0.0019468209080420584	0.048801215084239624
175.0	0.007270216893331537	0.11634822884869735
176.0	0.02345371507172492	0.2504061681259805
177.0	0.06773978710367598	0.4873695047491371
178.0	0.17517316440536457	0.8610605106331795
179.0	0.4056100907239875	1.3863904630216355
180.0	0.8409991390159012	2.0447710364524267
181.0	1.5615598472883032	2.7792664602213306
182.0	2.5967564777306573	3.504843293943357
183.0	3.8676681828622113	4.129367879453702
184.0	5.160017725681615	4.574895833535297
185.0	6.167065180803521	4.790850645509226
186.0	6.6035175229098755	4.758008742427614
187.0	6.335608577644843	4.487252606711603
188.0	5.447118693574247	4.016306462023647
189.0	4.197226970619969	3.4044358470058635
190.0	2.8988707243598415	2.723896508545792
191.0	1.794821855595417	2.0483762165422545
192.0	0.9963145832980956	1.4406423036582803
193.0	0.49591977291169137	0.9425968055014321
194.0	0.22137230867585123	0.5706969356032767
195.0	0.0886315715299299	0.31801158856325096
196.0	0.03183183210744302	0.16248219615255116
197.0	0.010256403513972596	0.07573954259394437
198.0	0.002965088539899782	0.032168872887001744
199.0	0.00028374623059038183	0.012610268335267396
200.0	0.0	0.005547679542975772
