Q20	Q30	Q40	M_22	M_32	M_33	M_42	M_43	M_44	EHFB
228.0	24.0	184.0	0.02381	0.0002978	0.009956	0.008229	0.001512	0.003414	38.2091989999999
228.0	24.0	192.0	0.03602	0.008857	0.02777	0.009073	0.004687	0.004794	36.03372599999989
228.0	24.0	200.0	0.03361	0.01356	0.01528	0.009546	0.002258	0.003909	34.22665299999994
228.0	28.0	0.0	0.06934	0.03551	0.04084	0.1008	0.06123	0.1585	55.59377499999982
228.0	28.0	8.0	0.07573	0.0391	0.05701	0.1044	0.05597	0.1608	42.45571599999994
228.0	28.0	16.0	0.04543	0.01843	0.08161	0.06663	0.05463	0.1226	30.33547999999996
228.0	28.0	24.0	0.05265	0.01725	0.1415	0.07934	0.09738	0.1799	22.653681000000006
228.0	28.0	32.0	0.03427	0.01961	0.04891	0.05385	0.04252	0.104	19.5732109999999
228.0	28.0	40.0	0.02795	0.008682	0.02569	0.04075	0.02688	0.09132	19.590892999999824
228.0	28.0	48.0	0.03866	0.01546	0.0258	0.05695	0.02958	0.09785	11.962491
228.0	28.0	56.0	0.04451	0.01384	0.02399	0.0616	0.03213	0.1103	3.807876999999962
228.0	28.0	64.0	0.06008	0.009721	0.02119	0.065	0.02517	0.09573	-3.767528000000084
228.0	28.0	72.0	0.0736	0.01344	0.02001	0.07912	0.02413	0.09772	-5.811738000000105
228.0	28.0	80.0	0.04925	0.007646	0.01565	0.04278	0.01414	0.04882	-3.3372450000001663
228.0	28.0	88.0	0.02452	0.005176	0.008832	0.01509	0.002691	0.01304	1.4960849999999937
228.0	28.0	96.0	0.02135	0.00553	0.006843	0.0122	0.003973	0.008493	6.468332999999802
228.0	28.0	104.0	0.02503	0.005007	0.005839	0.01347	0.003532	0.008395	11.2605759999999
228.0	28.0	112.0	0.02844	0.004692	0.005714	0.01484	0.00332	0.008795	15.624796999999944
228.0	28.0	120.0	0.028099063657312635	0.004078723402919326	0.0045524347479240015	0.01461419196435185	0.003077496937996746	0.008266869623721838	19.78554127626103
228.0	28.0	128.0	0.02474	0.004932	0.005783	0.01264	0.003767	0.007197	22.99371099999985
228.0	28.0	136.0	0.01554	0.001299	0.008206	0.00735	0.003204	0.004639	42.68624599999998
228.0	28.0	144.0	0.01696	0.00094	0.008551	0.007807	0.003067	0.004798	42.354241999999886
228.0	28.0	152.0	0.01804	0.003744	0.008924	0.009213	0.00435	0.005873	41.92824899999982
228.0	28.0	160.0	0.02039	0.004725	0.007024	0.01046	0.003962	0.006225	42.34609599999999
228.0	28.0	168.0	0.01867	0.002585	0.008747	0.008685	0.003169	0.005207	42.89214599999991
228.0	28.0	176.0	0.02214	0.002524	0.01037	0.007912	0.0003046	0.003955	37.2082089999999
228.0	28.0	184.0	0.03259	0.009098	0.01872	0.008703	0.00178	0.003762	34.54906599999981
228.0	28.0	192.0	0.03659	0.01135	0.0168	0.008849	0.0004301	0.002917	32.16891799999985
228.0	28.0	200.0	0.02973	0.00627	0.02321	0.007793	0.004385	0.004284	30.279502999999977
228.0	32.0	0.0	0.07723	0.03053	0.03028	0.1118	0.05292	0.1717	58.248570999999856
228.0	32.0	8.0	0.04151	0.02171	0.08297	0.04901	0.05583	0.09215	47.3457699999999
228.0	32.0	16.0	0.03781	0.02012	0.07274	0.05367	0.04889	0.09974	34.999976999999944
228.0	32.0	24.0	0.05279	0.01292	0.09984	0.06453	0.05842	0.1057	23.73868399999992
228.0	32.0	32.0	0.04854	0.02138	0.0317	0.1046	0.03859	0.249	19.458084999999983
228.0	32.0	40.0	0.03722	0.01317	0.03043	0.05554	0.02954	0.09453	21.24915299999998
228.0	32.0	48.0	0.03546	0.01727	0.02902	0.05323	0.03475	0.09553	15.291843999999855
228.0	32.0	56.0	0.03624	0.0119	0.02577	0.04765	0.03089	0.0878	8.373719999999821
228.0	32.0	64.0	0.05518	0.0202	0.02307	0.07469	0.0352	0.1133	1.374074999999948
228.0	32.0	72.0	0.04863	0.01344	0.02363	0.05456	0.02725	0.07593	-1.6566100000000006
228.0	32.0	80.0	0.04094	0.009475	0.01958	0.04353	0.01989	0.0583	-1.6410330000001068
228.0	32.0	88.0	0.03283	0.006208	0.01555	0.03364	0.01187	0.03998	1.5777149999998983
228.0	32.0	96.0	0.02479	0.00589	0.007136	0.01425	0.003377	0.01011	6.493380999999999
228.0	32.0	104.0	0.02779	0.005729	0.006337	0.01518	0.003687	0.009578	10.954371999999921
228.0	32.0	112.0	0.02776	0.004135	0.005935	0.01442	0.003028	0.008641	15.010910999999851
228.0	32.0	120.0	0.02748	0.003204	0.005664	0.01383	0.002521	0.008003	18.955962
228.0	32.0	128.0	0.02016	0.003187	0.005012	0.009999	0.002516	0.005694	22.462401999999884
228.0	32.0	136.0	0.01579	0.001012	0.008125	0.007362	0.003073	0.004583	41.070440999999846
228.0	32.0	144.0	0.01787	0.003851	0.00949	0.009431	0.00483	0.006249	40.56241899999986
228.0	32.0	152.0	0.02019	0.004856	0.007146	0.01063	0.004327	0.00646	40.6562379999998
228.0	32.0	160.0	0.02	0.002858	0.008073	0.00971	0.003681	0.005808	41.16269999999986
228.0	32.0	168.0	0.02155	0.005385	0.009103	0.007741	0.0002912	0.003837	36.509661999999935
228.0	32.0	176.0	0.02533	0.006964	0.009773	0.008561	0.0007762	0.003908	33.71693099999993
228.0	32.0	184.0	0.03087	0.01356	0.01714	0.007989	0.001655	0.003324	31.19248299999981
228.0	32.0	192.0	0.03054	0.009524	0.01667	0.008096	0.002198	0.003368	28.744731999999885
228.0	32.0	200.0	0.02869	0.004892	0.01142	0.008602	0.000162	0.003187	26.93243099999995
228.0	36.0	0.0	0.04312	0.02112	0.03281	0.05433	0.01929	0.09111	62.71170299999994
228.0	36.0	8.0	0.03888	0.01918	0.05349	0.05092	0.03473	0.08935	50.525795000000016
228.0	36.0	16.0	0.03444	0.01939	0.07824	0.04232	0.05957	0.091	39.355366000000004
228.0	36.0	24.0	0.04899	0.03542	0.07574	0.07838	0.05416	0.1707	27.030468999999812
228.0	36.0	32.0	0.06426	0.04383	0.06247	0.1154	0.08124	0.2187	19.10367999999994
228.0	36.0	40.0	0.02635	0.0163	0.02833	0.04119	0.0375	0.0864	22.637174999999843
228.0	36.0	48.0	0.03644	0.01887	0.03618	0.05574	0.04518	0.1102	18.131338999999798
228.0	36.0	56.0	0.03342	0.01527	0.03127	0.04457	0.03644	0.08364	11.964484999999968
228.0	36.0	64.0	0.04076	0.01472	0.02162	0.05191	0.0257	0.07533	6.482269999999971
228.0	36.0	72.0	0.03493	0.01325	0.02808	0.04197	0.03295	0.07204	3.7171139999998104
228.0	36.0	80.0	0.0369	0.01237	0.02625	0.04124	0.02717	0.06023	1.294240999999829
228.0	36.0	88.0	0.03836	0.01044	0.01903	0.03856	0.01807	0.04637	2.3833689999999024
228.0	36.0	96.0	0.03806	0.01016	0.01759	0.03659	0.01608	0.04127	6.1588429999999335
228.0	36.0	104.0	0.02837	0.003922	0.00747	0.01553	0.001761	0.01078	10.219661999999971
228.0	36.0	112.0	0.02997	0.003855	0.006169	0.01547	0.00269	0.009305	14.27601999999979
228.0	36.0	120.0	0.01891	0.002857	0.01292	0.009616	0.006023	0.006925	14.938715000000002
228.0	36.0	128.0	0.01973	0.002077	0.004512	0.009612	0.001613	0.005485	21.896726999999828
228.0	36.0	136.0	0.01981	0.003127	0.009781	0.009904	0.004684	0.006283	39.3018219999999
228.0	36.0	144.0	0.01928	0.004938	0.007619	0.01033	0.004644	0.006463	39.220075999999835
228.0	36.0	152.0	0.0206	0.002803	0.007683	0.01014	0.003683	0.006045	39.69360999999981
228.0	36.0	160.0	0.01438	0.003408	0.01001	0.007565	0.004722	0.005312	39.164043999999876
228.0	36.0	168.0	0.0174	0.002168	0.0185	0.006854	0.005219	0.005317	37.20886799999994
228.0	36.0	176.0	0.02965	0.01515	0.0175	0.007676	0.001327	0.003294	30.5135429999998
228.0	36.0	184.0	0.02995	0.01287	0.01374	0.008346	0.00195	0.003323	27.962217999999893
228.0	36.0	192.0	0.02746	0.00876	0.009694	0.008532	0.001524	0.003499	25.715885999999955
228.0	36.0	200.0	0.0265	0.005304	0.009804	0.009115	0.0001176	0.004257	24.643018999999867
228.0	40.0	0.0	0.03786	0.02108	0.04233	0.04911	0.02895	0.116	69.00550899999985
228.0	40.0	8.0	0.03544	0.017	0.03918	0.0471	0.02581	0.07962	53.708797000000004
228.0	40.0	16.0	0.03805	0.0296	0.05083	0.05131	0.05233	0.09164	42.71758699999987
228.0	40.0	24.0	0.06314	0.05252	0.1255	0.08179	0.1091	0.1427	30.793351999999913
228.0	40.0	32.0	0.06565	0.05206	0.09725	0.1127	0.1121	0.2174	20.83093299999996
228.0	40.0	40.0	0.02714684140105432	0.018469301317485854	0.0427350610335956	0.04453097549284508	0.04275908835627101	0.09362108893519853	21.017496231343785
228.0	40.0	48.0	0.03919	0.02444	0.04505	0.05955	0.04748	0.1026	19.961360000000013
228.0	40.0	56.0	0.04202	0.02813	0.04401	0.06141	0.05593	0.1102	14.439362999999958
228.0	40.0	64.0	0.03605	0.01368	0.02392	0.04263	0.02563	0.06192	10.445938999999953
228.0	40.0	72.0	0.03148	0.01413	0.02816	0.04041	0.03157	0.06693	8.612994999999955
228.0	40.0	80.0	0.03587	0.01832	0.03182	0.04353	0.03565	0.066	5.665903999999955
228.0	40.0	88.0	0.03403	0.01117	0.02426	0.03494	0.02305	0.04692	4.47496000000001
228.0	40.0	96.0	0.04102	0.01404	0.0227	0.03942	0.02166	0.04448	6.2764069999998355
228.0	40.0	104.0	0.03687	0.006811	0.01693	0.02853	0.01191	0.02875	9.342232999999851
228.0	40.0	112.0	0.03086	0.003401	0.006433	0.01595	0.001947	0.009848	13.421667999999954
228.0	40.0	120.0	0.01947	0.000789	0.01257	0.009217	0.004995	0.006465	14.498149999999896
228.0	40.0	128.0	0.01848	0.002344	0.004413	0.009268	0.001661	0.005481	21.3952069999998
228.0	40.0	136.0	0.01841	0.005106	0.008422	0.009915	0.005039	0.006344	37.33268799999996
228.0	40.0	144.0	0.02166	0.003873	0.007277	0.0109	0.004054	0.006422	38.09139099999993
228.0	40.0	152.0	0.01443	0.00312	0.009583	0.007662	0.004591	0.00538	37.99763199999984
228.0	40.0	160.0	0.01686	0.00169	0.01824	0.007154	0.005636	0.005774	36.375066999999945
228.0	40.0	168.0	0.02793	0.01456	0.01671	0.007682	0.001294	0.003448	29.967542999999978
228.0	40.0	176.0	0.02671	0.01236	0.01347	0.007648	0.001509	0.003255	27.389567999999826
228.0	40.0	184.0	0.02695	0.01001	0.009723	0.00836	0.001756	0.003383	24.955585999999812
228.0	40.0	192.0	0.02558	0.006818	0.008563	0.008604	0.0005168	0.003803	23.284929999999804
228.0	40.0	200.0	0.02592	0.00412	0.008471	0.009527	0.0006083	0.004567	23.092746999999918
228.0	44.0	0.0	0.03116	0.02073	0.04373	0.03618	0.04367	0.09212	75.59538699999985
228.0	44.0	8.0	0.03298	0.0165	0.03701	0.04162	0.02968	0.07966	58.22818099999995
228.0	44.0	16.0	0.0406	0.02163	0.07738	0.0504	0.06286	0.09508	46.398103999999876
228.0	44.0	24.0	0.05155	0.04451	0.1144	0.0614	0.09122	0.1105	35.22818399999983
228.0	44.0	32.0	0.03331	0.03585	0.06274	0.05323	0.07176	0.1018	23.299014999999827
228.0	44.0	40.0	0.02666	0.02006	0.04984	0.04316	0.03997	0.08664	18.959761999999955
228.0	44.0	48.0	0.05987	0.04873	0.06824	0.09617	0.08819	0.1694	21.8517539999998
228.0	44.0	56.0	0.03581	0.01936	0.03641	0.04985	0.03981	0.08404	17.19962099999998
228.0	44.0	64.0	0.03193	0.01709	0.03362	0.04333	0.03738	0.07529	13.215193999999883
228.0	44.0	72.0	0.0269	0.01477	0.03261	0.03305	0.03195	0.05391	12.761475999999902
228.0	44.0	80.0	0.03568	0.02278	0.04024	0.04663	0.0454	0.07565	9.984094999999797
228.0	44.0	88.0	0.03275	0.009642	0.03103	0.02812	0.0266	0.04028	6.011537999999973
228.0	44.0	96.0	0.04389	0.01356	0.02699	0.03924	0.02449	0.04595	7.633406999999806
228.0	44.0	104.0	0.03762	0.007617	0.02023	0.02909	0.01352	0.0284	9.013911000000007
228.0	44.0	112.0	0.02561	0.001955	0.007473	0.01374	0.0003685	0.009883	12.494646999999986
228.0	44.0	120.0	0.02749	0.0003057	0.0145	0.01278	0.005304	0.008454	16.898536999999806
228.0	44.0	128.0	0.03149	0.0001616	0.005144	0.01477	0.000293	0.00827	19.737519999999904
228.0	44.0	136.0	0.02153	0.004927	0.006639	0.01115	0.004253	0.006552	35.720496999999796
228.0	44.0	144.0	0.01851	0.002669	0.007682	0.008992	0.003674	0.005398	36.546695
228.0	44.0	152.0	0.01372	0.003681	0.01027	0.007446	0.005105	0.005395	35.98487
228.0	44.0	160.0	0.02687	0.01372	0.01541	0.008077	0.001506	0.003746	29.544153999999935
228.0	44.0	168.0	0.02555	0.01288	0.01444	0.007418	0.001394	0.003341	26.96866399999999
228.0	44.0	176.0	0.02724	0.01138	0.01066	0.008552	0.002102	0.003517	24.444462999999814
228.0	44.0	184.0	0.02517	0.008019	0.008349	0.008356	0.001092	0.003577	22.394207999999935
228.0	44.0	192.0	0.02489	0.005023	0.008137	0.008988	0.0003106	0.004231	21.550838999999996
228.0	44.0	200.0	0.02613	0.003199	0.007607	0.009999	0.000904	0.004824	22.329709999999977
232.0	0.0	0.0	0.05133	0.008887	0.03154	0.07249	0.01949	0.1127	49.89687099999992
232.0	0.0	8.0	0.02407	0.001118	0.03576	0.0369	0.002073	0.06969	38.0099009999999
232.0	0.0	16.0	0.03381	1.271e-06	0.04206	0.05412	9.202e-06	0.1016	26.610696999999846
232.0	0.0	24.0	0.03624	3.841e-05	0.06399	0.04746	7.219e-05	0.09579	19.989712999999938
232.0	0.0	32.0	0.04218	0.00182	0.0477	0.04639	0.002136	0.06627	9.262583999999833
232.0	0.0	40.0	0.02606	7.388e-07	0.02278	0.03343	9.189e-07	0.05588	-2.665435000000116
232.0	0.0	48.0	0.04323	2.567e-07	0.01502	0.06699	3.919e-07	0.1084	-5.284931000000142
232.0	0.0	56.0	0.03081	8.849e-07	0.0136	0.04135	7.753e-07	0.07468	-1.6735889999999927
232.0	0.0	64.0	0.04022	1.443e-07	0.01298	0.05493	1.216e-07	0.09116	-0.838999000000058
232.0	0.0	72.0	0.0403	6.021e-07	0.009253	0.0475	6.807e-07	0.06611	0.748241999999891
232.0	0.0	80.0	0.04291	2.02e-06	0.008348	0.04378	2.032e-06	0.05055	2.4921959999999217
232.0	0.0	88.0	0.05173	0.0002375	0.008306	0.05114	0.0002749	0.0594	3.696480999999949
232.0	0.0	96.0	0.03201	0.0001331	0.008308	0.03128	0.0004408	0.04679	7.742025000000012
232.0	0.0	104.0	0.04089	0.005503	0.008364	0.01941	0.005118	0.01031	11.384544000000005
232.0	0.0	112.0	0.06663	0.01168	0.00902	0.03265	0.008053	0.01701	11.848728999999821
232.0	0.0	120.0	0.06544	0.0131	0.009161	0.03266	0.008728	0.01727	12.88752199999999
232.0	0.0	128.0	0.03522	0.006296	0.007642	0.01732	0.005271	0.009487	14.593186999999944
232.0	0.0	136.0	0.02843	0.005061	0.007727	0.01411	0.004758	0.008028	16.542178999999805
232.0	0.0	144.0	0.03363	0.005509	0.007048	0.0165	0.004626	0.00903	18.36917699999981
232.0	0.0	152.0	0.03135	0.005473	0.006309	0.01531	0.00423	0.008305	20.35606699999994
232.0	0.0	160.0	0.02595	0.006455	0.006902	0.01323	0.004694	0.007582	22.676993999999922
232.0	0.0	168.0	0.03391	0.009067	0.008348	0.01724	0.00567	0.009756	24.8783669999998
232.0	0.0	176.0	0.02883	0.01279	0.01198	0.01236	0.006633	0.005894	26.775016999999934
232.0	0.0	184.0	0.03007	0.0127	0.01219	0.01222	0.006348	0.005639	28.898021999999855
232.0	0.0	192.0	0.04392	0.005452	0.009243	0.02045	0.002215	0.01129	31.66030099999989
232.0	0.0	200.0	0.02052	0.003532	0.007004	0.009857	0.001534	0.00604	34.63453799999979
232.0	4.0	0.0	0.05514	0.01209	0.05412	0.07771	0.02822	0.1217	49.562398999999914
232.0	4.0	8.0	0.03504	0.009805	0.06968	0.04799	0.01105	0.07624	36.463025000000016
232.0	4.0	16.0	0.04054	0.002693	0.02994	0.07015	0.004482	0.1364	26.136927000000014
232.0	4.0	24.0	0.07689	0.01943	0.07266	0.1152	0.05283	0.1963	19.619424999999865
232.0	4.0	32.0	0.06989	0.005006	0.03434	0.1018	0.002413	0.1599	9.886731999999938
232.0	4.0	40.0	0.02727	0.00667	0.01687	0.03478	0.007446	0.05939	-1.816865000000007
232.0	4.0	48.0	0.05901	0.003607	0.01531	0.07497	0.007718	0.1286	-5.478609000000006
232.0	4.0	56.0	0.043704857437806	0.003456544451068953	0.01355975137405018	0.04865501085608163	0.005932901216481122	0.07972625035699046	-2.6786186817796533
232.0	4.0	64.0	0.03286	0.002272	0.01104	0.04257	0.003884	0.07212	-1.8494150000001355
232.0	4.0	72.0	0.03846	0.002552	0.009486	0.04729	0.004461	0.06847	-0.01671600000008766
232.0	4.0	80.0	0.03849	0.0002833	0.008585	0.04056	0.0005769	0.04896	1.4253810000000158
232.0	4.0	88.0	0.05583	0.001527	0.0082	0.05234	0.0005768	0.06032	3.2184639999998126
232.0	4.0	96.0	0.03366	0.003505	0.007422	0.01689	0.003686	0.01063	7.592489999999998
232.0	4.0	104.0	0.0679	0.01585	0.01035	0.03468	0.01025	0.01868	9.321849999999813
232.0	4.0	112.0	0.06302	0.01594	0.01	0.03252	0.01019	0.01766	11.06286699999987
232.0	4.0	120.0	0.04034	0.01138	0.009122	0.02123	0.007948	0.01204	13.358591999999817
232.0	4.0	128.0	0.02878	0.006514	0.007614	0.01455	0.005338	0.00826	15.895890000000009
232.0	4.0	136.0	0.02965	0.004728	0.007041	0.01433	0.004362	0.007853	18.37605499999995
232.0	4.0	144.0	0.02924	0.004136	0.00611	0.01412	0.003727	0.007667	20.540006999999832
232.0	4.0	152.0	0.02538	0.005088	0.006342	0.01269	0.004151	0.007162	22.660498999999845
232.0	4.0	160.0	0.03173	0.007801	0.007121	0.01631	0.005438	0.009194	24.629273000000012
232.0	4.0	168.0	0.03078	0.006973	0.006692	0.01534	0.004584	0.008463	26.297423999999864
232.0	4.0	176.0	0.02808	0.005443	0.007205	0.01332	0.003654	0.007319	28.104040999999825
232.0	4.0	184.0	0.04142	0.006623	0.008949	0.01812	0.002839	0.009311	30.021612000000005
232.0	4.0	192.0	0.04237	0.01212	0.009361	0.01568	0.005444	0.006605	32.5018399999999
232.0	4.0	200.0	0.02088	0.007865	0.008782	0.008421	0.003723	0.003853	34.90713599999981
232.0	8.0	0.0	0.0469	0.007382	0.02989	0.07087	0.02313	0.1197	49.29207999999994
232.0	8.0	8.0	0.03093	0.003476	0.03255	0.04501	3.273e-05	0.07445	34.58582799999999
232.0	8.0	16.0	0.02686	0.007807	0.01322	0.03971	0.007592	0.068	25.016422999999804
232.0	8.0	24.0	0.03951	0.001043	0.0492	0.05212	0.01849	0.1019	20.50268899999992
232.0	8.0	32.0	0.05124	0.005423	0.0211	0.08263	0.01011	0.1433	12.061692999999877
232.0	8.0	40.0	0.04785	0.006377	0.02236	0.05483	0.01728	0.0926	1.4702279999999064
232.0	8.0	48.0	0.04312	0.01157	0.01463	0.069	0.01968	0.1152	-5.547377000000097
232.0	8.0	56.0	0.05988	0.004068	0.01466	0.07789	0.009784	0.1302	-4.023417999999992
232.0	8.0	64.0	0.04358	0.007169	0.01244	0.05856	0.01271	0.09325	-3.7607900000000427
232.0	8.0	72.0	0.03712	0.002801	0.01016	0.04064	0.006287	0.05905	-2.3116610000001856
232.0	8.0	80.0	0.04816	0.001816	0.008694	0.05178	0.003734	0.06306	-0.05300900000020192
232.0	8.0	88.0	0.05404	3.176e-05	0.008486	0.04944	0.002554	0.05912	2.746985999999879
232.0	8.0	96.0	0.02785	0.003384	0.006654	0.01388	0.003404	0.008339	7.039880999999923
232.0	8.0	104.0	0.0496723100508648	0.011720909653594444	0.009043744581725077	0.02566845201540653	0.00802332849254827	0.014211126564753604	8.655293813936623
232.0	8.0	112.0	0.03659	0.009286	0.009067	0.01884	0.007001	0.01069	11.258625999999822
232.0	8.0	120.0	0.03008	0.007479	0.008121	0.01539	0.005908	0.008791	14.282790999999861
232.0	8.0	128.0	0.02523	0.005033	0.006665	0.01245	0.004355	0.006983	17.426958999999897
232.0	8.0	136.0	0.02607	0.004389	0.006166	0.01262	0.003894	0.006917	20.271304999999984
232.0	8.0	144.0	0.0244	0.003892	0.005882	0.01181	0.003555	0.006509	22.75356899999997
232.0	8.0	152.0	0.02865	0.006368	0.006516	0.01473	0.004807	0.008358	24.6606519999998
232.0	8.0	160.0	0.03586	0.007159	0.006062	0.01791	0.004836	0.009656	26.13770999999997
232.0	8.0	168.0	0.03385	0.0037	0.005672	0.01563	0.003118	0.008013	27.88800399999991
232.0	8.0	176.0	0.04267	0.0035	0.005369	0.01914	0.002801	0.00936	29.485933999999816
232.0	8.0	184.0	0.04549	0.004737	0.005532	0.02057	0.003128	0.0101	31.637444999999843
232.0	8.0	192.0	0.02074	0.003944	0.005913	0.00967	0.002214	0.005374	33.724756999999954
232.0	8.0	200.0	0.02896	0.007694	0.01129	0.01239	0.001895	0.006987	36.076306999999815
232.0	12.0	0.0	0.05485	0.0176	0.052	0.08408	0.04305	0.1429	49.38568199999986
232.0	12.0	8.0	0.04159	0.005508	0.02427	0.0632	0.01421	0.1064	33.214213999999856
232.0	12.0	16.0	0.08393	0.03877	0.08358	0.1469	0.06424	0.2993	24.86245699999995
232.0	12.0	24.0	0.06001	0.01903	0.06394	0.09195	0.02803	0.1517	20.166443999999956
232.0	12.0	32.0	0.05882	0.01289	0.04514	0.0867	0.01641	0.1398	15.800078999999869
232.0	12.0	40.0	0.05239	0.0006903	0.02211	0.07986	0.003465	0.1547	5.844094999999925
232.0	12.0	48.0	0.0495	0.01113	0.02153	0.06364	0.02777	0.1136	-3.4560270000001765
232.0	12.0	56.0	0.04676	0.006216	0.01452	0.05977	0.01441	0.09607	-5.440108000000009
232.0	12.0	64.0	0.04585	0.006269	0.01351	0.06039	0.01177	0.09421	-5.85187800000017
232.0	12.0	72.0	0.03975	0.003574	0.01076	0.03941	0.008621	0.05772	-4.507019000000128
232.0	12.0	80.0	0.06002	0.006417	0.009835	0.06727	0.01011	0.08407	-1.5865860000001248
232.0	12.0	88.0	0.03956	0.004974	0.00784	0.01951	0.004412	0.01101	1.8936209999999392
232.0	12.0	96.0	0.036800630442936966	0.005488538763800101	0.007792901523382341	0.01778484577312764	0.004662157764055465	0.009300963555118932	5.384090304635947
232.0	12.0	104.0	0.0343119921509418	0.007115681432474832	0.008109279984763653	0.017315673549446044	0.005629283727952301	0.009687628292453149	8.39573746779729
232.0	12.0	112.0	0.0268	0.006576	0.00775	0.01369	0.005332	0.007909	11.767206999999871
232.0	12.0	120.0	0.02093	0.004777	0.006639	0.01052	0.004209	0.00612	15.438372999999956
232.0	12.0	128.0	0.02451	0.00479	0.006289	0.01204	0.004096	0.006713	18.958153999999922
232.0	12.0	136.0	0.02254	0.004642	0.005998	0.01119	0.003929	0.006302	21.97869999999989
232.0	12.0	144.0	0.0228	0.004606	0.005712	0.01135	0.003802	0.006362	24.629478999999947
232.0	12.0	152.0	0.03473	0.005986	0.005609	0.0173	0.004318	0.009314	26.207593999999972
232.0	12.0	160.0	0.03676	0.002853	0.005165	0.01695	0.00277	0.008568	27.92530799999986
232.0	12.0	168.0	0.04278	0.002341	0.004777	0.01916	0.002359	0.009283	29.275735999999824
232.0	12.0	176.0	0.04453	0.003788	0.004669	0.02024	0.002872	0.009862	31.110161999999946
232.0	12.0	184.0	0.03118	0.004658	0.004508	0.0149	0.003052	0.007716	33.20512399999984
232.0	12.0	192.0	0.02192	0.004239	0.004776	0.01064	0.002766	0.005786	35.21823999999992
232.0	12.0	200.0	0.03481	0.006094	0.005763	0.01646	0.003593	0.008532	37.66432499999996
232.0	16.0	0.0	0.05516	0.02405	0.04883	0.0821	0.05022	0.1342	49.448342999999795
232.0	16.0	8.0	0.08841	0.03213	0.07239	0.1443	0.03329	0.2805	33.58995999999979
232.0	16.0	16.0	0.0832	0.04164	0.1059	0.1429	0.06611	0.3066	24.00487299999986
232.0	16.0	24.0	0.0486	0.02104	0.04625	0.07567	0.02877	0.1268	20.292534999999816
232.0	16.0	32.0	0.04422	0.004069	0.03241	0.06253	0.007717	0.1008	19.28104899999994
232.0	16.0	40.0	0.04224	0.006585	0.02522	0.06277	0.01718	0.1206	9.979205999999976
232.0	16.0	48.0	0.04381	0.008029	0.02313	0.05838	0.023	0.102	0.07124799999996867
232.0	16.0	56.0	0.06451	0.01457	0.02184	0.08292	0.03255	0.1301	-6.220330000000104
232.0	16.0	64.0	0.05597	0.007725	0.01528	0.06413	0.01653	0.09367	-7.996921000000157
232.0	16.0	72.0	0.05621	0.006736	0.01157	0.05815	0.01256	0.07847	-6.3601300000000265
232.0	16.0	80.0	0.03644	0.005431	0.007613	0.0189	0.004175	0.01194	-3.047854000000143
232.0	16.0	88.0	0.04504	0.006007	0.007449	0.02247	0.004695	0.01274	0.28314899999986665
232.0	16.0	96.0	0.04716	0.0069	0.007837	0.02347	0.005268	0.01299	4.067779999999857
232.0	16.0	104.0	0.02837	0.005052	0.007121	0.01397	0.004313	0.007887	8.246448999999984
232.0	16.0	112.0	0.01924	0.004747	0.006518	0.009848	0.004075	0.005889	12.483698999999888
232.0	16.0	120.0	0.02068	0.005244	0.006163	0.01061	0.004189	0.006185	16.533036999999922
232.0	16.0	128.0	0.02367	0.005707	0.006014	0.01204	0.004345	0.006816	20.08804299999997
232.0	16.0	136.0	0.02758	0.006373	0.005721	0.01396	0.004536	0.007695	23.16668699999991
232.0	16.0	144.0	0.03228	0.005423	0.005669	0.01572	0.004119	0.008355	26.062299999999823
232.0	16.0	152.0	0.02845	0.007719	0.006535	0.01493	0.00543	0.008498	27.602353999999877
232.0	16.0	160.0	0.03813	0.003283	0.004553	0.01753	0.002783	0.008692	29.182125999999926
232.0	16.0	168.0	0.04314	0.003352	0.004349	0.01977	0.0027	0.009679	30.855851999999913
232.0	16.0	176.0	0.02395	0.002029	0.004225	0.01065	0.001816	0.005344	35.51844399999982
232.0	16.0	184.0	0.02755	0.002702	0.005949	0.01195	0.001428	0.006037	37.49003299999981
232.0	16.0	192.0	0.03301	0.005033	0.006811	0.01258	0.002603	0.00521	38.906283999999914
232.0	16.0	200.0	0.02955	0.0006539	0.007024	0.01188	0.0005621	0.005891	40.91546299999982
232.0	20.0	0.0	0.03319	0.00762	0.01414	0.04188	0.003056	0.06091	50.02433199999996
232.0	20.0	8.0	0.09854	0.04971	0.05314	0.1695	0.09145	0.3116	35.504731999999876
232.0	20.0	16.0	0.08363	0.04669	0.06489	0.1213	0.07695	0.185	23.99087899999995
232.0	20.0	24.0	0.06044	0.01563	0.06943	0.08908	0.02077	0.1419	20.57026699999983
232.0	20.0	32.0	0.05722	0.02531	0.06347	0.09087	0.05457	0.162	20.193033999999898
232.0	20.0	40.0	0.03747	0.0106	0.02748	0.05163	0.03057	0.1065	13.815472
232.0	20.0	48.0	0.04866	0.01386	0.02373	0.07711	0.02826	0.1376	4.475172999999813
232.0	20.0	56.0	0.03477	0.008692	0.01918	0.04146	0.01773	0.05913	-4.522652999999991
232.0	20.0	64.0	0.08986	0.006101	0.01651	0.08051	0.01479	0.08562	-9.418542000000116
232.0	20.0	72.0	0.06504	0.01301	0.01508	0.07279	0.02258	0.09949	-8.045150000000149
232.0	20.0	80.0	0.04954	0.005367	0.0088	0.02786	0.00181	0.02165	-4.767346000000089
