Q20	Q30	Q40	M_22	M_32	M_33	M_42	M_43	M_44	EHFB
96.0	40.0	80.0	0.0348	0.01373	0.05351	0.01858	0.01336	0.02009	30.738248999999996
96.0	40.0	88.0	0.0378	0.01998	0.05239	0.01669	0.008543	0.01553	30.1019789999998
96.0	40.0	96.0	0.02651	0.01031	0.03663	0.01253	0.008431	0.01215	32.392322999999806
96.0	40.0	104.0	0.02292	0.0008652	0.04928	0.0141	0.02237	0.02038	37.56256499999995
96.0	40.0	112.0	0.03234	0.0001792	0.01052	0.02036	0.003899	0.01542	45.112120000000004
96.0	40.0	120.0	0.01559	1.662e-05	0.01082	0.009117	0.002752	0.0074	57.07319499999994
96.0	40.0	128.0	0.01839	0.007977	0.01221	0.009294	0.002756	0.006342	57.854167999999845
96.0	40.0	136.0	0.01801	0.006339	0.01056	0.00923	0.002183	0.006264	55.84998499999983
96.0	40.0	144.0	0.01781	0.007115	0.01099	0.008145	0.002245	0.005105	53.99636799999985
96.0	40.0	152.0	0.02383	0.01147	0.01459	0.009679	0.003271	0.005379	52.68378499999994
96.0	40.0	160.0	0.03347	0.01032	0.007404	0.01579	0.00565	0.008058	52.10504499999979
96.0	40.0	168.0	0.04777	0.0135	0.009314	0.02224	0.007608	0.01111	52.41130199999998
96.0	40.0	176.0	0.06079	0.01339	0.04284	0.02131	0.01435	0.0117	51.76067499999999
96.0	40.0	184.0	0.04615	0.01322	0.01307	0.0212	0.00877	0.01097	53.61568999999986
96.0	40.0	192.0	0.04162	0.01336	0.008852	0.01973	0.007355	0.009993	56.48672399999987
96.0	40.0	200.0	0.03915	0.01395	0.01615	0.01825	0.003887	0.0105	58.6599819999999
96.0	44.0	0.0	0.06201	5.741e-05	0.3222	0.04925	0.2064	0.187	126.83336599999984
96.0	44.0	8.0	0.03003	0.02764	0.4457	0.009838	0.2659	0.173	98.71246199999996
96.0	44.0	16.0	0.02758	0.00594	0.3081	0.01495	0.1886	0.1376	75.16384499999981
96.0	44.0	24.0	0.0428	0.0002525	0.3171	0.03923	0.191	0.1641	58.93786299999988
96.0	44.0	32.0	0.0625	0.04735	0.2936	0.07509	0.2085	0.191	45.601702999999816
96.0	44.0	40.0	0.04155	0.01934	0.3847	0.01777	0.2107	0.1416	39.09094899999991
96.0	44.0	48.0	0.0386	0.01863	0.3286	0.01637	0.1745	0.1191	36.60045799999989
96.0	44.0	56.0	0.04038	0.02046	0.2161	0.03532	0.1203	0.08577	36.69539899999995
96.0	44.0	64.0	0.04915	0.03422	0.3013	0.00923	0.1088	0.05711	45.491260999999895
96.0	44.0	72.0	0.01407	0.006605	0.07359	0.008462	0.02721	0.02193	43.98270199999979
96.0	44.0	80.0	0.04396	0.04905	0.3276	0.02921	0.1122	0.04574	34.01562799999988
96.0	44.0	88.0	0.02584	0.0192	0.06896	0.008448	0.01702	0.01373	31.666524999999865
96.0	44.0	96.0	0.02519	0.01768	0.05928	0.008246	0.01368	0.01163	31.55382499999996
96.0	44.0	104.0	0.02144	0.01009	0.03828	0.008875	0.009095	0.009753	34.62185499999987
96.0	44.0	112.0	0.02923	0.008976	0.03994	0.01447	0.01119	0.01471	40.53235699999982
96.0	44.0	120.0	0.01545	0.0002453	0.01022	0.009497	0.003004	0.007874	56.090283
96.0	44.0	128.0	0.02609	0.002728	0.02266	0.01707	0.009654	0.01679	50.888373999999885
96.0	44.0	136.0	0.01672	0.006229	0.009964	0.008913	0.002505	0.006186	55.7273389999998
96.0	44.0	144.0	0.01614	0.006562	0.01	0.007793	0.002398	0.005046	53.851257999999916
96.0	44.0	152.0	0.01913	0.008338	0.01126	0.008501	0.002575	0.005059	52.51832799999988
96.0	44.0	160.0	0.02851	0.01438	0.01645	0.01145	0.003916	0.006109	51.884450000000015
96.0	44.0	168.0	0.05608	0.02943	0.02541	0.02173	0.009469	0.009993	52.00429599999984
96.0	44.0	176.0	0.03568	0.00783	0.02191	0.01368	0.003947	0.007527	50.57503699999984
96.0	44.0	184.0	0.06567	0.006549	0.004808	0.02109	0.00139	0.007241	51.75536699999998
96.0	44.0	192.0	0.05328	0.019	0.01826	0.0231	0.01007	0.01154	54.694103999999925
96.0	44.0	200.0	0.02936	0.00599	0.0105	0.01518	0.001941	0.009498	56.905290999999806
100.0	0.0	0.0	0.05006	2.913e-06	0.03466	0.09651	9.491e-06	0.2972	25.711384999999837
100.0	0.0	8.0	0.09214	1.784e-08	0.031	0.0666	1.2e-07	0.2666	0.8437759999999344
100.0	0.0	16.0	0.04654	2.285e-07	0.03338	0.03193	2.227e-06	0.03291	6.395966999999928
100.0	0.0	24.0	0.04124	8.674e-06	0.01243	0.02682	3.326e-05	0.02152	16.405474999999797
100.0	0.0	32.0	0.02991	0.0001303	0.009742	0.01907	0.000227	0.01515	26.04932699999995
100.0	0.0	40.0	0.02975	0.01028	0.02688	0.02306	0.01729	0.0227	29.396444999999858
100.0	0.0	48.0	0.03613	0.005094	0.02994	0.02644	0.01521	0.0259	27.705911000000015
100.0	0.0	56.0	0.04384	0.003279	0.0181	0.02558	0.004122	0.01847	26.1457919999998
100.0	0.0	64.0	0.07717	6.312e-05	0.01424	0.04621	0.003752	0.03049	28.57560699999999
100.0	0.0	72.0	0.08171	0.02579	0.04732	0.05091	0.02025	0.03957	35.21851099999981
100.0	0.0	80.0	0.04788	0.0006068	0.02275	0.02853	0.004489	0.0217	43.36617299999989
100.0	0.0	88.0	0.05289	0.003493	0.02194	0.03454	0.009444	0.02702	51.77226699999983
100.0	0.0	96.0	0.04041	0.0008304	0.01538	0.02571	0.005428	0.01948	59.39569399999982
100.0	0.0	104.0	0.0305	0.001679	0.03526	0.01388	0.001197	0.0136	42.597770999999966
100.0	0.0	112.0	0.05271	0.00019	0.008476	0.03248	0.0001072	0.02204	45.3610299999998
100.0	0.0	120.0	0.08737	1.367e-06	0.004169	0.04473	8.058e-07	0.02369	70.4441119999999
100.0	0.0	128.0	0.07045944555179098	-0.0001779827877156216	0.0030760755025630165	0.0343286940287045	-9.541159649313494e-05	0.01705251380023523	70.79449443965223
100.0	0.0	136.0	0.08314	1.54e-07	0.003624	0.03966	7.542e-08	0.01956	67.50722299999984
100.0	0.0	144.0	0.1119	6.575e-09	0.00346	0.05196	3.192e-09	0.02473	65.41514999999981
100.0	0.0	152.0	0.06208	0.004816	0.021	0.03089	0.006278	0.01769	65.57418199999984
100.0	0.0	160.0	0.01817	0.0002002	0.005131	0.01203	4.023e-05	0.009019	68.36589099999992
100.0	0.0	168.0	0.05673	0.01777	0.009431	0.03086	0.009943	0.01738	65.3533379999999
100.0	0.0	176.0	0.04732	0.01441	0.007189	0.02515	0.007608	0.01383	65.400848
100.0	0.0	184.0	0.01225	0.0002107	0.006205	0.006616	1.354e-05	0.004541	66.82699199999979
100.0	0.0	192.0	0.024	0.000559	0.004291	0.01544	0.0003678	0.0108	66.986719
100.0	0.0	200.0	0.04147	5.497e-07	0.002612	0.02757	3.604e-07	0.01888	67.37950000000001
100.0	4.0	0.0	0.05125	0.01438	0.03847	0.07346	0.04149	0.2513	26.35120599999982
100.0	4.0	8.0	0.06008	0.008524	0.03218	0.05662	0.02187	0.2353	4.58858199999986
100.0	4.0	16.0	0.04573	0.004705	0.0297	0.03274	0.01401	0.03495	7.035494999999855
100.0	4.0	24.0	0.04128	0.003358	0.04298	0.0282	0.02044	0.03118	16.22753899999998
100.0	4.0	32.0	0.02932462228675206	0.003661294060002149	0.02020744631605166	0.018887381457017814	0.008172498593244593	0.014874744110434275	24.811883381716598
100.0	4.0	40.0	0.03547	0.008046	0.02542	0.02555	0.01504	0.02317	28.113562999999886
100.0	4.0	48.0	0.01335	0.0002687	0.01751	0.008512	0.006603	0.009186	26.642380000000003
100.0	4.0	56.0	0.0505161855590181	-0.00045657370768411166	0.013803371170413681	0.028134110824865007	0.0006600936315154047	0.01815233152038646	26.994990341023367
100.0	4.0	64.0	0.1201	0.01232	0.02842	0.07215	0.01123	0.04844	26.86143099999981
100.0	4.0	72.0	0.07945558359244141	0.01563610645387838	0.027134969171635808	0.053538909959696276	0.016798012071640313	0.040583230963931544	40.12095890544174
100.0	4.0	80.0	0.03525	0.002869	0.005754	0.02223	0.001121	0.0152	43.27080899999987
100.0	4.0	88.0	0.04157	0.001842	0.00646	0.02516	0.0002969	0.01653	42.814111999999795
100.0	4.0	96.0	0.04312	0.01364	0.01664	0.01804	0.007402	0.008969	42.17631399999982
100.0	4.0	104.0	0.06711	0.02837	0.02181	0.02888	0.01331	0.01374	43.04347799999982
100.0	4.0	112.0	0.05478	0.007861	0.02214	0.03084	0.00309	0.02225	45.48028199999999
100.0	4.0	120.0	0.08737	0.003147	0.004326	0.04478	0.001792	0.02375	70.53295899999989
100.0	4.0	128.0	0.02275	0.0004824	0.005122	0.01368	0.0004934	0.009515	57.444316999999955
100.0	4.0	136.0	0.08342	0.002691	0.003736	0.03982	0.001413	0.01965	67.60755599999993
100.0	4.0	144.0	0.1102	0.003386	0.003586	0.0512	0.001691	0.02439	65.48241099999996
100.0	4.0	152.0	0.06655	0.006272	0.01732	0.03288	0.007319	0.0182	65.60229799999979
100.0	4.0	160.0	0.06646	0.02457	0.01559	0.0375	0.01509	0.02208	65.64946799999984
100.0	4.0	168.0	0.05194	0.01788	0.009266	0.02839	0.009884	0.01603	64.98839399999997
100.0	4.0	176.0	0.03873	0.01252	0.006787	0.02046	0.006617	0.01126	65.02798399999983
100.0	4.0	184.0	0.0205	0.004077	0.008047	0.01161	0.0002072	0.007959	66.10375299999987
100.0	4.0	192.0	0.03127	0.0008903	0.004389	0.02065	0.0002432	0.01454	66.81930999999986
100.0	4.0	200.0	0.05052	0.001156	0.00339	0.03373	0.0003717	0.02324	67.43009999999981
100.0	8.0	0.0	0.03465	0.01799	0.05666	0.05334	0.07126	0.2101	30.060089999999946
100.0	8.0	8.0	0.04043	0.01579	0.04306	0.07617	0.05676	0.2518	12.68233599999985
100.0	8.0	16.0	0.051	0.01006	0.03512	0.07428	0.03569	0.1774	9.30446599999982
100.0	8.0	24.0	0.04897	0.000526	0.02747	0.04577	0.01183	0.09626	14.958154999999806
100.0	8.0	32.0	0.03086	0.00535	0.02147	0.02256	0.009735	0.02214	22.84552399999984
100.0	8.0	40.0	0.05328	0.0113	0.02218	0.03825	0.01498	0.03118	26.02143799999999
100.0	8.0	48.0	0.05201	0.006811	0.01547	0.03531	0.009735	0.0268	26.43841899999984
100.0	8.0	56.0	0.05063	0.002984	0.01588	0.02979	0.004062	0.0207	30.205708999999842
100.0	8.0	64.0	0.09388	0.03255	0.02601	0.07252	0.03045	0.05911	35.72987599999988
100.0	8.0	72.0	0.08713	0.000252	0.003359	0.05438	0.0002477	0.03463	43.66621599999985
100.0	8.0	80.0	0.04558	0.0115	0.0225	0.03027	0.01101	0.02394	47.75866499999984
100.0	8.0	88.0	0.04178	0.003668	0.01971	0.02552	0.001981	0.01962	54.04070499999989
100.0	8.0	96.0	0.04966459576815035	0.007570939412141452	0.014364082075579945	0.028543819085574285	0.004632182148484376	0.019164606892988077	50.6939951791087
100.0	8.0	104.0	0.0698087117720267	0.020247116831710633	0.013379124588739313	0.03457445335189757	0.009196961023279063	0.01846804238690087	43.23570319640362
100.0	8.0	112.0	0.04670741814970898	0.005116800025319932	0.01111642649754985	0.028193210761045542	0.001320041128836964	0.019032299511810125	46.377016061573386
100.0	8.0	120.0	0.04426	0.01524	0.01381	0.02081	0.004634	0.01177	50.69995099999983
100.0	8.0	128.0	0.02294	0.002374	0.0104	0.01301	0.002291	0.009789	57.41198799999984
100.0	8.0	136.0	0.02726	0.0008278	0.005257	0.01662	0.0009327	0.0113	65.096004
100.0	8.0	144.0	0.0485092126041231	0.0017600699332790805	0.0038655963598699487	0.023468408543455294	0.0006674537764663499	0.0123768495399483	68.02181315100574
100.0	8.0	152.0	0.07315	0.001254	0.01964	0.0341	0.00376	0.01798	65.68191200000001
100.0	8.0	160.0	0.06935012208189312	0.018060405381629032	0.015780379737579744	0.03430824346243786	0.008112297647380211	0.018466387110118266	65.35572333662208
100.0	8.0	168.0	0.0493	0.01828	0.00986	0.02701	0.01019	0.01531	64.72289699999988
100.0	8.0	176.0	0.03134	0.01069	0.006361	0.01647	0.005682	0.009097	64.7391399999999
100.0	8.0	184.0	0.07957	0.02734	0.01177	0.04156	0.01425	0.0221	65.76635199999987
100.0	8.0	192.0	0.03774	0.001504	0.004549	0.02529	9.36e-05	0.01789	66.69445499999983
100.0	8.0	200.0	0.06118	0.001983	0.003773	0.04127	0.0007372	0.02864	67.53300399999989
100.0	12.0	0.0	0.03696	0.02266	0.07046	0.07732	0.0874	0.2617	35.72620199999983
100.0	12.0	8.0	0.03352	0.01463	0.056	0.05784	0.06415	0.1798	19.232332999999926
100.0	12.0	16.0	0.04241	0.009904	0.05054	0.06018	0.05783	0.1832	11.832861999999977
100.0	12.0	24.0	0.04814	0.003082	0.0336	0.0384	0.01947	0.08467	14.086143999999877
100.0	12.0	32.0	0.04339	0.008129	0.02625	0.03229	0.01287	0.03061	20.836852999999792
100.0	12.0	40.0	0.05767	0.009826	0.02033	0.03959	0.01174	0.0302	23.57778899999994
100.0	12.0	48.0	0.05402	0.002264	0.01625	0.03205	0.004334	0.0221	27.46574799999985
100.0	12.0	56.0	0.1072	0.01611	0.03405	0.0733	0.02424	0.05664	32.959548999999924
100.0	12.0	64.0	0.08282178170936616	0.024653213599490572	0.02741899855306163	0.062426694943617494	0.02482767438887781	0.05150368338062852	35.113717109022446
100.0	12.0	72.0	0.09257660158027067	0.004297727407981745	0.008524229648086901	0.05655898242413212	-0.0006568052040138513	0.036190379616199475	36.92563563209637
100.0	12.0	80.0	0.07437042408511081	0.010800703238772205	0.014347597783466946	0.04518857363561503	0.003257410434093022	0.030100245689470354	43.08778726807782
100.0	12.0	88.0	0.04334	0.0098	0.02958	0.02187	0.0005945	0.01553	54.915686999999934
100.0	12.0	96.0	0.04865	0.008068	0.01775	0.03229	0.005658	0.02499	60.634264999999914
100.0	12.0	104.0	0.05335	0.001475	0.004596	0.03342	0.0008301	0.02187	45.94602899999995
100.0	12.0	112.0	0.03832	0.001662	0.004332	0.02348	0.0005579	0.01525	48.09249999999997
100.0	12.0	120.0	0.03129	0.002222	0.005397	0.01862	0.0001467	0.01214	52.01947599999994
100.0	12.0	128.0	0.02637	0.01069	0.009071	0.01159	0.003681	0.005984	57.613914999999906
100.0	12.0	136.0	0.02914	0.008046	0.02301	0.01458	0.004799	0.01185	64.4023209999998
100.0	12.0	144.0	0.01221	0.000879	0.003975	0.007608	0.0001657	0.005572	70.26730399999997
100.0	12.0	152.0	0.02669	0.007	0.004786	0.01366	0.003621	0.00748	65.15171799999985
100.0	12.0	160.0	0.03955	0.01202	0.006065	0.02072	0.00619	0.01127	66.07656999999995
100.0	12.0	168.0	0.0463	0.01842	0.01043	0.02544	0.01037	0.01448	64.56376
100.0	12.0	176.0	0.02477	0.00885	0.005877	0.01294	0.00475	0.007198	64.52800400000001
100.0	12.0	184.0	0.0805	0.02921	0.01287	0.04194	0.01521	0.02223	65.36421899999982
100.0	12.0	192.0	0.1454	0.04848	0.0184	0.07408	0.02471	0.03811	66.14625699999988
100.0	12.0	200.0	0.07183	0.0004934	0.007009	0.04707	0.001956	0.03233	67.6828089999999
100.0	16.0	0.0	0.03543	0.02684	0.08815	0.07375	0.1114	0.2453	41.09182299999998
100.0	16.0	8.0	0.03107	0.01876	0.08809	0.05757	0.1019	0.2037	23.949940999999853
100.0	16.0	16.0	0.03569	0.01607	0.07592	0.05626	0.07393	0.1507	13.17525999999998
100.0	16.0	24.0	0.04542	0.003261	0.04871	0.04522	0.02565	0.07842	13.01275499999997
100.0	16.0	32.0	0.02993	0.0007414	0.02103	0.01905	0.003646	0.01805	17.802091999999902
100.0	16.0	40.0	0.1067	0.03132	0.0312	0.05332	0.01124	0.03025	22.346318999999994
100.0	16.0	48.0	0.1012	0.00193	0.02991	0.06334	0.01274	0.04561	28.155671999999868
100.0	16.0	56.0	0.1098	0.02506	0.01939	0.07868	0.02295	0.05918	34.7213949999998
100.0	16.0	64.0	0.05768	0.01354	0.03368	0.04068	0.01525	0.03634	29.70304599999986
100.0	16.0	72.0	0.1011	0.008854	0.0205	0.0607	0.001001	0.04039	30.107492999999977
100.0	16.0	80.0	0.08444	0.0271	0.0314	0.04145	0.004859	0.02464	34.21668599999998
100.0	16.0	88.0	0.04982	0.001241	0.01011	0.03214	0.004338	0.02295	41.32268799999997
100.0	16.0	96.0	0.05085821386213537	0.0014600800314348572	0.0064472075496401285	0.03379327817192616	0.002076862716340777	0.023930847967462594	50.55753692981034
100.0	16.0	104.0	0.04325	0.0004237	0.003272	0.02749	8.561e-05	0.01816	47.985547
100.0	16.0	112.0	0.03569	0.0009995	0.003008	0.02219	0.0003633	0.01441	49.87755199999992
100.0	16.0	120.0	0.02646	0.0011	0.003181	0.0161	0.0002398	0.01044	53.538156999999956
100.0	16.0	128.0	0.02147	0.001526	0.004414	0.0127	0.0001191	0.008387	58.68928899999992
100.0	16.0	136.0	0.02818	0.006717	0.007151	0.01436	0.004385	0.008176	63.44234699999993
100.0	16.0	144.0	0.02948	0.007711	0.006199	0.01503	0.004437	0.008313	62.84313899999984
100.0	16.0	152.0	0.02596	0.006897	0.005487	0.01309	0.003844	0.007173	62.73980599999982
100.0	16.0	160.0	0.03372	0.009494	0.005691	0.01698	0.00496	0.009031	63.574659999999994
100.0	16.0	168.0	0.04398	0.01876	0.01117	0.02426	0.01068	0.0139	64.51333699999986
100.0	16.0	176.0	0.02437	0.009358	0.006364	0.01278	0.005113	0.007147	64.398823
100.0	16.0	184.0	0.0378	0.01368	0.007132	0.01934	0.007009	0.01026	65.0136779999998
100.0	16.0	192.0	0.09265	0.03176	0.01302	0.04673	0.01603	0.02391	65.31390799999986
100.0	16.0	200.0	0.08998	0.01326	0.01631	0.05271	0.002137	0.03385	66.62195399999996
100.0	20.0	0.0	0.0419	0.01959	0.07734	0.07656	0.0862	0.212	47.617070999999896
100.0	20.0	8.0	0.03739	0.01784	0.08204	0.05387	0.1026	0.2085	26.57940499999995
100.0	20.0	16.0	0.04115	0.002349	0.09546	0.03107	0.08646	0.1335	14.064369999999826
100.0	20.0	24.0	0.04521	0.004018	0.08851	0.03636	0.0715	0.1249	11.349683999999797
100.0	20.0	32.0	0.05902	0.001852	0.01879	0.03773	0.0001458	0.02993	14.990268000000015
100.0	20.0	40.0	0.1048	0.01775	0.02115	0.07653	0.01671	0.06043	20.83279799999991
100.0	20.0	48.0	0.1109	0.03175	0.01988	0.08383	0.02608	0.06578	27.962178999999878
100.0	20.0	56.0	0.07315	0.01502	0.01286	0.05135	0.01357	0.03806	36.03944499999989
100.0	20.0	64.0	0.04725	0.00615	0.03411	0.03088	0.009433	0.02958	30.365843999999925
100.0	20.0	72.0	0.06153305470595724	0.005634850066051425	0.021667521021261987	0.039185226956556865	0.007285718043059927	0.029583463750037897	37.291727110252396
100.0	20.0	80.0	0.05500824857452141	0.015874584716762064	0.022460103402253864	0.03032735611007687	0.007638742630422565	0.02088879645707477	33.93266305244833
100.0	20.0	88.0	0.04728	0.01068	0.03897	0.02523	0.01009	0.02119	38.38735699999984
100.0	20.0	96.0	0.05143	0.001377	0.006517	0.03329	0.003028	0.02304	46.15711699999997
100.0	20.0	104.0	0.0396	0.001124	0.002505	0.02503	0.0005481	0.01634	49.408905000000004
100.0	20.0	112.0	0.03782	0.0009875	0.002409	0.02366	0.000455	0.0153	51.41673900000001
100.0	20.0	120.0	0.02348	0.0007441	0.002514	0.01438	0.0002133	0.009316	55.094548999999915
100.0	20.0	128.0	0.02147	0.0009373	0.002947	0.013	0.0001226	0.008461	59.893246999999974
100.0	20.0	136.0	0.0239	0.00354	0.008309	0.01348	0.0006667	0.009189	64.73916599999984
100.0	20.0	144.0	0.03108	0.008003	0.007722	0.01556	0.00513	0.00864	60.65226899999993
100.0	20.0	152.0	0.02618	0.007	0.006178	0.01303	0.004151	0.007139	60.30126999999993
100.0	20.0	160.0	0.0314	0.008945	0.006316	0.01559	0.004952	0.008313	60.92611699999998
100.0	20.0	168.0	0.04087	0.01252	0.006336	0.02053	0.006358	0.01071	62.4160109999998
100.0	20.0	176.0	0.04469	0.01385	0.006677	0.02217	0.006943	0.01138	62.734808999999814
100.0	20.0	184.0	0.04486	0.01396	0.006528	0.02236	0.006994	0.0115	64.27536699999996
100.0	20.0	192.0	0.03621	0.01215	0.00615	0.01782	0.006009	0.009105	64.42895599999997
100.0	20.0	200.0	0.1803	0.06212	0.02349	0.08947	0.03085	0.04474	65.37388299999998
100.0	24.0	0.0	0.07144	0.02886	0.08543	0.08853	0.08449	0.1824	58.17937599999982
100.0	24.0	8.0	0.05512	0.01574	0.0575	0.05562	0.06649	0.1457	32.788773999999876
100.0	24.0	16.0	0.0699	0.0163	0.06885	0.0631	0.07487	0.1507	15.099423999999999
100.0	24.0	24.0	0.08211	0.01351	0.08529	0.07996	0.08359	0.1593	9.567439999999806
100.0	24.0	32.0	0.05267	0.007481	0.03277	0.04015	0.007595	0.0467	12.798585999999887
100.0	24.0	40.0	0.1235	0.03073	0.02055	0.09484	0.02407	0.07651	19.445187999999916
100.0	24.0	48.0	0.06571	0.009107	0.01342	0.04601	0.007681	0.03521	27.63678999999979
100.0	24.0	56.0	0.06561	0.006734	0.01129	0.04309	0.007279	0.03043	36.96310699999981
100.0	24.0	64.0	0.05725	0.0103	0.04031	0.03017	0.003445	0.02659	30.256898999999976
100.0	24.0	72.0	0.07946	0.002427	0.02746	0.04999	0.008875	0.0374	32.82978899999989
100.0	24.0	80.0	0.04435580792412809	0.011381230467146175	0.02030323358801355	0.028807213477586156	0.009939255229796912	0.023191290423110193	34.98920107432809
100.0	24.0	88.0	0.03479	0.004851	0.02074	0.02439	0.01153	0.02116	36.24386699999991
100.0	24.0	96.0	0.05005	0.002301	0.01121	0.03298	0.005975	0.02432	42.952794999999924
100.0	24.0	104.0	0.04919	0.002033	0.002858	0.03091	0.0008718	0.02002	48.77091099999984
100.0	24.0	112.0	0.03875	0.001266	0.002254	0.02416	0.0006482	0.01552	51.78933199999983
100.0	24.0	120.0	0.02338	0.0006502	0.002158	0.01434	0.0002856	0.009237	56.03036699999984
100.0	24.0	128.0	0.02147	0.002653	0.008835	0.01006	0.0034	0.005999	60.68926099999999
100.0	24.0	136.0	0.02935	0.00168	0.004354	0.01137	0.0001927	0.004955	59.600013999999874
100.0	24.0	144.0	0.03226	0.005542	0.01623	0.01488	0.007291	0.009026	58.6579049999998
100.0	24.0	152.0	0.02693	0.006905	0.007923	0.0131	0.004758	0.007269	58.09524499999998
100.0	24.0	160.0	0.03006	0.00851	0.007023	0.0147	0.005032	0.007868	58.37666100000001
100.0	24.0	168.0	0.03307	0.01481	0.01606	0.01423	0.003879	0.00777	60.58255599999984
100.0	24.0	176.0	0.04444	0.01405	0.007122	0.02181	0.007112	0.01111	60.63711599999988
100.0	24.0	184.0	0.04557	0.01551	0.008162	0.02181	0.007411	0.01089	62.15688399999999
100.0	24.0	192.0	0.03084	0.01024	0.00549	0.01498	0.005037	0.007601	63.322059999999965
100.0	24.0	200.0	0.1041	0.03645	0.01477	0.05118	0.01798	0.02548	64.09960000000001
100.0	28.0	0.0	0.04751	0.01715	0.2597	0.04996	0.2144	0.2276	70.89513799999986
100.0	28.0	8.0	0.03473	0.01717	0.1389	0.04684	0.128	0.1677	44.936013
100.0	28.0	16.0	0.06052	0.058	0.2051	0.0913	0.214	0.2701	22.862593999999945
100.0	28.0	24.0	0.0672	0.01995	0.07427	0.06002	0.06308	0.09977	12.704373999999916
100.0	28.0	32.0	0.1122	0.03513	0.08652	0.1198	0.09136	0.1824	12.22253499999988
100.0	28.0	40.0	0.09644	0.01224	0.0208	0.0685	0.006333	0.05482	18.499837999999954
100.0	28.0	48.0	0.05895	0.001116	0.01341	0.03816	0.001924	0.02803	27.29102799999987
100.0	28.0	56.0	0.05668348884775529	0.013170675904294354	0.03706589884096276	0.04041239284107273	0.022755434565114252	0.036058073174652004	36.321369293004864
100.0	28.0	64.0	0.05541	0.004264	0.03836	0.03171	0.008179	0.02881	29.07278999999994
100.0	28.0	72.0	0.09823	0.004115	0.03585	0.06124	0.01177	0.04598	32.513300999999956
100.0	28.0	80.0	0.04712	0.01594	0.04176	0.02344	0.007544	0.01908	35.38291699999991
100.0	28.0	88.0	0.04484	0.002325	0.0322	0.02814	0.01213	0.02415	35.441193999999996
100.0	28.0	96.0	0.05248	0.004723	0.02964	0.03149	0.009981	0.0253	39.47960499999999
100.0	28.0	104.0	0.04149971997695574	-5.3132741053521504e-05	0.003683377230535495	0.026583415640274558	0.0016226711507395832	0.01785857236507969	45.79914325595587
100.0	28.0	112.0	0.03137	0.001219	0.002564	0.01931	0.0004704	0.01242	50.81233899999984
100.0	28.0	120.0	0.02315	0.0006646	0.002164	0.01414	0.0003129	0.009077	55.92724999999996
100.0	28.0	128.0	0.02051	0.004594	0.00576	0.01018	0.003087	0.0058	59.87822099999994
100.0	28.0	136.0	0.03111	0.01577	0.02351	0.01104	0.004452	0.006047	58.68270699999994
100.0	28.0	144.0	0.03234	0.005185	0.02151	0.01131	0.0006398	0.00499	57.13487599999985
100.0	28.0	152.0	0.0323	0.003422	0.02904	0.01229	0.009748	0.008335	56.126354999999876
100.0	28.0	160.0	0.02911	0.007549	0.009423	0.01378	0.005527	0.007582	56.0712709999998
100.0	28.0	168.0	0.03917	0.01178	0.008626	0.01891	0.006801	0.009858	57.10529899999983
100.0	28.0	176.0	0.04358	0.01394	0.007852	0.02117	0.007277	0.01077	58.36431599999992
100.0	28.0	184.0	0.04307	0.01399	0.007517	0.02073	0.007101	0.01042	59.687844999999925
100.0	28.0	192.0	0.03924	0.01298	0.006562	0.01902	0.006447	0.009566	61.839834999999994
100.0	28.0	200.0	0.04899	0.01698	0.007953	0.02366	0.008304	0.01175	62.743929999999864
100.0	32.0	0.0	0.044	0.02059	0.179	0.05004	0.1454	0.1713	84.18294199999991
100.0	32.0	8.0	0.03656	0.006211	0.2852	0.03656	0.218	0.2107	57.43918799999983
100.0	32.0	16.0	0.02702	0.007657	0.1892	0.02052	0.1397	0.1279	37.2427909999999
100.0	32.0	24.0	0.0494	0.0277	0.2603	0.04862	0.1952	0.1801	22.988470000000007
100.0	32.0	32.0	0.05461	0.02565	0.157	0.05526	0.139	0.1619	17.328362999999854
100.0	32.0	40.0	0.08523	0.002496	0.1103	0.05891	0.06114	0.08056	17.99730199999999
100.0	32.0	48.0	0.03422	0.01456	0.1298	0.03078	0.08284	0.0739	26.340509999999995
100.0	32.0	56.0	0.0476	0.02282	0.08438	0.0389	0.04919	0.05003	34.29189499999984
100.0	32.0	64.0	0.04927	0.02357	0.06962	0.03629	0.04202	0.03898	31.390410999999858
100.0	32.0	72.0	0.06816	0.0241	0.07001	0.0435	0.04001	0.03913	30.899404000000004
100.0	32.0	80.0	0.0412	0.03175	0.07826	0.01471	0.01217	0.01681	31.977503999999954
100.0	32.0	88.0	0.02424	0.01792	0.05723	0.007878	0.01264	0.01122	33.840239999999994
100.0	32.0	96.0	0.03704	0.01888	0.03811	0.01513	0.004123	0.01186	36.6188709999999
100.0	32.0	104.0	0.02766	0.0001032	0.008134	0.01762	0.003086	0.01315	42.44018499999993
100.0	32.0	112.0	0.020593914751595808	0.002893031571203339	0.006037781394079067	0.012920597361567603	0.00155435178565759	0.009223055837581658	51.14007743012712
100.0	32.0	120.0	0.02069	0.00475	0.003978	0.01055	0.002523	0.005861	60.220415
100.0	32.0	128.0	0.02075	0.005603	0.005516	0.0105	0.003432	0.005954	59.34290699999997
100.0	32.0	136.0	0.02309	0.01073	0.01646	0.009298	0.002569	0.005592	58.074716999999964
