Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
116.0	4.0	136.0	-2068.059	2.834	0.142	-0.035	0.013	-0.098	0.024	0.069
116.0	4.0	144.0	-2067.195	2.811	0.066	-0.014	0.007	-0.044	0.01	0.031
116.0	4.0	152.0	-2065.532	1.55	0.139	-0.027	0.008	-0.093	0.018	0.063
116.0	4.0	160.0	-2066.229	1.262	0.187	-0.005	0.002	-0.114	0.003	0.07
116.0	4.0	168.0	-2066.241	1.16	0.244	-0.003	0.002	-0.146	0.002	0.088
116.0	4.0	176.0	-2065.152	1.17	0.312	-0.002	0.001	-0.185	0.001	0.11
116.0	4.0	184.0	-2063.15	1.22	0.111	-0.001	0.001	-0.066	0.0	0.039
116.0	4.0	192.0	-2064.75	2.807	0.012	0.005	0.008	-0.005	0.0	0.003
116.0	4.0	200.0	-2064.76	1.005	0.051	-0.003	0.008	-0.032	0.005	0.022
120.0	4.0	0.0	-2097.561	1.855	0.068	0.001	0.074	-0.083	-0.063	0.4
120.0	4.0	8.0	-2110.87	1.817	0.066	0.014	0.077	-0.091	-0.067	0.439
120.0	4.0	16.0	-2117.437	1.844	0.1	0.012	0.038	-0.179	-0.036	0.582
120.0	4.0	24.0	-2120.017	1.914	0.091	0.002	0.026	-0.135	-0.022	0.401
120.0	4.0	32.0	-2113.395	1.197	0.047	0.008	0.037	-0.03	-0.02	0.029
120.0	4.0	40.0	-2102.364	1.596	0.426	0.046	0.046	-0.314	-0.052	0.242
120.0	4.0	48.0	-2102.801	1.638	0.145	-0.015	0.099	-0.074	-0.034	0.056
120.0	4.0	56.0	-2100.21	1.554	0.111	0.068	0.107	-0.091	-0.083	0.086
120.0	4.0	64.0	-2096.43	1.884	0.1	0.058	0.075	-0.08	-0.064	0.072
120.0	4.0	72.0	-2091.461	3.008	0.141	0.002	0.028	-0.078	-0.012	0.048
120.0	4.0	80.0	-2085.729	1.769	0.132	0.002	0.005	-0.072	-0.001	0.04
120.0	4.0	88.0	-2084.514	2.545	0.446	-0.005	0.003	-0.246	0.003	0.137
120.0	4.0	96.0	-2082.14	3.031	0.594	-0.004	0.003	-0.328	0.003	0.182
120.0	4.0	104.0	-2079.954	3.247	0.073	0.002	0.005	-0.039	0.0	0.022
120.0	4.0	112.0	-2066.443	3.358	0.168	-0.036	0.021	-0.07	0.017	0.031
120.0	4.0	120.0	-2076.532	4.649	0.07	0.021	0.018	-0.028	-0.009	0.012
120.0	4.0	128.0	-2074.774	4.323	0.074	-0.01	0.015	-0.022	0.004	0.008
120.0	4.0	136.0	-2067.79	2.762	0.063	-0.016	0.01	-0.043	0.012	0.03
120.0	4.0	144.0	-2067.876	2.464	0.164	-0.04	0.014	-0.111	0.027	0.076
120.0	4.0	152.0	-2067.145	2.77	0.073	-0.016	0.007	-0.048	0.011	0.033
120.0	4.0	160.0	-2065.756	2.587	0.132	-0.026	0.008	-0.086	0.017	0.057
120.0	4.0	168.0	-2065.857	1.178	0.178	-0.01	0.002	-0.108	0.006	0.066
120.0	4.0	176.0	-2063.167	3.358	0.141	-0.025	0.007	-0.092	0.017	0.06
120.0	4.0	184.0	-2065.522	4.133	0.01	0.004	0.009	-0.004	-0.0	0.003
120.0	4.0	192.0	-2065.918	3.729	0.016	0.004	0.009	-0.008	0.0	0.006
120.0	4.0	200.0	-2065.959	3.593	0.03	0.008	0.014	-0.017	0.0	0.012
124.0	4.0	0.0	-2096.037	1.88	0.063	0.002	0.069	-0.077	-0.067	0.398
124.0	4.0	8.0	-2110.087	1.957	0.061	0.011	0.067	-0.092	-0.071	0.475
124.0	4.0	16.0	-2116.51	1.892	0.079	0.009	0.042	-0.125	-0.028	0.431
124.0	4.0	24.0	-2119.903	1.877	0.1	0.003	0.026	-0.154	-0.025	0.471
124.0	4.0	32.0	-2115.532	1.041	0.044	-0.01	0.037	-0.03	0.02	0.03
124.0	4.0	40.0	-2099.2539	2.2761	0.328	0.017	0.038	-0.256	-0.039	0.214
124.0	4.0	48.0	-2104.008	1.594	0.14	-0.016	0.086	-0.068	-0.027	0.048
124.0	4.0	56.0	-2102.146	1.564	0.181	0.088	0.09	-0.134	-0.084	0.107
124.0	4.0	64.0	-2098.986	1.802	0.075	0.033	0.058	-0.054	-0.041	0.047
124.0	4.0	72.0	-2094.665	1.778	0.091	0.046	0.051	-0.068	-0.045	0.055
124.0	4.0	80.0	-2089.345	2.832	0.026	0.0	0.003	-0.014	0.0	0.008
124.0	4.0	88.0	-2087.031	3.141	0.151	-0.002	0.003	-0.081	0.002	0.044
124.0	4.0	96.0	-2084.86	3.12	0.49	-0.006	0.003	-0.262	0.004	0.141
124.0	4.0	104.0	-2082.943	3.152	0.603	-0.003	0.004	-0.322	0.003	0.172
124.0	4.0	112.0	-2081.085	3.293	0.137	0.004	0.006	-0.072	-0.0	0.039
124.0	4.0	120.0	-2079.222	4.965	0.093	0.034	0.017	-0.036	-0.013	0.015
124.0	4.0	128.0	-2077.609	4.879	0.087	0.028	0.018	-0.033	-0.011	0.014
124.0	4.0	136.0	-2075.857	4.624	0.08	-0.005	0.012	-0.022	0.003	0.007
124.0	4.0	144.0	-2068.08	1.003	0.072	-0.019	0.019	-0.048	0.017	0.034
124.0	4.0	152.0	-2068.316	2.804	0.126	-0.03	0.011	-0.083	0.02	0.056
124.0	4.0	160.0	-2067.713	2.677	0.11	-0.024	0.009	-0.072	0.016	0.047
124.0	4.0	168.0	-2066.488	2.656	0.1	-0.02	0.006	-0.064	0.013	0.042
124.0	4.0	176.0	-2064.975	3.388	0.193	-0.035	0.009	-0.123	0.023	0.079
124.0	4.0	184.0	-2065.754	1.179	0.183	-0.004	0.001	-0.106	0.002	0.062
124.0	4.0	192.0	-2065.372	1.144	0.234	-0.002	0.001	-0.134	0.001	0.077
124.0	4.0	200.0	-2063.547	3.725	0.119	-0.032	0.033	-0.058	0.02	0.03
128.0	4.0	0.0	-2094.506	1.945	0.058	0.003	0.061	-0.07	-0.064	0.374
128.0	4.0	8.0	-2109.652	2.069	0.065	0.009	0.051	-0.093	-0.059	0.493
128.0	4.0	16.0	-2116.222	1.942	0.058	0.005	0.044	-0.064	-0.02	0.312
128.0	4.0	24.0	-2119.158	1.92	0.097	0.003	0.026	-0.143	-0.025	0.466
128.0	4.0	32.0	-2117.368	1.804	0.082	-0.005	0.025	-0.088	-0.018	0.242
128.0	4.0	40.0	-2101.658	2.306	0.181	0.011	0.036	-0.135	-0.023	0.11
128.0	4.0	48.0	-2104.105	1.66	0.132	-0.019	0.074	-0.063	-0.021	0.043
128.0	4.0	56.0	-2103.241	1.648	0.139	0.047	0.057	-0.094	-0.049	0.071
128.0	4.0	64.0	-2100.753	1.759	0.142	-0.002	0.027	-0.075	-0.01	0.045
128.0	4.0	72.0	-2097.142	1.839	0.071	0.03	0.041	-0.051	-0.032	0.041
128.0	4.0	80.0	-2093.1584	2.2071	-0.011	0.02	0.016	-0.002	-0.017	0.008
128.0	4.0	88.0	-2088.238	2.762	0.113	0.0	0.005	-0.06	0.001	0.032
128.0	4.0	96.0	-2086.399	3.137	0.253	0.002	0.005	-0.133	0.0	0.07
128.0	4.0	104.0	-2084.631	3.132	0.588	0.012	0.006	-0.306	-0.004	0.16
128.0	4.0	112.0	-2083.229	3.213	0.612	0.048	0.014	-0.307	-0.02	0.156
128.0	4.0	120.0	-2081.823	3.331	0.086	0.029	0.013	-0.034	-0.011	0.014
128.0	4.0	128.0	-2080.105	5.16	0.087	0.03	0.016	-0.033	-0.011	0.014
128.0	4.0	136.0	-2078.015	4.934	0.103	-0.008	0.011	-0.027	0.003	0.008
128.0	4.0	144.0	-2067.987	0.992	0.054	-0.01	0.02	-0.034	0.012	0.024
128.0	4.0	152.0	-2070.749	1.403	0.075	-0.019	0.022	-0.033	0.002	0.02
128.0	4.0	160.0	-2067.706	2.764	0.109	-0.024	0.009	-0.071	0.016	0.047
128.0	4.0	168.0	-2067.184	2.72	0.091	-0.019	0.007	-0.059	0.013	0.038
128.0	4.0	176.0	-2066.087	2.677	0.094	-0.017	0.006	-0.06	0.011	0.038
128.0	4.0	184.0	-2064.655	3.451	0.193	-0.033	0.008	-0.122	0.021	0.077
128.0	4.0	192.0	-2063.597	3.495	0.125	-0.02	0.006	-0.078	0.013	0.05
128.0	4.0	200.0	-2064.609	1.167	0.167	-0.002	0.001	-0.095	0.001	0.054
132.0	4.0	0.0	-2092.986	2.046	0.052	0.003	0.052	-0.064	-0.055	0.332
132.0	4.0	8.0	-2109.418	2.145	0.071	0.006	0.038	-0.092	-0.048	0.504
132.0	4.0	16.0	-2116.689	2.1	0.052	0.005	0.04	-0.045	-0.024	0.239
132.0	4.0	24.0	-2118.16	2.004	0.083	0.003	0.026	-0.12	-0.018	0.37
132.0	4.0	32.0	-2118.572	1.807	0.109	-0.005	0.024	-0.143	-0.012	0.308
132.0	4.0	40.0	-2111.863	1.158	0.1	0.002	0.03	-0.053	0.011	0.037
132.0	4.0	48.0	-2107.187	1.4038	0.094	-0.004	0.044	-0.045	-0.015	0.027
132.0	4.0	56.0	-2103.86	1.723	0.13	0.034	0.044	-0.083	-0.036	0.06
132.0	4.0	64.0	-2102.288	1.782	0.163	0.004	0.026	-0.088	-0.013	0.053
132.0	4.0	72.0	-2099.408	1.835	0.221	-0.029	0.021	-0.105	0.007	0.053
132.0	4.0	80.0	-2095.479	1.818	0.064	0.022	0.027	-0.043	-0.022	0.032
132.0	4.0	88.0	-2090.603	2.676	0.081	0.015	0.023	-0.047	-0.015	0.031
132.0	4.0	96.0	-2087.556	2.671	0.204	0.011	0.009	-0.103	-0.002	0.053
132.0	4.0	104.0	-2086.113	3.139	0.329	0.096	0.036	-0.133	-0.036	0.055
132.0	4.0	112.0	-2084.825	3.119	0.68	0.239	0.087	-0.26	-0.091	0.1
132.0	4.0	120.0	-2084.044	3.305	0.548	0.199	0.075	-0.214	-0.077	0.084
132.0	4.0	128.0	-2082.962	5.32	0.081	0.028	0.014	-0.031	-0.011	0.012
132.0	4.0	136.0	-2067.427	1.832	0.152	0.018	0.012	-0.075	-0.009	0.039
132.0	4.0	144.0	-2067.955	1.99	0.081	0.009	0.008	-0.041	-0.004	0.022
132.0	4.0	152.0	-2067.838	1.011	0.051	-0.009	0.017	-0.032	0.011	0.023
132.0	4.0	160.0	-2067.42	1.01	0.07	-0.016	0.015	-0.045	0.014	0.032
132.0	4.0	168.0	-2064.653	1.645	0.057	-0.012	0.014	-0.026	0.001	0.014
132.0	4.0	176.0	-2067.039	2.719	0.112	-0.022	0.007	-0.071	0.014	0.046
132.0	4.0	184.0	-2066.075	2.741	0.085	-0.015	0.005	-0.053	0.01	0.034
132.0	4.0	192.0	-2064.648	2.736	0.096	-0.009	0.002	-0.058	0.006	0.035
132.0	4.0	200.0	-2064.691	3.487	0.147	-0.003	0.001	-0.084	0.002	0.049
136.0	4.0	0.0	-2091.557	2.135	0.047	0.002	0.044	-0.059	-0.043	0.287
136.0	4.0	8.0	-2109.177	2.231	0.074	0.005	0.032	-0.09	-0.041	0.502
136.0	4.0	16.0	-2117.642	2.324	0.063	0.01	0.035	-0.078	-0.034	0.25
136.0	4.0	24.0	-2117.5	2.034	0.075	0.003	0.026	-0.117	-0.012	0.306
136.0	4.0	32.0	-2118.818	1.821	0.129	-0.004	0.023	-0.18	-0.007	0.355
136.0	4.0	40.0	-2114.743	1.723	0.06	0.0	0.036	-0.06	-0.008	0.152
136.0	4.0	48.0	-2107.299	1.625	0.075	0.016	0.025	-0.046	-0.018	0.032
136.0	4.0	56.0	-2103.774	1.636	0.096	0.005	0.038	-0.053	-0.018	0.035
136.0	4.0	64.0	-2103.193	1.752	0.127	0.015	0.029	-0.074	-0.019	0.048
136.0	4.0	72.0	-2101.103	1.764	0.253	-0.022	0.021	-0.126	0.004	0.065
136.0	4.0	80.0	-2097.858	2.691	0.199	-0.012	0.019	-0.1	0.0	0.053
136.0	4.0	88.0	-2093.527	3.017	0.042	0.01	0.021	-0.025	-0.011	0.018
136.0	4.0	96.0	-2088.217	2.199	0.074	0.006	0.009	-0.037	-0.001	0.02
136.0	4.0	104.0	-2087.023	2.592	0.376	0.11	0.035	-0.151	-0.044	0.061
136.0	4.0	112.0	-2085.915	3.031	0.31	0.111	0.042	-0.117	-0.041	0.045
136.0	4.0	120.0	-2085.343	5.011	0.449	0.169	0.069	-0.176	-0.067	0.07
136.0	4.0	128.0	-2084.931	5.281	0.383	0.142	0.058	-0.145	-0.054	0.056
136.0	4.0	136.0	-2083.7	5.354	0.099	0.034	0.018	-0.037	-0.013	0.014
136.0	4.0	144.0	-2067.256	1.998	0.158	0.022	0.01	-0.077	-0.01	0.039
136.0	4.0	152.0	-2077.764	2.767	0.107	-0.042	0.037	-0.037	0.019	0.016
136.0	4.0	160.0	-2067.459	1.034	0.048	-0.007	0.015	-0.029	0.01	0.021
136.0	4.0	168.0	-2067.139	1.001	0.072	-0.016	0.014	-0.046	0.014	0.032
136.0	4.0	176.0	-2067.152	2.618	0.09	-0.017	0.007	-0.057	0.012	0.037
136.0	4.0	184.0	-2066.806	2.738	0.109	-0.019	0.006	-0.068	0.013	0.043
136.0	4.0	192.0	-2065.988	2.829	0.08	-0.013	0.004	-0.05	0.008	0.031
136.0	4.0	200.0	-2064.861	3.444	0.168	-0.025	0.006	-0.103	0.016	0.064
140.0	4.0	0.0	-2090.579	2.151	0.044	0.001	0.037	-0.053	-0.026	0.244
140.0	4.0	8.0	-2108.738	2.343	0.073	0.005	0.028	-0.085	-0.037	0.476
140.0	4.0	16.0	-2118.872	2.372	0.092	0.012	0.03	-0.117	-0.035	0.283
140.0	4.0	24.0	-2117.833	2.066	0.067	0.003	0.024	-0.108	-0.012	0.267
140.0	4.0	32.0	-2118.161	1.825	0.117	-0.002	0.021	-0.168	-0.004	0.333
140.0	4.0	40.0	-2116.762	1.84	0.068	-0.005	0.031	-0.072	-0.004	0.203
140.0	4.0	48.0	-2101.819	2.606	0.105	0.006	0.039	-0.072	-0.019	0.059
140.0	4.0	56.0	-2103.548	2.904	0.11	-0.002	0.057	-0.066	-0.023	0.052
140.0	4.0	64.0	-2103.845	1.698	0.122	0.019	0.03	-0.071	-0.022	0.046
140.0	4.0	72.0	-2102.504	1.688	0.129	0.005	0.025	-0.069	-0.012	0.041
140.0	4.0	80.0	-2100.007	1.686	0.167	-0.005	0.019	-0.084	-0.004	0.045
140.0	4.0	88.0	-2096.503	3.329	0.078	0.008	0.02	-0.043	-0.011	0.026
140.0	4.0	96.0	-2091.1626	2.672	0.028	0.007	0.015	-0.015	-0.006	0.011
140.0	4.0	104.0	-2088.777	2.367	0.234	0.064	0.021	-0.092	-0.024	0.037
140.0	4.0	112.0	-2087.306	2.49	0.469	0.133	0.04	-0.183	-0.051	0.072
140.0	4.0	120.0	-2086.381	2.862	0.311	0.102	0.036	-0.117	-0.038	0.045
140.0	4.0	128.0	-2086.138	4.837	0.24	0.087	0.037	-0.092	-0.033	0.036
140.0	4.0	136.0	-2085.873	5.205	0.172	0.061	0.027	-0.064	-0.023	0.024
140.0	4.0	144.0	-2085.01	5.405	0.112	0.038	0.019	-0.04	-0.014	0.015
140.0	4.0	152.0	-2068.051	2.081	0.14	0.018	0.008	-0.066	-0.008	0.032
140.0	4.0	160.0	-2068.54	2.299	0.144	0.02	0.007	-0.069	-0.009	0.033
140.0	4.0	168.0	-2075.614	2.199	0.103	-0.038	0.021	-0.038	0.014	0.015
140.0	4.0	176.0	-2068.251	0.962	0.063	-0.014	0.014	-0.039	0.012	0.026
140.0	4.0	184.0	-2061.332	2.581	0.05	0.016	0.014	-0.026	-0.01	0.014
140.0	4.0	192.0	-2067.831	2.35	0.093	-0.017	0.006	-0.057	0.011	0.035
140.0	4.0	200.0	-2067.316	2.949	0.076	-0.013	0.005	-0.046	0.009	0.028
144.0	4.0	0.0	-2090.149	2.136	0.043	0.0	0.033	-0.052	-0.011	0.21
144.0	4.0	8.0	-2107.98	2.441	0.07	0.005	0.026	-0.079	-0.034	0.434
144.0	4.0	16.0	-2120.134	2.409	0.11	0.011	0.025	-0.133	-0.027	0.275
144.0	4.0	24.0	-2119.118	1.99	0.067	0.003	0.022	-0.097	-0.012	0.255
144.0	4.0	32.0	-2117.043	1.852	0.087	0.001	0.019	-0.13	-0.005	0.279
144.0	4.0	40.0	-2117.491	1.875	0.069	-0.004	0.026	-0.078	-0.009	0.24
144.0	4.0	48.0	-2106.5419	2.031	0.114	-0.008	0.05	-0.068	0.004	0.045
144.0	4.0	56.0	-2103.112	2.842	0.106	-0.002	0.052	-0.063	-0.02	0.05
144.0	4.0	64.0	-2103.807	1.718	0.102	-0.01	0.049	-0.047	-0.015	0.03
144.0	4.0	72.0	-2103.147	1.721	0.092	-0.005	0.038	-0.045	-0.013	0.028
144.0	4.0	80.0	-2101.425	2.522	0.095	0.004	0.025	-0.051	-0.011	0.032
144.0	4.0	88.0	-2098.571	3.41	0.089	0.007	0.02	-0.047	-0.011	0.029
144.0	4.0	96.0	-2094.843	3.38	0.055	0.013	0.021	-0.031	-0.012	0.021
144.0	4.0	104.0	-2090.008	2.565	0.04	0.004	0.009	-0.019	0.0	0.01
144.0	4.0	112.0	-2088.227	2.218	0.306	0.085	0.026	-0.119	-0.032	0.047
144.0	4.0	120.0	-2086.912	2.242	0.493	0.137	0.041	-0.193	-0.053	0.076
144.0	4.0	128.0	-2086.628	4.166	0.204	0.066	0.03	-0.078	-0.026	0.031
144.0	4.0	136.0	-2086.727	4.671	0.227	0.074	0.033	-0.084	-0.028	0.032
144.0	4.0	144.0	-2086.324	5.071	0.155	0.05	0.025	-0.055	-0.019	0.021
144.0	4.0	152.0	-2067.091	2.247	0.098	0.014	0.019	-0.046	-0.001	0.024
144.0	4.0	160.0	-2082.989	5.257	0.112	0.0	0.01	-0.029	0.0	0.008
144.0	4.0	168.0	-2068.202	2.371	0.151	0.022	0.007	-0.071	-0.01	0.034
144.0	4.0	176.0	-2074.08	1.386	0.09	-0.014	0.014	-0.041	0.002	0.022
144.0	4.0	184.0	-2067.975	0.989	0.056	-0.011	0.012	-0.034	0.01	0.023
144.0	4.0	192.0	-2067.735	1.238	0.068	-0.013	0.012	-0.041	0.011	0.027
144.0	4.0	200.0	-2067.585	2.454	0.086	-0.014	0.006	-0.051	0.009	0.031
148.0	4.0	0.0	-2090.09	2.088	0.046	-0.001	0.032	-0.059	-0.002	0.214
148.0	4.0	8.0	-2106.828	2.52	0.064	0.005	0.026	-0.073	-0.032	0.379
148.0	4.0	16.0	-2121.079	2.449	0.114	0.009	0.022	-0.129	-0.02	0.239
148.0	4.0	24.0	-2121.029	1.976	0.078	0.004	0.021	-0.102	-0.013	0.272
148.0	4.0	32.0	-2116.272	1.881	0.071	0.002	0.019	-0.115	-0.006	0.275
148.0	4.0	40.0	-2117.232	1.915	0.069	-0.004	0.024	-0.082	-0.013	0.251
148.0	4.0	48.0	-2114.634	1.292	0.107	-0.009	0.048	-0.073	0.013	0.083
148.0	4.0	56.0	-2102.332	2.731	0.102	0.001	0.044	-0.061	-0.018	0.047
148.0	4.0	64.0	-2103.756	2.866	0.092	0.012	0.029	-0.059	-0.017	0.043
148.0	4.0	72.0	-2103.797	1.694	0.1	0.006	0.057	-0.054	-0.026	0.038
148.0	4.0	80.0	-2102.688	1.661	0.087	0.009	0.043	-0.048	-0.022	0.034
148.0	4.0	88.0	-2100.372	3.375	0.089	0.006	0.026	-0.047	-0.012	0.029
148.0	4.0	96.0	-2097.164	3.512	0.079	0.014	0.022	-0.043	-0.013	0.027
148.0	4.0	104.0	-2093.244	3.389	0.052	0.028	0.031	-0.024	-0.017	0.013
148.0	4.0	112.0	-2089.465	2.68	0.131	0.041	0.017	-0.048	-0.014	0.019
148.0	4.0	120.0	-2087.66	1.994	0.317	0.086	0.027	-0.124	-0.033	0.049
148.0	4.0	128.0	-2086.461	2.033	0.423	0.113	0.034	-0.168	-0.043	0.068
148.0	4.0	136.0	-2087.218	3.995	0.157	0.008	0.013	-0.046	-0.004	0.015
148.0	4.0	144.0	-2087.192	4.456	0.199	0.004	0.008	-0.055	-0.001	0.016
148.0	4.0	152.0	-2086.632	4.834	0.181	0.006	0.008	-0.049	-0.001	0.014
148.0	4.0	160.0	-2085.111	5.058	0.146	0.007	0.009	-0.039	-0.001	0.011
148.0	4.0	168.0	-2067.652	2.442	0.138	0.021	0.007	-0.064	-0.009	0.03
148.0	4.0	176.0	-2077.706	1.586	0.078	-0.019	0.013	-0.032	0.005	0.015
148.0	4.0	184.0	-2068.057	1.074	0.051	0.005	0.021	-0.024	0.005	0.015
148.0	4.0	192.0	-2061.035	2.503	0.052	0.019	0.014	-0.027	-0.01	0.014
148.0	4.0	200.0	-2067.759	1.073	0.069	-0.013	0.011	-0.042	0.011	0.027
152.0	4.0	0.0	-2090.209	2.039	0.049	-0.002	0.033	-0.067	0.003	0.233
152.0	4.0	8.0	-2105.281	2.582	0.057	0.006	0.026	-0.068	-0.03	0.326
152.0	4.0	16.0	-2121.5	2.42	0.105	0.008	0.022	-0.119	-0.018	0.227
152.0	4.0	24.0	-2123.131	1.988	0.085	0.004	0.02	-0.108	-0.013	0.284
152.0	4.0	32.0	-2116.912	1.987	0.067	0.003	0.017	-0.107	-0.013	0.271
152.0	4.0	40.0	-2116.477	1.936	0.066	-0.003	0.022	-0.084	-0.011	0.224
152.0	4.0	48.0	-2116.307	1.85	0.101	0.003	0.038	-0.111	-0.015	0.208
152.0	4.0	56.0	-2106.508	1.7971	0.077	-0.004	0.033	-0.035	0.002	0.005
152.0	4.0	64.0	-2105.5363	2.3682	0.107	-0.002	0.025	-0.071	0.005	0.05
152.0	4.0	72.0	-2105.036	1.496	0.229	-0.068	0.038	-0.141	0.049	0.089
152.0	4.0	80.0	-2103.994	1.659	0.078	0.015	0.036	-0.046	-0.022	0.033
152.0	4.0	88.0	-2102.197	1.671	0.074	0.009	0.03	-0.041	-0.016	0.028
152.0	4.0	96.0	-2099.225	3.499	0.086	0.008	0.024	-0.045	-0.012	0.027
152.0	4.0	104.0	-2095.684	3.555	0.082	0.041	0.036	-0.035	-0.023	0.018
152.0	4.0	112.0	-2091.103	2.626	0.068	0.018	0.009	-0.026	-0.006	0.011
152.0	4.0	120.0	-2088.519	2.6	0.126	0.038	0.016	-0.047	-0.013	0.018
152.0	4.0	128.0	-2087.194	3.426	0.085	-0.027	0.016	-0.033	0.011	0.014
152.0	4.0	136.0	-2087.485	3.625	0.067	-0.011	0.016	-0.021	0.006	0.008
152.0	4.0	144.0	-2087.663	3.742	0.109	0.0	0.008	-0.03	0.0	0.009
152.0	4.0	152.0	-2087.476	4.034	0.164	0.002	0.009	-0.044	0.0	0.013
152.0	4.0	160.0	-2086.544	4.377	0.191	0.004	0.01	-0.051	0.0	0.014
152.0	4.0	168.0	-2066.709	2.524	0.079	0.01	0.03	-0.037	0.006	0.022
152.0	4.0	176.0	-2080.542	1.716	0.114	-0.029	0.015	-0.046	0.01	0.021
152.0	4.0	184.0	-2067.857	2.686	0.244	0.041	0.01	-0.112	-0.018	0.052
152.0	4.0	192.0	-2063.173	5.678	0.109	0.004	0.003	-0.076	-0.002	0.053
152.0	4.0	200.0	-2067.821	1.043	0.05	-0.008	0.01	-0.029	0.008	0.019
156.0	4.0	0.0	-2090.419	2.006	0.052	-0.004	0.035	-0.073	0.005	0.249
156.0	4.0	8.0	-2103.494	2.655	0.051	0.005	0.025	-0.065	-0.027	0.287
156.0	4.0	16.0	-2121.434	2.34	0.099	0.009	0.023	-0.124	-0.02	0.273
156.0	4.0	24.0	-2125.012	1.943	0.084	0.004	0.02	-0.107	-0.015	0.29
156.0	4.0	32.0	-2118.95	1.384	0.047	0.005	0.028	-0.027	-0.013	0.025
156.0	4.0	40.0	-2115.728	1.977	0.063	-0.001	0.018	-0.085	-0.007	0.209
156.0	4.0	48.0	-2116.599	1.806	0.078	0.002	0.027	-0.095	-0.009	0.185
156.0	4.0	56.0	-2111.91	1.047	0.058	-0.008	0.026	-0.033	0.013	0.026
156.0	4.0	64.0	-2107.393	1.32	0.115	-0.025	0.03	-0.067	0.025	0.043
156.0	4.0	72.0	-2106.354	1.458	0.257	-0.07	0.037	-0.155	0.049	0.097
156.0	4.0	80.0	-2105.051	3.156	0.08	0.005	0.027	-0.045	-0.012	0.031
156.0	4.0	88.0	-2104.238	3.239	0.064	0.016	0.024	-0.039	-0.017	0.028
156.0	4.0	96.0	-2101.809	3.413	0.065	0.009	0.021	-0.035	-0.012	0.023
156.0	4.0	104.0	-2098.231	3.555	0.083	0.012	0.023	-0.042	-0.011	0.025
156.0	4.0	112.0	-2086.156	3.226	0.157	-0.055	0.025	-0.07	0.024	0.033
156.0	4.0	120.0	-2086.83	3.287	0.15	-0.051	0.024	-0.064	0.022	0.028
156.0	4.0	128.0	-2087.318	3.331	0.125	-0.041	0.02	-0.051	0.017	0.022
156.0	4.0	136.0	-2087.712	3.38	0.094	-0.028	0.017	-0.036	0.012	0.015
156.0	4.0	144.0	-2088.02	3.538	0.069	-0.005	0.006	-0.02	0.002	0.006
156.0	4.0	152.0	-2088.133	3.572	0.075	-0.002	0.007	-0.02	0.001	0.006
156.0	4.0	160.0	-2087.802	3.488	0.114	0.0	0.01	-0.03	0.0	0.009
156.0	4.0	168.0	-2086.388	3.475	0.164	0.001	0.014	-0.043	0.0	0.012
156.0	4.0	176.0	-2083.221	1.635	0.21	-0.055	0.024	-0.084	0.02	0.036
156.0	4.0	184.0	-2079.476	1.159	0.128	-0.011	0.014	-0.061	0.0	0.032
156.0	4.0	192.0	-2067.93	2.724	0.22	0.038	0.009	-0.1	-0.016	0.046
156.0	4.0	200.0	-2070.034	1.127	0.101	-0.001	0.003	-0.051	-0.0	0.026
160.0	4.0	0.0	-2090.662	2.003	0.054	-0.006	0.036	-0.076	0.006	0.256
160.0	4.0	8.0	-2101.99	2.712	0.051	0.004	0.024	-0.061	-0.025	0.262
160.0	4.0	16.0	-2120.866	2.286	0.094	0.009	0.024	-0.133	-0.019	0.327
160.0	4.0	24.0	-2126.559	1.901	0.086	0.006	0.021	-0.116	-0.022	0.321
160.0	4.0	32.0	-2121.575	1.454	0.049	0.005	0.026	-0.032	-0.011	0.04
160.0	4.0	40.0	-2115.761	1.963	0.06	0.001	0.016	-0.086	-0.01	0.216
160.0	4.0	48.0	-2115.981	1.818	0.073	-0.001	0.022	-0.097	-0.004	0.186
160.0	4.0	56.0	-2113.973	1.429	0.067	-0.002	0.027	-0.08	-0.006	0.153
160.0	4.0	64.0	-2107.145	1.472	0.092	-0.012	0.023	-0.05	0.015	0.031
160.0	4.0	72.0	-2107.01	1.409	0.173	-0.045	0.031	-0.103	0.034	0.065
160.0	4.0	80.0	-2105.57	1.577	0.249	-0.072	0.035	-0.151	0.049	0.094
160.0	4.0	88.0	-2105.72	3.317	0.113	0.026	0.024	-0.07	-0.022	0.046
160.0	4.0	96.0	-2104.169	3.419	0.054	0.013	0.021	-0.032	-0.013	0.022
160.0	4.0	104.0	-2101.052	3.512	0.067	0.011	0.018	-0.036	-0.011	0.022
160.0	4.0	112.0	-2085.821	3.352	0.127	-0.046	0.023	-0.057	0.02	0.027
160.0	4.0	120.0	-2086.679	3.335	0.132	-0.046	0.023	-0.057	0.02	0.026
160.0	4.0	128.0	-2087.343	3.341	0.13	-0.043	0.022	-0.054	0.018	0.023
160.0	4.0	136.0	-2087.818	3.357	0.121	-0.037	0.02	-0.047	0.015	0.02
160.0	4.0	144.0	-2088.124	3.344	0.1	-0.023	0.018	-0.035	0.01	0.014
160.0	4.0	152.0	-2088.299	3.419	0.084	-0.007	0.007	-0.024	0.002	0.007
160.0	4.0	160.0	-2088.174	3.43	0.071	-0.006	0.008	-0.018	0.002	0.005
