Q20	Q30	EHFB	M22	M23	M33
149.74529933418077	0.0	0.5000000000000029	0.021887816893420033	-0.0	0.03248475340765561
150.41851876796002	0.0	0.531530398004906	0.021451782203277824	-0.0	0.03240588350383037
151.09173826362243	0.0	0.5632244206097752	0.021033984414689066	-0.0	0.03232349004949779
151.76495768834536	0.0	0.5949446418175739	0.02063486494516578	-0.0	0.03223375924632648
152.43817729034063	0.0	0.6265610411920604	0.020280872611181652	-0.0005549253059191749	0.032107080285928964
153.1113967666105	0.0	0.6580345710453245	0.019942074505446113	-0.0007552628141062824	0.031972819393995336
153.78461651223913	0.0	0.6893874500495215	0.01960576071115489	-0.0007841223671013344	0.031844865451537835
154.4578361061145	0.0	0.720642999044748	0.01927831150425793	-0.0007045006605208881	0.03171805022953339
155.13105602826877	0.0	0.7518245807832221	0.018966702584686624	-0.0005323885850949211	0.03158660946330867
155.80427580772607	0.0	0.7829555139235652	0.018678362161053112	-0.00023716978931683915	0.031444327014003126
156.47749593848076	0.0	0.8140569916515906	0.018428241876029094	-0.0	0.03127730293526596
157.15071596944904	0.0	0.845128471160517	0.01820457437770017	-0.0	0.03109676005797537
157.82393634363683	0.0	0.8761569702352583	0.017998529157725457	-0.0	0.030910065094216514
158.49715668649307	0.0	0.9071293194772685	0.01780565833845905	-0.0	0.030720191608566788
159.1703773444084	0.0	0.9380323826686527	0.017621513820065597	-0.0	0.030530112969246175
159.84359805170797	0.0	0.9688529954327271	0.017441647671110193	-0.0	0.030342802720537333
160.51681904029525	0.0	0.9995812148093	0.017264435914288546	-0.0001722681773997955	0.030158659040123877
161.19004015621144	0.0	1.0302333366769196	0.017087036813163453	-0.00021826438299727224	0.029981340929256344
161.86326152846638	0.0	1.0608385461727492	0.016911452624611408	-0.00021868145522742572	0.029810665073033545
162.53648308999223	0.0	1.0914261082049956	0.016740642476251368	-0.00019046624166324557	0.029645498289872983
163.20970490274243	0.0	1.122025293605623	0.016577566698442448	-0.00013816674524442905	0.029484706133642798
163.88292694228468	0.0	1.1526653693409827	0.016425187666871198	-4.895817695541034e-05	0.029327152160226775
164.55614925290016	0.0	1.1833738421968565	0.01628657987007159	-0.0	0.029171137292674967
165.2293718015744	0.0	1.2141662222915055	0.016159548799859477	-0.0	0.029017167559424423
165.90259466438917	0.0	1.2450530307050285	0.016041270382202148	-0.0	0.02886510266059269
166.5758177551977	0.0	1.276044764658935	0.01592910184468655	-0.0	0.028714616851514847
167.24904121845205	0.0	1.3071519320184923	0.015820400369460804	-0.0	0.028565384335116635
167.92226488859512	0.0	1.3383850263699537	0.015712523182767994	-0.0	0.028417079382446815
168.5954889925418	0.0	1.3697286302430072	0.015603584551989631	-4.772304257511096e-05	0.028269460591584514
169.2687132843577	0.0	1.401020260479433	0.015494517510358657	-5.775327923617158e-05	0.028124240223465023
169.9419380608816	0.0	1.4320456875010732	0.015387685194481476	-5.66769651979044e-05	0.02798338045411827
170.61516302123465	0.0	1.46259059581266	0.015285483763013684	-4.839797540335322e-05	0.027848812543902045
171.28838849499402	0.0	1.4924406979883194	0.015190308893303318	-3.391343674797074e-05	0.02772246802308973
171.96161417326724	0.0	1.5213816773129325	0.015104556021204881	-7.166925501165679e-06	0.027606278893976467
172.63484036405603	0.0	1.5492355856913398	0.015030182173865082	-0.0	0.027501605580850477
173.30806680917468	0.0	1.575996994997034	0.014966701016848839	-0.0	0.027407457734667347
173.98129373497284	0.0	1.6017116506629894	0.014913023351420649	-0.0	0.027322026386365866
174.6545209920751	0.0	1.62642529142271	0.014868064012351457	-0.0	0.02724349838773385
175.32774867211918	0.0	1.650183665373125	0.014830737811344474	-0.0	0.027170060553482797
176.000976779565	0.0	1.673032517361656	0.014799959590917986	-5.777830322852636e-07	0.02709989967607209
176.67420523675386	0.0	1.6950103860766574	0.014774691701887313	-1.2922490818692012e-05	0.027031419986530327
177.34743422412163	0.0	1.7161271290779756	0.014753996147454141	-1.5076572857754425e-05	0.02696398120274656
178.02066348617518	0.0	1.7363854489457338	0.014736993196992464	-1.453900105939297e-05	0.02689714747905537
178.6938933737297	0.0	1.7557880666592285	0.014722803073916843	-1.2193544771503046e-05	0.026830482934136552
179.36712347275008	0.0	1.7743376808387294	0.01471054598207539	-8.235687529952609e-06	0.026763551794634577
180.04035427257128	0.0	1.7920370101792478	0.014699342452775991	-0.0	0.026695917981808266
180.71358524300004	0.0	1.8088599635360594	0.014688837697150636	-0.0	0.02662736562554118
181.38681696158324	0.0	1.8246842320823178	0.014680414327098086	-0.0	0.026558431770816557
182.06004883694317	0.0	1.8393673843846843	0.01467582547137078	-0.0	0.026489803035496768
182.73328147869313	0.0	1.8527670154946199	0.014676824255505639	-0.0	0.026422165917965167
183.4065142878574	0.0	1.8647406947118486	0.014685163814642984	-0.0	0.026356207041378647
184.07974785861109	0.0	1.8751460908053164	0.014702596094889168	-1.4678575667847737e-06	0.02629261268943283
184.7529816225353	0.0	1.883905897371294	0.014729708030325006	-4.072826686579468e-06	0.026232036385844315
185.42621613216633	0.0	1.8911259710839319	0.014763801825397117	-4.949705941879911e-06	0.026175043461792776
186.09945086197607	0.0	1.8969441568601069	0.014801607762077095	-5.118241179357746e-06	0.026122181879633687
186.77268632531045	0.0	1.901498310387666	0.014839856162472673	-4.689429606412726e-06	0.026073999518977396
187.44592202233497	0.0	1.9049262800196889	0.014875277277816575	-3.4872368262951213e-06	0.02603104433903515
188.1191584580152	0.0	1.9073656797203822	0.014904607230911703	-0.0	0.025993860792203772
