Q20,Q30
1.480000000000000000e+02,0.000000000000000000e+00
1.484381393462055598e+02,3.787572920101781558e-04
1.488762783433591039e+02,4.744011254345472978e-04
1.493144176757267303e+02,4.852430927769533315e-04
1.497525568861680085e+02,4.909133338603960828e-04
1.501906961715211253e+02,4.938405259165281561e-04
1.506288354489584833e+02,4.964585930435172576e-04
1.510669747616001928e+02,4.978854863254215512e-04
1.515051141078284331e+02,4.984716181725786692e-04
1.519432534752148456e+02,4.980092139365650730e-04
1.523813929125362563e+02,4.888666130864751606e-04
1.528195324067724812e+02,4.775719774551777635e-04
1.532576719691018354e+02,4.657074167128844597e-04
1.536958116010584092e+02,4.537347341878421032e-04
1.541339513074903209e+02,4.421120288670771161e-04
1.545720910911491330e+02,4.312864751381117068e-04
1.550102309552176223e+02,4.216567889403319172e-04
1.554483709020573485e+02,4.135746547971693885e-04
1.558865109346406825e+02,4.073732582561180333e-04
1.563246510538866119e+02,4.035076738248572913e-04
1.567627912624922715e+02,4.015668411709591781e-04
1.572009315637777149e+02,4.009060959070817826e-04
1.576390719617494085e+02,4.009198731723437434e-04
1.580772124611028460e+02,4.010017580094981109e-04
1.585153530671652788e+02,4.005787515010420722e-04
1.589534937856658416e+02,3.990975234437676641e-04
1.593916346234065031e+02,3.960170561022992113e-04
1.598297755864296903e+02,3.907994964439751723e-04
1.602679166843911105e+02,3.823205054455329336e-04
1.607060579253956121e+02,3.707904789838784585e-04
1.611441993153103169e+02,3.571889116414145218e-04
1.615823408596463651e+02,3.420957667085862105e-04
1.620204825629418792e+02,3.260635431772324392e-04
1.624586244288691148e+02,3.096238848886922416e-04
1.628967664610772488e+02,2.933088778817211930e-04
1.633349086611600285e+02,2.776696731769542578e-04
1.637730510342530010e+02,2.633124922756184105e-04
1.642111935765557860e+02,2.525679597771410463e-04
1.646493362949889843e+02,2.459195637224021879e-04
1.650874791736033842e+02,2.411736399530676328e-04
1.655256222602552612e+02,2.369924638805677713e-04
1.659637654408798539e+02,2.307190015456278543e-04
1.664019089902170663e+02,2.152437470796120125e-04
1.668400518857751251e+02,1.949908095315994985e-04
1.672704394526049327e+02,8.227204478122011888e-02
1.676722079689756129e+02,2.570629314028683443e-01
1.680259143070741175e+02,5.156386454971935152e-01
1.683267951028575169e+02,8.341344583110547051e-01
1.685825704854072740e+02,1.189868649499243647e+00
1.688039846496191956e+02,1.567945889643173718e+00
1.690001783713663031e+02,1.959702537970071212e+00
1.691780704341335877e+02,2.360100036166990822e+00
1.693427539632448315e+02,2.766106799165654273e+00
1.694979769252266806e+02,3.175821754334175129e+00
1.696465311245694636e+02,3.587999483507937182e+00
1.697905396354931042e+02,4.001785265770193334e+00
1.699515110908993165e+02,4.409269899918196067e+00
1.701291891343558973e+02,4.809750338276419512e+00
1.703247140143267586e+02,5.201825275415014715e+00
1.705394545097880439e+02,5.583712787127078414e+00
1.707750396966218318e+02,5.953104395482846201e+00
1.710333617812734133e+02,6.306967965977415602e+00
1.713170163899522436e+02,6.640867851363447372e+00
1.716299213708572893e+02,6.947525591560412828e+00
1.719743841717691737e+02,7.218253486971037525e+00
1.723502549115380873e+02,7.443352284932180929e+00
1.727545951863255027e+02,7.612046355351905547e+00
1.731756431945941586e+02,7.733158796624309161e+00
1.736050074096256992e+02,7.820320972128990356e+00
1.740383639324542173e+02,7.884775836094924273e+00
1.744736852489155865e+02,7.934265383546915018e+00
1.749100032448374691e+02,7.974041115987200889e+00
1.753468316272812046e+02,8.007777698726449955e+00
1.757826135395409324e+02,8.053088200457489521e+00
1.762171399258841689e+02,8.109190071102709396e+00
1.766497659289702824e+02,8.178450365375532272e+00
1.770795811005767746e+02,8.263437211701159413e+00
1.775051694223905656e+02,8.367552362895452234e+00
1.779243473529592166e+02,8.495054158209200068e+00
1.783338707755877977e+02,8.650806431491107062e+00
1.787292700859429999e+02,8.839562401272035075e+00
1.791050881268054695e+02,9.064798477168681146e+00
1.794557036203726170e+02,9.327553348184876469e+00
1.797765229081397536e+02,9.625960722169475403e+00
1.800650455746872183e+02,9.955698557014414973e+00
1.803290598665431332e+02,1.030536838748829176e+01
1.805702434497236482e+02,1.067115934282743162e+01
1.807905139609044056e+02,1.104991169388256722e+01
1.809918424992470420e+02,1.143906332841529405e+01
1.811761282148683563e+02,1.183656896100943534e+01
1.813446624614960854e+02,1.224100377236903192e+01
1.815153175691912111e+02,1.264454843763879133e+01
1.816898513207563326e+02,1.304642832016378406e+01
1.818695706175597877e+02,1.344602045693605774e+01
1.820556370438170006e+02,1.384268431189313731e+01
1.822492342550141871e+02,1.423575739830513420e+01
1.824516067416232659e+02,1.462430936055899089e+01
1.826644342044267830e+02,1.500742346635984958e+01
1.828896061779210811e+02,1.538294007175241340e+01
1.831314150810708554e+02,1.574916282323510330e+01
1.833956115203704655e+02,1.609651072142239414e+01
1.836609062959333016e+02,1.645051518150231828e+01
