 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.39311030     -33.99102373       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -32.25780075       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -30.82558164       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -29.54945844       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -28.37412431       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -27.27109836       0.00000000       0.00000000       0.00000000       0.00000000
       0.39311030     -26.22330492       0.00000000       0.00000000       0.00000004       0.00000003
       0.39311030     -25.21949641       0.00000001       0.00000001       0.00000018       0.00000011
       0.39311030     -24.25177063       0.00000003       0.00000002       0.00000016       0.00000008
       0.39311030     -23.31430748       0.00000003       0.00000001       0.00000001       0.00000000
       0.39311030     -22.40266257       0.00000001       0.00000001       0.00000000       0.00000000
       0.39311030     -21.51334337       0.00000002       0.00000003       0.00000000       0.00000004
       0.39311030     -20.64354054       0.00000001       0.00000001       0.00000000       0.00000000
       0.39311030     -19.79094994       0.00000002       0.00000002       0.00000000       0.00000000
       0.39311030     -18.95365034       0.00000005       0.00000001       0.00000001       0.00000000
       0.39311030     -18.13001688       0.00000020       0.00000002       0.00000059       0.00000000
       0.39311030     -17.31865817       0.00000083       0.00000011       0.00001589       0.00000016
       0.39311030     -16.51836954       0.00000274       0.00000037       0.00020752       0.00000557
       0.39311030     -15.72809772       0.00001052       0.00000142       0.00073880       0.00006513
       0.39311030     -14.94691350       0.00004765       0.00000978       0.00362712       0.00073317
       0.39311030     -14.17399048       0.00020061       0.00005527       0.02028569       0.00854837
       0.39311030     -13.40858809       0.00089675       0.00032344       0.08741730       0.05143160
       0.39311030     -12.65003805       0.00399817       0.00190686       0.30229357       0.24902345
       0.39311030     -11.89773333       0.01309039       0.00762849       0.56415147       0.55193223
       0.39311030     -11.15111912       0.02737095       0.01808808       0.65477119       0.67114506
       0.39311030     -10.40968528       0.03871856       0.02754283       0.60505778       0.63446140
       0.39311030      -9.67296009       0.04362703       0.03177907       0.51870069       0.53826280
       0.39311030      -8.94050499       0.04566368       0.03283763       0.49828939       0.49794039
       0.39311030      -8.21190998       0.04657762       0.03349695       0.51832083       0.55710397
       0.39311030      -7.48678985       0.04595430       0.03309972       0.49475465       0.57360999
