 r  z  rhoN/2  rhoP/2  localizarionN  localizationP 
       0.38687441     -35.09563347       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -33.30608576       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -31.82732369       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -30.50973018       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -29.29620110       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -28.15733000       0.00000000       0.00000000       0.00000000       0.00000000
       0.38687441     -27.07548631       0.00000001       0.00000001       0.00000003       0.00000003
       0.38687441     -26.03905693       0.00000003       0.00000002       0.00000009       0.00000009
       0.38687441     -25.03988287       0.00000005       0.00000003       0.00000003       0.00000003
       0.38687441     -24.07195489       0.00000002       0.00000001       0.00000000       0.00000000
       0.38687441     -23.13068416       0.00000002       0.00000002       0.00000000       0.00000000
       0.38687441     -22.21246466       0.00000001       0.00000002       0.00000000       0.00000000
       0.38687441     -21.31439576       0.00000003       0.00000001       0.00000001       0.00000000
       0.38687441     -20.43409844       0.00000004       0.00000001       0.00000001       0.00000000
       0.38687441     -19.56958903       0.00000007       0.00000001       0.00000007       0.00000000
       0.38687441     -18.71918987       0.00000047       0.00000003       0.00000764       0.00000000
       0.38687441     -17.88146435       0.00000191       0.00000016       0.00012083       0.00000065
       0.38687441     -17.05516867       0.00000722       0.00000052       0.00062536       0.00000909
       0.38687441     -16.23921530       0.00003551       0.00000472       0.00314712       0.00019470
       0.38687441     -15.43264486       0.00016096       0.00003216       0.01792256       0.00280463
       0.38687441     -14.63460408       0.00074938       0.00021123       0.07989122       0.02462999
       0.38687441     -13.84432833       0.00360983       0.00148083       0.29403458       0.17802136
       0.38687441     -13.06112761       0.01279582       0.00687991       0.56435223       0.50833625
       0.38687441     -12.28437518       0.02789599       0.01787045       0.65339307       0.67313804
       0.38687441     -11.51349817       0.03959035       0.02819158       0.59482951       0.65529865
       0.38687441     -10.74796987       0.04412459       0.03202601       0.50821043       0.54096249
       0.38687441      -9.98730326       0.04584465       0.03168697       0.49758175       0.45108901
       0.38687441      -9.23104548       0.04650631       0.03180524       0.51595746       0.48704633
       0.38687441      -8.47877325       0.04623648       0.03208986       0.49742414       0.51911163
       0.38687441      -7.73008881       0.04744978       0.03002191       0.53816858       0.40138273
       0.38687441      -6.98461648       0.04939442       0.02786008       0.62114537       0.30785226
       0.38687441      -6.24199965       0.04805976       0.02871986       0.58593159       0.37917920
