A	min	max
114.0	0.0	0.017331363889864896
115.0	0.004461134277264881	0.03934895500683645
116.0	0.016009476589197758	0.0997332054688043
117.0	0.051410760582197276	0.23410265195102217
118.0	0.1477324778400407	0.5011581464938267
119.0	0.37987699403054825	0.9790027687713606
120.0	0.8740878047691293	1.7505192549316995
121.0	1.7997500190860556	2.873530143603992
122.0	3.3159988420867417	4.343157883182653
123.0	5.467157824565406	6.061386360923438
124.0	8.065919989878697	7.8315073203200845
125.0	10.648569402724469	9.38827533292786
126.0	12.579798346031065	10.4598279249325
127.0	13.298453855078371	10.842237375192129
128.0	12.579798346031065	10.4598279249325
129.0	10.648569402724469	9.38827533292786
130.0	8.065919989878697	7.8315073203200845
131.0	5.467157824565406	6.061386360923438
132.0	3.3159988420867417	4.343157883182653
133.0	1.7997500190860556	2.873530143603992
134.0	0.8740878047691293	1.7505192549316995
135.0	0.37987699403054825	0.9790027687713606
136.0	0.1477324778400407	0.5011581464938267
137.0	0.051410760582197276	0.23410265195102217
138.0	0.016009476589197758	0.0997332054688043
139.0	0.004461134277264881	0.03934895500683645
140.0	0.0	0.017331363889864896
