Z	min	max
15.0	3.5144190281757475e-11	1.6577115251279603e-07
16.0	1.8021389735100446e-08	1.5270986652160168e-06
17.0	1.6595524234639179e-06	1.461371247168488e-05
18.0	1.3383681255744187e-05	0.00010268317964408027
19.0	8.213155698090772e-05	0.0004059179431703725
20.0	0.0005555313185238412	0.0024666809583557578
21.0	0.0016397790249596724	0.0052504623447982976
22.0	0.009529291841737371	0.027951800630796893
23.0	0.016392988440418598	0.033684117923189746
24.0	0.080602611980345	0.15186611905663994
25.0	0.08596465156391761	0.11946011120536053
26.0	0.35661719085372134	0.44198472161326213
27.0	0.25806480648687846	0.26737252495356034
28.0	0.8991574853880793	0.8404656651646334
29.0	0.5166785991663483	0.44757336721428187
30.0	1.5679980271291836	1.2937587166762143
31.0	0.8244316456091993	0.666246537086512
32.0	2.348453239411672	1.8764044387269054
33.0	1.2112975589873187	0.9651915103056191
34.0	3.3804230839192297	2.690540606279418
35.0	1.731570120085437	1.380014962504005
36.0	4.753759747600911	3.79626248932515
37.0	2.377015439989442	1.922429023897609
38.0	6.292016631193152	5.172167043975036
39.0	2.912291638437044	2.5157351356893067
40.0	7.0023297732570144	6.425732904505654
41.0	2.75332715321598	2.813391758440752
42.0	5.4058288808707005	6.3204747679287925
43.0	1.697029488956411	2.3131705522499257
44.0	2.316748202402954	4.104805737990326
45.0	0.591950178186332	1.1991030890858307
46.0	0.4592965943394973	1.5068508308029087
47.0	0.1013553748893345	0.3509357739186594
48.0	0.038553718751503804	0.2707386064752109
49.0	0.00765822627287076	0.056377570793820476
50.0	0.0027302951653765213	0.04213492914473252
51.0	0.00765822627287076	0.056377570793820476
52.0	0.038553718751503804	0.2707386064752109
53.0	0.1013553748893345	0.3509357739186594
54.0	0.4592965943394973	1.5068508308029087
55.0	0.591950178186332	1.1991030890858307
56.0	2.316748202402954	4.104805737990326
57.0	1.697029488956411	2.3131705522499257
58.0	5.4058288808707005	6.3204747679287925
59.0	2.75332715321598	2.813391758440752
60.0	7.0023297732570144	6.425732904505654
61.0	2.912291638437044	2.5157351356893067
62.0	6.292016631193152	5.172167043975036
63.0	2.377015439989442	1.922429023897609
64.0	4.753759747600911	3.79626248932515
65.0	1.731570120085437	1.380014962504005
66.0	3.3804230839192297	2.690540606279418
67.0	1.2112975589873187	0.9651915103056191
68.0	2.348453239411672	1.8764044387269054
69.0	0.8244316456091993	0.666246537086512
70.0	1.5679980271291836	1.2937587166762143
71.0	0.5166785991663483	0.44757336721428187
72.0	0.8991574853880793	0.8404656651646334
73.0	0.25806480648687846	0.26737252495356034
74.0	0.35661719085372134	0.44198472161326213
75.0	0.08596465156391761	0.11946011120536053
76.0	0.080602611980345	0.15186611905663994
77.0	0.016392988440418598	0.033684117923189746
78.0	0.009529291841737371	0.027951800630796893
79.0	0.0016397790249596724	0.0052504623447982976
80.0	0.0005555313185238412	0.0024666809583557578
81.0	8.213155698090772e-05	0.0004059179431703725
82.0	1.3383681255744187e-05	0.00010268317964408027
83.0	1.6595524234639179e-06	1.461371247168488e-05
84.0	1.8021389735100446e-08	1.5270986652160168e-06
85.0	3.5144190281757475e-11	1.6577115251279603e-07
